person_id,age_2024,n_observations_2022,n_sources_2022,evidence_sources_2022,evidence_source_rows_2022,level_min_2022,level_max_2022,same_year_status_2022,same_year_decision_reason_2022,n_observations_2024,n_sources_2024,evidence_sources_2024,evidence_source_rows_2024,level_min_2024,level_max_2024,same_year_status_2024,same_year_decision_reason_2024,has_2022_evidence,has_2024_evidence,same_year_conflict_2024,attainment_status,attainment_level_min,attainment_level_max,decision_reason
P005589,45,1,1,zensus_like_2022,zensus_like_2022:1221,2,2,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:2078,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,2,2,compatible_retained
P005590,63,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005592,29,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2079,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005593,23,1,1,zensus_like_2022,zensus_like_2022:6844,4,4,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:2080,4,6,accepted,single_observation,TRUE,TRUE,FALSE,accepted,4,4,compatible_retained
P005594,70,1,1,zensus_like_2022,zensus_like_2022:7053,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P005595,23,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2081,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P005597,83,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005598,23,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005599,48,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2082,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005600,36,,,,,,,,,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:2083|mikrozensus_like_2024:2363,2,2,accepted,same_year_compatible,FALSE,TRUE,FALSE,accepted,2,2,initial_observation
P005602,25,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2084,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005603,86,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:137,3,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,3,3,initial_observation
P005604,59,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005605,43,,,,,,,,,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:2085|mikrozensus_like_2024:1220,4,4,accepted,same_year_compatible,FALSE,TRUE,FALSE,accepted,4,4,initial_observation
P005606,45,,,,,,,,,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:2086|mikrozensus_like_2024:745,5,5,accepted,same_year_compatible,FALSE,TRUE,FALSE,accepted,5,5,initial_observation
P005607,37,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005608,36,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2087,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005609,71,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005610,16,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:496,2,2,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,2,initial_observation
P005611,26,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2089,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005612,45,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005613,17,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005614,33,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2090,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005615,16,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2091,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005616,66,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2092,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005617,38,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005619,89,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005620,44,1,1,zensus_like_2022,zensus_like_2022:2320,1,1,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,1,1,carry_forward
P005621,85,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005622,39,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2093,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005625,92,1,1,zensus_like_2022,zensus_like_2022:2540,2,2,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,2,2,carry_forward
P005627,30,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2094,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005628,49,1,1,zensus_like_2022,zensus_like_2022:6976,2,2,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,2,2,carry_forward
P005629,39,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005630,61,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2095,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005631,31,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2096,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P005632,83,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2097,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005633,16,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005634,19,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2098,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005636,66,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005637,46,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005638,47,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005639,19,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2099,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005641,50,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005642,42,1,1,zensus_like_2022,zensus_like_2022:7006,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P005643,59,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005644,90,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2100,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005645,58,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2101,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005646,27,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005647,17,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005648,75,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2911,3,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,3,3,initial_observation
P005649,53,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2102,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005650,70,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005651,41,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2103,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005653,72,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005654,21,1,1,zensus_like_2022,zensus_like_2022:8027,2,2,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,2,2,carry_forward
P005655,57,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005656,33,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2104,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P005657,17,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005658,64,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005659,51,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005661,60,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005662,34,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2105,1,1,accepted,single_observation,FALSE,TRUE,FALSE,accepted,1,1,initial_observation
P005664,30,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2106,1,1,accepted,single_observation,FALSE,TRUE,FALSE,accepted,1,1,initial_observation
P005665,44,1,1,zensus_like_2022,zensus_like_2022:7069,3,3,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:2107,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,3,3,compatible_retained
P005667,74,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005668,33,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005669,42,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005670,27,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2108,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P005671,58,1,1,zensus_like_2022,zensus_like_2022:6461,4,4,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,4,4,carry_forward
P005673,58,1,1,zensus_like_2022,zensus_like_2022:8094,3,3,accepted,single_observation,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:2109|mikrozensus_like_2024:2754,3,3,accepted,same_year_compatible,TRUE,TRUE,FALSE,accepted,3,3,compatible_retained
P005674,15,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005675,77,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005676,42,1,1,zensus_like_2022,zensus_like_2022:3203,3,3,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:2110,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,3,3,compatible_retained
P005677,88,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005679,42,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2111,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005680,35,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005681,15,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005682,54,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005683,19,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2112,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005684,49,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005685,52,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005687,52,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2113,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P005688,77,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005689,36,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005690,35,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005693,44,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2114,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P005695,34,,,,,,,,,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:2115|mikrozensus_like_2024:3225,3,3,accepted,same_year_compatible,FALSE,TRUE,FALSE,accepted,3,3,initial_observation
P005696,51,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2116,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005697,55,1,1,zensus_like_2022,zensus_like_2022:5802,2,2,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:2117,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,2,2,compatible_retained
P005698,58,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005699,42,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005702,63,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2118,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P005703,93,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005704,44,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2119,1,1,accepted,single_observation,FALSE,TRUE,FALSE,accepted,1,1,initial_observation
P005705,29,1,1,zensus_like_2022,zensus_like_2022:7462,4,4,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:2120,4,6,accepted,single_observation,TRUE,TRUE,FALSE,accepted,4,4,compatible_retained
P005706,43,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2121,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P005707,60,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2122,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005708,30,1,1,zensus_like_2022,zensus_like_2022:5666,3,3,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:2123,4,6,accepted,single_observation,TRUE,TRUE,FALSE,accepted,4,6,upward_progression
P005709,26,1,1,zensus_like_2022,zensus_like_2022:3835,2,2,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,2,2,carry_forward
P005710,89,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005711,47,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2124,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005712,59,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2125,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005713,73,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005714,32,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005715,69,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005717,93,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2126,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005719,48,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2127,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005720,24,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2128,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P005721,20,1,1,zensus_like_2022,zensus_like_2022:7166,3,3,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:2129,4,6,accepted,single_observation,TRUE,TRUE,FALSE,accepted,4,6,upward_progression
P005723,79,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2130,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005724,59,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005725,62,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005727,61,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005729,35,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005730,41,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2131,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P005731,51,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2132,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P005732,56,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2133,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005733,33,1,1,zensus_like_2022,zensus_like_2022:2563,6,6,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:2134,4,6,accepted,single_observation,TRUE,TRUE,FALSE,accepted,6,6,compatible_retained
P005734,36,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2135,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005735,77,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005736,24,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005737,59,1,1,zensus_like_2022,zensus_like_2022:6254,5,5,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,5,5,carry_forward
P005738,25,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005739,57,1,1,zensus_like_2022,zensus_like_2022:4174,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P005740,50,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2136,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005742,69,1,1,zensus_like_2022,zensus_like_2022:7820,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P005744,22,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2137,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005745,26,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005746,76,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005747,37,1,1,zensus_like_2022,zensus_like_2022:2336,1,1,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,1,1,carry_forward
P005748,94,1,1,zensus_like_2022,zensus_like_2022:4827,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P005749,40,1,1,zensus_like_2022,zensus_like_2022:4634,4,4,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:2138,4,6,accepted,single_observation,TRUE,TRUE,FALSE,accepted,4,4,compatible_retained
P005750,16,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2139,1,1,accepted,single_observation,FALSE,TRUE,FALSE,accepted,1,1,initial_observation
P005751,60,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2140,1,1,accepted,single_observation,FALSE,TRUE,FALSE,accepted,1,1,initial_observation
P005753,20,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005754,38,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005755,29,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2141,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005756,52,1,1,zensus_like_2022,zensus_like_2022:1931,1,1,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:2142,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,2,3,upward_progression
P005757,16,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005758,93,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2143,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005759,26,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005760,43,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005761,73,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005763,31,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005764,15,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2144,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005765,15,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005766,63,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005767,41,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2145,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P005768,56,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005769,38,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2146,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005770,29,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2147,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P005771,22,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2148,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005772,93,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2149,1,1,accepted,single_observation,FALSE,TRUE,FALSE,accepted,1,1,initial_observation
P005773,35,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1765,4,4,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,4,initial_observation
P005774,66,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005775,54,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2150,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005776,84,1,1,zensus_like_2022,zensus_like_2022:2839,2,2,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,2,2,carry_forward
P005778,44,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005779,74,1,1,zensus_like_2022,zensus_like_2022:4548,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P005781,27,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2151,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P005782,51,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2152,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P005783,26,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005784,25,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2153,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005785,74,1,1,zensus_like_2022,zensus_like_2022:7635,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P005786,26,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005787,62,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2154,1,1,accepted,single_observation,FALSE,TRUE,FALSE,accepted,1,1,initial_observation
P005788,51,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2155,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005789,85,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005790,54,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2156,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005791,57,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2157,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005792,46,1,1,zensus_like_2022,zensus_like_2022:5194,5,5,accepted,single_observation,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:2158|mikrozensus_like_2024:2552,5,5,accepted,same_year_compatible,TRUE,TRUE,FALSE,accepted,5,5,compatible_retained
P005794,77,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005795,39,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005797,33,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2159,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005799,82,1,1,zensus_like_2022,zensus_like_2022:5920,4,4,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,4,4,carry_forward
P005800,24,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2160,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005801,25,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2161,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P005803,38,1,1,zensus_like_2022,zensus_like_2022:7565,4,4,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:2162,4,6,accepted,single_observation,TRUE,TRUE,FALSE,accepted,4,4,compatible_retained
P005805,25,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005806,77,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005807,67,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005808,50,1,1,zensus_like_2022,zensus_like_2022:6870,3,3,accepted,single_observation,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:2163|mikrozensus_like_2024:1367,3,3,accepted,same_year_compatible,TRUE,TRUE,FALSE,accepted,3,3,compatible_retained
P005809,23,1,1,zensus_like_2022,zensus_like_2022:266,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P005810,59,1,1,zensus_like_2022,zensus_like_2022:1335,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P005811,45,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005812,33,,,,,,,,,1,1,ba_like_2024,ba_like_2024:2164,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P005813,57,1,1,zensus_like_2022,zensus_like_2022:3527,3,3,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:2165,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,3,3,compatible_retained
P005814,55,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P005815,44,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:211,5,5,accepted,single_observation,FALSE,TRUE,FALSE,accepted,5,5,initial_observation
