person_id,reference_year,n_observations,n_sources,evidence_sources,evidence_source_rows,level_min,level_max,same_year_status,same_year_decision_reason,age_2024
P004129,2022,1,1,zensus_like_2022,zensus_like_2022:3,2,2,accepted,single_observation,72
P004130,2024,1,1,ba_like_2024,ba_like_2024:1498,2,3,accepted,single_observation,46
P004131,2024,1,1,ba_like_2024,ba_like_2024:1499,2,3,accepted,single_observation,24
P004133,2024,1,1,ba_like_2024,ba_like_2024:1500,2,3,accepted,single_observation,21
P004137,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2679,1,1,accepted,single_observation,49
P004139,2022,1,1,zensus_like_2022,zensus_like_2022:4047,3,3,accepted,single_observation,40
P004139,2024,1,1,ba_like_2024,ba_like_2024:1502,2,3,accepted,single_observation,40
P004143,2024,1,1,ba_like_2024,ba_like_2024:1503,2,3,accepted,single_observation,50
P004146,2024,1,1,ba_like_2024,ba_like_2024:1504,4,6,accepted,single_observation,46
P004148,2022,1,1,zensus_like_2022,zensus_like_2022:2382,3,3,accepted,single_observation,43
P004148,2024,1,1,ba_like_2024,ba_like_2024:1505,2,3,accepted,single_observation,43
P004149,2024,1,1,ba_like_2024,ba_like_2024:1506,2,3,accepted,single_observation,19
P004152,2024,1,1,ba_like_2024,ba_like_2024:1507,4,6,accepted,single_observation,28
P004155,2022,1,1,zensus_like_2022,zensus_like_2022:2677,3,3,accepted,single_observation,51
P004158,2024,1,1,ba_like_2024,ba_like_2024:1508,2,3,accepted,single_observation,59
P004162,2024,1,1,ba_like_2024,ba_like_2024:1510,2,3,accepted,single_observation,72
P004163,2024,1,1,ba_like_2024,ba_like_2024:1511,4,6,accepted,single_observation,38
P004164,2022,1,1,zensus_like_2022,zensus_like_2022:2445,3,3,accepted,single_observation,49
P004164,2024,1,1,ba_like_2024,ba_like_2024:1512,2,3,accepted,single_observation,49
P004165,2024,1,1,ba_like_2024,ba_like_2024:1513,1,1,accepted,single_observation,68
P004166,2024,1,1,ba_like_2024,ba_like_2024:1514,2,3,accepted,single_observation,39
P004171,2024,1,1,ba_like_2024,ba_like_2024:1515,4,6,accepted,single_observation,64
P004172,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:1516|mikrozensus_like_2024:1088,3,3,accepted,same_year_compatible,31
P004174,2022,1,1,zensus_like_2022,zensus_like_2022:7118,3,3,accepted,single_observation,37
P004174,2024,1,1,ba_like_2024,ba_like_2024:1517,2,3,accepted,single_observation,37
P004175,2024,1,1,ba_like_2024,ba_like_2024:1518,4,6,accepted,single_observation,30
P004182,2022,1,1,zensus_like_2022,zensus_like_2022:1555,3,3,accepted,single_observation,84
P004184,2024,1,1,ba_like_2024,ba_like_2024:1519,4,6,accepted,single_observation,24
P004187,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:1520|mikrozensus_like_2024:2174,4,4,accepted,same_year_compatible,33
P004195,2024,1,1,ba_like_2024,ba_like_2024:1521,4,6,accepted,single_observation,37
P004196,2024,1,1,ba_like_2024,ba_like_2024:1522,2,3,accepted,single_observation,31
P004199,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2007,4,4,accepted,single_observation,22
P004201,2024,1,1,ba_like_2024,ba_like_2024:1523,2,3,accepted,single_observation,34
P004202,2022,1,1,zensus_like_2022,zensus_like_2022:1466,1,1,accepted,single_observation,53
P004202,2024,1,1,ba_like_2024,ba_like_2024:1524,1,1,accepted,single_observation,53
P004203,2024,1,1,ba_like_2024,ba_like_2024:1525,2,3,accepted,single_observation,27
P004208,2022,1,1,zensus_like_2022,zensus_like_2022:1863,1,1,accepted,single_observation,48
P004208,2024,1,1,ba_like_2024,ba_like_2024:1526,1,1,accepted,single_observation,48
P004212,2024,1,1,ba_like_2024,ba_like_2024:1527,2,3,accepted,single_observation,44
P004213,2024,1,1,ba_like_2024,ba_like_2024:1528,2,3,accepted,single_observation,26
P004216,2024,1,1,ba_like_2024,ba_like_2024:1529,4,6,accepted,single_observation,40
P004217,2022,1,1,zensus_like_2022,zensus_like_2022:4126,2,2,accepted,single_observation,61
P004217,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:1530|mikrozensus_like_2024:1668,2,2,accepted,same_year_compatible,61
P004219,2024,1,1,ba_like_2024,ba_like_2024:1531,2,3,accepted,single_observation,43
P004221,2022,1,1,zensus_like_2022,zensus_like_2022:6033,1,1,accepted,single_observation,44
P004223,2024,1,1,ba_like_2024,ba_like_2024:1532,2,3,accepted,single_observation,46
P004224,2024,1,1,ba_like_2024,ba_like_2024:1533,4,6,accepted,single_observation,47
P004226,2024,1,1,ba_like_2024,ba_like_2024:1534,2,3,accepted,single_observation,20
P004228,2024,1,1,ba_like_2024,ba_like_2024:1535,2,3,accepted,single_observation,22
P004230,2024,1,1,ba_like_2024,ba_like_2024:1536,1,1,accepted,single_observation,15
P004231,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1257,3,3,accepted,single_observation,53
P004232,2024,1,1,ba_like_2024,ba_like_2024:1537,2,3,accepted,single_observation,51
P004233,2022,1,1,zensus_like_2022,zensus_like_2022:7350,4,4,accepted,single_observation,38
P004233,2024,1,1,ba_like_2024,ba_like_2024:1538,4,6,accepted,single_observation,38
P004234,2024,1,1,ba_like_2024,ba_like_2024:1539,2,3,accepted,single_observation,23
P004236,2024,1,1,ba_like_2024,ba_like_2024:1540,2,3,accepted,single_observation,31
P004238,2024,1,1,ba_like_2024,ba_like_2024:1541,2,3,accepted,single_observation,58
P004239,2022,1,1,zensus_like_2022,zensus_like_2022:3678,3,3,accepted,single_observation,53
P004242,2024,1,1,ba_like_2024,ba_like_2024:1542,2,3,accepted,single_observation,56
P004246,2022,1,1,zensus_like_2022,zensus_like_2022:7381,6,6,accepted,single_observation,84
P004250,2022,1,1,zensus_like_2022,zensus_like_2022:8093,5,5,accepted,single_observation,31
P004250,2024,1,1,ba_like_2024,ba_like_2024:1543,4,6,accepted,single_observation,31
P004251,2024,1,1,ba_like_2024,ba_like_2024:1544,4,6,accepted,single_observation,52
P004254,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:1545|mikrozensus_like_2024:2639,2,2,accepted,same_year_compatible,30
P004255,2022,1,1,zensus_like_2022,zensus_like_2022:3136,2,2,accepted,single_observation,60
P004258,2022,1,1,zensus_like_2022,zensus_like_2022:7920,3,3,accepted,single_observation,69
P004259,2022,1,1,zensus_like_2022,zensus_like_2022:7316,4,4,accepted,single_observation,27
P004259,2024,1,1,ba_like_2024,ba_like_2024:1546,4,6,accepted,single_observation,27
P004261,2022,1,1,zensus_like_2022,zensus_like_2022:3669,6,6,accepted,single_observation,78
P004263,2022,1,1,zensus_like_2022,zensus_like_2022:6681,3,3,accepted,single_observation,65
P004263,2024,1,1,ba_like_2024,ba_like_2024:1547,2,3,accepted,single_observation,65
P004264,2024,1,1,ba_like_2024,ba_like_2024:1548,1,1,accepted,single_observation,48
P004269,2024,1,1,ba_like_2024,ba_like_2024:1549,2,3,accepted,single_observation,27
P004270,2024,1,1,ba_like_2024,ba_like_2024:1550,2,3,accepted,single_observation,40
P004273,2024,1,1,ba_like_2024,ba_like_2024:1551,2,3,accepted,single_observation,56
P004274,2022,1,1,zensus_like_2022,zensus_like_2022:2375,2,2,accepted,single_observation,74
P004275,2024,1,1,ba_like_2024,ba_like_2024:1552,2,3,accepted,single_observation,38
P004278,2024,1,1,ba_like_2024,ba_like_2024:1553,1,1,accepted,single_observation,60
P004283,2024,1,1,ba_like_2024,ba_like_2024:1554,2,3,accepted,single_observation,31
P004284,2024,1,1,ba_like_2024,ba_like_2024:1555,2,3,accepted,single_observation,33
P004287,2024,1,1,ba_like_2024,ba_like_2024:1556,2,3,accepted,single_observation,19
P004299,2024,1,1,ba_like_2024,ba_like_2024:1557,4,6,accepted,single_observation,49
P004300,2024,1,1,ba_like_2024,ba_like_2024:1558,2,3,accepted,single_observation,26
P004305,2024,1,1,ba_like_2024,ba_like_2024:1559,2,3,accepted,single_observation,59
P004306,2024,1,1,ba_like_2024,ba_like_2024:1560,4,6,accepted,single_observation,52
P004307,2022,1,1,zensus_like_2022,zensus_like_2022:8075,2,2,accepted,single_observation,45
P004307,2024,1,1,ba_like_2024,ba_like_2024:1561,2,3,accepted,single_observation,45
P004309,2024,1,1,ba_like_2024,ba_like_2024:1562,2,3,accepted,single_observation,44
P004314,2022,1,1,zensus_like_2022,zensus_like_2022:5936,3,3,accepted,single_observation,33
P004314,2024,1,1,ba_like_2024,ba_like_2024:1563,2,3,accepted,single_observation,33
P004318,2022,1,1,zensus_like_2022,zensus_like_2022:1833,2,2,accepted,single_observation,64
P004318,2024,1,1,ba_like_2024,ba_like_2024:1564,2,3,accepted,single_observation,64
P004320,2022,1,1,zensus_like_2022,zensus_like_2022:3409,4,4,accepted,single_observation,40
P004320,2024,1,1,ba_like_2024,ba_like_2024:1565,4,6,accepted,single_observation,40
P004322,2022,1,1,zensus_like_2022,zensus_like_2022:2537,3,3,accepted,single_observation,31
P004322,2024,1,1,ba_like_2024,ba_like_2024:1566,2,3,accepted,single_observation,31
P004323,2022,1,1,zensus_like_2022,zensus_like_2022:5068,3,3,accepted,single_observation,54
P004323,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:523,3,3,accepted,single_observation,54
P004327,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:579,3,3,accepted,single_observation,85
P004328,2024,1,1,ba_like_2024,ba_like_2024:1567,2,3,accepted,single_observation,21
P004329,2024,1,1,ba_like_2024,ba_like_2024:1568,4,6,accepted,single_observation,27
P004332,2024,1,1,ba_like_2024,ba_like_2024:1569,2,3,accepted,single_observation,36
P004333,2022,1,1,zensus_like_2022,zensus_like_2022:3315,3,3,accepted,single_observation,34
P004337,2024,1,1,ba_like_2024,ba_like_2024:1570,2,3,accepted,single_observation,55
P004339,2022,1,1,zensus_like_2022,zensus_like_2022:7448,5,5,accepted,single_observation,42
P004339,2024,1,1,ba_like_2024,ba_like_2024:1571,4,6,accepted,single_observation,42
P004341,2022,1,1,zensus_like_2022,zensus_like_2022:1221,4,4,accepted,single_observation,49
P004341,2024,1,1,ba_like_2024,ba_like_2024:1572,4,6,accepted,single_observation,49
P004345,2024,1,1,ba_like_2024,ba_like_2024:1574,2,3,accepted,single_observation,32
P004347,2022,1,1,zensus_like_2022,zensus_like_2022:3636,3,3,accepted,single_observation,28
P004347,2024,1,1,ba_like_2024,ba_like_2024:1575,4,6,accepted,single_observation,28
P004348,2022,1,1,zensus_like_2022,zensus_like_2022:7028,3,3,accepted,single_observation,51
P004348,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:1576|mikrozensus_like_2024:114,3,3,accepted,same_year_compatible,51
P004350,2024,1,1,ba_like_2024,ba_like_2024:1578,2,3,accepted,single_observation,19
P004351,2024,1,1,ba_like_2024,ba_like_2024:1579,2,3,accepted,single_observation,29
P004352,2022,1,1,zensus_like_2022,zensus_like_2022:2994,2,2,accepted,single_observation,92
P004353,2024,1,1,ba_like_2024,ba_like_2024:1580,2,3,accepted,single_observation,48
P004354,2024,1,1,ba_like_2024,ba_like_2024:1581,2,3,accepted,single_observation,37
P004355,2024,1,1,ba_like_2024,ba_like_2024:1582,2,3,accepted,single_observation,30
P004358,2024,1,1,ba_like_2024,ba_like_2024:1584,4,6,accepted,single_observation,38
P004359,2024,1,1,ba_like_2024,ba_like_2024:1585,2,3,accepted,single_observation,36
P004368,2022,1,1,zensus_like_2022,zensus_like_2022:6386,1,1,accepted,single_observation,73
P004369,2024,1,1,ba_like_2024,ba_like_2024:1587,2,3,accepted,single_observation,44
P004377,2022,1,1,zensus_like_2022,zensus_like_2022:5505,3,3,accepted,single_observation,45
P004380,2022,1,1,zensus_like_2022,zensus_like_2022:2821,1,1,accepted,single_observation,30
P004381,2022,1,1,zensus_like_2022,zensus_like_2022:3897,3,3,accepted,single_observation,55
P004382,2024,1,1,ba_like_2024,ba_like_2024:1588,1,1,accepted,single_observation,55
P004383,2022,1,1,zensus_like_2022,zensus_like_2022:1242,3,3,accepted,single_observation,78
P004384,2024,1,1,ba_like_2024,ba_like_2024:1589,2,3,accepted,single_observation,38
P004386,2024,1,1,ba_like_2024,ba_like_2024:1590,4,6,accepted,single_observation,51
P004387,2024,1,1,ba_like_2024,ba_like_2024:1591,4,6,accepted,single_observation,51
P004388,2024,1,1,ba_like_2024,ba_like_2024:1592,2,3,accepted,single_observation,53
P004389,2022,1,1,zensus_like_2022,zensus_like_2022:3792,6,6,accepted,single_observation,48
P004389,2024,1,1,ba_like_2024,ba_like_2024:1593,4,6,accepted,single_observation,48
P004391,2024,1,1,ba_like_2024,ba_like_2024:1594,2,3,accepted,single_observation,61
P004396,2022,1,1,zensus_like_2022,zensus_like_2022:1007,5,5,accepted,single_observation,74
P004397,2024,1,1,ba_like_2024,ba_like_2024:1595,1,1,accepted,single_observation,19
P004398,2024,1,1,ba_like_2024,ba_like_2024:1596,2,3,accepted,single_observation,16
P004399,2022,1,1,zensus_like_2022,zensus_like_2022:4550,3,3,accepted,single_observation,76
P004401,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:1597|mikrozensus_like_2024:1122,3,3,accepted,same_year_compatible,25
P004403,2022,1,1,zensus_like_2022,zensus_like_2022:4710,3,3,accepted,single_observation,48
P004403,2024,1,1,ba_like_2024,ba_like_2024:1598,2,3,accepted,single_observation,48
P004404,2022,1,1,zensus_like_2022,zensus_like_2022:250,5,5,accepted,single_observation,40
P004404,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1347,5,5,accepted,single_observation,40
P004405,2024,1,1,ba_like_2024,ba_like_2024:1599,4,6,accepted,single_observation,37
P004406,2024,1,1,ba_like_2024,ba_like_2024:1600,2,3,accepted,single_observation,27
P004407,2024,1,1,ba_like_2024,ba_like_2024:1601,2,3,accepted,single_observation,33
P004411,2024,1,1,ba_like_2024,ba_like_2024:1602,2,3,accepted,single_observation,25
P004413,2024,1,1,ba_like_2024,ba_like_2024:1603,2,3,accepted,single_observation,36
P004416,2022,1,1,zensus_like_2022,zensus_like_2022:3706,5,5,accepted,single_observation,72
P004419,2024,1,1,ba_like_2024,ba_like_2024:1604,4,6,accepted,single_observation,29
P004420,2022,1,1,zensus_like_2022,zensus_like_2022:2391,5,5,accepted,single_observation,40
P004422,2024,1,1,ba_like_2024,ba_like_2024:1605,4,6,accepted,single_observation,23
P004428,2024,1,1,ba_like_2024,ba_like_2024:1606,1,1,accepted,single_observation,63
P004429,2024,1,1,ba_like_2024,ba_like_2024:1607,4,6,accepted,single_observation,32
P004430,2024,1,1,ba_like_2024,ba_like_2024:1608,1,1,accepted,single_observation,18
P004432,2024,1,1,ba_like_2024,ba_like_2024:1609,2,3,accepted,single_observation,25
P004434,2022,1,1,zensus_like_2022,zensus_like_2022:3237,3,3,accepted,single_observation,38
P004434,2024,1,1,ba_like_2024,ba_like_2024:1610,2,3,accepted,single_observation,38
P004435,2024,1,1,ba_like_2024,ba_like_2024:1611,2,3,accepted,single_observation,22
P004436,2024,1,1,ba_like_2024,ba_like_2024:1612,2,3,accepted,single_observation,26
P004437,2022,1,1,zensus_like_2022,zensus_like_2022:1012,3,3,accepted,single_observation,85
P004437,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:3278,3,3,accepted,single_observation,85
P004439,2022,1,1,zensus_like_2022,zensus_like_2022:67,2,2,accepted,single_observation,20
P004439,2024,1,1,ba_like_2024,ba_like_2024:1613,2,3,accepted,single_observation,20
P004442,2024,1,1,ba_like_2024,ba_like_2024:1614,2,3,accepted,single_observation,16
P004448,2024,1,1,ba_like_2024,ba_like_2024:1615,2,3,accepted,single_observation,63
P004449,2024,1,1,ba_like_2024,ba_like_2024:1616,2,3,accepted,single_observation,90
P004450,2024,1,1,ba_like_2024,ba_like_2024:1617,2,3,accepted,single_observation,55
P004453,2022,1,1,zensus_like_2022,zensus_like_2022:7872,2,2,accepted,single_observation,31
P004457,2024,1,1,ba_like_2024,ba_like_2024:1618,2,3,accepted,single_observation,51
P004460,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:120,2,2,accepted,single_observation,19
P004461,2022,1,1,zensus_like_2022,zensus_like_2022:1124,2,2,accepted,single_observation,72
P004461,2024,1,1,ba_like_2024,ba_like_2024:1619,2,3,accepted,single_observation,72
P004464,2024,1,1,ba_like_2024,ba_like_2024:1620,4,6,accepted,single_observation,36
P004465,2024,1,1,ba_like_2024,ba_like_2024:1621,2,3,accepted,single_observation,50
P004469,2022,1,1,zensus_like_2022,zensus_like_2022:5792,3,3,accepted,single_observation,77
P004470,2024,1,1,ba_like_2024,ba_like_2024:1622,2,3,accepted,single_observation,20
P004471,2024,1,1,ba_like_2024,ba_like_2024:1623,4,6,accepted,single_observation,25
P004473,2022,1,1,zensus_like_2022,zensus_like_2022:891,5,5,accepted,single_observation,56
P004473,2024,1,1,ba_like_2024,ba_like_2024:1624,4,6,accepted,single_observation,56
P004479,2022,1,1,zensus_like_2022,zensus_like_2022:7165,3,3,accepted,single_observation,25
P004479,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:82,4,4,accepted,single_observation,25
P004481,2022,1,1,zensus_like_2022,zensus_like_2022:5735,5,5,accepted,single_observation,59
P004481,2024,1,1,ba_like_2024,ba_like_2024:1625,4,6,accepted,single_observation,59
P004482,2024,1,1,ba_like_2024,ba_like_2024:1626,2,3,accepted,single_observation,25
P004487,2024,1,1,ba_like_2024,ba_like_2024:1627,2,3,accepted,single_observation,63
P004488,2022,1,1,zensus_like_2022,zensus_like_2022:4271,3,3,accepted,single_observation,35
P004491,2022,1,1,zensus_like_2022,zensus_like_2022:6511,3,3,accepted,single_observation,53
P004491,2024,1,1,ba_like_2024,ba_like_2024:1628,2,3,accepted,single_observation,53
P004494,2024,1,1,ba_like_2024,ba_like_2024:1629,4,6,accepted,single_observation,63
P004495,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2081,3,3,accepted,single_observation,79
P004496,2024,1,1,ba_like_2024,ba_like_2024:1630,4,6,accepted,single_observation,40
P004499,2024,1,1,ba_like_2024,ba_like_2024:1632,4,6,accepted,single_observation,29
P004507,2024,1,1,ba_like_2024,ba_like_2024:1633,2,3,accepted,single_observation,38
P004509,2024,1,1,ba_like_2024,ba_like_2024:1634,4,6,accepted,single_observation,35
P004510,2022,1,1,zensus_like_2022,zensus_like_2022:3725,3,3,accepted,single_observation,27
P004511,2024,1,1,ba_like_2024,ba_like_2024:1635,2,3,accepted,single_observation,36
P004513,2024,1,1,ba_like_2024,ba_like_2024:1636,4,6,accepted,single_observation,46
P004522,2024,1,1,ba_like_2024,ba_like_2024:1637,4,6,accepted,single_observation,59
P004526,2022,1,1,zensus_like_2022,zensus_like_2022:3435,3,3,accepted,single_observation,22
P004526,2024,1,1,ba_like_2024,ba_like_2024:1638,4,6,accepted,single_observation,22
P004527,2022,1,1,zensus_like_2022,zensus_like_2022:6849,1,1,accepted,single_observation,30
P004528,2022,1,1,zensus_like_2022,zensus_like_2022:4993,5,5,accepted,single_observation,58
P004529,2022,1,1,zensus_like_2022,zensus_like_2022:5672,3,3,accepted,single_observation,26
P004529,2024,1,1,ba_like_2024,ba_like_2024:1639,2,3,accepted,single_observation,26
P004531,2022,1,1,zensus_like_2022,zensus_like_2022:6557,5,5,accepted,single_observation,69
P004537,2024,1,1,ba_like_2024,ba_like_2024:1641,4,6,accepted,single_observation,26
P004538,2024,1,1,ba_like_2024,ba_like_2024:1642,4,6,accepted,single_observation,62
P004541,2024,1,1,ba_like_2024,ba_like_2024:1643,2,3,accepted,single_observation,51
P004542,2022,1,1,zensus_like_2022,zensus_like_2022:3094,4,4,accepted,single_observation,30
P004545,2022,1,1,zensus_like_2022,zensus_like_2022:6499,4,4,accepted,single_observation,63
P004546,2022,1,1,zensus_like_2022,zensus_like_2022:955,3,3,accepted,single_observation,28
P004548,2024,1,1,ba_like_2024,ba_like_2024:1644,2,3,accepted,single_observation,19
P004552,2022,1,1,zensus_like_2022,zensus_like_2022:1952,3,3,accepted,single_observation,43
P004553,2022,1,1,zensus_like_2022,zensus_like_2022:879,3,3,accepted,single_observation,60
P004553,2024,1,1,ba_like_2024,ba_like_2024:1645,2,3,accepted,single_observation,60
P004555,2024,1,1,ba_like_2024,ba_like_2024:1646,2,3,accepted,single_observation,51
P004557,2024,1,1,ba_like_2024,ba_like_2024:1647,2,3,accepted,single_observation,42
P004558,2022,1,1,zensus_like_2022,zensus_like_2022:1268,3,3,accepted,single_observation,55
P004558,2024,1,1,ba_like_2024,ba_like_2024:1648,2,3,accepted,single_observation,55
P004560,2024,1,1,ba_like_2024,ba_like_2024:1649,4,6,accepted,single_observation,47
P004561,2024,1,1,ba_like_2024,ba_like_2024:1650,2,3,accepted,single_observation,20
P004563,2022,1,1,zensus_like_2022,zensus_like_2022:563,1,1,accepted,single_observation,61
P004569,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:1651|mikrozensus_like_2024:2752,2,2,accepted,same_year_compatible,21
P004574,2024,1,1,ba_like_2024,ba_like_2024:1652,4,6,accepted,single_observation,66
P004577,2024,1,1,ba_like_2024,ba_like_2024:1653,2,3,accepted,single_observation,71
P004578,2022,1,1,zensus_like_2022,zensus_like_2022:5082,3,3,accepted,single_observation,70
P004579,2024,1,1,ba_like_2024,ba_like_2024:1654,2,3,accepted,single_observation,42
P004580,2022,1,1,zensus_like_2022,zensus_like_2022:7432,2,2,accepted,single_observation,57
P004584,2024,1,1,ba_like_2024,ba_like_2024:1655,2,3,accepted,single_observation,48
P004586,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:418,6,6,accepted,single_observation,48
P004587,2022,1,1,zensus_like_2022,zensus_like_2022:7070,4,4,accepted,single_observation,57
P004589,2024,1,1,ba_like_2024,ba_like_2024:1656,2,3,accepted,single_observation,40
P004591,2024,1,1,ba_like_2024,ba_like_2024:1657,2,3,accepted,single_observation,37
P004593,2024,1,1,ba_like_2024,ba_like_2024:1658,2,3,accepted,single_observation,62
P004594,2024,1,1,ba_like_2024,ba_like_2024:1659,1,1,accepted,single_observation,41
P004595,2024,1,1,ba_like_2024,ba_like_2024:1660,2,3,accepted,single_observation,35
P004596,2024,1,1,ba_like_2024,ba_like_2024:1661,2,3,accepted,single_observation,50
P004600,2022,1,1,zensus_like_2022,zensus_like_2022:5712,4,4,accepted,single_observation,56
P004602,2022,1,1,zensus_like_2022,zensus_like_2022:377,3,3,accepted,single_observation,35
P004605,2022,1,1,zensus_like_2022,zensus_like_2022:1297,5,5,accepted,single_observation,57
P004605,2024,1,1,ba_like_2024,ba_like_2024:1662,4,6,accepted,single_observation,57
P004608,2024,1,1,ba_like_2024,ba_like_2024:1663,4,6,accepted,single_observation,69
P004612,2024,1,1,ba_like_2024,ba_like_2024:1664,2,3,accepted,single_observation,51
P004619,2024,1,1,ba_like_2024,ba_like_2024:1665,2,3,accepted,single_observation,50
P004620,2024,1,1,ba_like_2024,ba_like_2024:1666,4,6,accepted,single_observation,22
P004623,2024,1,1,ba_like_2024,ba_like_2024:1667,2,3,accepted,single_observation,62
P004627,2022,1,1,zensus_like_2022,zensus_like_2022:4848,2,2,accepted,single_observation,56
P004627,2024,1,1,ba_like_2024,ba_like_2024:1668,2,3,accepted,single_observation,56
P004629,2022,1,1,zensus_like_2022,zensus_like_2022:7303,4,4,accepted,single_observation,33
P004629,2024,1,1,ba_like_2024,ba_like_2024:1669,4,6,accepted,single_observation,33
P004630,2024,1,1,ba_like_2024,ba_like_2024:1670,4,6,accepted,single_observation,29
P004634,2024,1,1,ba_like_2024,ba_like_2024:1671,2,3,accepted,single_observation,47
P004635,2024,1,1,ba_like_2024,ba_like_2024:1672,1,1,accepted,single_observation,47
P004636,2022,1,1,zensus_like_2022,zensus_like_2022:2364,3,3,accepted,single_observation,55
P004636,2024,1,1,ba_like_2024,ba_like_2024:1673,2,3,accepted,single_observation,55
P004638,2022,1,1,zensus_like_2022,zensus_like_2022:5421,3,3,accepted,single_observation,91
P004640,2024,1,1,ba_like_2024,ba_like_2024:1674,2,3,accepted,single_observation,32
P004645,2024,1,1,ba_like_2024,ba_like_2024:1675,2,3,accepted,single_observation,47
P004646,2024,1,1,ba_like_2024,ba_like_2024:1676,2,3,accepted,single_observation,77
P004648,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2385,3,3,accepted,single_observation,22
P004649,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:801,5,5,accepted,single_observation,43
P004650,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:563,3,3,accepted,single_observation,72
P004653,2024,1,1,ba_like_2024,ba_like_2024:1677,4,6,accepted,single_observation,38
P004654,2022,1,1,zensus_like_2022,zensus_like_2022:7026,2,2,accepted,single_observation,41
P004655,2024,1,1,ba_like_2024,ba_like_2024:1678,4,6,accepted,single_observation,32
P004657,2024,1,1,ba_like_2024,ba_like_2024:1679,1,1,accepted,single_observation,78
P004658,2024,1,1,ba_like_2024,ba_like_2024:1680,2,3,accepted,single_observation,26
P004661,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:1681|mikrozensus_like_2024:972,2,2,accepted,same_year_compatible,37
P004663,2022,1,1,zensus_like_2022,zensus_like_2022:1238,4,4,accepted,single_observation,47
P004663,2024,1,1,ba_like_2024,ba_like_2024:1682,4,6,accepted,single_observation,47
P004666,2024,1,1,ba_like_2024,ba_like_2024:1683,2,3,accepted,single_observation,19
P004668,2024,1,1,ba_like_2024,ba_like_2024:1684,2,3,accepted,single_observation,73
P004670,2024,1,1,ba_like_2024,ba_like_2024:1685,2,3,accepted,single_observation,60
P004671,2022,1,1,zensus_like_2022,zensus_like_2022:3745,3,3,accepted,single_observation,27
P004672,2022,1,1,zensus_like_2022,zensus_like_2022:3072,1,1,accepted,single_observation,80
P004673,2024,1,1,ba_like_2024,ba_like_2024:1686,2,3,accepted,single_observation,32
P004674,2024,1,1,ba_like_2024,ba_like_2024:1687,2,3,accepted,single_observation,47
P004675,2024,1,1,ba_like_2024,ba_like_2024:1688,2,3,accepted,single_observation,48
P004676,2022,1,1,zensus_like_2022,zensus_like_2022:2313,4,4,accepted,single_observation,29
P004677,2022,1,1,zensus_like_2022,zensus_like_2022:1892,2,2,accepted,single_observation,29
P004677,2024,1,1,ba_like_2024,ba_like_2024:1689,2,3,accepted,single_observation,29
P004679,2024,1,1,ba_like_2024,ba_like_2024:1690,2,3,accepted,single_observation,63
P004680,2024,1,1,ba_like_2024,ba_like_2024:1691,2,3,accepted,single_observation,53
P004685,2022,1,1,zensus_like_2022,zensus_like_2022:1563,3,3,accepted,single_observation,82
P004688,2024,1,1,ba_like_2024,ba_like_2024:1692,4,6,accepted,single_observation,35
P004689,2024,1,1,ba_like_2024,ba_like_2024:1693,1,1,accepted,single_observation,26
P004691,2024,1,1,ba_like_2024,ba_like_2024:1694,2,3,accepted,single_observation,26
P004693,2022,1,1,zensus_like_2022,zensus_like_2022:7527,2,2,accepted,single_observation,17
P004694,2022,1,1,zensus_like_2022,zensus_like_2022:13,3,3,accepted,single_observation,30
P004694,2024,1,1,ba_like_2024,ba_like_2024:1695,4,6,accepted,single_observation,30
P004695,2024,1,1,ba_like_2024,ba_like_2024:1696,4,6,accepted,single_observation,37
P004700,2022,1,1,zensus_like_2022,zensus_like_2022:3497,2,2,accepted,single_observation,23
P004701,2022,1,1,zensus_like_2022,zensus_like_2022:6195,4,4,accepted,single_observation,71
P004702,2022,1,1,zensus_like_2022,zensus_like_2022:3559,2,2,accepted,single_observation,23
P004702,2024,1,1,ba_like_2024,ba_like_2024:1697,2,3,accepted,single_observation,23
