person_id,reference_year,highest_qualification
P017095,2022,SCHOOL
P026579,2022,SCHOOL
P048922,2022,VOC_POSTSEC
P016630,2022,SCHOOL
P017609,2022,VOC_POSTSEC
P019973,2022,VOC_POSTSEC
P000686,2022,SCHOOL
P045084,2022,SCHOOL
P018264,2022,SCHOOL
P037561,2022,VOC_POSTSEC
P006690,2022,MASTER_EQ
P033499,2022,BACHELOR_EQ
P008862,2022,VOC_POSTSEC
P015822,2022,BACHELOR_EQ
P049511,2022,NONE_LOW
P038152,2022,VOC_POSTSEC
P045504,2022,MASTER_EQ
P037283,2022,VOC_POSTSEC
P029456,2022,VOC_POSTSEC
P001769,2022,VOC_POSTSEC
P040019,2022,SCHOOL
P013907,2022,VOC_POSTSEC
P041504,2022,VOC_POSTSEC
P006096,2022,VOC_POSTSEC
P043847,2022,VOC_POSTSEC
P006053,2022,BACHELOR_EQ
P024042,2022,SCHOOL
P046266,2022,VOC_POSTSEC
P008733,2022,VOC_POSTSEC
P044091,2022,SCHOOL
P026311,2022,BACHELOR_EQ
P040701,2022,BACHELOR_EQ
P037702,2022,SCHOOL
P041516,2022,NONE_LOW
P047662,2022,BACHELOR_EQ
P030412,2022,VOC_POSTSEC
P018937,2022,BACHELOR_EQ
P018862,2022,BACHELOR_EQ
P009478,2022,VOC_POSTSEC
P015589,2022,VOC_POSTSEC
P016211,2022,VOC_POSTSEC
P015019,2022,VOC_POSTSEC
P012830,2022,VOC_POSTSEC
P009609,2022,SCHOOL
P047845,2022,BACHELOR_EQ
P041299,2022,VOC_POSTSEC
P039680,2022,DOCTORATE
P043547,2022,BACHELOR_EQ
P036489,2022,SCHOOL
P048202,2022,VOC_POSTSEC
P038412,2022,NONE_LOW
P037781,2022,VOC_POSTSEC
P002973,2022,VOC_POSTSEC
P009840,2022,VOC_POSTSEC
P021657,2022,VOC_POSTSEC
P042767,2022,VOC_POSTSEC
P012948,2022,SCHOOL
P020419,2022,NONE_LOW
P041320,2022,SCHOOL
P027795,2022,SCHOOL
P019630,2022,SCHOOL
P027462,2022,SCHOOL
P024104,2022,MASTER_EQ
P045060,2022,BACHELOR_EQ
P020050,2022,VOC_POSTSEC
P039507,2022,VOC_POSTSEC
P025004,2022,SCHOOL
P001833,2022,BACHELOR_EQ
P013279,2022,SCHOOL
P041802,2022,SCHOOL
P022898,2022,SCHOOL
P009210,2022,MASTER_EQ
P033400,2022,BACHELOR_EQ
P024995,2022,DOCTORATE
P011646,2022,SCHOOL
P006837,2022,SCHOOL
P028498,2022,MASTER_EQ
P000297,2022,BACHELOR_EQ
P048523,2022,VOC_POSTSEC
P015297,2022,SCHOOL
P007847,2022,VOC_POSTSEC
P023111,2022,SCHOOL
P027409,2022,NONE_LOW
P007046,2022,SCHOOL
P017089,2022,VOC_POSTSEC
P025556,2022,UNKNOWN_CODE
P001537,2022,BACHELOR_EQ
P033559,2022,MASTER_EQ
P023282,2022,VOC_POSTSEC
P027582,2022,SCHOOL
P034148,2022,
P029058,2022,SCHOOL
P040251,2022,VOC_POSTSEC
P040654,2022,VOC_POSTSEC
P019690,2022,BACHELOR_EQ
P029183,2022,BACHELOR_EQ
P032068,2022,SCHOOL
P029929,2022,SCHOOL
P001447,2022,NONE_LOW
P004123,2022,SCHOOL
P049059,2022,SCHOOL
P033476,2022,VOC_POSTSEC
P016114,2022,BACHELOR_EQ
P012156,2022,VOC_POSTSEC
P028777,2022,VOC_POSTSEC
P046548,2022,VOC_POSTSEC
P035964,2022,VOC_POSTSEC
P033430,2022,DOCTORATE
P012661,2022,BACHELOR_EQ
P013797,2022,VOC_POSTSEC
P012050,2022,SCHOOL
P033234,2022,SCHOOL
P044555,2022,VOC_POSTSEC
P033579,2022,SCHOOL
P041930,2022,VOC_POSTSEC
P044413,2022,BACHELOR_EQ
P048971,2022,SCHOOL
P030030,2022,SCHOOL
P046208,2022,SCHOOL
P002209,2022,SCHOOL
P039847,2022,SCHOOL
P023648,2022,BACHELOR_EQ
P017239,2022,SCHOOL
P018542,2022,BACHELOR_EQ
P015581,2022,VOC_POSTSEC
P014577,2022,NONE_LOW
P010703,2022,VOC_POSTSEC
P000942,2022,NONE_LOW
P049968,2022,SCHOOL
P009139,2022,SCHOOL
P000677,2022,VOC_POSTSEC
P032704,2022,SCHOOL
P022004,2022,VOC_POSTSEC
P032116,2022,BACHELOR_EQ
P024096,2022,VOC_POSTSEC
P008833,2022,BACHELOR_EQ
P017367,2022,VOC_POSTSEC
P022016,2022,BACHELOR_EQ
P042405,2022,SCHOOL
P043333,2022,BACHELOR_EQ
P021292,2022,NONE_LOW
P024773,2022,VOC_POSTSEC
P023252,2022,
P014337,2022,VOC_POSTSEC
P007559,2022,VOC_POSTSEC
P009482,2022,BACHELOR_EQ
P042682,2022,VOC_POSTSEC
P012282,2022,BACHELOR_EQ
P015196,2022,VOC_POSTSEC
P005375,2022,SCHOOL
P019469,2022,VOC_POSTSEC
P022131,2022,DOCTORATE
P029315,2022,SCHOOL
P038083,2022,VOC_POSTSEC
P006174,2022,SCHOOL
P030757,2022,NONE_LOW
P042351,2022,SCHOOL
P017595,2022,NONE_LOW
P043168,2022,NONE_LOW
P036561,2022,VOC_POSTSEC
P049226,2022,VOC_POSTSEC
P034554,2022,BACHELOR_EQ
P037081,2022,BACHELOR_EQ
P023692,2022,MASTER_EQ
P047464,2022,SCHOOL
P047222,2022,VOC_POSTSEC
P030632,2022,VOC_POSTSEC
P040749,2022,SCHOOL
P023391,2022,VOC_POSTSEC
P031649,2022,BACHELOR_EQ
P016618,2022,BACHELOR_EQ
P046111,2022,SCHOOL
P029608,2022,SCHOOL
P011247,2022,VOC_POSTSEC
P020987,2022,VOC_POSTSEC
P032515,2022,SCHOOL
P018785,2022,BACHELOR_EQ
P001485,2022,SCHOOL
P007031,2022,SCHOOL
P037505,2022,VOC_POSTSEC
P027468,2022,VOC_POSTSEC
P001011,2022,VOC_POSTSEC
P024722,2022,SCHOOL
P013829,2022,NONE_LOW
P007757,2022,SCHOOL
P015519,2022,BACHELOR_EQ
P006844,2022,SCHOOL
P017361,2022,VOC_POSTSEC
P035023,2022,VOC_POSTSEC
P027758,2022,NONE_LOW
P037049,2022,VOC_POSTSEC
P024662,2022,VOC_POSTSEC
P041046,2022,VOC_POSTSEC
P040320,2022,BACHELOR_EQ
P047591,2022,MASTER_EQ
P003572,2022,NONE_LOW
P037489,2022,BACHELOR_EQ
P025903,2022,BACHELOR_EQ
P025642,2022,SCHOOL
P014837,2022,VOC_POSTSEC
P015385,2022,BACHELOR_EQ
P040651,2022,VOC_POSTSEC
P017648,2022,
P025231,2022,MASTER_EQ
P021033,2022,VOC_POSTSEC
P017593,2022,VOC_POSTSEC
P049582,2022,VOC_POSTSEC
P024511,2022,VOC_POSTSEC
P039545,2022,DOCTORATE
P025117,2022,MASTER_EQ
P045358,2022,SCHOOL
P048408,2022,VOC_POSTSEC
P009938,2022,VOC_POSTSEC
P022874,2022,SCHOOL
P028253,2022,VOC_POSTSEC
P014641,2022,VOC_POSTSEC
P024625,2022,VOC_POSTSEC
P049986,2022,VOC_POSTSEC
P021733,2022,VOC_POSTSEC
P010782,2022,NONE_LOW
P014038,2022,SCHOOL
P014511,2022,BACHELOR_EQ
P036204,2022,BACHELOR_EQ
P020965,2022,BACHELOR_EQ
P037108,2022,SCHOOL
P026760,2022,VOC_POSTSEC
P013367,2022,BACHELOR_EQ
P046932,2022,MASTER_EQ
P012173,2022,NONE_LOW
P027810,2022,VOC_POSTSEC
P040663,2022,NONE_LOW
P049895,2022,SCHOOL
P031421,2022,VOC_POSTSEC
P040008,2022,BACHELOR_EQ
P048912,2022,BACHELOR_EQ
P040166,2022,NONE_LOW
P042483,2022,VOC_POSTSEC
P047274,2022,VOC_POSTSEC
P043346,2022,VOC_POSTSEC
P048966,2022,VOC_POSTSEC
P044755,2022,VOC_POSTSEC
P016597,2022,SCHOOL
P002086,2022,VOC_POSTSEC
P026419,2022,SCHOOL
P002471,2022,NONE_LOW
P006991,2022,NONE_LOW
P024697,2022,SCHOOL
P019066,2022,VOC_POSTSEC
P011842,2022,SCHOOL
P019062,2022,VOC_POSTSEC
P008164,2022,VOC_POSTSEC
P029748,2022,VOC_POSTSEC
P049561,2022,SCHOOL
P042163,2022,BACHELOR_EQ
P019312,2022,VOC_POSTSEC
P031116,2022,VOC_POSTSEC
P049152,2022,SCHOOL
P035233,2022,BACHELOR_EQ
P047161,2022,VOC_POSTSEC
P038559,2022,VOC_POSTSEC
P014351,2022,VOC_POSTSEC
P020996,2022,VOC_POSTSEC
P009038,2022,SCHOOL
P020081,2022,VOC_POSTSEC
P049683,2022,VOC_POSTSEC
P043824,2022,SCHOOL
P014938,2022,VOC_POSTSEC
P025120,2022,BACHELOR_EQ
P006261,2022,BACHELOR_EQ
P044920,2022,MASTER_EQ
P006868,2022,SCHOOL
P016792,2022,SCHOOL
P041849,2022,VOC_POSTSEC
P034852,2022,SCHOOL
P045193,2022,VOC_POSTSEC
P023896,2022,SCHOOL
P024148,2022,VOC_POSTSEC
P049860,2022,DOCTORATE
P048977,2022,VOC_POSTSEC
P005928,2022,VOC_POSTSEC
P032956,2022,NONE_LOW
P011420,2022,VOC_POSTSEC
P030072,2022,VOC_POSTSEC
P013088,2022,VOC_POSTSEC
P024057,2022,SCHOOL
P008493,2022,VOC_POSTSEC
P006907,2022,SCHOOL
P003282,2022,SCHOOL
P030459,2022,VOC_POSTSEC
P007627,2022,DOCTORATE
P028661,2022,NONE_LOW
P007514,2022,VOC_POSTSEC
P039345,2022,SCHOOL
P029454,2022,SCHOOL
P041065,2022,SCHOOL
P021944,2022,VOC_POSTSEC
P010609,2022,VOC_POSTSEC
P046734,2022,BACHELOR_EQ
P040723,2022,VOC_POSTSEC
P046862,2022,NONE_LOW
P033000,2022,SCHOOL
P001148,2022,VOC_POSTSEC
P044987,2022,VOC_POSTSEC
P025271,2022,VOC_POSTSEC
P049758,2022,SCHOOL
P025409,2022,VOC_POSTSEC
P004155,2022,SCHOOL
P032382,2022,NONE_LOW
P005413,2022,SCHOOL
P035891,2022,
P049991,2022,VOC_POSTSEC
P035494,2022,BACHELOR_EQ
P021623,2022,BACHELOR_EQ
P038761,2022,VOC_POSTSEC
P048548,2022,SCHOOL
P028325,2022,NONE_LOW
P023335,2022,SCHOOL
P026691,2022,VOC_POSTSEC
P007967,2022,VOC_POSTSEC
P012380,2022,SCHOOL
P037317,2022,BACHELOR_EQ
P022716,2022,VOC_POSTSEC
P005620,2022,NONE_LOW
P044771,2022,NONE_LOW
P006171,2022,NONE_LOW
P030367,2022,SCHOOL
P019887,2022,NONE_LOW
P033192,2022,BACHELOR_EQ
P041912,2022,NONE_LOW
P046022,2022,SCHOOL
P002498,2022,VOC_POSTSEC
P019619,2022,NONE_LOW
P007147,2022,VOC_POSTSEC
P011345,2022,MASTER_EQ
P018319,2022,SCHOOL
P036474,2022,VOC_POSTSEC
P025655,2022,BACHELOR_EQ
P020667,2022,SCHOOL
P005747,2022,NONE_LOW
P015946,2022,VOC_POSTSEC
P020389,2022,VOC_POSTSEC
P047931,2022,SCHOOL
P006552,2022,BACHELOR_EQ
P014769,2022,VOC_POSTSEC
P017071,2022,SCHOOL
P005836,2022,SCHOOL
P022996,2022,SCHOOL
P049865,2022,NONE_LOW
P011066,2022,SCHOOL
P017440,2022,BACHELOR_EQ
P047310,2022,VOC_POSTSEC
P027131,2022,NONE_LOW
P038333,2022,VOC_POSTSEC
P039491,2022,MASTER_EQ
P014091,2022,VOC_POSTSEC
P032076,2022,SCHOOL
P020177,2022,SCHOOL
P049682,2022,NONE_LOW
P040239,2022,SCHOOL
P034783,2022,VOC_POSTSEC
P045840,2022,VOC_POSTSEC
P024634,2022,
P043155,2022,VOC_POSTSEC
P044387,2022,VOC_POSTSEC
P021142,2022,SCHOOL
P042829,2022,NONE_LOW
P024958,2022,NONE_LOW
P011668,2022,MASTER_EQ
P044477,2022,VOC_POSTSEC
P006135,2022,SCHOOL
P049011,2022,VOC_POSTSEC
P035113,2022,SCHOOL
P009600,2022,SCHOOL
P017734,2022,VOC_POSTSEC
P036925,2022,SCHOOL
P013239,2022,SCHOOL
P023699,2022,MASTER_EQ
P038562,2022,VOC_POSTSEC
P016250,2022,NONE_LOW
P014273,2022,VOC_POSTSEC
P043230,2022,VOC_POSTSEC
P002322,2022,SCHOOL
P041548,2022,SCHOOL
P039144,2022,BACHELOR_EQ
P020051,2022,VOC_POSTSEC
P046293,2022,NONE_LOW
P019579,2022,VOC_POSTSEC
P012606,2022,VOC_POSTSEC
P038589,2022,VOC_POSTSEC
P047189,2022,NONE_LOW
P019684,2022,SCHOOL
P044688,2022,MASTER_EQ
P034892,2022,SCHOOL
P033653,2022,SCHOOL
P031631,2022,VOC_POSTSEC
P000680,2022,BACHELOR_EQ
P043754,2022,MASTER_EQ
P036548,2022,VOC_POSTSEC
P003234,2022,NONE_LOW
P008663,2022,DOCTORATE
P048363,2022,VOC_POSTSEC
P038078,2022,VOC_POSTSEC
P025126,2022,SCHOOL
P046047,2022,NONE_LOW
P040991,2022,SCHOOL
P006438,2022,VOC_POSTSEC
P010957,2022,SCHOOL
P034061,2022,BACHELOR_EQ
P020551,2022,SCHOOL
P007979,2022,VOC_POSTSEC
P015253,2022,SCHOOL
P046325,2022,VOC_POSTSEC
P019995,2022,BACHELOR_EQ
P038878,2022,SCHOOL
P008412,2022,VOC_POSTSEC
P041137,2022,BACHELOR_EQ
P042162,2022,VOC_POSTSEC
P025314,2022,VOC_POSTSEC
P048533,2022,NONE_LOW
P047683,2022,BACHELOR_EQ
P011430,2022,VOC_POSTSEC
P035954,2022,BACHELOR_EQ
P039006,2022,VOC_POSTSEC
P003378,2022,SCHOOL
P007892,2022,BACHELOR_EQ
P007907,2022,BACHELOR_EQ
P006751,2022,BACHELOR_EQ
P007982,2022,MASTER_EQ
P000053,2022,NONE_LOW
P013151,2022,BACHELOR_EQ
P021022,2022,SCHOOL
P042862,2022,NONE_LOW
P031100,2022,BACHELOR_EQ
P010659,2022,SCHOOL
P043055,2022,SCHOOL
P018445,2022,BACHELOR_EQ
P019148,2022,VOC_POSTSEC
P011582,2022,BACHELOR_EQ
P017764,2022,BACHELOR_EQ
P037930,2022,NONE_LOW
P018145,2022,VOC_POSTSEC
P034043,2022,SCHOOL
P005107,2022,VOC_POSTSEC
P025688,2022,VOC_POSTSEC
P009492,2022,BACHELOR_EQ
P009775,2022,MASTER_EQ
P006512,2022,VOC_POSTSEC
P009696,2022,VOC_POSTSEC
P021042,2022,SCHOOL
P024836,2022,VOC_POSTSEC
P023080,2022,BACHELOR_EQ
P012161,2022,SCHOOL
P016757,2022,SCHOOL
P023654,2022,SCHOOL
P003453,2022,BACHELOR_EQ
P010116,2022,VOC_POSTSEC
P003083,2022,NONE_LOW
P022567,2022,BACHELOR_EQ
P019307,2022,NONE_LOW
P002193,2022,SCHOOL
P006355,2022,SCHOOL
P020328,2022,SCHOOL
P030370,2022,BACHELOR_EQ
P027856,2022,MASTER_EQ
P005344,2022,NONE_LOW
P007582,2022,SCHOOL
P011202,2022,VOC_POSTSEC
P046934,2022,BACHELOR_EQ
P009041,2022,NONE_LOW
P014651,2022,DOCTORATE
P040185,2022,MASTER_EQ
P004434,2022,BACHELOR_EQ
P033095,2022,VOC_POSTSEC
P004053,2022,VOC_POSTSEC
P048429,2022,NONE_LOW
P035419,2022,BACHELOR_EQ
P032647,2022,VOC_POSTSEC
P011004,2022,BACHELOR_EQ
P011076,2022,VOC_POSTSEC
P038717,2022,SCHOOL
P005105,2022,VOC_POSTSEC
P038057,2022,BACHELOR_EQ
P022804,2022,BACHELOR_EQ
P016657,2022,VOC_POSTSEC
P031572,2022,MASTER_EQ
P016242,2022,SCHOOL
P007213,2022,VOC_POSTSEC
P011723,2022,MASTER_EQ
P037053,2022,NONE_LOW
P042813,2022,SCHOOL
P047350,2022,VOC_POSTSEC
P041910,2022,BACHELOR_EQ
P044362,2022,BACHELOR_EQ
P030954,2022,VOC_POSTSEC
P040217,2022,SCHOOL
P023941,2022,BACHELOR_EQ
P003401,2022,VOC_POSTSEC
P008196,2022,VOC_POSTSEC
P031768,2022,VOC_POSTSEC
P008386,2022,NONE_LOW
P013949,2022,VOC_POSTSEC
P035791,2022,SCHOOL
P046093,2022,SCHOOL
P047496,2022,NONE_LOW
P042126,2022,VOC_POSTSEC
P017082,2022,SCHOOL
P018231,2022,BACHELOR_EQ
P033648,2022,BACHELOR_EQ
P011126,2022,VOC_POSTSEC
P044099,2022,VOC_POSTSEC
P029069,2022,SCHOOL
P015936,2022,NONE_LOW
P007821,2022,NONE_LOW
P004878,2022,NONE_LOW
P048367,2022,SCHOOL
P036110,2022,VOC_POSTSEC
P002867,2022,SCHOOL
P037013,2022,VOC_POSTSEC
P033976,2022,VOC_POSTSEC
P035152,2022,VOC_POSTSEC
P025411,2022,DOCTORATE
P028199,2022,VOC_POSTSEC
P029171,2022,SCHOOL
P031656,2022,NONE_LOW
P003601,2022,VOC_POSTSEC
P021195,2022,SCHOOL
P015016,2022,VOC_POSTSEC
P036927,2022,BACHELOR_EQ
P029228,2022,NONE_LOW
P010179,2022,MASTER_EQ
P033315,2022,BACHELOR_EQ
P010629,2022,VOC_POSTSEC
P046334,2022,SCHOOL
P010210,2022,SCHOOL
P009634,2022,BACHELOR_EQ
P024799,2022,BACHELOR_EQ
P020275,2022,
P015917,2022,VOC_POSTSEC
P023202,2022,SCHOOL
P023720,2022,NONE_LOW
P041459,2022,NONE_LOW
P015843,2022,VOC_POSTSEC
P005625,2022,SCHOOL
P030347,2022,VOC_POSTSEC
P016312,2022,NONE_LOW
P023517,2022,VOC_POSTSEC
P021988,2022,VOC_POSTSEC
P038905,2022,SCHOOL
P039981,2022,BACHELOR_EQ
P012020,2022,VOC_POSTSEC
P005540,2022,VOC_POSTSEC
P049041,2022,VOC_POSTSEC
P008587,2022,SCHOOL
P014570,2022,VOC_POSTSEC
P048757,2022,MASTER_EQ
P014518,2022,SCHOOL
P021102,2022,VOC_POSTSEC
P046887,2022,BACHELOR_EQ
P010264,2022,VOC_POSTSEC
P000148,2022,SCHOOL
P038086,2022,SCHOOL
P040304,2022,MASTER_EQ
P022559,2022,VOC_POSTSEC
P036787,2022,SCHOOL
P034194,2022,MASTER_EQ
P005733,2022,DOCTORATE
P000213,2022,SCHOOL
P042319,2022,BACHELOR_EQ
P011855,2022,UNKNOWN_CODE
P015286,2022,VOC_POSTSEC
P035397,2022,BACHELOR_EQ
P024287,2022,SCHOOL
P029037,2022,VOC_POSTSEC
P008512,2022,BACHELOR_EQ
P046410,2022,VOC_POSTSEC
P030468,2022,VOC_POSTSEC
P017075,2022,NONE_LOW
P047830,2022,BACHELOR_EQ
P026510,2022,DOCTORATE
P016131,2022,NONE_LOW
P014825,2022,VOC_POSTSEC
P034758,2022,SCHOOL
P014736,2022,SCHOOL
P028229,2022,NONE_LOW
P022669,2022,SCHOOL
P042393,2022,BACHELOR_EQ
P011464,2022,VOC_POSTSEC
P014320,2022,VOC_POSTSEC
P045001,2022,VOC_POSTSEC
P002606,2022,VOC_POSTSEC
P047760,2022,VOC_POSTSEC
P029190,2022,SCHOOL
P032169,2022,SCHOOL
P038391,2022,BACHELOR_EQ
P032606,2022,VOC_POSTSEC
P026394,2022,MASTER_EQ
P032650,2022,SCHOOL
P015046,2022,BACHELOR_EQ
P036811,2022,NONE_LOW
P017437,2022,SCHOOL
P045655,2022,VOC_POSTSEC
P034096,2022,SCHOOL
P005920,2022,VOC_POSTSEC
P011303,2022,BACHELOR_EQ
P027504,2022,VOC_POSTSEC
P020930,2022,MASTER_EQ
P026125,2022,SCHOOL
P012512,2022,VOC_POSTSEC
P039315,2022,BACHELOR_EQ
P020318,2022,SCHOOL
P035225,2022,SCHOOL
P003735,2022,VOC_POSTSEC
P045012,2022,NONE_LOW
P022342,2022,BACHELOR_EQ
P021976,2022,VOC_POSTSEC
P009976,2022,VOC_POSTSEC
P042597,2022,SCHOOL
P049942,2022,SCHOOL
P035148,2022,SCHOOL
P025055,2022,VOC_POSTSEC
P022441,2022,SCHOOL
P027111,2022,MASTER_EQ
P003120,2022,BACHELOR_EQ
P019878,2022,SCHOOL
P038596,2022,SCHOOL
P010970,2022,VOC_POSTSEC
P042769,2022,BACHELOR_EQ
P049227,2022,MASTER_EQ
P013076,2022,VOC_POSTSEC
P044780,2022,SCHOOL
P019741,2022,BACHELOR_EQ
P029802,2022,BACHELOR_EQ
P016790,2022,BACHELOR_EQ
P027789,2022,VOC_POSTSEC
P033034,2022,VOC_POSTSEC
P014863,2022,SCHOOL
P012593,2022,VOC_POSTSEC
P029926,2022,MASTER_EQ
P032429,2022,NONE_LOW
P027904,2022,SCHOOL
P018486,2022,BACHELOR_EQ
P030715,2022,SCHOOL
P049908,2022,SCHOOL
P044789,2022,BACHELOR_EQ
P039358,2022,VOC_POSTSEC
P010686,2022,NONE_LOW
P023511,2022,SCHOOL
P014605,2022,VOC_POSTSEC
P013558,2022,DOCTORATE
P038082,2022,NONE_LOW
P047008,2022,VOC_POSTSEC
P022816,2022,VOC_POSTSEC
P012590,2022,VOC_POSTSEC
P039573,2022,VOC_POSTSEC
P001049,2022,VOC_POSTSEC
P014713,2022,BACHELOR_EQ
P018939,2022,VOC_POSTSEC
P032081,2022,SCHOOL
P001956,2022,MASTER_EQ
P015724,2022,NONE_LOW
P020160,2022,SCHOOL
P043378,2022,SCHOOL
P038028,2022,SCHOOL
P045432,2022,NONE_LOW
P026897,2022,VOC_POSTSEC
P049530,2022,NONE_LOW
P036879,2022,VOC_POSTSEC
P040501,2022,NONE_LOW
P041734,2022,BACHELOR_EQ
P030782,2022,SCHOOL
P002166,2022,VOC_POSTSEC
P026910,2022,VOC_POSTSEC
P000955,2022,VOC_POSTSEC
P049836,2022,VOC_POSTSEC
P032821,2022,VOC_POSTSEC
P042874,2022,VOC_POSTSEC
P009484,2022,VOC_POSTSEC
P030941,2022,VOC_POSTSEC
P031993,2022,NONE_LOW
P027238,2022,VOC_POSTSEC
P000255,2022,VOC_POSTSEC
P006385,2022,SCHOOL
P004149,2022,BACHELOR_EQ
,2022,VOC_POSTSEC
P035570,2022,NONE_LOW
P012453,2022,SCHOOL
P038566,2022,VOC_POSTSEC
P046289,2022,SCHOOL
P042897,2022,SCHOOL
P016015,2022,SCHOOL
P015656,2022,VOC_POSTSEC
P027512,2022,SCHOOL
P017410,2022,VOC_POSTSEC
P013836,2022,BACHELOR_EQ
P033425,2022,VOC_POSTSEC
P016704,2022,VOC_POSTSEC
P007154,2022,VOC_POSTSEC
P023377,2022,VOC_POSTSEC
P011834,2022,BACHELOR_EQ
P049548,2022,MASTER_EQ
P007291,2022,VOC_POSTSEC
P022100,2022,SCHOOL
P016203,2022,VOC_POSTSEC
P010275,2022,SCHOOL
P046030,2022,BACHELOR_EQ
P003704,2022,SCHOOL
P000850,2022,VOC_POSTSEC
P015555,2022,BACHELOR_EQ
P012676,2022,VOC_POSTSEC
P032598,2022,SCHOOL
P041729,2022,VOC_POSTSEC
P000523,2022,BACHELOR_EQ
P009656,2022,BACHELOR_EQ
P049667,2022,VOC_POSTSEC
P029738,2022,NONE_LOW
P003884,2022,MASTER_EQ
P015839,2022,
P014343,2022,BACHELOR_EQ
P002189,2022,VOC_POSTSEC
P000172,2022,VOC_POSTSEC
P015703,2022,SCHOOL
P032272,2022,VOC_POSTSEC
P009944,2022,SCHOOL
P012651,2022,BACHELOR_EQ
P021269,2022,BACHELOR_EQ
P031571,2022,VOC_POSTSEC
P000980,2022,VOC_POSTSEC
P009452,2022,SCHOOL
P004866,2022,BACHELOR_EQ
P049571,2022,VOC_POSTSEC
P029798,2022,VOC_POSTSEC
P031965,2022,DOCTORATE
P003427,2022,VOC_POSTSEC
P025015,2022,SCHOOL
P044087,2022,VOC_POSTSEC
P014996,2022,VOC_POSTSEC
P030366,2022,VOC_POSTSEC
P021905,2022,BACHELOR_EQ
P015151,2022,VOC_POSTSEC
P043636,2022,VOC_POSTSEC
P017919,2022,BACHELOR_EQ
P049573,2022,BACHELOR_EQ
P023226,2022,MASTER_EQ
P038815,2022,VOC_POSTSEC
P043749,2022,VOC_POSTSEC
P003911,2022,VOC_POSTSEC
P032800,2022,VOC_POSTSEC
P019482,2022,MASTER_EQ
P023844,2022,SCHOOL
P037739,2022,NONE_LOW
P033202,2022,BACHELOR_EQ
P044142,2022,SCHOOL
P048939,2022,VOC_POSTSEC
P037772,2022,VOC_POSTSEC
P026765,2022,VOC_POSTSEC
P024411,2022,SCHOOL
P027565,2022,NONE_LOW
P032645,2022,MASTER_EQ
P014096,2022,BACHELOR_EQ
P024606,2022,MASTER_EQ
P031989,2022,NONE_LOW
P003239,2022,BACHELOR_EQ
P028511,2022,VOC_POSTSEC
P049748,2022,SCHOOL
P047167,2022,VOC_POSTSEC
P014181,2022,VOC_POSTSEC
P030248,2022,VOC_POSTSEC
P039655,2022,VOC_POSTSEC
P047323,2022,BACHELOR_EQ
P003435,2022,VOC_POSTSEC
P005026,2022,BACHELOR_EQ
P028753,2022,SCHOOL
P038065,2022,VOC_POSTSEC
P043893,2022,VOC_POSTSEC
P004126,2022,VOC_POSTSEC
P004479,2022,MASTER_EQ
P012699,2022,MASTER_EQ
P032013,2022,VOC_POSTSEC
P028342,2022,NONE_LOW
P003949,2022,VOC_POSTSEC
P034898,2022,VOC_POSTSEC
P011647,2022,VOC_POSTSEC
P003212,2022,MASTER_EQ
P002696,2022,VOC_POSTSEC
P016408,2022,NONE_LOW
P015802,2022,SCHOOL
P005424,2022,VOC_POSTSEC
P045213,2022,SCHOOL
P010808,2022,SCHOOL
P026690,2022,SCHOOL
P006496,2022,NONE_LOW
P019861,2022,MASTER_EQ
P003501,2022,SCHOOL
P010056,2022,VOC_POSTSEC
P029472,2022,VOC_POSTSEC
P008620,2022,VOC_POSTSEC
P003238,2022,MASTER_EQ
P042610,2022,SCHOOL
P030714,2022,VOC_POSTSEC
,2022,MASTER_EQ
P025505,2022,SCHOOL
P044167,2022,VOC_POSTSEC
P021199,2022,VOC_POSTSEC
P033684,2022,VOC_POSTSEC
P037524,2022,SCHOOL
P049050,2022,SCHOOL
P012405,2022,VOC_POSTSEC
P037654,2022,VOC_POSTSEC
P011924,2022,
P000306,2022,BACHELOR_EQ
P007116,2022,BACHELOR_EQ
P025026,2022,VOC_POSTSEC
P025209,2022,VOC_POSTSEC
P038820,2022,BACHELOR_EQ
P017373,2022,SCHOOL
P033956,2022,MASTER_EQ
P007971,2022,NONE_LOW
P034953,2022,BACHELOR_EQ
P037730,2022,SCHOOL
P004502,2022,DOCTORATE
P016284,2022,VOC_POSTSEC
P013830,2022,MASTER_EQ
P045599,2022,VOC_POSTSEC
P009821,2022,SCHOOL
P039227,2022,MASTER_EQ
P000884,2022,SCHOOL
P034967,2022,VOC_POSTSEC
P014821,2022,VOC_POSTSEC
P021158,2022,SCHOOL
P031164,2022,NONE_LOW
P043763,2022,SCHOOL
P043513,2022,NONE_LOW
P021817,2022,DOCTORATE
P006502,2022,DOCTORATE
P048902,2022,SCHOOL
P003593,2022,BACHELOR_EQ
P012473,2022,VOC_POSTSEC
P011171,2022,NONE_LOW
P007769,2022,VOC_POSTSEC
P049803,2022,VOC_POSTSEC
P007344,2022,SCHOOL
P005776,2022,SCHOOL
P026658,2022,SCHOOL
P024896,2022,SCHOOL
P039319,2022,VOC_POSTSEC
P038852,2022,VOC_POSTSEC
P036348,2022,NONE_LOW
P020833,2022,VOC_POSTSEC
P043049,2022,SCHOOL
P040338,2022,MASTER_EQ
P029355,2022,VOC_POSTSEC
P033152,2022,VOC_POSTSEC
P005505,2022,VOC_POSTSEC
P032970,2022,VOC_POSTSEC
