person_id,reporting_year,qualification_group
P007909,2024,SCHOOL_VOC
P007910,2024,SCHOOL_VOC
P007912,2024,LOW_NONE
P007919,2024,SCHOOL_VOC
P007921,2024,SCHOOL_VOC
P007924,2024,SCHOOL_VOC
P007926,2024,SCHOOL_VOC
P007927,2024,SCHOOL_VOC
P007930,2024,HIGHER_ED
P007931,2024,SCHOOL_VOC
P007933,2024,HIGHER_ED
P007935,2024,SCHOOL_VOC
P007941,2024,SCHOOL_VOC
P007944,2024,HIGHER_ED
P007947,2024,SCHOOL_VOC
P007948,2024,HIGHER_ED
P007950,2024,
P007953,2024,SCHOOL_VOC
P007957,2024,SCHOOL_VOC
P007962,2024,HIGHER_ED
P007964,2024,SCHOOL_VOC
P007967,2024,SCHOOL_VOC
P007971,2024,LOW_NONE
P007973,2024,HIGHER_ED
P007974,2024,HIGHER_ED
P007976,2024,LOW_NONE
P007979,2024,SCHOOL_VOC
P007981,2024,SCHOOL_VOC
P007987,2024,HIGHER_ED
P007988,2024,HIGHER_ED
P007990,2024,SCHOOL_VOC
P008006,2024,SCHOOL_VOC
P008007,2024,SCHOOL_VOC
P008016,2024,SCHOOL_VOC
P008021,2024,SCHOOL_VOC
P008022,2024,HIGHER_ED
P008027,2024,SCHOOL_VOC
P008030,2024,HIGHER_ED
P008036,2024,SCHOOL_VOC
P008037,2024,HIGHER_ED
P008038,2024,HIGHER_ED
P008042,2024,SCHOOL_VOC
P008048,2024,SCHOOL_VOC
P008052,2024,SCHOOL_VOC
P008054,2024,HIGHER_ED
P008061,2024,SCHOOL_VOC
P008062,2024,HIGHER_ED
P008065,2024,SCHOOL_VOC
P008066,2024,SCHOOL_VOC
P008069,2024,SCHOOL_VOC
P008071,2024,SCHOOL_VOC
P008075,2024,SCHOOL_VOC
P008076,2024,HIGHER_ED
P008077,2024,HIGHER_ED
P008079,2024,SCHOOL_VOC
P008086,2024,SCHOOL_VOC
P008087,2024,SCHOOL_VOC
P008091,2024,SCHOOL_VOC
P008092,2024,SCHOOL_VOC
P008095,2024,SCHOOL_VOC
P008103,2024,HIGHER_ED
P008104,2024,HIGHER_ED
P008107,2024,HIGHER_ED
P008109,2024,SCHOOL_VOC
P008110,2024,SCHOOL_VOC
P008111,2024,SCHOOL_VOC
P008112,2024,SCHOOL_VOC
P008117,2024,SCHOOL_VOC
P008118,2024,HIGHER_ED
P008120,2024,SCHOOL_VOC
P008127,2024,SCHOOL_VOC
P008128,2024,SCHOOL_VOC
P008130,2024,HIGHER_ED
P008136,2024,HIGHER_ED
P008137,2024,SCHOOL_VOC
P008139,2024,SCHOOL_VOC
P008142,2024,SCHOOL_VOC
P008143,2024,SCHOOL_VOC
P008149,2024,SCHOOL_VOC
P008150,2024,LOW_NONE
P008151,2024,SCHOOL_VOC
P008154,2024,SCHOOL_VOC
P008158,2024,HIGHER_ED
P008159,2024,HIGHER_ED
P008161,2024,SCHOOL_VOC
P008167,2024,SCHOOL_VOC
P008173,2024,SCHOOL_VOC
P008176,2024,SCHOOL_VOC
P008178,2024,SCHOOL_VOC
P008181,2024,SCHOOL_VOC
P008182,2024,HIGHER_ED
P008190,2024,SCHOOL_VOC
P008192,2024,SCHOOL_VOC
P008193,2024,SCHOOL_VOC
P008194,2024,SCHOOL_VOC
P008195,2024,SCHOOL_VOC
P008198,2024,SCHOOL_VOC
P008199,2024,SCHOOL_VOC
P008201,2024,SCHOOL_VOC
P008202,2024,SCHOOL_VOC
P008203,2024,SCHOOL_VOC
P008208,2024,HIGHER_ED
P008210,2024,SCHOOL_VOC
P008214,2024,HIGHER_ED
P008217,2024,LOW_NONE
P008218,2024,HIGHER_ED
P008219,2024,SCHOOL_VOC
P008220,2024,LOW_NONE
P008231,2024,LOW_NONE
P008236,2024,SCHOOL_VOC
P008238,2024,SCHOOL_VOC
P008239,2024,HIGHER_ED
P008240,2024,HIGHER_ED
P008241,2024,SCHOOL_VOC
P008248,2024,SCHOOL_VOC
P008249,2024,SCHOOL_VOC
P008259,2024,SCHOOL_VOC
P008263,2024,SCHOOL_VOC
P008266,2024,HIGHER_ED
P008267,2024,SCHOOL_VOC
P008269,2024,SCHOOL_VOC
P008270,2024,SCHOOL_VOC
P008274,2024,HIGHER_ED
P008275,2024,SCHOOL_VOC
P008276,2024,SCHOOL_VOC
P008277,2024,HIGHER_ED
P008280,2024,SCHOOL_VOC
P008282,2024,HIGHER_ED
P008284,2024,SCHOOL_VOC
P008290,2024,LOW_NONE
P008295,2024,HIGHER_ED
P008298,2024,LOW_NONE
P008301,2024,SCHOOL_VOC
P008302,2024,HIGHER_ED
P008308,2024,LOW_NONE
P008309,2024,SCHOOL_VOC
P008311,2024,HIGHER_ED
P008316,2024,HIGHER_ED
P008317,2024,HIGHER_ED
P008320,2024,SCHOOL_VOC
P008321,2024,UNMAPPED_GROUP
P008326,2024,HIGHER_ED
P008328,2024,SCHOOL_VOC
P008329,2024,HIGHER_ED
P008332,2024,SCHOOL_VOC
P008333,2024,SCHOOL_VOC
P008335,2024,SCHOOL_VOC
P008338,2024,SCHOOL_VOC
P008342,2024,SCHOOL_VOC
P008345,2024,SCHOOL_VOC
P008348,2024,HIGHER_ED
P008350,2024,SCHOOL_VOC
P008355,2024,HIGHER_ED
P008359,2024,LOW_NONE
P008360,2024,HIGHER_ED
P008361,2024,HIGHER_ED
P008363,2024,SCHOOL_VOC
P008366,2024,SCHOOL_VOC
P008368,2024,SCHOOL_VOC
P008369,2024,HIGHER_ED
P008371,2024,SCHOOL_VOC
P008372,2024,SCHOOL_VOC
P008374,2024,SCHOOL_VOC
P008376,2024,HIGHER_ED
P008377,2024,HIGHER_ED
P008378,2024,SCHOOL_VOC
P008379,2024,SCHOOL_VOC
P008382,2024,SCHOOL_VOC
P008384,2024,SCHOOL_VOC
P008385,2024,HIGHER_ED
P008387,2024,SCHOOL_VOC
P008390,2024,SCHOOL_VOC
P008396,2024,SCHOOL_VOC
P008397,2024,SCHOOL_VOC
P008398,2024,SCHOOL_VOC
P008399,2024,SCHOOL_VOC
P008400,2024,HIGHER_ED
P008401,2024,SCHOOL_VOC
P008403,2024,SCHOOL_VOC
P008406,2024,SCHOOL_VOC
P008407,2024,SCHOOL_VOC
P008408,2024,HIGHER_ED
P008412,2024,SCHOOL_VOC
P008413,2024,SCHOOL_VOC
P008417,2024,SCHOOL_VOC
P008421,2024,
P008423,2024,SCHOOL_VOC
P008424,2024,SCHOOL_VOC
P008425,2024,SCHOOL_VOC
P008427,2024,HIGHER_ED
P008428,2024,SCHOOL_VOC
P008434,2024,HIGHER_ED
P008435,2024,SCHOOL_VOC
P008440,2024,LOW_NONE
P008441,2024,HIGHER_ED
P008449,2024,HIGHER_ED
P008453,2024,HIGHER_ED
P008454,2024,HIGHER_ED
P008461,2024,SCHOOL_VOC
P008463,2024,SCHOOL_VOC
P008464,2024,
P008467,2024,HIGHER_ED
P008481,2024,SCHOOL_VOC
P008490,2024,LOW_NONE
P008493,2024,HIGHER_ED
P008498,2024,SCHOOL_VOC
P008499,2024,SCHOOL_VOC
P008500,2024,SCHOOL_VOC
P008503,2024,SCHOOL_VOC
P008505,2024,SCHOOL_VOC
P008508,2024,SCHOOL_VOC
P008511,2024,SCHOOL_VOC
P008512,2024,HIGHER_ED
P008514,2024,SCHOOL_VOC
P008517,2024,HIGHER_ED
P008521,2024,HIGHER_ED
P008522,2024,SCHOOL_VOC
P008523,2024,HIGHER_ED
P008525,2024,SCHOOL_VOC
P008526,2024,LOW_NONE
P008533,2024,HIGHER_ED
P008536,2024,HIGHER_ED
P008543,2024,SCHOOL_VOC
P008544,2024,HIGHER_ED
P008548,2024,HIGHER_ED
P008549,2024,HIGHER_ED
P008553,2024,HIGHER_ED
P008557,2024,SCHOOL_VOC
P008559,2024,HIGHER_ED
P008560,2024,HIGHER_ED
P008561,2024,HIGHER_ED
P008563,2024,LOW_NONE
P008564,2024,LOW_NONE
P008566,2024,HIGHER_ED
P008571,2024,SCHOOL_VOC
P008573,2024,LOW_NONE
P008579,2024,SCHOOL_VOC
P008584,2024,HIGHER_ED
P008588,2024,LOW_NONE
P008590,2024,SCHOOL_VOC
P008593,2024,SCHOOL_VOC
P008597,2024,HIGHER_ED
P008601,2024,HIGHER_ED
P008603,2024,SCHOOL_VOC
P008608,2024,SCHOOL_VOC
P008609,2024,SCHOOL_VOC
P008611,2024,HIGHER_ED
P008612,2024,HIGHER_ED
P008615,2024,SCHOOL_VOC
P008616,2024,SCHOOL_VOC
P008617,2024,SCHOOL_VOC
P008618,2024,SCHOOL_VOC
P008623,2024,SCHOOL_VOC
P008625,2024,HIGHER_ED
P008626,2024,HIGHER_ED
P008632,2024,SCHOOL_VOC
P008633,2024,SCHOOL_VOC
P008634,2024,SCHOOL_VOC
P008638,2024,SCHOOL_VOC
P008640,2024,SCHOOL_VOC
P008643,2024,SCHOOL_VOC
P008644,2024,HIGHER_ED
P008649,2024,SCHOOL_VOC
P008650,2024,SCHOOL_VOC
P008651,2024,SCHOOL_VOC
P008653,2024,HIGHER_ED
P008654,2024,SCHOOL_VOC
P008655,2024,SCHOOL_VOC
P008656,2024,HIGHER_ED
,2024,LOW_NONE
P008659,2024,SCHOOL_VOC
P008664,2024,SCHOOL_VOC
P008667,2024,SCHOOL_VOC
P008669,2024,SCHOOL_VOC
P008673,2024,SCHOOL_VOC
P008677,2024,HIGHER_ED
P008678,2024,HIGHER_ED
P008679,2024,HIGHER_ED
P008680,2024,SCHOOL_VOC
P008682,2024,HIGHER_ED
P008683,2024,SCHOOL_VOC
P008685,2024,SCHOOL_VOC
P008690,2024,SCHOOL_VOC
P008691,2024,SCHOOL_VOC
P008692,2024,SCHOOL_VOC
P008693,2024,HIGHER_ED
P008695,2024,HIGHER_ED
P008698,2024,LOW_NONE
P008702,2024,HIGHER_ED
P008706,2024,SCHOOL_VOC
P008720,2024,SCHOOL_VOC
P008721,2024,SCHOOL_VOC
P008724,2024,LOW_NONE
P008725,2024,SCHOOL_VOC
P008726,2024,SCHOOL_VOC
P008728,2024,LOW_NONE
P008731,2024,SCHOOL_VOC
P008735,2024,SCHOOL_VOC
P008738,2024,SCHOOL_VOC
P008739,2024,HIGHER_ED
P008740,2024,SCHOOL_VOC
P008742,2024,LOW_NONE
P008748,2024,SCHOOL_VOC
P008752,2024,SCHOOL_VOC
P008754,2024,SCHOOL_VOC
P008755,2024,SCHOOL_VOC
P008756,2024,HIGHER_ED
P008757,2024,SCHOOL_VOC
P008759,2024,HIGHER_ED
P008761,2024,SCHOOL_VOC
P008763,2024,HIGHER_ED
P008764,2024,SCHOOL_VOC
P008765,2024,SCHOOL_VOC
P008769,2024,SCHOOL_VOC
P008771,2024,SCHOOL_VOC
P008772,2024,SCHOOL_VOC
P008775,2024,HIGHER_ED
P008776,2024,SCHOOL_VOC
P008782,2024,SCHOOL_VOC
P008785,2024,SCHOOL_VOC
P008786,2024,HIGHER_ED
P008788,2024,HIGHER_ED
P008790,2024,LOW_NONE
P008793,2024,HIGHER_ED
P008796,2024,HIGHER_ED
P008797,2024,SCHOOL_VOC
P008800,2024,HIGHER_ED
P008805,2024,SCHOOL_VOC
P008806,2024,HIGHER_ED
P008810,2024,SCHOOL_VOC
P008817,2024,HIGHER_ED
P008819,2024,LOW_NONE
P008820,2024,HIGHER_ED
P008821,2024,SCHOOL_VOC
P008824,2024,HIGHER_ED
P008825,2024,SCHOOL_VOC
P008834,2024,SCHOOL_VOC
P008837,2024,HIGHER_ED
P008840,2024,LOW_NONE
P008842,2024,SCHOOL_VOC
P008843,2024,HIGHER_ED
P008847,2024,SCHOOL_VOC
P008849,2024,HIGHER_ED
P008852,2024,SCHOOL_VOC
P008853,2024,LOW_NONE
P008860,2024,SCHOOL_VOC
P008865,2024,SCHOOL_VOC
P008866,2024,SCHOOL_VOC
P008871,2024,SCHOOL_VOC
P008872,2024,HIGHER_ED
P008884,2024,SCHOOL_VOC
P008894,2024,HIGHER_ED
P008897,2024,SCHOOL_VOC
P008899,2024,HIGHER_ED
P008903,2024,LOW_NONE
P008905,2024,HIGHER_ED
P008906,2024,HIGHER_ED
P008911,2024,SCHOOL_VOC
P008915,2024,LOW_NONE
P008916,2024,SCHOOL_VOC
P008918,2024,SCHOOL_VOC
P008921,2024,SCHOOL_VOC
P008926,2024,SCHOOL_VOC
P008927,2024,HIGHER_ED
P008933,2024,HIGHER_ED
P008936,2024,HIGHER_ED
P008941,2024,SCHOOL_VOC
P008945,2024,SCHOOL_VOC
P008947,2024,
P008950,2024,SCHOOL_VOC
P008951,2024,SCHOOL_VOC
P008953,2024,SCHOOL_VOC
P008957,2024,SCHOOL_VOC
P008962,2024,LOW_NONE
P008963,2024,HIGHER_ED
P008965,2024,SCHOOL_VOC
P008968,2024,HIGHER_ED
P008970,2024,LOW_NONE
P008976,2024,HIGHER_ED
P008980,2024,SCHOOL_VOC
P008981,2024,HIGHER_ED
P008985,2024,HIGHER_ED
P008986,2024,HIGHER_ED
P008987,2024,HIGHER_ED
P008994,2024,
P009002,2024,HIGHER_ED
P009004,2024,SCHOOL_VOC
P009008,2024,HIGHER_ED
P009009,2024,LOW_NONE
P009010,2024,LOW_NONE
P009011,2024,SCHOOL_VOC
P009012,2024,SCHOOL_VOC
P009017,2024,SCHOOL_VOC
P009018,2024,SCHOOL_VOC
P009019,2024,SCHOOL_VOC
P009020,2024,SCHOOL_VOC
P009021,2024,HIGHER_ED
P009022,2024,SCHOOL_VOC
P009023,2024,LOW_NONE
P009033,2024,SCHOOL_VOC
P009038,2024,HIGHER_ED
P009040,2024,SCHOOL_VOC
P009048,2024,HIGHER_ED
P009050,2024,HIGHER_ED
P009051,2024,HIGHER_ED
P009053,2024,SCHOOL_VOC
P009062,2024,HIGHER_ED
P009065,2024,LOW_NONE
P009071,2024,SCHOOL_VOC
P009073,2024,HIGHER_ED
P009077,2024,SCHOOL_VOC
P009086,2024,HIGHER_ED
P009087,2024,HIGHER_ED
P009089,2024,SCHOOL_VOC
P009090,2024,SCHOOL_VOC
P009093,2024,SCHOOL_VOC
P009095,2024,SCHOOL_VOC
P009105,2024,SCHOOL_VOC
P009108,2024,SCHOOL_VOC
P009110,2024,LOW_NONE
P009121,2024,SCHOOL_VOC
P009122,2024,SCHOOL_VOC
P009126,2024,SCHOOL_VOC
P009127,2024,SCHOOL_VOC
P009130,2024,SCHOOL_VOC
P009131,2024,SCHOOL_VOC
P009134,2024,SCHOOL_VOC
P009135,2024,SCHOOL_VOC
P009137,2024,SCHOOL_VOC
P009140,2024,SCHOOL_VOC
P009141,2024,SCHOOL_VOC
P009142,2024,SCHOOL_VOC
P009143,2024,SCHOOL_VOC
P009153,2024,HIGHER_ED
P009154,2024,SCHOOL_VOC
P009157,2024,SCHOOL_VOC
P009158,2024,SCHOOL_VOC
P009159,2024,SCHOOL_VOC
P009163,2024,
P009167,2024,SCHOOL_VOC
P009168,2024,SCHOOL_VOC
P009170,2024,SCHOOL_VOC
P009171,2024,SCHOOL_VOC
P009174,2024,HIGHER_ED
P009175,2024,SCHOOL_VOC
P009176,2024,SCHOOL_VOC
P009177,2024,SCHOOL_VOC
P009181,2024,SCHOOL_VOC
P009185,2024,HIGHER_ED
P009186,2024,HIGHER_ED
P009187,2024,HIGHER_ED
P009188,2024,HIGHER_ED
P009189,2024,SCHOOL_VOC
P009195,2024,HIGHER_ED
P009197,2024,HIGHER_ED
P009198,2024,SCHOOL_VOC
P009199,2024,HIGHER_ED
P009200,2024,SCHOOL_VOC
P009202,2024,
P009203,2024,SCHOOL_VOC
P009204,2024,SCHOOL_VOC
P009209,2024,SCHOOL_VOC
P009212,2024,HIGHER_ED
P009213,2024,LOW_NONE
P009217,2024,SCHOOL_VOC
P009219,2024,SCHOOL_VOC
P009220,2024,HIGHER_ED
P009222,2024,HIGHER_ED
P009223,2024,SCHOOL_VOC
P009228,2024,HIGHER_ED
P009235,2024,LOW_NONE
P009237,2024,SCHOOL_VOC
P009238,2024,SCHOOL_VOC
P009242,2024,SCHOOL_VOC
P009243,2024,SCHOOL_VOC
P009245,2024,SCHOOL_VOC
P009247,2024,HIGHER_ED
P009249,2024,HIGHER_ED
P009250,2024,HIGHER_ED
P009251,2024,SCHOOL_VOC
P009257,2024,LOW_NONE
P009259,2024,HIGHER_ED
P009260,2024,SCHOOL_VOC
P009261,2024,HIGHER_ED
P009262,2024,SCHOOL_VOC
P009267,2024,SCHOOL_VOC
P009268,2024,SCHOOL_VOC
P009269,2024,UNMAPPED_GROUP
P009270,2024,SCHOOL_VOC
P009272,2024,HIGHER_ED
P009275,2024,SCHOOL_VOC
P009282,2024,LOW_NONE
P009287,2024,HIGHER_ED
P009288,2024,SCHOOL_VOC
P009292,2024,LOW_NONE
P009294,2024,HIGHER_ED
P009298,2024,SCHOOL_VOC
P009301,2024,SCHOOL_VOC
P009307,2024,SCHOOL_VOC
P009309,2024,SCHOOL_VOC
P009311,2024,SCHOOL_VOC
P009313,2024,SCHOOL_VOC
P009316,2024,HIGHER_ED
P009321,2024,SCHOOL_VOC
P009324,2024,HIGHER_ED
P009325,2024,SCHOOL_VOC
P009326,2024,SCHOOL_VOC
P009328,2024,SCHOOL_VOC
P009329,2024,SCHOOL_VOC
P009330,2024,SCHOOL_VOC
P009334,2024,SCHOOL_VOC
P009335,2024,HIGHER_ED
P009339,2024,SCHOOL_VOC
P009340,2024,HIGHER_ED
P009341,2024,SCHOOL_VOC
P009342,2024,SCHOOL_VOC
P009346,2024,SCHOOL_VOC
P009358,2024,HIGHER_ED
P009364,2024,HIGHER_ED
P009366,2024,HIGHER_ED
P009368,2024,HIGHER_ED
P009370,2024,SCHOOL_VOC
P009375,2024,HIGHER_ED
P009378,2024,SCHOOL_VOC
P009380,2024,HIGHER_ED
P009381,2024,LOW_NONE
P009382,2024,LOW_NONE
P009384,2024,SCHOOL_VOC
P009386,2024,HIGHER_ED
P009390,2024,HIGHER_ED
P009392,2024,SCHOOL_VOC
P009397,2024,SCHOOL_VOC
P009400,2024,HIGHER_ED
P009401,2024,HIGHER_ED
P009403,2024,HIGHER_ED
P009404,2024,SCHOOL_VOC
P009407,2024,SCHOOL_VOC
P009411,2024,UNMAPPED_GROUP
P009414,2024,HIGHER_ED
P009418,2024,SCHOOL_VOC
P009421,2024,HIGHER_ED
P009422,2024,HIGHER_ED
P009423,2024,SCHOOL_VOC
P009424,2024,HIGHER_ED
P009428,2024,SCHOOL_VOC
P009430,2024,SCHOOL_VOC
P009431,2024,SCHOOL_VOC
P009432,2024,HIGHER_ED
P009434,2024,SCHOOL_VOC
P009436,2024,UNMAPPED_GROUP
P009437,2024,HIGHER_ED
P009439,2024,HIGHER_ED
P009441,2024,SCHOOL_VOC
P009442,2024,SCHOOL_VOC
P009447,2024,SCHOOL_VOC
P009449,2024,SCHOOL_VOC
P009450,2024,SCHOOL_VOC
P009451,2024,SCHOOL_VOC
P009461,2024,HIGHER_ED
P009464,2024,SCHOOL_VOC
P009467,2024,HIGHER_ED
P009468,2024,HIGHER_ED
P009469,2024,HIGHER_ED
P009471,2024,SCHOOL_VOC
P009472,2024,HIGHER_ED
P009473,2024,HIGHER_ED
P009480,2024,SCHOOL_VOC
P009486,2024,SCHOOL_VOC
P009487,2024,SCHOOL_VOC
P009493,2024,HIGHER_ED
P009494,2024,HIGHER_ED
P009497,2024,SCHOOL_VOC
P009498,2024,SCHOOL_VOC
P009502,2024,SCHOOL_VOC
P009504,2024,UNMAPPED_GROUP
P009505,2024,SCHOOL_VOC
P009507,2024,SCHOOL_VOC
P009508,2024,SCHOOL_VOC
P009511,2024,HIGHER_ED
P009512,2024,SCHOOL_VOC
P009515,2024,HIGHER_ED
P009516,2024,SCHOOL_VOC
P009519,2024,HIGHER_ED
P009527,2024,SCHOOL_VOC
P009529,2024,SCHOOL_VOC
P009531,2024,SCHOOL_VOC
P009535,2024,SCHOOL_VOC
P009536,2024,SCHOOL_VOC
P009541,2024,HIGHER_ED
P009542,2024,
P009543,2024,LOW_NONE
P009548,2023,HIGHER_ED
P009550,2024,SCHOOL_VOC
P009551,2024,SCHOOL_VOC
P009554,2024,SCHOOL_VOC
P009556,2024,SCHOOL_VOC
P009557,2024,HIGHER_ED
P009558,2024,SCHOOL_VOC
P009560,2024,LOW_NONE
P009561,2024,SCHOOL_VOC
P009562,2024,SCHOOL_VOC
P009563,2024,HIGHER_ED
P009569,2024,SCHOOL_VOC
P009571,2024,SCHOOL_VOC
P009574,2024,SCHOOL_VOC
P009576,2024,HIGHER_ED
P009577,2024,SCHOOL_VOC
P009582,2024,SCHOOL_VOC
P009583,2024,HIGHER_ED
P009586,2024,HIGHER_ED
P009589,2024,SCHOOL_VOC
P009593,2024,SCHOOL_VOC
P009594,2024,HIGHER_ED
P009600,2024,SCHOOL_VOC
P009603,2024,SCHOOL_VOC
P009604,2024,SCHOOL_VOC
P009607,2024,SCHOOL_VOC
P009609,2024,SCHOOL_VOC
P009613,2024,SCHOOL_VOC
P009620,2024,SCHOOL_VOC
P009621,2024,SCHOOL_VOC
P009622,2024,HIGHER_ED
P009623,2024,HIGHER_ED
P009624,2024,SCHOOL_VOC
P009627,2024,HIGHER_ED
P009630,2024,HIGHER_ED
P009632,2024,SCHOOL_VOC
P009636,2024,HIGHER_ED
P009637,2024,HIGHER_ED
P009638,2024,HIGHER_ED
P009640,2024,SCHOOL_VOC
P009641,2024,HIGHER_ED
P009642,2024,SCHOOL_VOC
P009643,2024,HIGHER_ED
P009646,2024,SCHOOL_VOC
P009649,2024,LOW_NONE
P009650,2024,SCHOOL_VOC
P009653,2024,HIGHER_ED
P009654,2024,SCHOOL_VOC
P009655,2024,HIGHER_ED
P009661,2024,HIGHER_ED
P009662,2024,HIGHER_ED
P009663,2024,HIGHER_ED
P009664,2024,HIGHER_ED
P009669,2024,SCHOOL_VOC
P009671,2024,HIGHER_ED
P009673,2024,HIGHER_ED
P009675,2024,LOW_NONE
P009684,2024,SCHOOL_VOC
P009686,2024,SCHOOL_VOC
P009687,2024,SCHOOL_VOC
P009691,2024,HIGHER_ED
P009692,2024,SCHOOL_VOC
P009697,2024,SCHOOL_VOC
P009698,2024,SCHOOL_VOC
P009701,2024,HIGHER_ED
P009702,2024,SCHOOL_VOC
P009703,2024,SCHOOL_VOC
P009704,2024,SCHOOL_VOC
P009705,2024,SCHOOL_VOC
P009707,2024,SCHOOL_VOC
P009708,2024,HIGHER_ED
P009712,2024,SCHOOL_VOC
P009713,2024,SCHOOL_VOC
P009714,2024,HIGHER_ED
P009716,2024,
P009720,2023,HIGHER_ED
P009721,2024,HIGHER_ED
P009724,2024,SCHOOL_VOC
P009725,2024,SCHOOL_VOC
P009729,2024,SCHOOL_VOC
P009730,2024,SCHOOL_VOC
P009731,2024,SCHOOL_VOC
P009732,2024,HIGHER_ED
P009739,2024,HIGHER_ED
P009746,2024,HIGHER_ED
P009750,2024,LOW_NONE
P009751,2024,HIGHER_ED
P009756,2024,SCHOOL_VOC
P009758,2024,SCHOOL_VOC
P009759,2024,HIGHER_ED
P009761,2024,HIGHER_ED
P009762,2024,SCHOOL_VOC
P009763,2024,SCHOOL_VOC
P009764,2024,SCHOOL_VOC
P009766,2024,SCHOOL_VOC
P009768,2024,SCHOOL_VOC
P009769,2024,SCHOOL_VOC
P009771,2024,SCHOOL_VOC
P009773,2024,SCHOOL_VOC
P009775,2024,HIGHER_ED
P009777,2024,LOW_NONE
P009778,2024,SCHOOL_VOC
P009780,2024,SCHOOL_VOC
P009781,2024,HIGHER_ED
P009783,2024,SCHOOL_VOC
P009784,2024,HIGHER_ED
P009785,2024,LOW_NONE
P009786,2024,SCHOOL_VOC
P009790,2024,HIGHER_ED
P009791,2024,SCHOOL_VOC
P009792,2024,HIGHER_ED
P009795,2024,SCHOOL_VOC
P009803,2024,LOW_NONE
P009804,2024,HIGHER_ED
P009807,2024,HIGHER_ED
P009816,2024,SCHOOL_VOC
P009817,2024,HIGHER_ED
P009821,2024,SCHOOL_VOC
P009834,2024,HIGHER_ED
P009836,2024,SCHOOL_VOC
P009838,2024,SCHOOL_VOC
P009839,2024,HIGHER_ED
P009841,2024,SCHOOL_VOC
P009842,2024,HIGHER_ED
P009843,2024,HIGHER_ED
P009849,2024,SCHOOL_VOC
P009852,2024,HIGHER_ED
P009854,2024,SCHOOL_VOC
P009857,2024,HIGHER_ED
P009858,2024,LOW_NONE
P009864,2024,SCHOOL_VOC
P009865,2024,SCHOOL_VOC
P009867,2024,SCHOOL_VOC
P009870,2024,SCHOOL_VOC
P009871,2024,SCHOOL_VOC
P009878,2024,SCHOOL_VOC
P009881,2024,SCHOOL_VOC
P009886,2024,SCHOOL_VOC
P009888,2024,SCHOOL_VOC
P009893,2024,HIGHER_ED
P009898,2024,SCHOOL_VOC
P009899,2024,SCHOOL_VOC
P009900,2024,HIGHER_ED
P009905,2024,SCHOOL_VOC
P009909,2024,SCHOOL_VOC
P009910,2024,HIGHER_ED
P009912,2024,HIGHER_ED
P009914,2024,SCHOOL_VOC
P009924,2024,SCHOOL_VOC
P009925,2024,SCHOOL_VOC
P009931,2024,LOW_NONE
P009933,2024,SCHOOL_VOC
P009942,2024,HIGHER_ED
P009944,2024,SCHOOL_VOC
P009946,2024,SCHOOL_VOC
P009948,2024,SCHOOL_VOC
P009951,2024,SCHOOL_VOC
P009957,2024,SCHOOL_VOC
P009958,2024,SCHOOL_VOC
P009959,2024,LOW_NONE
P009962,2024,SCHOOL_VOC
P009966,2024,LOW_NONE
P009968,2024,SCHOOL_VOC
P009969,2024,SCHOOL_VOC
P009971,2024,LOW_NONE
P009974,2024,SCHOOL_VOC
P009981,2024,SCHOOL_VOC
P009983,2024,HIGHER_ED
P009988,2024,HIGHER_ED
P009989,2024,SCHOOL_VOC
P009990,2024,SCHOOL_VOC
P009991,2024,SCHOOL_VOC
P009993,2024,HIGHER_ED
P009995,2024,HIGHER_ED
P009997,2024,SCHOOL_VOC
P009998,2024,SCHOOL_VOC
P009999,2024,SCHOOL_VOC
P010000,2024,SCHOOL_VOC
P010004,2024,SCHOOL_VOC
P010006,2024,SCHOOL_VOC
P010009,2024,SCHOOL_VOC
P010015,2024,HIGHER_ED
P010016,2024,HIGHER_ED
P010017,2024,HIGHER_ED
P010019,2024,HIGHER_ED
P010022,2024,SCHOOL_VOC
P010025,2024,LOW_NONE
P010026,2024,HIGHER_ED
P010028,2024,SCHOOL_VOC
P010029,2024,SCHOOL_VOC
P010031,2024,HIGHER_ED
P010038,2024,HIGHER_ED
P010041,2024,SCHOOL_VOC
P010042,2024,SCHOOL_VOC
P010044,2024,HIGHER_ED
P010046,2024,HIGHER_ED
P010051,2024,HIGHER_ED
P010052,2024,SCHOOL_VOC
P010055,2024,HIGHER_ED
P010058,2024,SCHOOL_VOC
P010059,2024,SCHOOL_VOC
P010060,2024,SCHOOL_VOC
P010061,2024,HIGHER_ED
P010063,2024,SCHOOL_VOC
P010068,2024,HIGHER_ED
P010070,2024,HIGHER_ED
P010072,2024,SCHOOL_VOC
P010073,2024,HIGHER_ED
P010074,2024,SCHOOL_VOC
P010077,2024,HIGHER_ED
P010079,2024,HIGHER_ED
P010085,2024,SCHOOL_VOC
P010087,2024,HIGHER_ED
P010090,2024,SCHOOL_VOC
P010091,2024,HIGHER_ED
P010092,2024,SCHOOL_VOC
P010096,2024,SCHOOL_VOC
P010102,2024,HIGHER_ED
P010103,2024,HIGHER_ED
P010104,2024,SCHOOL_VOC
P010106,2024,SCHOOL_VOC
P010108,2024,SCHOOL_VOC
P010112,2024,HIGHER_ED
P010116,2024,SCHOOL_VOC
P010120,2024,SCHOOL_VOC
P010126,2024,SCHOOL_VOC
P010127,2024,HIGHER_ED
P010128,2024,SCHOOL_VOC
P010130,2024,HIGHER_ED
P010135,2024,SCHOOL_VOC
