person_id,survey_year,education_code
P015617,2024,E3
P018610,2024,E_UNKNOWN
P031952,2024,E2
P022726,2024,E4
P000988,2024,E3
P015396,2024,E2
P030723,2024,E1
P044919,2024,E3
P028210,2024,E3
P047646,2024,E6
P046109,2024,E2
P006358,2024,E2
P038005,2024,E3
P013353,2024,E3
P042483,2024,E3
P031949,2024,E2
P013387,2024,E2
P045780,2024,E3
P010424,2024,E3
P036375,2024,E1
P046287,2024,
P047912,2024,E3
P015738,2024,E3
P003096,2024,E2
P028229,2024,E1
P000094,2024,E1
P007962,2024,E4
P004576,2024,E3
P034513,2024,E3
P039034,2024,E3
P011549,2024,E2
P046246,2024,E1
P038772,2024,E3
P021157,2024,E5
P002995,2024,E4
P019723,2024,E3
P047607,2024,E1
P037663,2024,E1
P049868,2024,E4
P016940,2024,E2
P007881,2024,E3
P045892,2024,E4
P025195,2024,E3
P014857,2024,E4
P035328,2024,E6
P026886,2024,E5
P032062,2024,E5
P008712,2024,E5
P017195,2024,E2
P011765,2024,E2
P020353,2024,E2
P004942,2024,E2
P027140,2024,E2
P035879,2024,E4
P022985,2024,E3
P007819,2024,E3
P020312,2024,E2
P041990,2024,E2
P016877,2024,E4
P014028,2024,E5
P045874,2024,E2
P002473,2024,E4
P047275,2024,E4
P041872,2024,E3
P049835,2024,E5
P040482,2024,E4
P025524,2024,E5
P015021,2024,E3
P038402,2024,E2
P048652,2024,E5
P009119,2024,E1
P009253,2024,E3
P017273,2024,E3
P038139,2024,E5
P011651,2024,E3
P024357,2024,E3
P038614,2024,E3
P026834,2024,E1
P041067,2024,E1
P046508,2024,E4
P013986,2024,E3
P028822,2024,E3
P045035,2024,E5
P002898,2024,E2
P047516,2024,E4
P018658,2024,E1
P049421,2024,E3
P032962,2024,E3
P042181,2024,E4
P006723,2024,E5
P030526,2024,E3
P007826,2024,E3
P050000,2024,E3
P040690,2024,E1
P021674,2024,E4
P049270,2024,E6
P008954,2024,E4
P004107,2024,E2
P000507,2024,E4
P006585,2024,E2
P014068,2024,E1
P020238,2024,E6
P022922,2024,E1
P046743,2024,E5
P004621,2024,E4
P001988,2024,E3
P021457,2024,E4
P017269,2024,E1
P045624,2024,E2
P001633,2024,E3
P019822,2024,E3
P016878,2024,E3
P031187,2024,E3
P014819,2024,E3
P025576,2024,E2
P044766,2024,E2
P022986,2024,E5
P009346,2024,E3
P006499,2024,E3
P022039,2024,E4
P007297,2024,E4
P039093,2024,E3
P036047,2024,E2
P019225,2024,E3
P022934,2024,E3
P004852,2024,E3
P017341,2024,E3
P049590,2024,E3
P026453,2024,E4
P048371,2024,E2
P026980,2024,E5
P045474,2024,E2
P041244,2024,E4
P006150,2024,E2
P023220,2024,E4
P020203,2024,E6
P042867,2024,E2
P034565,2024,E4
P001836,2024,E4
P023133,2024,E3
P011677,2024,E2
P018066,2024,E3
P013130,2024,E3
P024806,2024,E3
P038248,2024,E1
P002105,2024,E3
P037410,2024,E6
P027748,2024,E5
P018537,2024,E1
P026832,2024,E1
P017816,2024,E1
P011845,2024,E3
P042500,2024,E1
P039678,2024,E3
P004043,2024,E3
P010021,2024,E6
P010542,2024,E2
P047488,2024,E5
P033939,2024,E3
P031490,2024,E4
P048043,2024,E3
P036755,2024,E4
P021683,2024,E3
P012261,2024,E3
P020543,2024,E3
P021271,2024,E3
P031405,2024,E5
P026692,2024,E2
P038684,2024,E5
P015289,2024,E2
P029883,2024,E2
P012220,2024,E3
P040795,2024,E2
P012647,2024,E2
P043964,2024,E3
P047365,2024,E3
P042665,2024,E1
P003283,2024,E2
P007174,2024,E3
P028073,2024,E2
P005002,2024,E2
P003080,2024,E4
P018517,2024,E2
P028060,2024,E3
P002117,2024,E3
P009207,2024,E6
P029637,2024,E1
P007503,2024,E4
P012299,2024,E4
P008620,2024,E3
P045910,2024,E3
P012623,2024,E2
P036424,2024,E2
P030256,2024,E4
P035499,2024,E4
P024575,2024,E2
P032455,2024,E2
P026245,2024,E2
P018867,2024,E2
P027442,2024,E3
P038189,2024,E3
P008656,2024,E4
P011163,2024,E2
P013600,2024,E3
P045298,2024,E4
P025452,2024,E4
,2024,E2
P010137,2024,E2
P040203,2024,E6
P035071,2024,E2
P027944,2024,E2
P008821,2024,E3
P047412,2024,E3
P000640,2024,E4
P020724,2024,E4
P041745,2024,E2
P044969,2024,E3
P002927,2024,E4
P022602,2024,E4
P046257,2024,E4
P047891,2024,E2
P019926,2024,E3
P025377,2024,E2
P024083,2024,E3
P042388,2024,E2
P036751,2024,E2
P019797,2024,E3
P039925,2024,E3
P047148,2024,E4
P040387,2024,E3
P036051,2024,E1
P028851,2024,E4
P018657,2024,E2
P032052,2024,E3
P032878,2024,E4
P011181,2024,E5
P022183,2024,E3
P016549,2024,E6
P031136,2024,E4
P043587,2024,E2
P030752,2024,E3
P032231,2024,E2
P025218,2024,E3
P021691,2024,E4
P020546,2024,E3
P026162,2024,E4
P009374,2024,E3
P033358,2024,E5
P028832,2024,E2
P047407,2024,
P017250,2024,E1
P031072,2024,E2
P009111,2024,E3
P026985,2024,E2
P049724,2024,E2
P020110,2024,E3
P039518,2024,E3
P029138,2024,E3
P023992,2024,E3
P014533,2024,E3
P000282,2024,E3
P000534,2024,E3
P037614,2024,E2
P041638,2024,E2
P015990,2024,E4
P013441,2024,E2
P002754,2024,E2
P005353,2024,E2
P034441,2024,E3
P004619,2024,
P033318,2024,E2
P035032,2024,E3
P003689,2024,E3
P014744,2024,E3
P037585,2024,E4
P017932,2024,E3
P038286,2024,E4
P032742,2024,E4
P006984,2024,E6
P044190,2024,E3
P015117,2024,E3
P049510,2024,E1
P020956,2024,E3
P034237,2024,E2
P011108,2024,E2
P045415,2024,E3
P034936,2024,E6
P032018,2024,E3
P039167,2024,E4
P042025,2024,E2
P027876,2024,E3
P033037,2024,E2
P032501,2024,E3
P014740,2024,E4
P033817,2024,E1
P048677,2024,E4
P046317,2024,E3
P024064,2024,E5
P026241,2024,E4
P023571,2024,E5
P000013,2024,E5
P032576,2024,E5
P007617,2024,E5
P043997,2024,E2
P021432,2024,E3
P044061,2024,E3
P032323,2024,E1
P045111,2024,E2
P010356,2024,E4
P017390,2024,E3
P042795,2024,E2
P039135,2024,E3
P015304,2024,E2
P032436,2024,E2
P019076,2024,E5
P048080,2024,E2
P027051,2024,E3
P034021,2024,E3
P015696,2024,E3
P013635,2024,E3
P010275,2024,E2
P007968,2024,E4
P027366,2024,E2
P035794,2024,E3
P033307,2024,E3
P041764,2024,E4
P006528,2024,E_UNKNOWN
P041163,2024,E4
P029201,2024,E5
P010117,2024,E2
P041353,2024,E6
P034647,2024,E2
P032445,2024,E3
P028852,2024,E3
P020851,2024,E2
P016510,2024,E3
P000165,2024,E4
P043354,2024,E5
P034121,2024,E3
P009447,2024,E3
P029771,2024,E2
P023774,2024,E3
P034216,2024,E3
P041134,2024,E3
P031791,2024,E2
P029314,2024,E2
P016066,2024,E2
P014127,2024,E2
P047182,2024,E2
P043197,2024,E1
P038177,2024,E3
P036257,2024,E3
P035428,2024,E4
P004215,2024,E4
P035457,2024,E1
P021622,2024,E5
P029586,2024,E3
P029074,2023,E5
P014151,2024,E5
P040656,2024,E3
P040080,2024,E3
P036948,2024,E3
P032778,2024,E1
P043156,2024,E2
P005773,2024,E4
P000321,2024,E3
P007411,2024,E5
P018493,2024,E2
P048577,2024,E2
P009116,2024,E5
P036191,2024,E4
P045555,2024,E3
P039641,2024,E3
P035296,2024,E2
P025657,2024,E6
P037335,2024,E2
P021614,2024,E3
P044445,2024,E3
P009078,2024,E3
P002153,2024,E3
P045270,2024,E3
P007764,2024,E5
P006191,2024,E3
P001829,2024,E4
P004373,2024,E3
P032088,2024,E2
P031554,2024,E1
P002012,2024,E4
P028035,2024,E4
P031607,2024,E3
P043369,2024,E2
P038350,2024,E3
P001374,2024,E2
P017715,2024,E2
P007330,2024,E5
P029039,2024,E2
P018737,2024,E3
P017303,2024,E3
P004031,2024,E2
P042138,2024,E2
P030890,2024,E3
P032057,2024,E1
P048942,2024,E3
P038296,2024,E2
P011979,2024,E3
P028738,2024,E3
P006653,2024,E3
P024046,2024,E2
P031968,2024,E_UNKNOWN
P032099,2024,E2
P046903,2024,E3
P014312,2024,E2
P011250,2024,E3
P047971,2024,E2
P049413,2024,E3
P037042,2024,E1
P013466,2024,E2
P002733,2024,E2
P014715,2024,E1
P033549,2024,E4
P020403,2024,E2
P016723,2024,E5
P037621,2024,E3
P013957,2024,E2
P016010,2024,E3
P010785,2024,E3
P037003,2024,E5
P014075,2024,E2
P012482,2024,E3
P017097,2024,E4
P031559,2024,E2
P045403,2024,E3
P041977,2024,E2
P012259,2024,E5
P047097,2024,E1
P038100,2024,E5
P008692,2024,E3
P036929,2024,E4
P034033,2024,E4
P041742,2024,E2
P022685,2024,E5
P007320,2024,E4
P007950,2024,E3
P042590,2024,E2
P047159,2024,E3
P036672,2024,E2
P011644,2024,E3
P004799,2024,E2
P019853,2024,E3
P011516,2024,E3
P038913,2024,E3
P015663,2024,E3
P041671,2024,E3
P038692,2024,E2
P043920,2024,E2
P023028,2024,E6
P009726,2024,E2
P007464,2024,E2
P006180,2024,E3
P030329,2024,E4
P012050,2024,E2
P029431,2024,E3
P036382,2024,E2
P002307,2024,E2
P044169,2024,E3
P001334,2024,E2
P049652,2024,E3
P009461,2024,E4
P023822,2024,E3
P027263,2024,E3
P038545,2024,E3
P038394,2024,E3
P034478,2024,E3
P028473,2024,
P048284,2024,E4
P036072,2024,E3
P032844,2024,E3
P007641,2024,E5
P013144,2024,E5
P011806,2024,E3
P049540,2024,E5
P037125,2024,E6
P035437,2024,E3
P001188,2024,E3
P001409,2024,E2
P003284,2024,E2
P048491,2024,E2
P000838,2024,E2
P002902,2024,E3
P015983,2024,E5
P002349,2024,E4
P008383,2024,E1
P048935,2024,E1
P038393,2024,E3
P020676,2024,E4
P048812,2024,E3
P047662,2024,E4
P031602,2024,E1
P025636,2024,E3
P043979,2024,E2
P018874,2024,E2
P046027,2024,E3
P023618,2024,E4
P028412,2024,E1
P038216,2024,E2
P018541,2024,E3
P023391,2024,E3
P005396,2024,E2
P008249,2024,E3
P002416,2024,E2
P021017,2024,E4
P018089,2024,E1
P035001,2024,E4
P011200,2024,E3
P004729,2024,E3
P028926,2024,E2
P001044,2024,E3
P039575,2024,E1
P022298,2024,E3
P023014,2024,E4
P012372,2024,E4
P026276,2024,E2
P022743,2024,E2
P033754,2024,E3
P014896,2024,E3
P013106,2024,E4
P049754,2024,E5
P048824,2024,E3
P004310,2024,E1
P032575,2024,E2
P045302,2024,E3
P017348,2024,E3
P046202,2024,E2
P007168,2024,E3
P043383,2024,E2
P002460,2024,E5
P007101,2024,E3
P018128,2024,E4
P026425,2024,E3
P049723,2024,E4
P025908,2024,E3
P046164,2024,E4
P014438,2024,E5
P021355,2024,E1
P044119,2024,E3
P038874,2024,E2
P003145,2024,E3
P028143,2024,E1
P033025,2024,E3
P009093,2024,E3
P049640,2024,E3
P040402,2024,E5
P041340,2024,E2
P027588,2024,E4
P032467,2024,E4
P047414,2024,E4
P034670,2024,E3
P003770,2024,E2
P026477,2024,E5
P046577,2024,E3
P046789,2024,E3
P021978,2024,E1
P002567,2024,E5
P034798,2024,E3
P010471,2024,E2
P001729,2024,E2
P049865,2024,E1
P025723,2024,E3
P022824,2024,E3
P039928,2024,E2
P027252,2024,
P037884,2024,E4
P038001,2024,E2
P007590,2024,E3
P031834,2024,E3
P032463,2024,E2
P031550,2024,E_UNKNOWN
P032149,2024,E3
P030776,2024,E2
P043227,2024,E4
P004419,2024,E4
P000241,2024,E2
P008098,2024,E3
P036076,2024,E2
P028632,2024,E5
P035800,2024,E1
P007784,2024,E3
P011814,2024,E4
P016235,2024,E3
P043869,2024,E3
P002678,2024,E2
P024684,2024,E3
P008394,2024,E3
P003888,2024,E2
P026071,2024,E3
P004483,2024,E4
P012320,2024,E2
P046896,2024,E2
P016035,2024,E2
P004610,2024,E2
P028105,2024,E5
P019308,2024,E3
P024418,2024,E1
P047145,2024,E5
P033094,2024,E2
P043747,2024,
P043124,2024,E3
P039286,2024,E4
P010889,2024,E3
P029783,2024,E2
P019051,2024,E3
P042654,2024,E2
P046361,2024,E2
P008496,2024,E4
P016523,2024,E3
P020671,2024,E3
P005348,2024,E3
P028575,2024,E2
P025439,2024,E2
P030809,2024,E2
P027407,2024,E4
P029937,2024,
P003799,2024,E3
P043458,2024,E2
P029841,2024,E2
P040959,2024,E4
P016514,2024,E5
P042767,2024,E3
P038771,2024,E1
P037130,2024,E2
P049238,2024,E3
P031706,2024,E2
P011996,2024,E3
P028356,2024,E3
P041330,2024,E3
P045693,2024,E2
P013699,2024,
P004248,2024,E3
P009269,2024,E1
P046593,2024,E2
P005569,2024,E2
P001983,2024,
P034805,2024,E2
P027301,2024,E2
P033066,2024,E3
P028698,2024,E3
P024668,2024,E2
P045348,2024,E3
P021174,2024,E3
P031244,2024,E3
P012377,2024,E4
P034183,2024,E3
P028847,2024,E3
P031526,2024,E2
P024771,2024,E1
P040473,2024,E3
P036608,2024,E3
P035896,2024,E3
P010486,2024,E1
P004964,2024,E5
P027322,2024,E3
P048521,2024,E1
P034311,2024,E4
P006092,2024,E3
P019455,2024,E4
P042077,2024,E5
P009855,2024,E3
P049903,2024,E2
P009267,2024,E3
P046451,2024,E4
P017316,2024,E1
P007287,2024,E5
P011959,2024,E4
P048833,2024,E3
P021743,2024,E3
P027941,2024,E2
P042438,2024,E2
P025501,2024,E2
P014453,2024,E3
P004901,2024,E3
P029447,2024,E3
P029256,2024,E5
P001289,2024,E4
P004844,2024,E4
P008689,2024,E4
P008132,2024,E1
P000147,2024,E5
P018342,2024,E2
P033293,2024,E4
P034308,2024,E1
P033234,2024,E2
P029132,2024,E1
P039185,2024,E5
P011902,2024,E2
P015143,2024,E3
P033862,2024,E3
P028768,2024,E4
P007085,2024,E2
P042617,2024,E4
P039469,2024,E2
P033912,2024,E1
P012728,2024,E2
P015817,2024,E3
P010593,2024,E5
P010669,2024,E3
P008219,2024,E2
P035846,2024,E6
P003910,2024,E3
P017841,2024,E2
P036104,2024,E3
P047175,2024,E3
P004819,2024,E2
P022564,2024,E2
P017892,2024,E3
P019807,2024,E3
P030312,2024,E5
P045571,2024,E4
P042959,2024,E4
P037358,2024,E4
P016380,2024,E6
P029239,2024,E3
P007812,2024,E4
P049990,2024,E3
P002263,2024,E6
P007551,2024,E2
P028301,2024,E1
P046721,2024,E3
P001946,2024,E3
P009019,2024,E2
P016043,2024,E4
P040248,2024,E3
P008857,2024,E3
P017185,2024,E2
P030865,2024,E2
P047724,2024,E4
P023758,2024,E3
P006277,2024,E3
P000093,2024,E3
P008217,2024,E1
P007862,2024,E2
P038735,2024,E3
P018590,2024,E_UNKNOWN
P027284,2024,
P035412,2024,E3
P014922,2024,E3
P049118,2024,E4
P027109,2024,E3
P006298,2024,E3
P046693,2024,E3
P031454,2024,E2
P003068,2024,E2
P010965,2024,E2
P043485,2024,E3
P003677,2024,
P034957,2024,E_UNKNOWN
P036145,2024,E2
P019205,2024,E5
P022665,2024,E2
P016803,2024,E5
P002981,2024,E3
P034998,2024,E2
P034514,2024,E4
P030628,2024,E4
P037557,2024,
P017990,2024,E3
P002252,2024,E3
P011536,2024,E5
P046844,2024,E2
P041573,2024,E3
P026412,2024,E4
P017885,2024,E2
P034206,2024,E2
P003410,2024,E3
P038028,2024,E2
P048297,2024,E3
P005121,2024,E3
P047557,2024,E3
P049366,2024,E6
P012966,2024,E4
P019227,2024,E2
P022900,2024,E2
P021812,2024,E1
P048981,2024,E3
P023880,2024,E3
P017601,2024,E6
P005144,2024,E3
P047351,2024,E2
P006696,2024,E2
P010908,2024,E2
P016978,2024,E3
P012135,2024,E2
P020891,2024,E3
P013390,2024,E3
P047785,2024,E2
P029542,2024,E5
P009214,2024,E1
P039705,2024,E1
P035607,2024,E3
P031203,2024,E3
P032652,2024,E4
P002785,2024,E3
P036438,2024,E2
P046377,2024,E2
P009257,2024,E1
P037638,2024,E5
P046195,2024,E3
P020069,2024,E1
P028528,2024,E3
P017328,2024,E6
P032454,2024,E3
P019907,2024,E4
P036565,2024,E3
P027664,2024,E2
P017251,2024,E5
P002206,2024,E3
P005136,2024,E3
P001736,2024,E1
P018391,2024,E3
P020565,2024,E5
P001424,2024,E3
P042059,2024,E4
P039414,2024,E1
P037002,2024,E5
P010616,2024,E3
P020616,2024,E4
P032934,2024,E2
P039715,2024,E2
P041025,2024,E4
P021747,2024,E3
P006627,2024,E4
P019506,2024,E3
P023166,2024,E1
P003331,2024,E1
P017855,2024,E1
P026786,2024,E3
P028884,2024,E4
P033693,2024,E4
P034496,2024,E4
P040225,2024,E2
P038121,2024,E5
P018660,2024,E3
P019746,2024,E1
P042315,2024,E_UNKNOWN
P026756,2024,E2
P032583,2024,E4
P012890,2024,E1
P035493,2024,E4
P049127,2024,E3
P043713,2024,E3
P023596,2024,
P043382,2024,E2
P023895,2024,E2
P027017,2024,E2
P040820,2024,E2
P001693,2024,E2
P016107,2024,E3
P021192,2024,E2
P014962,2024,E4
P007002,2024,
P020959,2024,E4
P015015,2024,E4
P001992,2024,E2
P039864,2024,E3
P017379,2024,E2
P030246,2024,E2
P022175,2024,E3
,2024,E3
P026996,2024,E3
P038435,2024,E3
P007998,2024,E2
P015342,2024,E3
P041847,2024,E3
P019733,2024,E4
P000019,2024,E3
P024196,2024,E2
P039333,2024,E3
P035342,2024,E4
P043549,2024,E3
P024910,2024,E2
P012029,2024,E3
P021096,2024,E3
P047298,2024,E3
P041034,2024,E6
P027131,2024,E1
P026860,2024,E4
P022969,2024,E3
P047244,2024,E3
P049727,2024,E3
P043258,2024,E2
P010214,2024,E3
P023089,2024,E4
P012496,2024,E3
P020486,2024,E6
P020273,2024,E3
P022381,2024,E2
P001252,2024,E3
P032271,2024,E2
P000366,2024,E6
P014093,2024,E2
P020655,2024,E3
P044238,2024,E3
P027572,2024,E3
P014729,2024,E3
P042549,2024,E6
P043744,2024,E2
P026133,2024,E3
P047972,2024,E_UNKNOWN
P035713,2024,E3
P008818,2024,E2
P006870,2024,E3
P026911,2024,E5
P023092,2024,E1
P029686,2024,E3
P034745,2024,E2
P038700,2024,E3
P045413,2024,E3
P007409,2024,E3
P032731,2024,E1
P047423,2024,E5
P036371,2024,E2
P004652,2024,E3
P034504,2024,E1
P000032,2024,E4
P002830,2024,E1
P015285,2024,E4
P034842,2024,E3
P036127,2024,E1
P029337,2024,E3
P011434,2024,E3
P028255,2024,
P034910,2024,E5
P024878,2024,E3
P044478,2024,E2
P023766,2024,E3
P042945,2024,E3
P011230,2024,E2
P021846,2024,E3
P020698,2024,E2
P010700,2024,E3
P035119,2024,E3
P039304,2024,E3
P018308,2024,E3
P030921,2024,E3
P049499,2024,E6
P013762,2024,E2
P035418,2024,E3
P004640,2024,E5
P002490,2024,E3
P002541,2024,E4
P017784,2024,E1
P009184,2024,E3
P047035,2024,E4
P036804,2024,E2
P027010,2024,E3
P040150,2024,E2
P032715,2024,E4
P039706,2024,E3
P046092,2024,E3
P025141,2024,E3
P032058,2024,E3
P027498,2024,E2
P045461,2024,E3
P005600,2024,E2
P010481,2024,E3
P036864,2024,E4
P018350,2024,E3
P008838,2024,E4
P018735,2024,E2
P005484,2024,E4
P043531,2024,E3
P019031,2024,E2
P041761,2024,E3
P011847,2024,E3
P002035,2024,E3
P043431,2024,E1
P040104,2024,E2
P043638,2024,E4
P043816,2024,E_UNKNOWN
P025782,2024,E3
P047066,2024,E1
P002937,2024,E2
P002625,2024,E5
P043432,2024,E1
P029355,2024,E3
P011560,2024,E2
P042442,2024,E3
P038626,2024,E3
P000046,2024,E3
P048364,2024,E3
P002957,2024,E4
P002016,2024,E2
P043788,2024,E5
P021392,2024,E4
P007471,2024,E1
P005207,2024,E4
P048817,2024,E3
P042905,2024,E4
P035410,2024,E3
P033597,2024,E4
P041490,2024,E2
P025135,2024,E3
P033162,2024,E3
P000274,2024,E5
P044708,2024,E4
P039401,2024,E3
P003177,2024,E4
P036810,2024,E4
P024513,2024,E4
P005907,2024,E4
P040509,2024,
P002789,2024,E3
P024559,2024,E3
P009613,2024,E2
P012659,2024,E2
P013570,2024,E4
P011389,2024,E3
P035372,2024,E3
P011024,2024,E4
P009379,2024,E5
P011157,2024,E2
P046541,2024,E5
P010695,2024,E2
P022072,2024,E2
P013695,2024,E3
P047260,2024,E5
P031656,2024,E1
P031387,2024,E2
P032446,2024,E4
P044873,2024,E4
P034926,2024,E4
P040673,2024,E3
P009963,2024,E3
P049742,2024,E2
P007086,2024,E2
P003431,2024,E4
P007948,2024,E5
P019066,2024,E3
P015029,2024,E3
P004544,2024,E5
P006886,2024,E3
P036443,2024,E4
P046713,2024,E3
P038770,2024,E2
P045358,2024,E3
P023359,2024,E3
P003648,2024,E2
P010338,2024,E2
P023683,2024,E2
P046348,2024,E3
P014709,2024,E4
P029374,2024,E1
P006071,2024,E1
P027977,2024,E3
P045681,2024,E4
P029880,2024,E5
P006742,2024,E4
P024733,2024,E1
P014687,2024,E3
P024354,2024,E4
P040603,2024,E3
P032193,2024,E1
P046358,2024,E2
P007773,2024,E3
P019699,2024,E3
P029699,2024,E4
P044152,2024,E4
P020675,2024,E1
P018597,2024,E3
P015890,2024,E3
P007237,2024,E3
P047376,2024,E2
P031504,2024,E3
P045931,2024,E1
P019111,2024,E3
P022654,2024,E5
P032246,2024,E2
P048018,2024,E2
P025326,2024,E3
P030421,2024,E1
P048822,2024,E2
P045791,2024,E3
P034396,2024,E5
P042747,2024,E6
P039194,2024,E1
P032824,2024,E3
P036827,2024,E2
P014514,2024,E2
P031047,2024,E3
P018273,2024,E2
P022437,2024,E2
P024126,2024,E3
P047241,2024,E4
P003672,2024,E1
P019156,2024,E3
P034062,2024,E3
P024961,2024,E5
P044711,2024,E4
P048972,2024,E3
P043298,2024,E4
P029909,2024,E3
P043410,2024,E2
P024113,2024,E2
P010169,2024,E4
P038444,2024,E1
P043033,2024,
P010602,2024,E1
P004532,2024,E3
P009344,2024,E2
P024358,2024,E5
P029694,2024,E4
P024706,2024,E2
P029284,2024,E4
P010500,2024,E2
P019424,2024,E2
P018954,2024,E2
P043228,2024,E4
P036133,2024,E4
P030098,2024,E3
P009058,2024,E3
P045395,2024,E3
P033815,2024,E2
P038115,2024,E3
P007176,2024,E2
P034089,2024,E2
P007904,2024,E2
P027029,2024,E4
P015247,2024,E3
P013864,2024,E5
P006577,2024,E4
P022574,2024,E3
P041435,2024,E2
P008431,2024,E2
P031142,2024,E3
P032075,2024,E4
P019832,2024,E2
P017592,2024,E2
P038148,2024,E2
P018340,2024,E1
P036921,2024,E3
P037508,2024,E3
P017944,2024,E5
P003180,2024,E5
P018317,2024,E3
P042610,2024,E2
P004089,2024,E3
P039308,2024,E4
P037381,2024,E3
P033944,2024,E2
P009419,2024,
P021429,2024,E5
P039519,2024,E3
P005792,2024,E5
P033248,2024,E3
P040647,2024,E5
P011009,2024,E3
P003674,2024,E4
P034498,2024,E6
P021151,2024,E5
P027962,2024,E1
P003775,2024,E3
P039165,2024,E2
P007087,2024,E5
P006220,2024,E5
P037395,2024,E3
P046565,2024,E4
P041762,2024,E3
P047032,2024,E3
P047060,2024,E3
P046102,2024,E5
P023088,2024,E3
P023869,2024,E4
P017627,2024,E1
P037481,2024,E3
P002098,2024,E3
P010631,2024,E1
P008204,2024,E5
P020145,2024,E2
P030741,2024,E1
P029259,2024,E3
P011784,2024,E4
P039819,2024,E5
P010664,2024,E2
P013703,2024,E1
P042012,2024,E1
P009054,2024,E3
P032594,2024,E3
P049381,2024,E2
P009634,2024,E4
P024122,2024,E3
P035586,2024,E6
P017117,2024,E3
P036122,2024,E3
P021195,2024,E2
P039436,2024,E3
P004609,2024,E1
P036832,2024,E3
P016069,2024,E4
P023928,2024,E4
P015147,2024,E2
P001125,2024,E3
P044184,2024,E3
P040854,2024,E4
P031715,2024,E3
P037431,2024,E1
P020499,2024,E1
P003989,2024,E2
P007404,2024,E3
P036406,2024,E2
P030619,2024,E1
P024757,2024,E4
P047669,2024,E5
P044335,2024,E5
P031723,2024,E2
P031158,2024,E4
P027899,2024,E2
P044729,2024,E4
P029844,2024,E2
P010952,2024,E2
P013424,2024,E5
P045635,2024,E2
P002806,2024,E3
P000243,2024,E3
P020249,2024,E3
P035360,2024,E4
P015394,2024,E2
P046695,2024,E4
P038338,2024,E5
P002803,2024,E3
P047878,2024,E2
P011415,2024,E2
P009600,2024,E2
P036096,2024,E1
P014742,2024,E4
P013186,2024,E4
P039857,2024,E2
P022488,2024,E6
P046077,2024,E2
P009870,2024,E3
P001331,2024,E3
P021538,2024,E3
P041107,2024,E4
P028628,2024,E3
P034291,2024,E2
P006913,2024,E3
P004240,2024,E1
P017223,2024,E4
P030820,2024,E2
P016062,2024,E1
P003554,2024,E6
P022100,2024,E2
P040426,2024,E6
P018211,2024,E5
P046489,2024,E4
P004613,2024,E4
P033589,2024,E2
P028681,2024,E2
P043207,2024,E5
P036720,2024,E3
P010807,2024,E3
P033023,2024,E4
P017881,2024,E3
P011688,2024,E3
P027168,2024,E3
P004354,2024,E1
P011619,2024,E4
P032079,2024,E4
P047083,2024,E3
P042488,2024,E5
P026612,2024,E1
P018730,2024,E3
P006034,2024,E2
P033818,2024,E2
P048969,2024,E3
P042104,2024,E3
P013531,2024,E2
P003306,2024,E_UNKNOWN
P008336,2024,E3
P020843,2024,E2
P047098,2024,E3
P021911,2024,E3
P010469,2024,E4
P006265,2024,E5
P011587,2024,E5
P027452,2024,E3
P002293,2024,E3
P034474,2024,E4
P035005,2024,E1
P003477,2024,E1
P030512,2024,E3
P011297,2024,E2
P049232,2024,E2
P017655,2024,E4
P000326,2024,E4
P003198,2024,E4
P011047,2024,
P010556,2024,E4
P027682,2024,E2
P007990,2024,E2
P042437,2024,E4
P031824,2024,E3
P029940,2024,E2
P014587,2024,E3
P034994,2024,E3
P026176,2024,E3
P024730,2024,E2
P001911,2024,E2
P033655,2024,E1
P024295,2024,E3
P041320,2024,E2
P009038,2024,E2
P019697,2024,E3
P012989,2024,E3
P022042,2024,E3
P023353,2024,E4
P016685,2024,E4
P015155,2024,E4
P023296,2024,E5
P019119,2024,E3
P012948,2024,E2
P030794,2024,E2
P019438,2024,E3
P026429,2024,E5
P047274,2024,E3
P037214,2024,E4
P024102,2024,E5
P040196,2024,E2
P007921,2024,E3
P032856,2024,E5
P005577,2024,E4
P016246,2024,E2
P042356,2024,E3
P031638,2024,E1
P037589,2024,E3
P025788,2024,E5
P024998,2024,E3
P049284,2024,E4
P019108,2024,E1
P049810,2024,E2
P013640,2024,E4
P020691,2024,E4
P035538,2024,E4
P036238,2024,E1
P037291,2024,E4
P000776,2024,E2
P022477,2024,E2
P022669,2024,E2
P017227,2024,E5
P018328,2024,E1
P023836,2024,E3
P032260,2024,E1
P036032,2024,E4
P042969,2024,E2
P033036,2024,E5
P005673,2024,E3
P032404,2024,E3
P045108,2024,E3
P008108,2024,E2
P026769,2024,E3
P012766,2024,E3
P039997,2024,E6
P007802,2024,E2
P014162,2024,E3
P041018,2024,E3
P029136,2024,E4
P035916,2024,E4
P020070,2024,E4
P035765,2024,E2
P041323,2024,E3
P030544,2024,E3
P029112,2024,E2
P047192,2024,E5
P022705,2024,E3
P038542,2024,E2
P036601,2024,E2
P011125,2024,E4
P016405,2024,E3
P026593,2024,E3
P041806,2024,E3
P034328,2024,E5
P033413,2024,E3
P019857,2024,E2
P045864,2024,E4
P009733,2024,E2
P001429,2024,E4
P049411,2024,E3
P025214,2024,E6
P013076,2024,E3
P020378,2024,E3
P037644,2024,E2
P024017,2024,E5
P026112,2024,E3
P046917,2024,E2
P015116,2024,E2
P037022,2024,E3
P032712,2024,E3
P010501,2024,E3
