person_id,tax_year,tax_filing_flag,taxable_income,contact_address_id
P012815,2025,1,29674.79,A009187
P012821,2025,1,37113.71,A016190
P012823,2025,1,19059.53,A016190
P012828,2025,1,25580.83,A005736
P012829,2025,1,71048.57,A009716
P012832,2025,1,29786.84,A002202
P012838,2025,1,0.0,A009074
P012839,2025,1,31104.35,A011950
P012840,2025,1,11084.19,A011950
P012842,2025,1,4580.66,A001607
P012843,2025,1,8712.9,A005764
P012845,2025,1,17837.32,A002895
P012850,2025,1,11633.22,A012464
P012852,2025,1,36663.4,A012464
P012853,2025,1,65398.7,A015764
P012854,2025,1,22460.0,A009260
P012855,2025,1,22937.8,A009260
P012857,2025,1,5805.35,A009260
P012858,2025,1,31982.86,A008558
P012861,2025,1,36483.72,A005319
P012864,2025,1,33438.34,A009367
P012865,2025,1,35411.82,A006067
P012869,2025,1,29961.74,A014861
P012870,2025,1,10679.71,A000417
P012873,2025,1,22927.32,A005206
P012874,2025,1,30414.03,A005206
P012876,2025,1,53854.2,
P012877,2025,1,50099.22,A008805
P012879,2025,1,152944.59,A004371
P012885,2025,1,15581.48,A012055
P012886,2025,1,14594.9,A014462
P012887,2025,1,50585.93,A014462
P012889,2025,1,24460.07,A012347
P012890,2025,1,56392.75,A010261
P012894,2025,1,12933.18,A002879
P012895,2025,0,0.0,
P012897,2025,1,31171.8,A004412
P012900,2025,1,20685.35,A006405
P012902,2025,1,130346.59,A010193
P012903,2025,1,21643.54,A010193
P012905,2025,1,15293.97,A015305
P012906,2025,1,,A003431
P012910,2025,1,13958.44,A017707
P012911,2025,1,60404.84,A012261
P012912,2025,1,10260.54,
P012913,2025,1,19106.29,A017874
P012915,2025,1,39536.25,A002470
P012916,2025,1,62169.48,A002470
P012925,2025,1,14858.36,A008772
P012927,2025,1,17035.24,A008772
P012929,2025,1,47228.79,A010338
P012930,2025,1,25067.31,A013936
P012932,2025,1,13967.04,A014985
P012935,2025,1,18367.28,A007075
P012936,2025,1,47077.37,A007075
P012937,2025,1,27462.57,A007075
P012938,2025,1,45243.43,A007908
P012944,2025,1,12187.79,A006845
P012947,2025,1,34920.88,A013073
P012950,2025,1,47884.88,A004296
P012954,2025,0,0.0,A009613
P012956,2025,1,50578.19,A009613
P012958,2025,1,22466.03,A009613
P012960,2025,1,73387.98,A002461
P012962,2025,1,38784.83,A014865
P012963,2025,1,34774.16,A006803
P012970,2025,1,41246.24,A009578
P012973,2025,1,36395.68,A011723
P012977,2025,1,58424.37,A007433
P012979,2025,1,59027.94,A010093
P012980,2025,1,116577.66,A010093
P012983,2025,1,42338.91,A005134
P012984,2025,1,52785.07,A005134
P012985,2025,1,21908.94,A005134
P012986,2025,1,29849.06,A005134
P012987,2025,1,35226.58,A005134
P012991,2025,1,65160.34,A005847
P012995,2025,1,6475.01,A016990
P013000,2025,1,68290.69,A005088
P013001,2025,0,,A005088
P013002,2025,1,10260.83,A005088
P013004,2025,1,15738.11,A005088
P013006,2025,1,11178.15,A009721
P013007,2025,1,30644.61,A016824
P013009,2025,1,138243.62,A003789
P013013,2025,1,27984.34,A005555
P013016,2025,1,55313.27,A012468
P013020,2025,1,39703.57,A006652
P013022,2025,1,21424.48,A002481
P013024,2025,1,48557.54,A007822
P013025,2025,1,15578.96,A013277
P013029,2025,1,143609.57,A015207
P013030,2025,1,23715.17,A007650
P013031,2025,1,38891.02,A016034
P013032,2025,1,65143.9,A013514
P013033,2025,0,0.0,A009267
P013041,2025,1,15517.73,A016371
P013042,2025,1,21082.09,A010418
P013043,2025,1,16513.82,A010418
P013044,2025,1,36814.34,
P013047,2025,1,15067.54,A001588
P013049,2025,1,30872.29,A016855
P013050,2025,1,43982.92,A015861
P013051,2025,1,22227.18,A001195
P013052,2025,1,,A001195
P013053,2025,1,6729.96,A001195
P013057,2025,1,14299.66,A002209
P013060,2025,1,60886.71,A002209
P013062,2025,1,29133.2,A015592
P013063,2025,0,0.0,A015592
P013070,2025,1,42838.11,A008660
P013071,2025,1,46139.83,A015204
P013075,2025,1,25892.35,A003135
P013076,2025,1,23123.82,A015829
P013078,2025,1,9671.74,A007455
P013080,2025,1,23667.83,A016336
P013081,2025,1,115666.94,A005174
P013082,2025,1,35531.38,A011891
P013083,2025,1,30927.77,A001944
P013086,2025,1,49546.74,A006586
P013087,2025,1,23405.03,A001259
P013088,2025,1,18430.49,A001259
P013089,2025,0,0.0,A001259
P013090,2025,1,35742.63,A006357
P013093,2025,1,32867.35,A006357
P013094,2025,1,12501.0,A000170
P013095,2025,1,23588.12,A000170
P013100,2025,1,40097.23,A000285
P013104,2025,1,43041.19,A009978
P013105,2025,1,17000.47,A002801
P013106,2025,1,17644.27,A007509
P013108,2025,0,0.0,A016577
P013112,2025,1,34007.12,A006940
P013113,2025,1,51306.7,A006940
P013115,2025,1,22338.8,A008392
P013119,2025,1,13474.4,A010502
P013123,2025,1,11290.59,A012602
P013128,2025,1,29425.16,A009764
P013135,2025,1,19560.55,A013581
P013136,2025,1,87614.93,A013581
P013140,2025,1,17646.29,A003578
P013141,2025,1,19054.38,A007852
P013142,2025,1,81727.3,A007852
P013143,2025,1,18300.62,A007852
P013145,2025,1,4713.41,A005626
P013148,2025,0,0.0,A017471
P013149,2025,1,23086.43,A014984
P013150,2025,1,51296.77,A014984
P013156,2025,1,34997.07,A001700
P013157,2025,1,,A001700
P013159,2025,0,0.0,A010033
P013160,2025,1,15696.15,A010033
P013162,2025,1,55138.46,A014685
P013168,2025,1,32747.82,A007256
P013170,2025,1,8240.79,A015620
P013171,2025,1,82676.37,A015620
P013173,2025,1,12884.59,A013218
P013176,2025,1,9548.65,A013218
P013177,2025,1,25159.1,A016453
P013178,2025,1,41709.44,A016257
P013181,2025,1,21959.52,
P013185,2025,1,9039.37,A011860
P013186,2025,1,8185.16,A001879
P013187,2025,1,87235.34,A001879
P013188,2025,1,58744.43,A008342
P013191,2025,1,51906.46,A008342
P013198,2025,1,6393.48,A005956
P013200,2025,1,91438.51,
P013201,2025,1,31901.92,A003730
P013203,2025,1,61555.29,A003730
P013204,2025,1,10004.08,A003960
P013207,2025,1,13066.13,A011599
P013210,2025,1,21537.58,A006873
P013215,2025,1,47252.02,A006315
P013216,2025,1,75118.8,A012418
P013218,2025,1,79969.93,A006315
P013222,2025,1,35642.41,A009463
P013223,2025,1,46851.34,A009463
P013224,2025,1,35216.05,A009463
P013225,2025,1,0.0,A010029
P013226,2025,1,61740.26,A007267
P013227,2025,1,,A011781
P013228,2025,1,23672.49,A017892
P013231,2025,1,15189.56,A011959
P013233,2025,1,65227.74,A011778
P013237,2025,1,4503.41,A016248
P013238,2025,1,47428.72,A016248
P013240,2025,1,62405.61,A016248
P013241,2025,1,30384.47,A016930
P013244,2025,1,46800.0,A017407
P013248,2025,1,15192.82,A002107
P013251,2025,1,59405.54,A005087
P013254,2025,1,17431.45,A002639
P013256,2025,1,41364.47,A006091
P013258,2025,1,11927.02,A005797
P013260,2025,1,20695.33,A008766
P013261,2025,1,20255.0,A008766
P013262,2025,1,112320.4,A008766
P013263,2025,1,91140.14,
P013270,2025,1,25782.56,A015116
P013271,2025,1,36117.05,A006113
P013273,2025,1,60666.27,A014258
P013275,2025,1,78729.97,A008783
P013276,2025,1,33276.74,A008783
P013279,2025,1,66696.61,A004015
P013280,2025,1,53590.37,A004015
P013283,2025,1,45348.77,A015246
P013285,2025,1,19065.45,A005506
P013289,2025,1,,A016273
P013292,2025,1,11619.56,A016273
P013298,2025,1,9004.76,A015104
P013299,2025,1,66527.58,A015104
P013300,2025,1,82141.79,A015104
P013303,2025,1,56244.1,A005818
P013307,2025,1,59591.88,A011445
P013308,2025,1,92362.12,A005618
P013309,2025,1,29592.63,A005618
P013311,2025,1,36853.33,A003802
P013312,2025,1,10686.78,A001732
P013313,2025,1,15923.38,A010515
P013315,2025,1,14364.31,A004862
P013323,2025,1,38752.55,A010574
P013332,2025,1,9242.37,A001117
P013339,2025,1,50806.02,A015827
P013341,2025,1,46089.03,A015827
P013342,2025,1,14517.16,A015827
P013344,2025,1,25036.02,A014590
P013345,2025,1,37367.12,A002852
P013346,2025,1,33603.2,A006743
P013347,2025,1,65188.84,A006743
P013348,2025,1,38399.96,A004241
P013349,2025,1,19976.89,A004241
P013350,2025,1,48577.68,A005733
P013351,2025,1,21374.97,A014813
P013355,2025,1,78749.99,A003975
P013356,2025,1,23458.49,A003975
P013358,2025,1,21549.99,A016818
P013362,2025,1,100577.62,A016818
P013363,2025,1,21474.03,A016924
P013367,2025,1,28457.67,A016924
P013368,2025,1,102771.4,A015444
P013375,2025,1,31998.59,A017718
P013377,2025,1,31556.58,
P013380,2025,1,22479.64,A014641
P013381,2025,1,85565.46,A014641
P013382,2025,1,11180.55,A014641
P013383,2025,1,16533.47,A014265
P013384,2025,1,21874.46,A015910
P013389,2025,1,101612.55,A004124
P013390,2025,1,18665.36,A002647
P013394,2025,1,22472.2,A002556
P013396,2025,1,11599.57,A008771
P013397,2025,1,42022.47,A017952
P013398,2025,1,7182.19,A017952
P013407,2025,1,9628.47,A001041
P013411,2025,1,40143.02,A001041
P013412,2025,1,21835.03,A012395
P013413,2025,1,31925.37,A017106
P013414,2025,1,42742.23,A010770
P013415,2025,1,13470.43,A010682
P013419,2025,1,34981.3,A005267
P013421,2025,1,28215.08,A002230
P013422,2025,1,21430.43,A013948
P013424,2025,1,10896.39,A010013
P013425,2025,1,4195.21,A017871
P013429,2025,1,22342.81,A002871
P013432,2025,1,35307.14,A004408
P013433,2025,1,12659.23,A004408
P013434,2025,1,4153.43,A004408
P013436,2025,1,19802.46,A013369
P013437,2025,1,14428.51,A016127
P013439,2025,1,13974.87,A000694
P013442,2025,1,31001.13,A015152
P013446,2025,1,71082.97,A015152
P013448,2025,1,75990.21,A000572
P013450,2025,1,16254.03,A001906
P013451,2025,1,34191.91,A001906
P013452,2025,1,25719.25,A001906
P013453,2025,1,26830.8,A009013
P013454,2025,1,28498.14,A009013
P013459,2025,1,49178.58,A016221
P013462,2025,1,29549.32,A007260
P013463,2025,1,37667.05,A017851
P013465,2025,1,22575.96,A017851
P013467,2025,1,44595.04,A017851
P013468,2025,1,14615.68,
P013473,2025,1,28982.33,A009430
P013475,2025,1,22449.9,A004314
P013476,2025,1,131621.5,A003027
P013477,2025,1,16989.0,A009674
P013478,2025,1,30782.2,A009674
P013481,2025,1,18502.41,A013348
P013482,2025,1,33638.73,A011665
P013489,2025,1,30180.44,A012640
P013490,2025,1,28872.25,A012640
P013492,2025,1,18134.8,A002554
P013493,2025,1,26550.86,A006929
P013497,2025,1,6593.24,
P013499,2025,1,68808.46,A012821
P013505,2025,1,22470.23,A012259
P013508,2025,1,15506.52,A004213
P013510,2025,1,47312.64,A010524
P013511,2025,1,22547.72,A010524
P013516,2025,1,37053.14,A003523
P013517,2025,1,53092.08,A002498
P013519,2025,1,19378.62,A015294
P013521,2025,1,26920.32,A013762
P013522,2025,1,10233.6,A010233
P013523,2025,1,66121.61,A010715
P013524,2025,1,61658.83,A016189
P013526,2025,1,25745.0,A001451
P013527,2025,1,5700.97,
P013528,2025,1,42370.76,A014659
P013530,2025,1,16192.15,A014659
P013531,2025,1,26363.83,A016931
P013536,2025,1,19182.61,A016931
P013539,2025,1,8684.54,A012849
P013542,2025,1,44153.79,A004322
P013543,2025,1,37820.76,A004322
P013545,2025,1,30657.06,A004322
P013546,2025,1,79612.84,A003425
P013548,2025,1,29169.49,
P013553,2025,1,48810.94,A006883
P013556,2025,1,0.0,A002795
P013559,2025,1,11805.97,A003755
P013562,2025,1,22625.23,A013731
P013566,2025,0,0.0,A004411
P013568,2025,1,6855.25,A010971
P013569,2025,1,34703.79,A010971
P013572,2025,1,28434.8,A011407
P013573,2025,1,19165.44,A011407
P013576,2025,1,27146.73,A009323
P013577,2025,1,54399.65,A008283
P013581,2025,1,20771.63,A010115
P013582,2025,1,47103.82,A008696
P013583,2025,1,23482.61,A000578
P013586,2025,1,56381.5,A002522
P013587,2025,1,65825.76,A004636
P013588,2025,1,41684.02,A004636
P013593,2025,1,16425.05,A000975
P013596,2025,1,63357.52,A001054
P013597,2025,1,51278.75,A003198
P013598,2025,1,33710.42,A016675
P013600,2025,1,25276.72,A014821
P013603,2025,1,24681.98,A007639
P013604,2025,1,25517.79,A007639
P013606,2025,1,7440.23,A010820
P013611,2025,1,29247.46,A006621
P013616,2025,1,60602.2,A004000
P013617,2025,1,25773.82,A004000
P013618,2025,1,39860.3,A012057
P013619,2025,1,40311.16,A012057
P013621,2025,1,26451.33,A006222
P013625,2025,1,75015.36,A006222
P013626,2025,1,47978.62,A003294
P013627,2025,1,42357.18,A002456
P013630,2025,1,24130.37,A002456
P013631,2025,1,37865.68,A002456
P013633,2025,1,33411.6,A008739
P013635,2025,1,53387.99,A001957
P013637,2025,1,24930.85,A015213
P013641,2025,1,14841.71,A009321
P013642,2025,1,11818.98,A014121
P013643,2025,1,15585.53,A014121
P013644,2025,1,23489.17,A014121
P013650,2025,1,17309.13,A006655
P013653,2025,1,42219.52,A006736
P013654,2025,1,30982.01,A006134
P013655,2025,1,12673.31,A006134
P013658,2025,1,43459.08,A006134
P013659,2025,1,28512.13,A000703
P013660,2025,1,21301.45,A003472
P013662,2025,1,48686.77,A003472
P013664,2025,1,15299.31,A008550
P013665,2025,1,52339.06,A005173
P013666,2025,1,44836.33,A007307
P013668,2025,1,22249.3,A011160
P013670,2025,1,36813.22,A008858
P013672,2025,1,19539.54,
P013673,2025,1,22094.92,A005417
P013676,2025,1,7754.89,A003229
P013682,2025,1,13351.51,A002382
P013687,2025,1,42169.87,A004720
P013688,2025,1,55202.77,A012880
P013689,2025,1,10376.49,A012880
P013691,2025,1,14770.14,A007347
P013693,2025,1,54054.13,A007347
P013699,2025,1,,A011018
P013703,2025,1,24109.85,A010334
P013705,2025,1,34464.0,A008035
P013706,2025,1,15708.1,A015708
P013707,2025,1,30629.08,A015708
P013709,2025,1,51370.51,A014378
P013710,2025,1,13155.74,A014378
P013711,2025,1,12895.56,A004157
P013713,2025,1,52578.84,A003168
P013717,2025,1,46170.02,A011040
P013719,2025,1,28732.94,A001460
P013724,2025,1,21862.3,A005671
P013725,2025,1,19673.0,A005671
P013729,2025,1,14413.85,A006577
P013731,2025,1,27771.14,A006898
P013734,2025,1,62802.84,A012884
P013737,2025,1,21930.36,A012884
P013738,2025,1,15881.26,A012923
P013739,2025,1,6441.89,A012923
P013740,2025,1,14919.63,A012923
P013742,2025,1,28574.98,A012895
P013744,2025,1,34317.91,A017254
P013745,2025,1,66168.16,A006459
P013747,2025,1,11027.4,A012389
P013751,2025,1,67139.76,A001078
P013756,2025,1,43061.29,A003131
P013758,2025,1,54151.22,A009811
P013759,2025,1,47399.28,A017029
P013760,2025,1,25661.41,A017029
P013763,2025,1,29341.82,A002402
P013767,2025,1,-34793.27,A001124
P013768,2025,1,15748.41,A017105
P013770,2025,1,52084.9,A004315
P013771,2025,1,13182.96,A013532
P013776,2025,1,10183.87,A008041
P013777,2025,1,25713.08,A001799
P013782,2025,1,38196.03,
P013783,2025,1,30280.56,A004014
P013784,2025,1,30583.96,A006222
P013786,2025,1,18241.11,A014229
P013787,2025,1,20060.65,A014229
P013788,2025,1,7386.38,A014229
P013789,2025,1,45552.77,A015738
P013798,2025,1,8013.95,A007973
P013799,2025,1,13405.19,A006270
P013802,2025,1,24705.19,A006270
P013804,2025,1,0.0,A003217
P013805,2025,1,36480.41,A003217
P013808,2025,1,43063.08,A010215
P013811,2025,1,12085.6,A006162
P013812,2025,1,8725.77,A006162
P013814,2025,1,53334.75,A006162
P013815,2025,1,28751.12,
P013817,2025,1,,A017605
P013819,2025,1,14706.4,A005622
P013822,2025,1,48448.17,A004706
P013825,2025,1,5829.9,A017020
P013826,2025,1,21518.74,A011336
P013827,2025,1,16445.36,A008890
P013830,2025,1,21289.16,A012753
P013831,2025,1,12790.04,A006874
P013835,2025,1,72137.89,A014445
P013837,2025,1,51881.05,A003615
P013843,2025,1,8611.28,A014642
P013848,2025,0,0.0,A013921
P013849,2025,1,30152.65,A013921
P013850,2025,1,106106.9,A013921
P013853,2025,1,39495.45,A008844
P013856,2025,1,42829.78,A013190
P013857,2025,1,15642.14,A008100
P013858,2025,1,12814.37,A014826
P013860,2025,1,193258.5,A004431
P013861,2025,1,56759.03,A017584
P013862,2025,1,27459.69,A017915
P013863,2025,1,13850.04,A017915
P013864,2025,1,78807.54,A005281
P013865,2025,1,35688.24,A012401
P013866,2025,1,55305.85,A009252
P013867,2025,1,48522.8,A014578
P013869,2025,1,88485.05,A014578
P013873,2025,1,22854.71,A013166
P013876,2025,1,8555.75,A010286
P013878,2025,1,36383.53,A010286
P013879,2025,1,25845.94,
P013880,2025,1,53117.44,A013561
P013881,2025,1,16369.99,A008433
P013882,2025,1,73129.57,A012783
P013883,2025,1,23889.15,A012783
P013889,2025,1,53612.75,A013617
P013891,2025,1,40955.34,A002919
P013893,2025,1,70371.34,A004371
P013895,2025,1,65776.88,
P013899,2025,1,36235.05,A015920
P013902,2025,1,,A002967
P013907,2025,1,30816.89,A015455
P013908,2025,1,14417.54,A015455
P013912,2025,1,13396.41,A001607
P013913,2025,1,28809.01,A001607
P013914,2025,1,66173.64,A001607
P013916,2025,1,28415.51,A004991
P013918,2025,1,51424.21,A014954
P013919,2025,1,18881.15,A011122
P013927,2025,1,40782.23,A002267
P013932,2025,1,38694.14,A015825
P013933,2025,1,38607.75,A015825
P013935,2025,1,27102.45,A000235
P013947,2025,1,35411.48,A017118
P013950,2025,1,12395.97,A002639
P013951,2025,1,33765.95,A011411
P013955,2025,0,0.0,A017308
P013956,2025,1,38776.5,A000545
P013957,2025,1,37165.35,A000545
P013958,2025,1,13329.38,A014347
P013960,2025,1,31527.83,A014715
P013962,2025,1,31913.83,A006762
P013964,2025,1,36492.28,A014396
P013966,2025,1,42767.25,A008305
P013967,2025,1,16103.7,A008305
P013970,2025,1,9298.5,A009642
P013978,2025,1,19918.44,A000843
P013980,2025,1,35286.96,A006313
P013981,2025,1,17001.47,A010973
P013987,2025,1,50093.55,A015787
P013989,2025,1,33915.16,
P013990,2025,1,16614.29,A017055
P013992,2025,1,31955.09,A017055
P013993,2025,1,61973.43,A009432
P013994,2025,1,28286.93,A002633
P013995,2025,1,18231.06,A002633
P013996,2025,1,22648.69,A016000
P014000,2025,1,14687.34,A013478
P014001,2025,1,26609.96,A013478
P014005,2025,1,24346.92,A000934
P014006,2025,1,,A011522
P014012,2025,1,21746.36,A014820
P014013,2025,1,15215.04,A014820
P014014,2025,1,34309.74,A001924
P014017,2025,1,41399.93,A015078
P014019,2025,1,122761.76,A014830
P014021,2025,1,17401.93,A016122
P014022,2025,1,10425.55,A016122
P014024,2025,1,31219.42,A016122
P014026,2025,1,14700.31,A008432
P014027,2025,1,28433.28,A008432
P014029,2025,1,19477.68,A001113
P014032,2025,1,7119.92,A010289
P014033,2025,1,82883.78,A008793
P014034,2025,1,81194.0,A016850
P014036,2025,1,35043.29,A006721
P014037,2025,1,78011.85,A006721
P014038,2025,1,71490.06,A005802
P014041,2025,1,72970.17,A012286
P014049,2025,1,6263.09,A015862
P014052,2025,1,74644.05,A015862
P014054,2025,1,32537.64,A002372
P014056,2025,1,92092.68,A000519
P014057,2025,1,34830.97,A009690
P014059,2025,1,24570.24,A001604
P014061,2025,1,7635.76,A001604
P014063,2025,1,20108.36,A000887
P014064,2025,1,71541.05,A000887
P014067,2025,1,22412.55,A006516
P014069,2025,1,19357.74,A008119
P014070,2025,1,45458.83,A008119
P014072,2025,1,17298.52,A002359
P014075,2025,1,28189.92,A001824
P014076,2025,1,66385.13,A001824
P014078,2025,1,56594.29,A017162
P014081,2025,1,15622.72,A008798
P014083,2025,1,7620.62,A008798
P014085,2025,1,50634.37,A003127
P014086,2025,1,11683.26,A003127
P014088,2025,1,20526.27,A001470
P014089,2025,1,35646.97,A009055
P014091,2025,1,43798.91,A014032
P014092,2025,1,100489.98,A014032
P014094,2025,1,27164.0,A012025
P014098,2025,1,22058.61,A003992
P014102,2025,1,20257.33,
P014107,2025,1,31421.98,A010078
P014108,2025,1,,A003758
P014109,2025,1,27852.76,A011217
P014116,2025,1,11830.84,A002602
P014117,2025,1,22725.9,A002602
P014118,2025,1,28114.87,A006179
P014119,2025,1,12229.77,A006179
P014122,2025,1,22524.77,A017397
P014126,2025,1,65558.73,A017169
P014128,2025,1,28812.58,A016050
P014141,2025,1,12175.88,
P014142,2025,1,26859.49,A004403
P014145,2025,1,40528.78,A012837
P014147,2025,1,74183.79,A013723
P014151,2025,1,64454.08,A004633
P014152,2025,1,7425.72,A004633
P014153,2025,1,64954.85,A004633
P014156,2025,1,17863.28,A013029
P014157,2025,1,58194.87,A013029
P014158,2025,1,20564.55,A005221
P014159,2025,0,0.0,A002640
P014160,2025,1,41375.61,
P014165,2025,1,18732.12,A010720
P014166,2025,1,27508.3,A010720
P014171,2025,1,16369.13,A010221
P014173,2025,1,20800.6,A006551
P014175,2025,1,40056.87,A011210
P014178,2025,1,18943.74,A001495
P014180,2025,1,25108.95,A006874
P014185,2025,1,27737.12,A004811
P014186,2025,1,36290.1,A006570
P014187,2025,1,123547.92,A006570
P014189,2025,1,24534.4,A003146
P014192,2025,1,47008.94,A002989
P014199,2025,1,35023.16,A016881
P014201,2025,1,61016.11,A013236
P014206,2025,1,11251.69,A017565
P014210,2025,1,6368.85,A005039
P014211,2025,1,21377.43,A010101
P014212,2025,1,14534.15,A005890
P014213,2025,1,12272.65,A005890
P014214,2025,1,14933.89,A005890
P014217,2025,1,27980.46,A001203
P014220,2025,1,3032.74,A002112
P014224,2025,1,9208.27,A012372
P014230,2025,1,13284.43,A001413
P014231,2025,1,9084.16,A001413
P014232,2025,1,30561.21,A001563
P014235,2025,1,86997.24,A016417
P014236,2025,1,52836.92,A013830
P014237,2025,1,58221.93,A003507
P014238,2025,1,60410.44,A012258
P014240,2025,1,16713.62,A002209
P014241,2025,1,8369.9,A012158
P014242,2025,1,47715.49,A012158
P014243,2025,1,37897.65,A012158
P014244,2025,1,33582.64,A012158
P014251,2025,1,15209.6,A010015
P014253,2025,1,30607.68,A004235
P014256,2025,1,39325.88,A004235
P014259,2025,1,0.0,A001528
P014262,2025,1,22348.33,A001528
P014264,2025,1,105845.53,A011074
P014266,2025,1,36198.53,A012057
P014267,2025,1,69453.74,A008690
P014268,2025,1,,A017119
P014270,2025,1,38360.25,A001074
P014274,2025,1,52056.89,A010881
P014278,2025,1,35609.2,A015235
P014285,2025,1,37575.38,A008788
P014288,2025,1,31589.17,
P014290,2025,1,70941.21,A014501
P014291,2025,1,37221.05,A003067
P014292,2025,1,21971.12,A001373
P014297,2025,1,19360.78,A008865
P014299,2025,1,19974.64,A009253
P014300,2025,1,11023.92,A009253
P014302,2025,1,26978.45,A009253
P014303,2025,1,-31559.32,A010324
P014304,2025,1,39135.62,A010324
P014305,2025,1,51289.6,A010324
P014306,2025,1,38176.43,A010324
P014310,2025,1,11915.97,A014660
P014311,2025,1,29869.87,A014660
P014313,2025,1,21177.95,A017674
P014314,2025,1,27369.94,A012146
P014319,2025,1,33658.64,A001371
P014321,2025,1,20368.87,A003896
P014322,2025,1,27610.67,A010362
P014324,2025,1,37464.3,A013820
P014325,2025,1,24274.16,A012417
P014326,2025,1,17832.22,A010249
P014328,2025,1,26402.52,A001022
P014329,2025,1,63216.21,A001022
P014330,2025,1,36859.3,A001022
P014331,2025,1,32261.12,A001022
P014333,2025,1,37766.58,A016852
P014334,2025,1,29558.28,A016852
P014336,2025,1,47888.57,A014300
P014339,2025,1,25850.93,A012578
P014341,2025,1,6567.37,A016404
P014344,2025,1,17687.79,A016164
P014347,2025,1,66291.91,A013036
P014348,2025,1,52430.59,A013036
P014351,2025,1,13233.09,A005651
P014355,2025,1,52523.65,A008694
P014358,2025,1,17813.73,A000292
P014363,2025,1,7694.2,A012223
P014365,2025,1,51403.38,A008084
P014366,2025,1,13699.78,A008084
P014367,2025,1,46467.82,A008084
P014368,2025,1,50774.42,A008084
P014369,2025,1,11986.66,A008084
P014370,2025,1,24778.13,A002879
P014371,2025,1,41842.51,A002879
P014372,2025,1,37262.17,
P014377,2025,1,,A004435
P014379,2025,1,10807.87,A008660
P014380,2025,1,56690.54,A008660
P014382,2025,1,37107.48,A011543
P014385,2025,1,48023.51,A011543
P014386,2025,1,24437.85,A011543
P014387,2025,1,10850.0,A001643
P014388,2025,1,8990.23,A017553
P014389,2025,1,16625.27,A015505
P014391,2025,1,30843.17,A014423
P014394,2025,1,9238.46,A000360
P014400,2025,1,16599.16,A000188
P014401,2025,1,35912.63,A000188
P014402,2025,1,21868.36,A015009
P014406,2025,1,16979.34,A013464
P014408,2025,1,16757.68,A012102
P014409,2025,1,41847.84,A012102
P014410,2025,1,61331.09,A012102
P014411,2025,1,72660.29,A010131
P014416,2025,1,33650.09,A013503
P014417,2025,1,12082.84,A001483
P014422,2025,1,12767.48,A002141
P014423,2025,1,5135.29,A002141
P014425,2025,1,44701.35,A002141
P014426,2025,1,11287.56,A005306
P014428,2025,1,13652.62,A004700
P014433,2025,1,19690.87,A017911
P014434,2025,1,17375.4,A003504
P014435,2025,1,22650.33,A002346
P014437,2025,1,34234.67,A003659
P014440,2025,1,64347.26,A011822
P014442,2025,1,91711.06,A016166
P014443,2025,1,39609.23,A016166
P014450,2025,1,26139.63,A004747
P014455,2025,1,36066.72,A015012
P014462,2025,1,4807.93,A014371
P014473,2025,1,20881.7,A010734
P014479,2025,1,43399.75,A006543
P014481,2025,0,0.0,A007834
P014484,2025,1,66673.78,A005671
P014485,2025,1,14611.05,A005671
P014488,2025,1,0.0,A014926
P014490,2025,1,36452.78,A008355
P014491,2025,1,63124.27,A004437
P014492,2025,1,46320.35,A016142
P014493,2025,1,31223.18,A011075
P014496,2025,1,93620.17,A008290
P014504,2025,1,18610.57,A016002
P014505,2025,1,27455.31,A016002
P014509,2025,1,13638.21,A017968
P014510,2025,1,119396.9,A010592
P014511,2025,1,24899.43,A010592
P014512,2025,1,16943.01,A003418
P014515,2025,1,11384.95,A003418
P014519,2025,1,22362.48,A012422
P014523,2025,1,40374.5,A000318
P014527,2025,0,0.0,A011484
P014528,2025,1,53158.68,A011484
P014531,2025,1,29061.01,
P014533,2025,1,28006.85,A013115
P014541,2025,1,15473.21,A015203
P014542,2025,1,28279.47,A015203
P014543,2025,1,26175.8,A007641
P014548,2025,1,28773.38,A008369
P014552,2025,1,52526.96,A008933
P014554,2025,1,4392.66,A008634
P014563,2025,1,25127.97,A005261
P014564,2025,1,14190.84,A007841
P014565,2025,1,28064.63,A007841
P014572,2025,1,28470.74,A001918
P014574,2025,1,31412.27,A001918
P014576,2025,1,11189.58,A003489
P014577,2025,1,28616.17,A003489
P014579,2025,1,28038.93,A003489
P014582,2025,1,29837.4,A009333
P014590,2025,1,15851.92,A004144
P014595,2025,1,65115.25,A000175
P014597,2025,1,21903.71,A000175
P014599,2025,1,27335.05,A000279
P014601,2025,1,10308.52,A000279
P014604,2025,1,61691.15,A012384
P014606,2025,1,8853.83,A012384
P014607,2025,1,31842.73,A005021
P014609,2025,1,42246.46,A009356
P014611,2025,1,42968.76,A012098
P014614,2025,1,22463.36,A003020
P014619,2025,1,67451.24,A016885
P014620,2025,0,0.0,A015050
P014621,2025,1,0.0,A015050
P014622,2025,1,11786.9,A015050
P014623,2025,1,32727.28,A004240
P014625,2025,1,11358.27,A004240
P014626,2025,1,71694.44,A007514
P014628,2025,1,151462.1,A007514
P014629,2025,1,26310.53,A012263
P014632,2025,1,11580.97,A012263
P014636,2025,1,33884.51,A003876
P014639,2025,1,40745.5,A013283
P014641,2025,1,8094.28,A015085
P014644,2025,1,37128.93,A007101
P014645,2025,1,34187.7,A007101
P014647,2025,1,58022.23,A010496
