person_id,ref_date,employment_status,days_employed_last_12m,annual_employment_income,contact_address_id
P015860,2025-12-31,marginal,166,3098.43,A016526
P015862,2025-12-31,employed,318,32472.58,A013187
P015864,2025-12-31,employed,290,31161.47,A013187
P015868,2025-12-31,employed,273,18786.32,A002965
P015870,2025-12-31,marginal,89,5646.24,NA
P015872,2025-12-31,employed,252,22959.13,A004465
P015873,2025-12-31,employed,285,20614.68,A007087
P015875,2025-12-31,employed,365,22302.22,A007087
P015878,2025-12-31,employed,351,32177.64,A015896
P015879,2025-12-31,employed,117,27167.77,A015896
P015881,2025-12-31,employed,235,17315.63,A001221
P015882,2025-12-31,employed,364,22475.39,A013215
P015883,2025-12-31,employed,337,13551.54,A008385
P015885,2025-12-31,employed,290,47896.17,A002900
P015886,2025-12-31,employed,249,25166.39,A002900
P015896,2025-12-31,employed,344,28229.3,A008838
P015897,2025-12-31,marginal,112,4179.62,A008838
P015898,2025-12-31,no_record,0,0,A008838
P015900,2025-12-31,marginal,48,3733.16,A009778
P015901,2025-12-31,employed,312,27927.2,A009778
P015902,2025-12-31,self_employed,328,24270.24,A006696
P015908,2025-12-31,employed,335,47832.65,A016822
P015909,2025-12-31,employed,285,40817.29,A016822
P015910,2025-12-31,employed,338,18076.95,A002795
P015911,2025-12-31,marginal,82,2357.94,A002795
P015913,2025-12-31,marginal,172,4656.99,A002795
P015914,2025-12-31,employed,271,39425.11,A002795
P015915,2025-12-31,employed,285,44897.27,A002795
P015916,2025-12-31,employed,272,28797.22,A015259
P015917,2025-12-31,self_employed,265,34265.32,A015259
P015920,2025-12-31,employed,365,21216.22,A013421
P015924,2025-12-31,employed,261,21664.65,A013757
P015925,2025-12-31,self_employed,194,30342.89,A005548
P015926,2025-12-31,self_employed,255,13302.42,A005548
P015934,2025-12-31,marginal,104,5292.96,A011207
P015937,2025-12-31,employed,236,27081.83,A005569
P015938,2025-12-31,employed,248,38754.49,A005569
P015941,2025-12-31,employed,321,15667.97,A009328
P015942,2025-12-31,employed,265,22194.43,NA
P015943,2025-12-31,employed,269,57374.01,A000134
P015946,2025-12-31,employed,292,25377.36,A017801
P015947,2025-12-31,employed,243,20203.15,A017801
P015948,2025-12-31,employed,319,17812.21,A001613
P015951,2025-12-31,employed,353,34170.21,A012607
P015952,2025-12-31,employed,365,23241.76,A001210
P015954,2025-12-31,employed,354,40734.12,A001210
P015955,2025-12-31,employed,229,29328.04,A001210
P015956,2025-12-31,self_employed,202,69739.61,A001210
P015959,2025-12-31,employed,318,67413.47,A014269
P015960,2025-12-31,employed,326,21249.41,A014269
P015963,2025-12-31,no_record,0,0,A005264
P015964,2025-12-31,employed,273,33081.84,A010557
P015969,2025-12-31,employed,238,23769.7,A007929
P015971,2025-12-31,employed,264,13848.25,A012884
P015973,2025-12-31,employed,242,40753.31,A017691
P015974,2025-12-31,employed,243,30440.01,A017691
P015975,2025-12-31,self_employed,174,9314.58,A009575
P015976,2025-12-31,employed,365,43534.29,NA
P015978,2025-12-31,employed,340,18249.92,A013746
P015983,2025-12-31,employed,252,16089.87,A006952
P015988,2025-12-31,employed,253,17369.47,A014955
P015990,2025-12-31,employed,365,31787.06,A013848
P015991,2025-12-31,employed,233,37034.65,A013848
P015992,2025-12-31,employed,345,53561.77,A013848
P015995,2025-12-31,employed,365,34456.51,A014302
P015996,2025-12-31,employed,270,18347.43,A009634
P015998,2025-12-31,employed,346,14389.61,A009634
P016000,2025-12-31,employed,365,23247.35,A004388
P016002,2025-12-31,self_employed,196,24667.52,A015332
P016003,2025-12-31,employed,233,22586.4,A000170
P016004,2025-12-31,employed,311,30774.78,A000170
P016011,2025-12-31,employed,206,25802.82,A013863
P016012,2025-12-31,employed,220,39952.25,A013863
P016016,2025-12-31,employed,259,33894.43,A002434
P016020,2025-12-31,employed,202,44681.3,A014292
P016022,2025-12-31,employed,NA,56163.06,A010635
P016023,2025-12-31,employed,312,15045.4,A009035
P016025,2025-12-31,employed,155,32161.13,A007450
P016026,2025-12-31,self_employed,137,23349.03,A016054
P016027,2025-12-31,employed,319,25561.56,A016054
P016029,2025-12-31,employed,236,26840.11,A016054
P016030,2025-12-31,employed,323,63339.48,A016054
P016033,2025-12-31,employed,330,20692.32,A011911
P016034,2025-12-31,employed,273,21830.39,A011911
P016036,2025-12-31,employed,301,21551.82,A006562
P016037,2025-12-31,employed,259,31299.62,A006562
P016039,2025-12-31,employed,323,29212.77,A000715
P016040,2025-12-31,employed,306,20502.94,A013723
P016041,2025-12-31,employed,295,24131.89,A013723
P016042,2025-12-31,self_employed,NA,23157,A005649
P016044,2025-12-31,employed,304,21042.38,A010160
P016046,2025-12-31,employed,300,52047.14,A008931
P016051,2025-12-31,employed,261,20411.93,A016339
P016054,2025-12-31,marginal,119,5287.39,NA
P016056,2025-12-31,no_record,0,0,A002483
P016057,2025-12-31,employed,350,46675.77,A015219
P016058,2025-12-31,employed,355,26572.37,A015219
P016059,2025-12-31,self_employed,111,22822.63,A004138
P016060,2025-12-31,marginal,121,3122.77,A004138
P016061,2025-12-31,employed,221,87480.4,A004265
P016066,2025-12-31,employed,365,21478.49,A013862
P016072,2025-12-31,employed,278,24847.01,A005941
P016073,2025-12-31,employed,200,25946.4,A009441
P016075,2025-12-31,employed,346,38193.48,A008729
P016076,2025-12-31,employed,147,18225.66,A010437
P016085,2025-12-31,self_employed,307,49541.66,A013072
P016088,2025-12-31,no_record,0,0,A015007
P016089,2025-12-31,self_employed,354,25467.91,A015007
P016090,2025-12-31,employed,NA,36044.33,A015004
P016094,2025-12-31,employed,249,15391.55,A002884
P016100,2025-12-31,marginal,210,4894.79,A016378
P016103,2025-12-31,employed,246,39742.72,A003541
P016105,2025-12-31,self_employed,269,14926.74,A017015
P016107,2025-12-31,employed,263,30434.6,A002019
P016110,2025-12-31,employed,365,25738.84,A015794
P016111,2025-12-31,employed,300,36738.01,A015794
P016113,2025-12-31,employed,363,45115.79,A005796
P016119,2025-12-31,marginal,84,6035.85,A000269
P016125,2025-12-31,marginal,181,5237.19,A009855
P016126,2025-12-31,employed,321,19645.16,A006045
P016127,2025-12-31,employed,247,23320.91,A006045
P016128,2025-12-31,employed,255,31955.91,A016425
P016137,2025-12-31,employed,365,16674.1,A008208
P016139,2025-12-31,employed,262,26463.44,A008208
P016140,2025-12-31,employed,318,64077.5,A011121
P016141,2025-12-31,employed,236,14699.36,A011121
P016142,2025-12-31,employed,248,15981.96,A009554
P016143,2025-12-31,employed,365,21267,NA
P016146,2025-12-31,self_employed,249,17458.16,A009294
P016147,2025-12-31,employed,355,25274.99,A003543
P016154,2025-12-31,employed,342,23580.73,A000767
P016155,2025-12-31,employed,191,31606.82,A007523
P016159,2025-12-31,employed,345,51601.64,A010461
P016161,2025-12-31,marginal,71,5032.19,A010461
P016162,2025-12-31,employed,314,24176.99,NA
P016164,2025-12-31,employed,290,44504.8,A004440
P016170,2025-12-31,employed,210,36021.55,A014459
P016176,2025-12-31,marginal,119,8159.86,A016273
P016178,2025-12-31,employed,284,34126.6,A004283
P016179,2025-12-31,employed,224,25708.68,A003891
P016180,2025-12-31,self_employed,190,17692.18,A003891
P016181,2025-12-31,employed,218,32228.53,A003891
P016184,2025-12-31,employed,168,22319.07,A003891
P016192,2025-12-31,self_employed,177,33837.58,A010256
P016193,2025-12-31,employed,267,67365.99,A010256
P016194,2025-12-31,employed,342,30311.96,A005075
P016196,2025-12-31,employed,242,27218.75,A011217
P016197,2025-12-31,employed,365,29565.94,A003198
P016198,2025-12-31,marginal,132,4554.05,A003198
P016200,2025-12-31,employed,293,23053.78,A016204
P016201,2025-12-31,employed,271,31867.63,A016204
P016204,2025-12-31,employed,235,32356.62,A017019
P016206,2025-12-31,employed,306,24782.26,A016868
P016210,2025-12-31,marginal,76,8586.21,A012030
P016214,2025-12-31,employed,319,28836.3,A004803
P016220,2025-12-31,marginal,165,9100.78,A016215
P016222,2025-12-31,employed,251,18917.08,A013536
P016229,2025-12-31,employed,267,27116.83,A017786
P016234,2025-12-31,employed,309,30047.1,A000623
P016237,2025-12-31,employed,167,56082.81,A016981
P016238,2025-12-31,self_employed,207,13558.83,A013509
P016242,2025-12-31,employed,292,25523.1,A013509
P016243,2025-12-31,employed,365,24632.59,A013509
P016244,2025-12-31,employed,240,32509.51,A003490
P016249,2025-12-31,employed,361,67354.38,A010693
P016251,2025-12-31,employed,270,18974.79,A001721
P016254,2025-12-31,employed,365,23197.59,A005260
P016256,2025-12-31,employed,228,116303.42,A006481
P016258,2025-12-31,marginal,143,5471.64,A006481
P016260,2025-12-31,employed,295,33989.19,A004137
P016261,2025-12-31,employed,365,15933.01,A007909
P016262,2025-12-31,employed,266,24421.44,A009667
P016263,2025-12-31,employed,217,67047.17,A009667
P016264,2025-12-31,employed,365,19020.63,A009667
P016266,2025-12-31,employed,253,16601.55,A010334
P016269,2025-12-31,employed,214,56391.29,A000908
P016270,2025-12-31,marginal,89,3590.15,A016081
P016271,2025-12-31,employed,365,23285.14,A001411
P016273,2025-12-31,employed,265,53986.1,A001580
P016274,2025-12-31,employed,347,55651.24,A012163
P016278,2025-12-31,employed,192,21346.52,A011188
P016280,2025-12-31,employed,276,49603.41,A015813
P016281,2025-12-31,employed,236,38755.5,A015813
P016282,2025-12-31,employed,277,14481.94,A015813
P016284,2025-12-31,employed,288,13981.46,A013107
P016285,2025-12-31,employed,124,22945.34,A013179
P016291,2025-12-31,employed,272,28115.8,A011610
P016293,2025-12-31,employed,194,30997.25,A002143
P016294,2025-12-31,employed,170,26545.68,A007419
P016295,2025-12-31,employed,238,34239.39,NA
P016296,2025-12-31,employed,219,46832.26,A007419
P016298,2025-12-31,employed,317,18250.2,A012080
P016303,2025-12-31,employed,349,45624.81,A014922
P016304,2025-12-31,employed,298,21379.03,A014922
P016305,2025-12-31,marginal,143,3115.62,A014922
P016306,2025-12-31,self_employed,107,27555.69,A007413
P016308,2025-12-31,employed,330,24436.16,A005029
P016312,2025-12-31,employed,328,29367.04,A017873
P016313,2025-12-31,employed,234,25313.75,A016705
P016323,2025-12-31,employed,304,51582.11,A006512
P016324,2025-12-31,employed,327,28887.64,A006512
P016333,2025-12-31,employed,277,54694.68,A002217
P016335,2025-12-31,marginal,123,6949.74,A002217
P016336,2025-12-31,employed,244,18765.11,A002217
P016346,2025-12-31,employed,295,23633.19,A004051
P016357,2025-12-31,employed,319,19512.16,A009495
P016358,2025-12-31,employed,168,48640.39,A017610
P016359,2025-12-31,employed,211,27761.54,A012723
P016361,2025-12-31,employed,212,87725.8,A012723
P016363,2025-12-31,employed,365,17243.32,A012723
P016365,2025-12-31,self_employed,277,13826.42,A001967
P016366,2025-12-31,employed,285,23585.87,A001967
P016371,2025-12-31,employed,365,39405.33,A005334
P016372,2025-12-31,marginal,116,2491.07,A005334
P016373,2025-12-31,employed,241,21410.98,A013469
P016375,2025-12-31,employed,353,35716.12,A013469
P016376,2025-12-31,employed,311,11367.08,A014695
P016378,2025-12-31,employed,NA,25477.11,A012009
P016383,2025-12-31,employed,254,41009.77,A004957
P016384,2025-12-31,employed,358,35989.6,A011044
P016387,2025-12-31,employed,224,26096.4,A010069
P016396,2025-12-31,employed,363,13051.91,A011932
P016397,2025-12-31,self_employed,194,6049.62,A011932
P016405,2025-12-31,employed,200,28168.21,A005978
P016407,2025-12-31,marginal,91,3300.01,A005978
P016409,2025-12-31,employed,298,22057.7,A003309
P016411,2025-12-31,employed,256,23125.44,A013960
P016412,2025-12-31,employed,283,24723.45,A017621
P016414,2025-12-31,employed,337,42898.49,A017621
P016415,2025-12-31,employed,184,59147.96,A017621
P016417,2025-12-31,marginal,214,4336,A017534
P016420,2025-12-31,employed,246,28273.89,A001412
P016421,2025-12-31,employed,365,20020.49,A006411
P016422,2025-12-31,no_record,0,0,A006411
P016423,2025-12-31,no_record,0,0,A006411
P016425,2025-12-31,employed,365,19174.9,A015192
P016426,2025-12-31,employed,244,24140.53,A010882
P016427,2025-12-31,employed,236,35091.71,A010882
P016432,2025-12-31,employed,317,24427.16,A016178
P016433,2025-12-31,employed,285,24617.76,A013471
P016435,2025-12-31,employed,250,35451.49,A013471
P016436,2025-12-31,employed,262,33486.04,A013471
P016439,2025-12-31,employed,NA,18851.71,A007745
P016440,2025-12-31,employed,289,NA,A006658
P016445,2025-12-31,employed,295,34801.2,A009247
P016451,2025-12-31,employed,228,30170.85,A009668
P016452,2025-12-31,employed,290,60150.88,A008893
P016454,2025-12-31,self_employed,177,28516.78,A008893
P016458,2025-12-31,employed,275,27424.67,A008821
P016459,2025-12-31,employed,321,33390.29,A014075
P016461,2025-12-31,employed,351,26762.74,A006274
P016463,2025-12-31,employed,356,25657.47,A017080
P016464,2025-12-31,no_record,0,0,A005139
P016465,2025-12-31,employed,249,49733.83,A005139
P016471,2025-12-31,employed,328,14793.85,A009867
P016472,2025-12-31,employed,346,26639.94,A011567
P016473,2025-12-31,self_employed,215,20961.84,A013584
P016474,2025-12-31,employed,365,76203.61,A013584
P016476,2025-12-31,self_employed,228,35679.55,A002362
P016477,2025-12-31,marginal,50,8114.05,A002362
P016478,2025-12-31,employed,242,15269.44,A014115
P016481,2025-12-31,employed,317,47060.33,A000884
P016485,2025-12-31,self_employed,218,6701.23,A013737
P016486,2025-12-31,employed,258,15657.23,A013737
P016487,2025-12-31,employed,325,17330.05,A008893
P016492,2025-12-31,employed,79,36655.67,A004543
P016493,2025-12-31,marginal,134,7591.4,A014168
P016494,2025-12-31,employed,252,37303.74,A014168
P016499,2025-12-31,employed,180,16720.02,A017392
P016502,2025-12-31,employed,325,33709.77,A004483
P016504,2025-12-31,employed,365,52197.34,A007136
P016508,2025-12-31,marginal,51,6455.98,A009061
P016510,2025-12-31,marginal,125,3267.52,A001819
P016511,2025-12-31,marginal,98,5613.02,A001819
P016516,2025-12-31,employed,241,18628.22,A009671
P016519,2025-12-31,employed,330,28566.22,A017118
P016522,2025-12-31,employed,221,45761.65,A000705
P016527,2025-12-31,marginal,50,3566.43,A009045
P016528,2025-12-31,employed,265,25767.9,A012004
P016530,2025-12-31,employed,357,25625.63,A010202
P016531,2025-12-31,employed,316,31787.75,A010202
P016532,2025-12-31,employed,305,9538.64,A012416
P016536,2025-12-31,marginal,48,5668.08,A009671
P016538,2025-12-31,employed,334,35800.29,A005652
P016540,2025-12-31,employed,297,23697.91,A005652
P016544,2025-12-31,marginal,71,3432.06,A004360
P016545,2025-12-31,employed,221,37126.96,A004360
P016546,2025-12-31,employed,291,43065.94,A000372
P016547,2025-12-31,employed,190,27206.92,A017292
P016548,2025-12-31,employed,199,40237.49,A017292
P016552,2025-12-31,employed,338,106887.51,A010686
P016554,2025-12-31,self_employed,257,64678.73,A010686
P016556,2025-12-31,employed,205,18581.9,A004890
P016557,2025-12-31,employed,335,27505.01,A004890
P016560,2025-12-31,employed,276,37044.3,A011956
P016561,2025-12-31,employed,365,41403.52,A016139
P016563,2025-12-31,employed,246,27519.67,A016139
P016570,2025-12-31,self_employed,280,28846.12,A008279
P016582,2025-12-31,employed,218,32806.14,A001033
P016585,2025-12-31,no_record,0,0,A014500
P016589,2025-12-31,marginal,122,4234.39,A003604
P016591,2025-12-31,marginal,122,4191.04,A010813
P016593,2025-12-31,employed,313,32291.63,A016149
P016594,2025-12-31,self_employed,104,15756.42,A005628
P016598,2025-12-31,employed,224,36121.58,A013339
P016600,2025-12-31,self_employed,154,9809.94,A008756
P016603,2025-12-31,employed,365,13776.97,A002461
P016604,2025-12-31,employed,340,17672.07,A002461
P016606,2025-12-31,marginal,156,4993.34,A013790
P016607,2025-12-31,employed,329,28378,A006652
P016610,2025-12-31,employed,260,17966,A003991
P016619,2025-12-31,employed,289,34123.73,A005035
P016621,2025-12-31,employed,241,17402.49,A001411
P016622,2025-12-31,employed,208,30513.71,A001411
P016624,2025-12-31,employed,212,35005.92,A012615
P016627,2025-12-31,employed,314,11090.97,A017735
P016628,2025-12-31,marginal,55,3407.1,A005180
P016629,2025-12-31,employed,296,25237.95,A005180
P016630,2025-12-31,employed,365,18143.29,A009529
P016631,2025-12-31,employed,300,46899.95,A008255
P016633,2025-12-31,employed,313,43274.98,A001637
P016635,2025-12-31,employed,225,12468.87,A015957
P016636,2025-12-31,marginal,90,5130.36,A015957
P016637,2025-12-31,marginal,103,6284.17,A015694
P016640,2025-12-31,employed,272,34090.63,A015694
P016641,2025-12-31,employed,285,14744.48,A002887
P016642,2025-12-31,employed,247,21723.7,A002887
P016644,2025-12-31,self_employed,233,9361.39,A008523
P016646,2025-12-31,self_employed,362,21850.46,A008523
P016648,2025-12-31,marginal,57,4512.16,A008523
P016649,2025-12-31,employed,337,23857.9,A008523
P016651,2025-12-31,employed,321,17810.38,A001084
P016653,2025-12-31,employed,353,NA,A011034
P016654,2025-12-31,no_record,0,0,A010034
P016655,2025-12-31,employed,237,44711.82,A010034
P016658,2025-12-31,marginal,123,4894.51,A007910
P016666,2025-12-31,self_employed,358,14125.46,A008355
P016667,2025-12-31,employed,322,48827.43,A008355
P016669,2025-12-31,employed,230,21055.47,A002952
P016672,2025-12-31,employed,224,15945.07,A000346
P016675,2025-12-31,employed,292,40710.86,A000346
P016677,2025-12-31,employed,357,8115.04,A011733
P016683,2025-12-31,employed,310,19478.4,A002747
P016686,2025-12-31,employed,348,31174.7,A002747
P016687,2025-12-31,employed,330,40759.88,A001455
P016692,2025-12-31,employed,310,26114.86,A002740
P016694,2025-12-31,employed,317,28841.66,A016362
P016696,2025-12-31,employed,218,26409.32,A004136
P016698,2025-12-31,employed,324,18517.22,A010789
P016704,2025-12-31,employed,339,37797.11,A002718
P016705,2025-12-31,self_employed,238,20077.25,A002718
P016708,2025-12-31,employed,334,52660.59,A003552
P016712,2025-12-31,employed,327,51395.2,A005308
P016718,2025-12-31,marginal,115,2962.57,A013664
P016719,2025-12-31,employed,250,19186.59,A011659
P016720,2025-12-31,employed,309,27175.18,A011659
P016722,2025-12-31,no_record,0,0,A015488
P016724,2025-12-31,employed,206,20310.73,A015972
P016725,2025-12-31,employed,365,9945.79,A015972
P016729,2025-12-31,employed,326,32128.69,A016356
P016732,2025-12-31,marginal,55,3878.56,A015334
P016733,2025-12-31,employed,299,41806.24,A015334
P016734,2025-12-31,self_employed,284,17592.67,A015334
P016735,2025-12-31,employed,365,36870.46,A015334
P016737,2025-12-31,marginal,108,5720.58,A008500
P016739,2025-12-31,employed,201,33516.04,A010584
P016740,2025-12-31,self_employed,248,36624.2,A010584
P016741,2025-12-31,marginal,71,10055.48,NA
P016743,2025-12-31,employed,272,41475.32,A005993
P016746,2025-12-31,employed,217,20637.29,A000696
P016747,2025-12-31,marginal,86,5159.3,A000696
P016750,2025-12-31,employed,306,32705.91,A012030
P016753,2025-12-31,employed,265,21240.71,A011237
P016754,2025-12-31,employed,358,11074.35,NA
P016755,2025-12-31,employed,304,59753.65,A004722
P016756,2025-12-31,employed,365,28080.84,A004722
P016757,2025-12-31,marginal,92,2690.78,A017823
P016758,2025-12-31,employed,186,22873.22,A017823
P016760,2025-12-31,employed,310,25271.95,A017823
P016763,2025-12-31,self_employed,353,4318.61,A010113
P016766,2025-12-31,employed,284,24604.35,A003778
P016771,2025-12-31,employed,323,36033.88,A004060
P016773,2025-12-31,employed,305,34733.07,A007771
P016777,2025-12-31,employed,260,31534.82,A016483
P016779,2025-12-31,employed,365,40316.01,A002377
P016780,2025-12-31,marginal,111,2501.59,A008413
P016783,2025-12-31,employed,285,27315.97,A005989
P016784,2025-12-31,employed,296,54369.05,NA
P016789,2025-12-31,employed,365,24585.05,A013814
P016790,2025-12-31,employed,NA,27063.19,A012998
P016792,2025-12-31,employed,212,39708.85,A012998
P016798,2025-12-31,marginal,140,4698.47,A012929
P016803,2025-12-31,employed,226,24511.33,A011079
P016804,2025-12-31,employed,256,22138.16,A011079
P016807,2025-12-31,employed,231,56426.36,NA
P016813,2025-12-31,employed,240,11700.08,A007019
P016814,2025-12-31,marginal,178,5320.76,NA
P016815,2025-12-31,employed,223,12592.6,A014648
P016817,2025-12-31,employed,246,33111.43,A014648
P016818,2025-12-31,employed,236,14687.27,A014648
P016819,2025-12-31,employed,229,41292.05,A014648
P016821,2025-12-31,employed,193,24703.61,A016977
P016822,2025-12-31,employed,365,27835.01,A008087
P016825,2025-12-31,employed,298,13156.03,A001211
P016827,2025-12-31,self_employed,234,45469.49,A007397
P016832,2025-12-31,marginal,56,4025.58,A002862
P016836,2025-12-31,employed,256,18572.63,A010990
P016839,2025-12-31,self_employed,149,7033.25,A015808
P016841,2025-12-31,no_record,0,0,A015808
P016843,2025-12-31,employed,245,30275.45,A015026
P016844,2025-12-31,employed,266,11627.53,A014598
P016849,2025-12-31,employed,365,36073.57,A002770
P016851,2025-12-31,employed,189,16769.93,A002770
P016852,2025-12-31,employed,300,18074.77,A005888
P016855,2025-12-31,marginal,205,3485.75,A016216
P016857,2025-12-31,employed,339,29302.31,A012870
P016858,2025-12-31,employed,352,19734.94,NA
P016859,2025-12-31,self_employed,260,21609.36,A001419
P016860,2025-12-31,self_employed,163,6664.83,A005861
P016862,2025-12-31,self_employed,194,17327.34,A012561
P016865,2025-12-31,employed,304,32801.59,A011177
P016869,2025-12-31,employed,208,23827.77,A004164
P016873,2025-12-31,marginal,7,5583.17,A017654
P016875,2025-12-31,employed,219,29792.6,A005949
P016877,2025-12-31,self_employed,146,19610.98,A017436
P016881,2025-12-31,employed,327,15247.08,A009840
P016882,2025-12-31,employed,229,14249.22,A006101
P016883,2025-12-31,employed,163,51854.29,A006101
P016884,2025-12-31,employed,325,44230.82,A006101
P016885,2025-12-31,self_employed,223,77603.8,A012702
P016888,2025-12-31,employed,252,53496.69,NA
P016892,2025-12-31,employed,249,37480.36,A014717
P016895,2025-12-31,employed,256,20828.53,A001399
P016899,2025-12-31,employed,297,15541.1,A001399
P016903,2025-12-31,employed,229,30405.86,A011565
P016904,2025-12-31,employed,300,20485.77,NA
P016908,2025-12-31,employed,365,36025.88,A001022
P016911,2025-12-31,employed,294,19228.45,A001001
P016912,2025-12-31,employed,321,33532.39,A001001
P016916,2025-12-31,employed,208,28307.69,A007754
P016917,2025-12-31,employed,287,55828.78,A007754
P016918,2025-12-31,marginal,99,3783.85,A006615
P016919,2025-12-31,self_employed,356,32725.63,A006615
P016925,2025-12-31,employed,365,13381.89,A005637
P016927,2025-12-31,employed,271,28077.17,A011144
P016932,2025-12-31,marginal,209,2941.92,A010837
P016934,2025-12-31,employed,273,31274.1,A001491
P016938,2025-12-31,self_employed,253,33040.43,A014969
P016939,2025-12-31,no_record,0,0,A014969
P016941,2025-12-31,employed,365,40287.5,A000692
P016943,2025-12-31,employed,365,10455.16,A011705
P016944,2025-12-31,employed,365,59870.22,A001804
P016945,2025-12-31,marginal,139,10921.39,A017636
P016946,2025-12-31,employed,281,35488.48,A017636
P016947,2025-12-31,employed,235,34158.98,A017636
P016948,2025-12-31,marginal,88,3272.71,A017636
P016950,2025-12-31,marginal,32,5186.8,A015221
P016952,2025-12-31,self_employed,239,36992.97,A012662
P016953,2025-12-31,employed,258,32482.3,A012662
P016957,2025-12-31,employed,290,19982.46,A001217
P016959,2025-12-31,employed,346,29144.09,A001217
P016961,2025-12-31,employed,320,20183.31,A017300
P016962,2025-12-31,self_employed,308,8907.06,A017300
P016964,2025-12-31,marginal,102,7165.44,A016857
P016966,2025-12-31,employed,244,41554.48,A016857
P016972,2025-12-31,marginal,135,3965.47,A001805
P016974,2025-12-31,employed,365,25898.8,A001805
P016976,2025-12-31,employed,326,27359.43,A001113
P016978,2025-12-31,employed,365,69651.45,A015832
P016980,2025-12-31,employed,244,36005.81,A015832
P016982,2025-12-31,marginal,57,6402.29,A009370
P016984,2025-12-31,employed,240,25009.01,A011406
P016985,2025-12-31,employed,313,20389.12,A011406
P016993,2025-12-31,employed,299,19162.03,A016864
P016996,2025-12-31,employed,365,61167.08,A015679
P017001,2025-12-31,employed,228,53271.67,A003801
P017009,2025-12-31,employed,264,27230.31,A010194
P017010,2025-12-31,self_employed,173,34643.95,A010194
P017013,2025-12-31,employed,344,39749.29,A004275
P017014,2025-12-31,employed,168,22276.42,A003085
P017016,2025-12-31,employed,333,26791.78,A000702
P017018,2025-12-31,employed,305,22052.42,A016595
P017019,2025-12-31,employed,315,15853.35,A012392
P017020,2025-12-31,employed,280,22468.84,A004414
P017023,2025-12-31,employed,267,13082.8,A014047
P017024,2025-12-31,employed,365,15766.3,A014047
P017027,2025-12-31,self_employed,95,10173.98,A014047
P017028,2025-12-31,employed,298,21825.49,A005132
P017032,2025-12-31,marginal,66,6142.45,A017841
P017033,2025-12-31,employed,365,37911.96,A017841
P017034,2025-12-31,employed,365,43521.1,A017841
P017038,2025-12-31,self_employed,268,43288.31,A009535
P017042,2025-12-31,employed,362,17826.71,A014261
P017045,2025-12-31,employed,190,24324.7,A007115
P017048,2025-12-31,employed,233,27660.53,A017520
P017054,2025-12-31,marginal,125,6514.01,A002076
P017055,2025-12-31,employed,265,10434.96,A003705
P017056,2025-12-31,employed,215,31625.64,A003705
P017057,2025-12-31,employed,296,21695.35,NA
P017059,2025-12-31,employed,312,29657.46,A007326
P017061,2025-12-31,employed,201,27841.48,A006652
P017063,2025-12-31,employed,206,11012.1,A009902
P017064,2025-12-31,employed,213,39898.43,A014605
P017065,2025-12-31,employed,341,13233.16,A014605
P017068,2025-12-31,employed,326,49235.83,A013141
P017071,2025-12-31,self_employed,294,117065.51,A008756
P017073,2025-12-31,employed,200,21519.34,A000217
P017074,2025-12-31,self_employed,30,27181.23,A001883
P017075,2025-12-31,marginal,64,6604.95,A015717
P017076,2025-12-31,marginal,133,9272.13,A015717
P017078,2025-12-31,employed,NA,55530.45,A017851
P017081,2025-12-31,employed,205,27324.58,A010578
P017082,2025-12-31,employed,244,49003.06,A010578
P017084,2025-12-31,self_employed,202,21184.68,A010578
P017086,2025-12-31,employed,331,16324.89,A000720
P017087,2025-12-31,employed,360,24432,A004764
P017090,2025-12-31,self_employed,310,41161.45,A009109
P017091,2025-12-31,employed,365,32955,A008693
P017092,2025-12-31,self_employed,193,23919.57,A006268
P017093,2025-12-31,no_record,0,0,A007962
P017096,2025-12-31,employed,329,29942.82,A004525
P017097,2025-12-31,employed,287,38611.47,A000440
P017099,2025-12-31,marginal,83,6943.63,A000440
P017101,2025-12-31,employed,357,40418.29,A000440
P017103,2025-12-31,employed,NA,28600.82,A005113
P017105,2025-12-31,employed,347,39170.26,A005113
P017107,2025-12-31,employed,365,16912.08,A011073
P017108,2025-12-31,employed,185,15171.48,A011073
P017110,2025-12-31,employed,317,16832.29,A012813
P017114,2025-12-31,employed,222,22729.34,A015052
P017116,2025-12-31,employed,278,20945.15,A015052
P017119,2025-12-31,employed,259,55912.25,A015174
P017122,2025-12-31,marginal,77,4542.83,A005836
P017124,2025-12-31,employed,301,82314.56,A016422
P017125,2025-12-31,self_employed,352,35054.62,A016619
P017127,2025-12-31,self_employed,203,11334.54,A011517
P017128,2025-12-31,employed,214,26258.47,A011517
P017130,2025-12-31,employed,365,22895.84,A011517
P017133,2025-12-31,employed,218,28026.59,A011976
P017136,2025-12-31,employed,242,9036.6,A014834
P017137,2025-12-31,employed,253,20946.11,A014834
P017142,2025-12-31,employed,322,23613.93,A009456
P017143,2025-12-31,employed,309,24185.13,A009456
P017144,2025-12-31,employed,234,26361.51,A009456
P017145,2025-12-31,employed,210,17271.47,A009456
P017148,2025-12-31,no_record,0,0,A000376
P017149,2025-12-31,employed,299,11796.56,A010778
P017151,2025-12-31,employed,338,20097.7,A009252
P017155,2025-12-31,employed,291,28556.55,A002407
P017156,2025-12-31,self_employed,298,34572.81,A009821
P017157,2025-12-31,employed,357,19064.65,A009821
P017159,2025-12-31,employed,301,18333.25,A010989
P017160,2025-12-31,employed,319,25428.78,A010989
