person_id,true_resident,sex,age,age_group,citizenship_group,true_household_id,true_address_id,true_region_code,true_municipality_code,former_household_id,former_address_id,former_region_code,former_municipality_code,departure_date_true,in_population_register,coverage_status_true,overcoverage_flag_true,undercoverage_flag_true,registered_household_id_sim,registered_address_id_sim,registered_region_code_sim,registered_municipality_code_sim
P016952,1,F,93,80+,DE,H008077,A000191,R01,R01-M01,,,,,,1,correctly_registered,0,0,H008077,A000191,R01,R01-M01
P016953,1,F,37,25-39,Non-EU,H008078,A017790,R07,R07-M03,,,,,,1,correctly_registered,0,0,H008078,A017790,R07,R07-M03
P016954,1,F,25,25-39,DE,H008078,A017790,R07,R07-M03,,,,,,1,correctly_registered,0,0,H008078,A017790,R07,R07-M03
P016955,1,M,63,40-64,DE,H008079,A016014,R05,R05-M04,,,,,,1,correctly_registered,0,0,H008079,A016014,R05,R05-M04
P016956,1,F,0,0-5,DE,H008079,A016014,R05,R05-M04,,,,,,1,correctly_registered,0,0,H008079,A016014,R05,R05-M04
P016957,1,F,42,40-64,DE,H008079,A016014,R05,R05-M04,,,,,,1,correctly_registered,0,0,H008079,A016014,R05,R05-M04
P016958,1,F,86,80+,DE,H008079,A016014,R05,R05-M04,,,,,,1,correctly_registered,0,0,H008079,A016014,R05,R05-M04
P016959,1,M,23,18-24,DE,H008079,A016014,R05,R05-M04,,,,,,1,correctly_registered,0,0,H008079,A016014,R05,R05-M04
P016960,1,M,59,40-64,DE,H008080,A006873,R09,R09-M02,,,,,,1,correctly_registered,0,0,H008080,A006873,R09,R09-M02
P016961,1,F,22,18-24,DE,H008080,A006873,R09,R09-M02,,,,,,1,correctly_registered,0,0,H008080,A006873,R09,R09-M02
P016962,1,F,65,65-79,DE,H008080,A006873,R09,R09-M02,,,,,,1,correctly_registered,0,0,H008080,A006873,R09,R09-M02
P016963,1,F,75,65-79,DE,H008081,A001236,R01,R01-M02,,,,,,1,correctly_registered,0,0,H008081,A001236,R01,R01-M02
P016964,1,M,36,25-39,DE,H008081,A001236,R01,R01-M02,,,,,,1,correctly_registered,0,0,H008081,A001236,R01,R01-M02
P016965,1,F,67,65-79,DE,H008082,A015566,R01,R01-M03,,,,,,1,correctly_registered,0,0,H008082,A015566,R01,R01-M03
P016966,1,M,39,25-39,DE,H008082,A015566,R01,R01-M03,,,,,,1,correctly_registered,0,0,H008082,A015566,R01,R01-M03
P016967,1,M,33,25-39,DE,H008083,A009062,R06,R06-M04,,,,,,1,correctly_registered,0,0,H008083,A009062,R06,R06-M04
P016968,1,F,15,6-17,DE,H008084,A011623,R05,R05-M02,,,,,,1,correctly_registered,0,0,H008084,A011623,R05,R05-M02
P016969,1,M,12,6-17,DE,H008085,A013095,R09,R09-M03,,,,,,1,correctly_registered,0,0,H008085,A013095,R09,R09-M03
P016970,1,M,33,25-39,DE,H008085,A013095,R09,R09-M03,,,,,,1,correctly_registered,0,0,H008085,A013095,R09,R09-M03
P016971,1,F,20,18-24,DE,H008085,A013095,R09,R09-M03,,,,,,1,correctly_registered,0,0,H008085,A013095,R09,R09-M03
P016972,1,M,1,0-5,DE,H008085,A013095,R09,R09-M03,,,,,,1,correctly_registered,0,0,H008085,A013095,R09,R09-M03
P016973,1,M,26,25-39,Non-EU,H008085,A013095,R09,R09-M03,,,,,,1,correctly_registered,0,0,H008085,A013095,R09,R09-M03
P016974,1,M,59,40-64,EU,H008085,A013095,R09,R09-M03,,,,,,1,correctly_registered,0,0,H008085,A013095,R09,R09-M03
P016975,1,M,8,6-17,DE,H008086,A008129,R01,R01-M02,,,,,,1,correctly_registered,0,0,H008086,A008129,R01,R01-M02
P016976,1,F,10,6-17,DE,H008086,A008129,R01,R01-M02,,,,,,1,correctly_registered,0,0,H008086,A008129,R01,R01-M02
P016977,1,M,15,6-17,DE,H008086,A008129,R01,R01-M02,,,,,,1,correctly_registered,0,0,H008086,A008129,R01,R01-M02
P016978,1,M,3,0-5,Non-EU,H008086,A008129,R01,R01-M02,,,,,,1,correctly_registered,0,0,H008086,A008129,R01,R01-M02
P016979,1,F,3,0-5,EU,H008087,A002095,R12,R12-M04,,,,,,1,correctly_registered,0,0,H008087,A002095,R12,R12-M04
P016980,1,M,67,65-79,DE,H008087,A002095,R12,R12-M04,,,,,,1,correctly_registered,0,0,H008087,A002095,R12,R12-M04
P016981,1,F,86,80+,DE,H008088,A017266,R02,R02-M01,,,,,,1,correctly_registered,0,0,H008088,A017266,R02,R02-M01
P016982,1,M,23,18-24,DE,H008088,A017266,R02,R02-M01,,,,,,1,correctly_registered,0,0,H008088,A017266,R02,R02-M01
P016983,1,F,43,40-64,DE,H008088,A017266,R02,R02-M01,,,,,,1,correctly_registered,0,0,H008088,A017266,R02,R02-M01
P016984,1,M,73,65-79,DE,H008088,A017266,R02,R02-M01,,,,,,1,correctly_registered,0,0,H008088,A017266,R02,R02-M01
P016985,1,M,87,80+,DE,H008088,A017266,R02,R02-M01,,,,,,1,correctly_registered,0,0,H008088,A017266,R02,R02-M01
P016986,1,F,32,25-39,DE,H008088,A017266,R02,R02-M01,,,,,,1,correctly_registered,0,0,H008088,A017266,R02,R02-M01
P016987,1,F,50,40-64,DE,H008089,A009536,R02,R02-M04,,,,,,1,correctly_registered,0,0,H008089,A009536,R02,R02-M04
P016988,1,M,14,6-17,DE,H008089,A009536,R02,R02-M04,,,,,,1,correctly_registered,0,0,H008089,A009536,R02,R02-M04
P016989,1,F,55,40-64,DE,H008089,A009536,R02,R02-M04,,,,,,0,undercoverage,0,1,H008089,A009536,R02,R02-M04
P016990,1,M,70,65-79,DE,H008090,A007801,R02,R02-M04,,,,,,1,correctly_registered,0,0,H008090,A007801,R02,R02-M04
P016991,1,F,43,40-64,DE,H008090,A007801,R02,R02-M04,,,,,,1,correctly_registered,0,0,H008090,A007801,R02,R02-M04
P016992,1,M,2,0-5,EU,H008091,A016875,R09,R09-M03,,,,,,1,correctly_registered,0,0,H008091,A016875,R09,R09-M03
P016993,1,M,41,40-64,DE,H008091,A016875,R09,R09-M03,,,,,,1,correctly_registered,0,0,H008091,A016875,R09,R09-M03
P016994,1,M,41,40-64,DE,H008091,A016875,R09,R09-M03,,,,,,1,correctly_registered,0,0,H008091,A016875,R09,R09-M03
P016995,1,F,50,40-64,DE,H008092,A008313,R06,R06-M02,,,,,,1,correctly_registered,0,0,H008092,A008313,R06,R06-M02
P016996,1,F,11,6-17,DE,H008092,A008313,R06,R06-M02,,,,,,1,correctly_registered,0,0,H008092,A008313,R06,R06-M02
P016997,1,F,22,18-24,EU,H008093,A001236,R01,R01-M02,,,,,,1,correctly_registered,0,0,H008093,A001236,R01,R01-M02
P016998,1,F,27,25-39,DE,H008094,A005957,R03,R03-M01,,,,,,1,correctly_registered,0,0,H008094,A005957,R03,R03-M01
P016999,1,F,4,0-5,DE,H008094,A005957,R03,R03-M01,,,,,,1,correctly_registered,0,0,H008094,A005957,R03,R03-M01
P017000,1,M,67,65-79,EU,H008095,A006871,R11,R11-M02,,,,,,1,correctly_registered,0,0,H008095,A006871,R11,R11-M02
P017001,1,M,47,40-64,DE,H008096,A008020,R05,R05-M04,,,,,,1,correctly_registered,0,0,H008096,A008020,R05,R05-M04
P017002,1,M,49,40-64,DE,H008097,A012656,R09,R09-M01,,,,,,1,correctly_registered,0,0,H008097,A012656,R09,R09-M01
P017003,1,F,36,25-39,DE,H008098,A015024,R09,R09-M03,,,,,,1,correctly_registered,0,0,H008098,A015024,R09,R09-M03
P017004,1,F,55,40-64,DE,H008099,A011951,R12,R12-M04,,,,,,1,correctly_registered,0,0,H008099,A011951,R12,R12-M04
P017005,1,M,77,65-79,DE,H008099,A011951,R12,R12-M04,,,,,,1,correctly_registered,0,0,H008099,A011951,R12,R12-M04
P017006,1,M,50,40-64,Non-EU,H008100,A009250,R08,R08-M04,,,,,,1,correctly_registered,0,0,H008100,A009250,R08,R08-M04
P017007,1,M,23,18-24,DE,H008101,A014714,R01,R01-M01,,,,,,1,correctly_registered,0,0,H008101,A014714,R01,R01-M01
P017008,1,M,32,25-39,EU,H008101,A014714,R01,R01-M01,,,,,,1,correctly_registered,0,0,H008101,A014714,R01,R01-M01
P017009,1,F,48,40-64,Non-EU,H008102,A004164,R09,R09-M02,,,,,,1,correctly_registered,0,0,H008102,A004164,R09,R09-M02
P017010,1,M,40,40-64,DE,H008103,A013883,R05,R05-M01,,,,,,1,correctly_registered,0,0,H008103,A013883,R05,R05-M01
P017011,1,F,70,65-79,EU,H008103,A013883,R05,R05-M01,,,,,,1,correctly_registered,0,0,H008103,A013883,R05,R05-M01
P017012,1,M,28,25-39,Non-EU,H008104,A014865,R10,R10-M03,,,,,,1,correctly_registered,0,0,H008104,A014865,R10,R10-M03
P017013,1,M,33,25-39,EU,H008105,A000678,R01,R01-M03,,,,,,1,correctly_registered,0,0,H008105,A000678,R01,R01-M03
P017014,1,M,62,40-64,Non-EU,H008105,A000678,R01,R01-M03,,,,,,1,correctly_registered,0,0,H008105,A000678,R01,R01-M03
P017015,1,M,2,0-5,DE,H008105,A000678,R01,R01-M03,,,,,,1,correctly_registered,0,0,H008105,A000678,R01,R01-M03
P017016,1,M,33,25-39,DE,H008105,A000678,R01,R01-M03,,,,,,0,undercoverage,0,1,H008105,A000678,R01,R01-M03
P017017,1,M,69,65-79,DE,H008105,A000678,R01,R01-M03,,,,,,1,correctly_registered,0,0,H008105,A000678,R01,R01-M03
P017018,1,F,50,40-64,DE,H008106,A016907,R05,R05-M04,,,,,,1,correctly_registered,0,0,H008106,A016907,R05,R05-M04
P017019,1,F,63,40-64,DE,H008106,A016907,R05,R05-M04,,,,,,1,correctly_registered,0,0,H008106,A016907,R05,R05-M04
P017020,1,F,72,65-79,DE,H008107,A003442,R12,R12-M04,,,,,,1,correctly_registered,0,0,H008107,A003442,R12,R12-M04
P017021,1,M,36,25-39,DE,H008107,A003442,R12,R12-M04,,,,,,1,correctly_registered,0,0,H008107,A003442,R12,R12-M04
P017022,1,M,32,25-39,DE,H008107,A003442,R12,R12-M04,,,,,,1,correctly_registered,0,0,H008107,A003442,R12,R12-M04
P017023,1,F,20,18-24,DE,H008107,A003442,R12,R12-M04,,,,,,1,correctly_registered,0,0,H008107,A003442,R12,R12-M04
P017024,1,M,12,6-17,DE,H008107,A003442,R12,R12-M04,,,,,,1,correctly_registered,0,0,H008107,A003442,R12,R12-M04
P017025,1,F,62,40-64,DE,H008108,A016654,R12,R12-M04,,,,,,1,correctly_registered,0,0,H008108,A016654,R12,R12-M04
P017026,1,F,36,25-39,DE,H008109,A004586,R12,R12-M03,,,,,,1,correctly_registered,0,0,H008109,A004586,R12,R12-M03
P017027,1,M,58,40-64,DE,H008109,A004586,R12,R12-M03,,,,,,1,correctly_registered,0,0,H008109,A004586,R12,R12-M03
P017028,1,M,4,0-5,Non-EU,H008109,A004586,R12,R12-M03,,,,,,1,correctly_registered,0,0,H008109,A004586,R12,R12-M03
P017029,1,M,40,40-64,EU,H008109,A004586,R12,R12-M03,,,,,,1,correctly_registered,0,0,H008109,A004586,R12,R12-M03
P017030,1,F,64,40-64,DE,H008110,A005076,R08,R08-M02,,,,,,1,correctly_registered,0,0,H008110,A005076,R08,R08-M02
P017031,1,F,24,18-24,DE,H008110,A005076,R08,R08-M02,,,,,,1,correctly_registered,0,0,H008110,A005076,R08,R08-M02
P017032,1,M,31,25-39,DE,H008110,A005076,R08,R08-M02,,,,,,1,correctly_registered,0,0,H008110,A005076,R08,R08-M02
P017033,1,F,19,18-24,DE,H008110,A005076,R08,R08-M02,,,,,,1,correctly_registered,0,0,H008110,A005076,R08,R08-M02
P017034,1,M,9,6-17,DE,H008111,A005565,R09,R09-M03,,,,,,1,correctly_registered,0,0,H008111,A005565,R09,R09-M03
P017035,1,F,60,40-64,DE,H008112,A006739,R12,R12-M02,,,,,,1,correctly_registered,0,0,H008112,A006739,R12,R12-M02
P017036,1,M,44,40-64,DE,H008113,A002721,R03,R03-M04,,,,,,1,correctly_registered,0,0,H008113,A002721,R03,R03-M04
P017037,1,M,23,18-24,DE,H008113,A002721,R03,R03-M04,,,,,,1,correctly_registered,0,0,H008113,A002721,R03,R03-M04
P017038,1,F,26,25-39,DE,H008113,A002721,R03,R03-M04,,,,,,1,correctly_registered,0,0,H008113,A002721,R03,R03-M04
P017039,1,F,1,0-5,DE,H008114,A013116,R09,R09-M04,,,,,,1,correctly_registered,0,0,H008114,A013116,R09,R09-M04
P017040,1,M,24,18-24,DE,H008114,A013116,R09,R09-M04,,,,,,1,correctly_registered,0,0,H008114,A013116,R09,R09-M04
P017041,1,M,57,40-64,DE,H008114,A013116,R09,R09-M04,,,,,,1,correctly_registered,0,0,H008114,A013116,R09,R09-M04
P017042,1,F,18,18-24,DE,H008114,A013116,R09,R09-M04,,,,,,0,undercoverage,0,1,H008114,A013116,R09,R09-M04
P017043,1,F,26,25-39,DE,H008115,A001430,R08,R08-M01,,,,,,1,correctly_registered,0,0,H008115,A001430,R08,R08-M01
P017044,1,M,62,40-64,DE,H008115,A001430,R08,R08-M01,,,,,,1,correctly_registered,0,0,H008115,A001430,R08,R08-M01
P017045,1,M,55,40-64,DE,H008115,A001430,R08,R08-M01,,,,,,1,correctly_registered,0,0,H008115,A001430,R08,R08-M01
P017046,1,F,18,18-24,Non-EU,H008115,A001430,R08,R08-M01,,,,,,1,correctly_registered,0,0,H008115,A001430,R08,R08-M01
P017047,1,M,53,40-64,DE,H008116,A016792,R08,R08-M03,,,,,,1,correctly_registered,0,0,H008116,A016792,R08,R08-M03
P017048,1,M,43,40-64,DE,H008117,A011967,R11,R11-M02,,,,,,1,correctly_registered,0,0,H008117,A011967,R11,R11-M02
P017049,1,M,75,65-79,DE,H008118,A014400,R09,R09-M02,,,,,,1,correctly_registered,0,0,H008118,A014400,R09,R09-M02
P017050,1,M,25,25-39,DE,H008118,A014400,R09,R09-M02,,,,,,1,correctly_registered,0,0,H008118,A014400,R09,R09-M02
P017051,1,F,9,6-17,DE,H008119,A017405,R01,R01-M03,,,,,,1,correctly_registered,0,0,H008119,A017405,R01,R01-M03
P017052,1,M,38,25-39,DE,H008119,A017405,R01,R01-M03,,,,,,1,correctly_registered,0,0,H008119,A017405,R01,R01-M03
P017053,1,F,37,25-39,DE,H008120,A016562,R07,R07-M03,,,,,,1,correctly_registered,0,0,H008120,A016562,R07,R07-M03
P017054,1,M,18,18-24,DE,H008121,A013539,R09,R09-M04,,,,,,1,correctly_registered,0,0,H008121,A013539,R09,R09-M04
P017055,1,F,74,65-79,DE,H008121,A013539,R09,R09-M04,,,,,,1,correctly_registered,0,0,H008121,A013539,R09,R09-M04
P017056,1,M,33,25-39,DE,H008121,A013539,R09,R09-M04,,,,,,0,undercoverage,0,1,H008121,A013539,R09,R09-M04
P017057,1,M,47,40-64,DE,H008122,A011990,R10,R10-M01,,,,,,1,correctly_registered,0,0,H008122,A011990,R10,R10-M01
P017058,1,M,80,80+,Non-EU,H008123,A001402,R02,R02-M03,,,,,,1,correctly_registered,0,0,H008123,A001402,R02,R02-M03
P017059,1,M,8,6-17,DE,H008124,A008027,R03,R03-M03,,,,,,1,correctly_registered,0,0,H008124,A008027,R03,R03-M03
P017060,1,F,63,40-64,Non-EU,H008124,A008027,R03,R03-M03,,,,,,1,correctly_registered,0,0,H008124,A008027,R03,R03-M03
P017061,1,F,20,18-24,DE,H008124,A008027,R03,R03-M03,,,,,,1,correctly_registered,0,0,H008124,A008027,R03,R03-M03
P017062,1,M,80,80+,Non-EU,H008125,A000183,R11,R11-M01,,,,,,1,correctly_registered,0,0,H008125,A000183,R11,R11-M01
P017063,1,M,46,40-64,DE,H008125,A000183,R11,R11-M01,,,,,,1,correctly_registered,0,0,H008125,A000183,R11,R11-M01
P017064,1,F,52,40-64,DE,H008126,A008706,R03,R03-M04,,,,,,1,correctly_registered,0,0,H008126,A008706,R03,R03-M04
P017065,1,F,81,80+,DE,H008126,A008706,R03,R03-M04,,,,,,1,correctly_registered,0,0,H008126,A008706,R03,R03-M04
P017066,1,M,22,18-24,DE,H008126,A008706,R03,R03-M04,,,,,,1,correctly_registered,0,0,H008126,A008706,R03,R03-M04
P017067,1,F,25,25-39,EU,H008127,A011344,R02,R02-M04,,,,,,1,correctly_registered,0,0,H008127,A011344,R02,R02-M04
P017068,1,M,43,40-64,EU,H008127,A011344,R02,R02-M04,,,,,,1,correctly_registered,0,0,H008127,A011344,R02,R02-M04
P017069,1,M,30,25-39,DE,H008128,A016229,R10,R10-M03,,,,,,1,correctly_registered,0,0,H008128,A016229,R10,R10-M03
P017070,1,M,64,40-64,EU,H008128,A016229,R10,R10-M03,,,,,,1,correctly_registered,0,0,H008128,A016229,R10,R10-M03
P017071,1,M,30,25-39,DE,H008128,A016229,R10,R10-M03,,,,,,1,correctly_registered,0,0,H008128,A016229,R10,R10-M03
P017072,1,F,19,18-24,DE,H008128,A016229,R10,R10-M03,,,,,,1,correctly_registered,0,0,H008128,A016229,R10,R10-M03
P017073,1,M,38,25-39,EU,H008128,A016229,R10,R10-M03,,,,,,1,correctly_registered,0,0,H008128,A016229,R10,R10-M03
P017074,1,M,68,65-79,DE,H008128,A016229,R10,R10-M03,,,,,,1,correctly_registered,0,0,H008128,A016229,R10,R10-M03
P017075,1,F,93,80+,Non-EU,H008129,A008677,R12,R12-M02,,,,,,1,correctly_registered,0,0,H008129,A008677,R12,R12-M02
P017076,1,F,78,65-79,EU,H008129,A008677,R12,R12-M02,,,,,,1,correctly_registered,0,0,H008129,A008677,R12,R12-M02
P017077,1,F,13,6-17,EU,H008130,A009984,R09,R09-M04,,,,,,1,correctly_registered,0,0,H008130,A009984,R09,R09-M04
P017078,1,F,52,40-64,DE,H008130,A009984,R09,R09-M04,,,,,,1,correctly_registered,0,0,H008130,A009984,R09,R09-M04
P017079,1,F,35,25-39,DE,H008131,A014972,R01,R01-M03,,,,,,1,correctly_registered,0,0,H008131,A014972,R01,R01-M03
P017080,1,F,43,40-64,EU,H008131,A014972,R01,R01-M03,,,,,,1,correctly_registered,0,0,H008131,A014972,R01,R01-M03
P017081,1,M,35,25-39,DE,H008131,A014972,R01,R01-M03,,,,,,1,correctly_registered,0,0,H008131,A014972,R01,R01-M03
P017082,1,M,35,25-39,DE,H008131,A014972,R01,R01-M03,,,,,,1,correctly_registered,0,0,H008131,A014972,R01,R01-M03
P017083,1,F,21,18-24,DE,H008131,A014972,R01,R01-M03,,,,,,1,correctly_registered,0,0,H008131,A014972,R01,R01-M03
P017084,1,M,31,25-39,DE,H008131,A014972,R01,R01-M03,,,,,,1,correctly_registered,0,0,H008131,A014972,R01,R01-M03
P017085,1,F,69,65-79,DE,H008132,A017215,R03,R03-M01,,,,,,1,correctly_registered,0,0,H008132,A017215,R03,R03-M01
P017086,1,F,56,40-64,EU,H008133,A014580,R09,R09-M02,,,,,,0,undercoverage,0,1,H008133,A014580,R09,R09-M02
P017087,1,M,54,40-64,DE,H008133,A014580,R09,R09-M02,,,,,,1,correctly_registered,0,0,H008133,A014580,R09,R09-M02
P017088,1,F,76,65-79,DE,H008133,A014580,R09,R09-M02,,,,,,1,correctly_registered,0,0,H008133,A014580,R09,R09-M02
P017089,1,M,41,40-64,EU,H008133,A014580,R09,R09-M02,,,,,,1,correctly_registered,0,0,H008133,A014580,R09,R09-M02
P017090,1,M,53,40-64,EU,H008134,A013569,R05,R05-M03,,,,,,1,correctly_registered,0,0,H008134,A013569,R05,R05-M03
P017091,1,M,43,40-64,DE,H008135,A003143,R02,R02-M03,,,,,,1,correctly_registered,0,0,H008135,A003143,R02,R02-M03
P017092,1,F,45,40-64,DE,H008136,A005641,R01,R01-M04,,,,,,1,correctly_registered,0,0,H008136,A005641,R01,R01-M04
P017093,1,M,40,40-64,DE,H008136,A005641,R01,R01-M04,,,,,,1,correctly_registered,0,0,H008136,A005641,R01,R01-M04
P017094,1,F,46,40-64,DE,H008136,A005641,R01,R01-M04,,,,,,1,correctly_registered,0,0,H008136,A005641,R01,R01-M04
P017095,1,M,35,25-39,DE,H008137,A007072,R02,R02-M03,,,,,,1,correctly_registered,0,0,H008137,A007072,R02,R02-M03
P017096,1,M,12,6-17,DE,H008138,A007366,R06,R06-M04,,,,,,1,correctly_registered,0,0,H008138,A007366,R06,R06-M04
P017097,1,M,47,40-64,DE,H008138,A007366,R06,R06-M04,,,,,,1,correctly_registered,0,0,H008138,A007366,R06,R06-M04
P017098,1,M,1,0-5,Non-EU,H008139,A015528,R05,R05-M03,,,,,,1,correctly_registered,0,0,H008139,A015528,R05,R05-M03
P017099,1,M,91,80+,DE,H008139,A015528,R05,R05-M03,,,,,,1,correctly_registered,0,0,H008139,A015528,R05,R05-M03
P017100,1,F,41,40-64,DE,H008140,A002619,R04,R04-M01,,,,,,1,correctly_registered,0,0,H008140,A002619,R04,R04-M01
P017101,1,F,50,40-64,DE,H008140,A002619,R04,R04-M01,,,,,,1,correctly_registered,0,0,H008140,A002619,R04,R04-M01
P017102,1,F,34,25-39,EU,H008141,A007945,R09,R09-M02,,,,,,1,correctly_registered,0,0,H008141,A007945,R09,R09-M02
P017103,1,F,7,6-17,DE,H008141,A007945,R09,R09-M02,,,,,,1,correctly_registered,0,0,H008141,A007945,R09,R09-M02
P017104,1,M,79,65-79,DE,H008141,A007945,R09,R09-M02,,,,,,1,correctly_registered,0,0,H008141,A007945,R09,R09-M02
P017105,1,M,68,65-79,DE,H008141,A007945,R09,R09-M02,,,,,,1,correctly_registered,0,0,H008141,A007945,R09,R09-M02
P017106,1,M,31,25-39,DE,H008141,A007945,R09,R09-M02,,,,,,1,correctly_registered,0,0,H008141,A007945,R09,R09-M02
P017107,1,M,23,18-24,DE,H008141,A007945,R09,R09-M02,,,,,,1,correctly_registered,0,0,H008141,A007945,R09,R09-M02
P017108,1,F,65,65-79,DE,H008142,A009804,R12,R12-M04,,,,,,1,correctly_registered,0,0,H008142,A009804,R12,R12-M04
P017109,1,M,58,40-64,DE,H008142,A009804,R12,R12-M04,,,,,,0,undercoverage,0,1,H008142,A009804,R12,R12-M04
P017110,1,F,29,25-39,DE,H008142,A009804,R12,R12-M04,,,,,,1,correctly_registered,0,0,H008142,A009804,R12,R12-M04
P017111,1,F,36,25-39,DE,H008143,A009701,R09,R09-M04,,,,,,1,correctly_registered,0,0,H008143,A009701,R09,R09-M04
P017112,1,F,61,40-64,EU,H008144,A001790,R08,R08-M03,,,,,,1,correctly_registered,0,0,H008144,A001790,R08,R08-M03
P017113,1,M,50,40-64,DE,H008144,A001790,R08,R08-M03,,,,,,1,correctly_registered,0,0,H008144,A001790,R08,R08-M03
P017114,1,F,2,0-5,Non-EU,H008145,A014150,R05,R05-M02,,,,,,1,correctly_registered,0,0,H008145,A014150,R05,R05-M02
P017115,1,F,77,65-79,DE,H008145,A014150,R05,R05-M02,,,,,,1,correctly_registered,0,0,H008145,A014150,R05,R05-M02
P017116,1,F,89,80+,DE,H008145,A014150,R05,R05-M02,,,,,,1,correctly_registered,0,0,H008145,A014150,R05,R05-M02
P017117,1,F,47,40-64,DE,H008145,A014150,R05,R05-M02,,,,,,1,correctly_registered,0,0,H008145,A014150,R05,R05-M02
P017118,1,F,73,65-79,DE,H008146,A001103,R03,R03-M02,,,,,,1,correctly_registered,0,0,H008146,A001103,R03,R03-M02
P017119,1,M,35,25-39,DE,H008146,A001103,R03,R03-M02,,,,,,1,correctly_registered,0,0,H008146,A001103,R03,R03-M02
P017120,1,M,32,25-39,DE,H008146,A001103,R03,R03-M02,,,,,,1,correctly_registered,0,0,H008146,A001103,R03,R03-M02
P017121,1,M,39,25-39,DE,H008147,A002784,R03,R03-M03,,,,,,1,correctly_registered,0,0,H008147,A002784,R03,R03-M03
P017122,1,F,47,40-64,DE,H008147,A002784,R03,R03-M03,,,,,,1,correctly_registered,0,0,H008147,A002784,R03,R03-M03
P017123,1,M,64,40-64,DE,H008148,A014417,R01,R01-M04,,,,,,1,correctly_registered,0,0,H008148,A014417,R01,R01-M04
P017124,1,F,22,18-24,DE,H008149,A013552,R07,R07-M04,,,,,,1,correctly_registered,0,0,H008149,A013552,R07,R07-M04
P017125,1,F,42,40-64,DE,H008149,A013552,R07,R07-M04,,,,,,1,correctly_registered,0,0,H008149,A013552,R07,R07-M04
P017126,1,M,36,25-39,DE,H008150,A005962,R01,R01-M01,,,,,,1,correctly_registered,0,0,H008150,A005962,R01,R01-M01
P017127,1,M,10,6-17,DE,H008151,A015199,R02,R02-M04,,,,,,1,correctly_registered,0,0,H008151,A015199,R02,R02-M04
P017128,1,M,31,25-39,DE,H008151,A015199,R02,R02-M04,,,,,,1,correctly_registered,0,0,H008151,A015199,R02,R02-M04
P017129,1,M,48,40-64,DE,H008151,A015199,R02,R02-M04,,,,,,1,correctly_registered,0,0,H008151,A015199,R02,R02-M04
P017130,1,F,43,40-64,DE,H008151,A015199,R02,R02-M04,,,,,,1,correctly_registered,0,0,H008151,A015199,R02,R02-M04
P017131,1,F,53,40-64,DE,H008152,A001823,R12,R12-M04,,,,,,1,correctly_registered,0,0,H008152,A001823,R12,R12-M04
P017132,1,M,63,40-64,DE,H008153,A002672,R06,R06-M03,,,,,,1,correctly_registered,0,0,H008153,A002672,R06,R06-M03
P017133,1,M,33,25-39,EU,H008153,A002672,R06,R06-M03,,,,,,1,correctly_registered,0,0,H008153,A002672,R06,R06-M03
P017134,1,M,49,40-64,Non-EU,H008154,A001035,R12,R12-M03,,,,,,1,correctly_registered,0,0,H008154,A001035,R12,R12-M03
P017135,1,M,55,40-64,DE,H008154,A001035,R12,R12-M03,,,,,,1,correctly_registered,0,0,H008154,A001035,R12,R12-M03
P017136,1,M,3,0-5,DE,H008154,A001035,R12,R12-M03,,,,,,1,correctly_registered,0,0,H008154,A001035,R12,R12-M03
P017137,1,F,91,80+,EU,H008155,A000955,R10,R10-M01,,,,,,1,correctly_registered,0,0,H008155,A000955,R10,R10-M01
P017138,1,F,18,18-24,EU,H008155,A000955,R10,R10-M01,,,,,,1,correctly_registered,0,0,H008155,A000955,R10,R10-M01
P017139,1,M,27,25-39,DE,H008156,A017139,R10,R10-M03,,,,,,1,correctly_registered,0,0,H008156,A017139,R10,R10-M03
P017140,1,F,37,25-39,DE,H008156,A017139,R10,R10-M03,,,,,,1,correctly_registered,0,0,H008156,A017139,R10,R10-M03
P017141,1,M,34,25-39,DE,H008156,A017139,R10,R10-M03,,,,,,1,correctly_registered,0,0,H008156,A017139,R10,R10-M03
P017142,1,F,27,25-39,DE,H008157,A017467,R01,R01-M04,,,,,,1,correctly_registered,0,0,H008157,A017467,R01,R01-M04
P017143,1,F,4,0-5,DE,H008158,A009149,R09,R09-M02,,,,,,1,correctly_registered,0,0,H008158,A009149,R09,R09-M02
P017144,1,F,40,40-64,DE,H008158,A009149,R09,R09-M02,,,,,,1,correctly_registered,0,0,H008158,A009149,R09,R09-M02
P017145,1,M,82,80+,DE,H008158,A009149,R09,R09-M02,,,,,,0,undercoverage,0,1,H008158,A009149,R09,R09-M02
P017146,1,F,49,40-64,DE,H008159,A007881,R12,R12-M04,,,,,,1,correctly_registered,0,0,H008159,A007881,R12,R12-M04
P017147,1,M,73,65-79,DE,H008160,A003054,R12,R12-M03,,,,,,1,correctly_registered,0,0,H008160,A003054,R12,R12-M03
P017148,1,M,83,80+,DE,H008161,A006119,R02,R02-M03,,,,,,1,correctly_registered,0,0,H008161,A006119,R02,R02-M03
P017149,1,M,74,65-79,DE,H008162,A015166,R01,R01-M04,,,,,,1,correctly_registered,0,0,H008162,A015166,R01,R01-M04
P017150,1,F,7,6-17,DE,H008163,A002347,R04,R04-M03,,,,,,1,correctly_registered,0,0,H008163,A002347,R04,R04-M03
P017151,1,F,33,25-39,DE,H008163,A002347,R04,R04-M03,,,,,,1,correctly_registered,0,0,H008163,A002347,R04,R04-M03
