person_id,school_year,enrolment_flag,institution_type,contact_address_id
P014390,2025/2026,1,school,A015505
P014392,2025/2026,1,school,A014423
P014393,2025/2026,1,university,A014423
P014396,2025/2026,1,school,A000360
P014403,2025/2026,1,school,A004717
P014415,2025/2026,1,school,A013503
P014418,2025/2026,1,university,A001483
P014421,2025/2026,1,school,A004551
P014427,2025/2026,1,school,A004597
P014439,2025/2026,1,school,A003659
P014444,2025/2026,1,,A000236
P014453,2025/2026,1,university,A012055
P014456,2025/2026,1,school,A003068
P014462,2025/2026,1,university,A014371
P014466,2025/2026,1,school,A005024
P014476,2025/2026,1,school,A010734
P014477,2025/2026,1,school,A006543
P014481,2025/2026,1,school,A007834
P014482,2025/2026,1,vocational_school,A017479
P014487,2025/2026,1,school,A005671
P014494,2025/2026,1,school,A015062
P014497,2025/2026,1,school,A013812
P014500,2025/2026,1,school,A001404
P014508,2025/2026,1,school,A017968
P014517,2025/2026,1,school,A009636
P014521,2025/2026,1,school,A012422
P014524,2025/2026,1,school,A010071
P014530,2025/2026,1,school,A006542
P014534,2025/2026,1,school,
P014536,2025/2026,1,school,A010420
P014537,2025/2026,1,school,A005889
P014538,2025/2026,1,university,A006020
P014540,2025/2026,1,school,A015203
P014562,2025/2026,1,university,A015049
P014576,2025/2026,1,,A003489
P014583,2025/2026,1,school,A009333
P014586,2025/2026,1,school,A015553
P014588,2025/2026,1,vocational_school,A017419
P014594,2025/2026,1,school,A000175
P014598,2025/2026,1,university,A000279
P014602,2025/2026,1,university,A000279
P014606,2025/2026,1,vocational_school,A012384
P014610,2025/2026,1,vocational_school,A012098
P014615,2025/2026,1,school,A008441
P014616,2025/2026,1,school,A006361
P014624,2025/2026,1,school,A004240
P014631,2025/2026,1,school,A012263
P014635,2025/2026,1,,A003876
P014638,2025/2026,1,vocational_school,A015964
P014641,2025/2026,1,university,A015085
P014643,2025/2026,1,school,A007101
P014653,2025/2026,1,school,A015971
P014663,2025/2026,1,school,A001186
P014665,2025/2026,1,university,A001186
P014673,2025/2026,1,school,A000357
P014678,2025/2026,1,school,A010452
P014683,2025/2026,1,vocational_school,A011227
P014684,2025/2026,1,university,A012120
P014686,2025/2026,1,school,A013270
P014696,2025/2026,1,vocational_school,A017298
P014697,2025/2026,1,school,A017298
P014706,2025/2026,1,vocational_school,A003550
P014707,2025/2026,1,school,A003550
P014708,2025/2026,1,school,A008906
P014711,2025/2026,1,vocational_school,A014985
P014718,2025/2026,1,university,
P014723,2025/2026,1,school,A012990
P014725,2025/2026,1,school,A015497
P014733,2025/2026,1,,A003603
P014735,2025/2026,1,university,A003603
P014736,2025/2026,1,school,A013197
P014740,2025/2026,1,university,A004804
P014742,2025/2026,1,school,A003893
P014743,2025/2026,1,school,A003893
P014747,2025/2026,1,vocational_school,A013285
P014753,2025/2026,1,vocational_school,A015020
P014756,2025/2026,1,school,A016608
P014763,2025/2026,1,school,A006898
P014774,2025/2026,1,vocational_school,A014958
P014779,2025/2026,1,,A002279
P014785,2025/2026,1,school,A007391
P014789,2025/2026,1,school,A016664
P014793,2025/2026,1,school,A011553
P014801,2025/2026,1,school,A017667
P014810,2025/2026,1,school,A016405
P014813,2025/2026,1,vocational_school,A007217
P014814,2025/2026,1,school,A007217
P014821,2025/2026,1,school,A000045
P014824,2025/2026,1,,A011209
P014836,2025/2026,1,school,A002085
P014842,2025/2026,1,school,A013746
P014845,2025/2026,1,school,
P014855,2025/2026,1,university,A017806
P014867,2025/2026,1,school,A015444
P014869,2025/2026,1,university,A000098
P014878,2025/2026,1,school,A011554
P014890,2025/2026,1,school,A007792
P014891,2025/2026,1,university,A013617
P014894,2025/2026,1,,A014878
P014895,2025/2026,1,university,A009996
P014901,2025/2026,1,vocational_school,A006616
P014902,2025/2026,1,school,A009705
P014912,2025/2026,1,school,A017810
P014916,2025/2026,1,school,A015239
P014919,2025/2026,1,school,A003537
P014920,2025/2026,1,university,A017823
P014924,2025/2026,1,university,A017823
P014925,2025/2026,1,vocational_school,A017823
P014926,2025/2026,1,vocational_school,A007335
P014930,2025/2026,1,school,A014499
P014931,2025/2026,1,school,A014499
P014932,2025/2026,1,vocational_school,A014499
P014935,2025/2026,1,university,A017025
P014937,2025/2026,1,school,A014122
P014939,2025/2026,1,university,A002058
P014943,2025/2026,1,university,A003440
P014946,2025/2026,1,school,A002584
P014950,2025/2026,1,school,A005247
P014951,2025/2026,1,school,A015246
P014958,2025/2026,1,university,A008702
P014959,2025/2026,1,school,A016844
P014961,2025/2026,1,school,A000356
P014963,2025/2026,1,school,A002441
P014964,2025/2026,1,school,A002441
P014967,2025/2026,1,school,A006564
P014969,2025/2026,1,vocational_school,A005124
P014970,2025/2026,1,school,A002979
P014976,2025/2026,1,,A014934
P014982,2025/2026,1,university,A003526
P014984,2025/2026,1,vocational_school,A006267
P014986,2025/2026,1,school,A006267
P014990,2025/2026,1,university,A006313
P014998,2025/2026,1,school,A010076
P015007,2025/2026,1,university,A001363
P015016,2025/2026,1,school,A006157
P015020,2025/2026,1,vocational_school,A012790
P015021,2025/2026,1,school,A015814
P015031,2025/2026,1,school,A006384
P015034,2025/2026,1,school,A008014
P015039,2025/2026,1,school,A006394
P015041,2025/2026,1,school,A006394
P015047,2025/2026,1,school,A016313
P015053,2025/2026,1,school,A016681
P015060,2025/2026,1,school,A007253
P015062,2025/2026,1,university,A006179
P015071,2025/2026,1,school,A011581
P015073,2025/2026,1,school,A007497
P015074,2025/2026,1,university,
P015079,2025/2026,1,university,A015504
P015080,2025/2026,1,vocational_school,A015504
P015082,2025/2026,1,school,A017715
P015107,2025/2026,1,university,A002396
P015110,2025/2026,1,school,A010167
P015115,2025/2026,1,school,A005726
P015141,2025/2026,1,school,A011996
P015146,2025/2026,1,school,A008267
P015149,2025/2026,1,school,A006694
P015155,2025/2026,1,school,A008868
P015167,2025/2026,1,vocational_school,
P015169,2025/2026,1,university,A005421
P015174,2025/2026,1,school,A014378
P015187,2025/2026,1,university,A008826
P015189,2025/2026,1,university,A008665
P015195,2025/2026,1,school,A004058
P015199,2025/2026,1,,
P015224,2025/2026,1,school,A000744
P015226,2025/2026,1,,A009039
P015227,2025/2026,1,school,A003641
P015228,2025/2026,1,university,A006721
P015231,2025/2026,1,school,A006721
P015232,2025/2026,1,school,A001024
P015233,2025/2026,1,university,A005074
P015237,2025/2026,1,school,A016693
P015239,2025/2026,1,school,A016693
P015247,2025/2026,1,school,A012105
P015254,2025/2026,1,vocational_school,A004666
P015257,2025/2026,1,vocational_school,A009894
P015259,2025/2026,1,school,A014305
P015263,2025/2026,1,school,A017810
P015275,2025/2026,1,school,A014905
P015285,2025/2026,1,university,A010092
P015289,2025/2026,1,school,A006162
P015294,2025/2026,1,school,A006482
P015295,2025/2026,1,school,A006482
P015301,2025/2026,1,vocational_school,A011586
P015317,2025/2026,1,school,A001364
P015328,2025/2026,1,university,A015977
P015333,2025/2026,1,school,A017836
P015334,2025/2026,1,school,A017836
P015337,2025/2026,1,school,A015821
P015343,2025/2026,1,school,A008798
P015345,2025/2026,1,vocational_school,A000024
P015349,2025/2026,1,school,A014869
P015350,2025/2026,1,school,A014677
P015354,2025/2026,1,school,A014196
P015356,2025/2026,1,university,A014196
P015357,2025/2026,1,school,A014196
P015369,2025/2026,1,university,A006935
P015375,2025/2026,1,vocational_school,A012624
P015376,2025/2026,1,school,A012624
P015385,2025/2026,1,university,A012784
P015386,2025/2026,1,school,A012784
P015392,2025/2026,1,university,A000698
P015397,2025/2026,1,school,A015952
P015398,2025/2026,1,vocational_school,A014003
P015399,2025/2026,1,vocational_school,A017710
P015401,2025/2026,1,school,A013461
P015402,2025/2026,1,school,A002767
P015408,2025/2026,1,school,A012549
P015422,2025/2026,1,school,A006503
P015442,2025/2026,1,vocational_school,A016506
P015444,2025/2026,1,school,A016283
P015445,2025/2026,1,school,A016283
P015450,2025/2026,1,school,A007039
P015466,2025/2026,1,school,A005428
P015468,2025/2026,1,vocational_school,A011830
P015488,2025/2026,1,university,A013165
P015492,2025/2026,1,school,A009597
P015496,2025/2026,1,vocational_school,A009597
P015498,2025/2026,1,school,A013913
P015506,2025/2026,1,school,A008173
P015508,2025/2026,1,school,A015833
P015512,2025/2026,1,school,A002718
P015539,2025/2026,1,school,A012868
P015540,2025/2026,1,university,A001349
P015552,2025/2026,1,school,A007024
P015556,2025/2026,1,vocational_school,A001070
P015563,2025/2026,1,school,A011806
P015569,2025/2026,1,school,A010830
P015572,2025/2026,1,university,A012082
P015573,2025/2026,1,vocational_school,A012082
P015575,2025/2026,1,university,A015010
P015582,2025/2026,1,school,A015301
P015592,2025/2026,1,school,A017370
P015598,2025/2026,1,school,A015588
P015600,2025/2026,1,,
P015618,2025/2026,1,university,A001671
P015630,2025/2026,1,school,A016003
P015633,2025/2026,1,school,A011160
P015641,2025/2026,1,vocational_school,A011500
P015646,2025/2026,1,school,A007358
P015653,2025/2026,1,school,A014229
P015654,2025/2026,1,school,A008715
P015655,2025/2026,1,school,A003439
P015675,2025/2026,1,vocational_school,
P015677,2025/2026,1,school,A005940
P015683,2025/2026,1,school,A005079
P015690,2025/2026,1,school,A013598
P015698,2025/2026,1,university,A008542
P015701,2025/2026,1,university,A003014
P015706,2025/2026,1,school,A001305
P015709,2025/2026,1,university,A014771
P015712,2025/2026,1,school,A009918
P015716,2025/2026,1,university,A009918
P015718,2025/2026,1,school,A006106
P015720,2025/2026,1,school,A008460
P015722,2025/2026,1,school,A010861
P015723,2025/2026,1,vocational_school,A014516
P015730,2025/2026,1,school,A005860
P015731,2025/2026,1,vocational_school,A005860
P015732,2025/2026,1,vocational_school,A005860
P015733,2025/2026,1,school,A005860
P015734,2025/2026,1,vocational_school,A000006
P015737,2025/2026,1,vocational_school,A000006
P015740,2025/2026,1,university,A010162
P015749,2025/2026,1,school,A011704
P015752,2025/2026,1,university,A010243
P015756,2025/2026,1,university,A001264
P015763,2025/2026,1,school,A011811
P015765,2025/2026,1,school,A011811
P015770,2025/2026,1,school,A014246
P015776,2025/2026,1,vocational_school,A005633
P015785,2025/2026,1,vocational_school,A016543
P015788,2025/2026,1,school,A015118
P015808,2025/2026,1,school,A002112
P015824,2025/2026,1,,A004699
P015827,2025/2026,1,school,A007698
P015837,2025/2026,1,vocational_school,A016768
P015839,2025/2026,1,vocational_school,A011061
P015840,2025/2026,1,vocational_school,A011061
P015843,2025/2026,1,vocational_school,A000645
P015844,2025/2026,1,school,A000645
P015851,2025/2026,1,school,A003376
P015852,2025/2026,1,school,A017676
P015856,2025/2026,1,school,A006800
P015858,2025/2026,1,university,A010268
P015864,2025/2026,1,school,A002100
P015867,2025/2026,1,university,A006126
P015872,2025/2026,1,school,A011097
P015874,2025/2026,1,school,A011097
P015881,2025/2026,1,school,A006584
P015886,2025/2026,1,school,A014025
P015889,2025/2026,1,school,A013814
P015902,2025/2026,1,school,A006944
P015909,2025/2026,1,school,A014393
P015912,2025/2026,1,school,A007299
P015913,2025/2026,1,school,A014012
P015930,2025/2026,1,school,A008441
P015944,2025/2026,1,university,A014144
P015952,2025/2026,1,university,
P015958,2025/2026,1,university,A012532
P015959,2025/2026,1,school,A008517
P015961,2025/2026,1,vocational_school,A009711
P015963,2025/2026,1,vocational_school,A002344
P015967,2025/2026,1,university,A002511
P015980,2025/2026,1,university,A014255
P015982,2025/2026,1,university,A017060
P016002,2025/2026,1,school,A016881
P016005,2025/2026,1,school,
P016006,2025/2026,1,school,A001556
P016009,2025/2026,1,school,A015581
P016011,2025/2026,1,school,A005249
P016023,2025/2026,1,school,A003293
P016025,2025/2026,1,vocational_school,A010685
P016048,2025/2026,1,school,A004404
P016053,2025/2026,1,school,A006131
P016055,2025/2026,1,vocational_school,A007104
P016058,2025/2026,1,school,A004090
P016061,2025/2026,1,school,A000763
P016067,2025/2026,1,school,A004856
P016074,2025/2026,1,vocational_school,A012864
P016078,2025/2026,1,vocational_school,A011638
P016079,2025/2026,1,university,A011638
P016080,2025/2026,1,school,A011638
P016107,2025/2026,1,school,A015030
P016115,2025/2026,1,,A016084
P016116,2025/2026,1,school,A016084
P016132,2025/2026,1,school,A001726
P016140,2025/2026,1,university,A017763
P016141,2025/2026,1,school,A003637
P016145,2025/2026,1,university,A008569
P016156,2025/2026,1,,A003331
P016158,2025/2026,1,university,A003331
P016159,2025/2026,1,school,A003331
P016163,2025/2026,1,university,A001878
P016169,2025/2026,1,university,A002169
P016174,2025/2026,1,school,A013136
P016179,2025/2026,1,school,A004986
P016181,2025/2026,1,school,A009556
P016182,2025/2026,1,university,A001739
P016183,2025/2026,1,university,A001739
P016191,2025/2026,1,school,A014043
P016196,2025/2026,1,school,A004506
P016202,2025/2026,1,school,A002017
P016209,2025/2026,1,vocational_school,A008853
P016229,2025/2026,1,university,A011947
P016243,2025/2026,1,university,A015590
P016246,2025/2026,1,school,A015590
P016249,2025/2026,1,university,A012574
P016258,2025/2026,1,school,A014446
P016266,2025/2026,1,vocational_school,A015226
P016269,2025/2026,1,school,A014858
P016272,2025/2026,1,vocational_school,A010361
P016277,2025/2026,1,school,A009826
P016280,2025/2026,1,vocational_school,A012052
P016281,2025/2026,1,school,A016881
P016284,2025/2026,1,school,A016629
P016289,2025/2026,1,school,A012970
P016294,2025/2026,1,school,A004864
P016300,2025/2026,1,school,A015288
P016303,2025/2026,1,university,A007106
P016310,2025/2026,1,vocational_school,A007659
P016322,2025/2026,1,university,
P016323,2025/2026,1,vocational_school,A011861
P016329,2025/2026,1,university,
P016336,2025/2026,1,school,A006260
P016341,2025/2026,1,university,A000806
P016351,2025/2026,1,school,A000655
P016353,2025/2026,1,,A001402
P016365,2025/2026,1,vocational_school,A017686
P016366,2025/2026,1,vocational_school,A008602
P016368,2025/2026,1,school,A008602
P016370,2025/2026,1,school,A012701
P016373,2025/2026,1,school,A016351
P016374,2025/2026,1,school,A003828
P016377,2025/2026,1,school,
P016378,2025/2026,1,school,A010021
P016383,2025/2026,1,school,A011485
P016385,2025/2026,1,school,A011485
P016391,2025/2026,1,school,A007336
P016405,2025/2026,1,school,A007301
P016410,2025/2026,1,school,A005818
P016419,2025/2026,1,school,A003065
P016427,2025/2026,1,school,A009830
P016429,2025/2026,1,vocational_school,A001956
P016430,2025/2026,1,university,A009627
P016442,2025/2026,1,school,A015392
P016448,2025/2026,1,school,A005253
P016449,2025/2026,1,school,A005253
P016452,2025/2026,1,school,A012484
P016456,2025/2026,1,school,A014424
P016458,2025/2026,1,vocational_school,A004280
P016459,2025/2026,1,university,A004280
P016461,2025/2026,1,school,A006163
P016465,2025/2026,1,university,A013827
P016466,2025/2026,1,school,A013827
P016467,2025/2026,1,school,A013827
P016470,2025/2026,1,school,A008125
P016476,2025/2026,1,school,A009264
P016481,2025/2026,1,vocational_school,A016357
P016485,2025/2026,1,vocational_school,A015681
P016497,2025/2026,1,school,A005474
P016499,2025/2026,1,school,A005474
P016502,2025/2026,1,university,A006317
P016505,2025/2026,1,school,A012418
P016513,2025/2026,1,vocational_school,A012047
P016517,2025/2026,1,school,A014755
P016518,2025/2026,1,school,A014755
P016521,2025/2026,1,vocational_school,A016076
P016528,2025/2026,1,school,A012949
P016533,2025/2026,1,university,A009376
P016550,2025/2026,1,school,A013771
P016551,2025/2026,1,school,A013771
P016555,2025/2026,1,,A009489
P016557,2025/2026,1,school,A015851
P016560,2025/2026,1,school,A015851
P016562,2025/2026,1,university,A015851
P016565,2025/2026,1,school,A001614
P016575,2025/2026,1,,A013765
P016587,2025/2026,1,school,A006968
P016602,2025/2026,1,school,A015880
P016609,2025/2026,1,school,A009164
P016618,2025/2026,1,vocational_school,A002396
P016619,2025/2026,1,university,A010290
P016628,2025/2026,1,vocational_school,A006296
P016632,2025/2026,1,university,A006296
P016633,2025/2026,1,university,A013563
P016642,2025/2026,1,school,A005323
P016643,2025/2026,1,vocational_school,A005323
P016646,2025/2026,1,school,A005230
P016649,2025/2026,1,school,A014293
P016650,2025/2026,1,school,A014293
P016651,2025/2026,1,school,A014293
P016667,2025/2026,1,school,A009011
P016674,2025/2026,1,school,A009049
P016696,2025/2026,1,school,A012879
P016697,2025/2026,1,university,A012879
P016699,2025/2026,1,,A012879
P016706,2025/2026,1,school,A002232
P016710,2025/2026,1,university,A017208
P016727,2025/2026,1,university,A007299
P016737,2025/2026,1,vocational_school,A000466
P016744,2025/2026,1,vocational_school,A016598
P016746,2025/2026,1,school,A016598
P016757,2025/2026,1,school,A007612
P016758,2025/2026,1,vocational_school,A007612
P016760,2025/2026,1,school,A007612
P016761,2025/2026,1,,A007612
P016769,2025/2026,1,school,A010599
P016773,2025/2026,1,school,A006904
P016786,2025/2026,1,school,A008103
P016787,2025/2026,1,university,A008103
P016790,2025/2026,1,school,A008103
P016807,2025/2026,1,school,A014878
P016808,2025/2026,1,school,A001838
P016809,2025/2026,1,school,A001838
P016819,2025/2026,1,school,A003012
P016823,2025/2026,1,school,A006836
P016824,2025/2026,1,school,A009098
P016833,2025/2026,1,vocational_school,A002329
P016835,2025/2026,1,school,A002329
P016844,2025/2026,1,school,A008746
P016858,2025/2026,1,school,A006839
P016860,2025/2026,1,vocational_school,A005142
P016861,2025/2026,1,vocational_school,A007211
P016862,2025/2026,1,vocational_school,A014076
P016866,2025/2026,1,vocational_school,A007382
P016870,2025/2026,1,school,A017889
P016875,2025/2026,1,school,A015973
P016879,2025/2026,1,school,A002667
P016880,2025/2026,1,vocational_school,A002667
P016883,2025/2026,1,vocational_school,A017118
P016884,2025/2026,1,school,A017118
P016886,2025/2026,1,school,A011130
P016892,2025/2026,1,school,A014610
P016896,2025/2026,1,vocational_school,A016674
P016898,2025/2026,1,university,A007561
P016901,2025/2026,1,school,A015392
P016916,2025/2026,1,school,
P016922,2025/2026,1,,A016070
P016942,2025/2026,1,school,A002932
P016949,2025/2026,1,vocational_school,A011968
P016951,2025/2026,1,school,A000191
P016961,2025/2026,1,university,A006873
P016968,2025/2026,1,school,A011623
P016969,2025/2026,1,school,A013095
P016971,2025/2026,1,university,A013095
P016975,2025/2026,1,school,A008129
P016976,2025/2026,1,school,A008129
P016977,2025/2026,1,school,A013135
P016988,2025/2026,1,vocational_school,A009536
P016996,2025/2026,1,vocational_school,A008313
P017023,2025/2026,1,university,A003442
P017024,2025/2026,1,school,A003442
P017033,2025/2026,1,vocational_school,A005076
P017034,2025/2026,1,school,A005565
P017051,2025/2026,1,school,A017405
P017054,2025/2026,1,university,A013539
P017059,2025/2026,1,school,A008027
P017061,2025/2026,1,university,A008027
P017072,2025/2026,1,university,A016229
P017077,2025/2026,1,vocational_school,A009984
P017083,2025/2026,1,university,A014972
P017096,2025/2026,1,school,A007366
P017103,2025/2026,1,school,A013116
P017107,2025/2026,1,vocational_school,A007945
P017124,2025/2026,1,vocational_school,A001763
P017127,2025/2026,1,school,A015199
P017146,2025/2026,1,,A007881
P017150,2025/2026,1,school,A002347
P017159,2025/2026,1,vocational_school,A007799
P017162,2025/2026,1,school,A002183
P017163,2025/2026,1,vocational_school,A002183
P017169,2025/2026,1,university,A013701
P017171,2025/2026,1,university,A012020
P017181,2025/2026,1,school,A007253
P017182,2025/2026,1,school,A007253
P017184,2025/2026,1,school,A015599
P017186,2025/2026,1,vocational_school,A005012
P017199,2025/2026,1,school,A001745
P017211,2025/2026,1,school,A011563
P017212,2025/2026,1,school,A011563
P017217,2025/2026,1,university,A016975
P017223,2025/2026,1,school,A015744
P017224,2025/2026,1,vocational_school,A006957
P017247,2025/2026,1,school,A003696
P017253,2025/2026,1,,A000959
P017260,2025/2026,1,university,A009813
P017265,2025/2026,1,school,A001340
P017266,2025/2026,1,vocational_school,A002609
P017274,2025/2026,1,university,A009523
P017276,2025/2026,1,school,A013112
P017279,2025/2026,1,school,A007048
P017286,2025/2026,1,school,A010041
P017294,2025/2026,1,vocational_school,A004225
P017298,2025/2026,1,school,A001364
P017300,2025/2026,1,vocational_school,A005043
P017302,2025/2026,1,school,A010978
P017307,2025/2026,1,school,A002875
P017322,2025/2026,1,university,A011050
P017323,2025/2026,1,school,A011050
P017324,2025/2026,1,vocational_school,A011050
P017331,2025/2026,1,school,A011797
P017336,2025/2026,1,school,A014997
P017349,2025/2026,1,university,A009919
P017359,2025/2026,1,vocational_school,A011780
P017367,2025/2026,1,school,A002468
P017373,2025/2026,1,university,A017740
P017375,2025/2026,1,vocational_school,A008279
P017379,2025/2026,1,university,A001819
P017387,2025/2026,1,school,A016606
P017392,2025/2026,1,university,A011786
P017403,2025/2026,1,school,A003630
P017409,2025/2026,1,vocational_school,A009931
P017412,2025/2026,1,school,
P017418,2025/2026,1,school,
P017421,2025/2026,1,school,A006805
P017423,2025/2026,1,school,A005124
P017426,2025/2026,1,university,A004567
P017428,2025/2026,1,school,A012747
P017438,2025/2026,1,,A001994
P017440,2025/2026,1,school,A000807
P017447,2025/2026,1,school,A010275
P017448,2025/2026,1,school,A010275
P017449,2025/2026,1,,A004668
P017452,2025/2026,1,school,A004628
P017462,2025/2026,1,school,A000261
P017473,2025/2026,1,university,A009417
P017477,2025/2026,1,school,A003257
P017482,2025/2026,1,school,A006994
P017485,2025/2026,1,school,A000204
P017496,2025/2026,1,school,A012701
P017508,2025/2026,1,school,A014103
P017512,2025/2026,1,school,A003073
P017515,2025/2026,1,school,A009854
P017519,2025/2026,1,vocational_school,A007843
P017528,2025/2026,1,school,A006155
P017547,2025/2026,1,university,A002929
P017549,2025/2026,1,,A002929
P017550,2025/2026,1,vocational_school,A015548
P017555,2025/2026,1,school,A000185
P017556,2025/2026,1,university,A016174
P017573,2025/2026,1,,A011589
P017582,2025/2026,1,,A016126
P017589,2025/2026,1,school,A008863
P017596,2025/2026,1,school,A004161
P017608,2025/2026,1,school,A001265
P017612,2025/2026,1,university,A012372
P017619,2025/2026,1,vocational_school,A003445
P017628,2025/2026,1,university,A003442
P017634,2025/2026,1,school,A013745
P017639,2025/2026,1,university,A011713
P017641,2025/2026,1,school,A007427
P017648,2025/2026,1,university,A004489
P017659,2025/2026,1,school,A016345
P017666,2025/2026,1,vocational_school,A004725
P017676,2025/2026,1,vocational_school,A001970
P017692,2025/2026,1,school,A010110
P017694,2025/2026,1,school,A010110
P017699,2025/2026,1,school,A008930
P017707,2025/2026,1,school,A001636
P017708,2025/2026,1,school,A001636
P017713,2025/2026,1,school,A010707
P017718,2025/2026,1,school,A004758
P017726,2025/2026,1,university,A016338
P017730,2025/2026,1,university,A013446
P017732,2025/2026,1,school,A013338
P017733,2025/2026,1,school,A002244
P017734,2025/2026,1,university,A003092
P017736,2025/2026,1,school,A009448
P017740,2025/2026,1,school,A007134
P017744,2025/2026,1,,A014697
P017753,2025/2026,1,school,A015260
P017755,2025/2026,1,school,A001784
P017762,2025/2026,1,school,A007508
P017764,2025/2026,1,school,A014892
P017767,2025/2026,1,university,A003424
P017773,2025/2026,1,school,A016915
P017777,2025/2026,1,school,A014903
P017785,2025/2026,1,school,A003104
P017791,2025/2026,1,university,A011139
P017792,2025/2026,1,university,A011139
P017800,2025/2026,1,university,A006807
P017804,2025/2026,1,school,A015647
P017808,2025/2026,1,university,A000785
P017814,2025/2026,1,school,A014530
P017817,2025/2026,1,school,A014530
P017819,2025/2026,1,school,A014267
P017831,2025/2026,1,school,A010551
P017838,2025/2026,1,school,A004907
P017842,2025/2026,1,university,A015000
P017843,2025/2026,1,school,A015000
P017847,2025/2026,1,vocational_school,A008535
P017848,2025/2026,1,school,
P017854,2025/2026,1,school,A007645
P017861,2025/2026,1,university,A002043
P017867,2025/2026,1,university,A000176
P017869,2025/2026,1,school,A009747
P017875,2025/2026,1,vocational_school,A006320
P017876,2025/2026,1,university,A006320
P017878,2025/2026,1,university,A006320
P017888,2025/2026,1,school,A004813
P017898,2025/2026,1,vocational_school,A004689
P017906,2025/2026,1,school,A001868
P017915,2025/2026,1,school,A013474
P017916,2025/2026,1,school,A003401
P017918,2025/2026,1,school,A002841
P017922,2025/2026,1,school,A002664
P017928,2025/2026,1,vocational_school,A004994
P017931,2025/2026,1,school,A011568
P017947,2025/2026,1,school,A002743
P017950,2025/2026,1,school,A008556
P017952,2025/2026,1,school,A015412
P017953,2025/2026,1,school,A015412
P017957,2025/2026,1,vocational_school,A003762
P017961,2025/2026,1,school,A012408
P017966,2025/2026,1,university,A011752
P017979,2025/2026,1,school,A013935
P017980,2025/2026,1,vocational_school,A013935
P017982,2025/2026,1,school,A003748
P017984,2025/2026,1,,A011298
P017987,2025/2026,1,,A003848
P017990,2025/2026,1,school,A017987
P017993,2025/2026,1,school,A001069
P018005,2025/2026,1,university,A005324
P018006,2025/2026,1,school,A015407
P018009,2025/2026,1,university,A008392
P018010,2025/2026,1,school,A008392
P018031,2025/2026,1,school,A011010
P018039,2025/2026,1,school,A006180
P018043,2025/2026,1,vocational_school,
P018060,2025/2026,1,school,A012935
P018068,2025/2026,1,school,A003624
P018075,2025/2026,1,university,
P018082,2025/2026,1,vocational_school,A012300
P018089,2025/2026,1,school,A007278
P018091,2025/2026,1,university,A013916
P018095,2025/2026,1,university,A004488
P018097,2025/2026,1,school,A013896
P018103,2025/2026,1,school,A017861
P018104,2025/2026,1,school,A010727
P018110,2025/2026,1,school,A010334
P018112,2025/2026,1,school,A010334
P018119,2025/2026,1,school,A005780
P018122,2025/2026,1,vocational_school,A002509
P018124,2025/2026,1,school,A002469
P018127,2025/2026,1,school,A004731
P018128,2025/2026,1,school,A004731
P018138,2025/2026,1,school,A008737
P018144,2025/2026,1,school,A000003
P018145,2025/2026,1,,A000003
P018162,2025/2026,1,university,A013589
P018165,2025/2026,1,school,A015359
P018171,2025/2026,1,vocational_school,A007320
P018172,2025/2026,1,university,A000070
P018174,2025/2026,1,school,A013039
P018177,2025/2026,1,vocational_school,A008800
P018179,2025/2026,1,school,A000773
P018180,2025/2026,1,vocational_school,A014246
P018188,2025/2026,1,school,A000458
P018192,2025/2026,1,school,A013184
P018207,2025/2026,1,university,A001418
P018208,2025/2026,1,university,A001418
P018214,2025/2026,1,school,A003144
P018215,2025/2026,1,school,A003144
P018227,2025/2026,1,school,A000239
P018228,2025/2026,1,school,A000239
P018257,2025/2026,1,university,A009234
P018273,2025/2026,1,school,A010302
P018276,2025/2026,1,university,A016953
P018278,2025/2026,1,school,A016953
P018281,2025/2026,1,school,A005063
P018293,2025/2026,1,school,
P018297,2025/2026,1,school,A008001
P018298,2025/2026,1,school,A003998
P018299,2025/2026,1,school,A011016
P018310,2025/2026,1,vocational_school,A007868
P018325,2025/2026,1,university,A010279
P018339,2025/2026,1,vocational_school,A002812
P018352,2025/2026,1,vocational_school,A016592
P018354,2025/2026,1,vocational_school,A009666
P018358,2025/2026,1,school,
P018362,2025/2026,1,vocational_school,A000661
P018364,2025/2026,1,school,A002242
P018366,2025/2026,1,school,A013183
P018367,2025/2026,1,school,A002146
P018369,2025/2026,1,university,A013929
P018375,2025/2026,1,school,A012718
P018383,2025/2026,1,school,A010998
P018385,2025/2026,1,university,A008418
P018390,2025/2026,1,vocational_school,A010879
P018396,2025/2026,1,school,A000584
P018397,2025/2026,1,school,A004408
P018401,2025/2026,1,school,A007663
P018402,2025/2026,1,university,A007663
P018409,2025/2026,1,school,A015062
P018410,2025/2026,1,vocational_school,A015892
P018412,2025/2026,1,university,A003014
P018418,2025/2026,1,school,A009743
P018439,2025/2026,1,university,A006371
P018442,2025/2026,1,vocational_school,
P018453,2025/2026,1,school,A016355
P018460,2025/2026,1,university,A003229
P018461,2025/2026,1,,A014247
P018483,2025/2026,1,school,A010389
P018488,2025/2026,1,,A009446
P018492,2025/2026,1,school,A006132
P018495,2025/2026,1,school,A001241
P018508,2025/2026,1,school,A001311
P018509,2025/2026,1,school,A002194
P018520,2025/2026,1,,A009458
P018521,2025/2026,1,university,A005245
P018523,2025/2026,1,school,A005245
P018526,2025/2026,1,school,A000857
