person_id,school_year,enrolment_flag,institution_type,contact_address_id,population_age,in_population_register,flag_age_check_unavailable,flag_missing_institution_type,flag_invalid_institution_type,flag_implausible_enrolment_age
P004774,2025/2026,1,school,A008706,16,TRUE,FALSE,FALSE,FALSE,FALSE
P004779,2025/2026,1,school,A005805,6,TRUE,FALSE,FALSE,FALSE,FALSE
P004784,2025/2026,1,vocational_school,A014296,28,TRUE,FALSE,FALSE,FALSE,FALSE
P004786,2025/2026,1,school,A012105,9,TRUE,FALSE,FALSE,FALSE,FALSE
P004789,2025/2026,1,university,A015041,18,TRUE,FALSE,FALSE,FALSE,FALSE
P004793,2025/2026,1,school,A010386,12,TRUE,FALSE,FALSE,FALSE,FALSE
P004794,2025/2026,1,school,A015643,16,TRUE,FALSE,FALSE,FALSE,FALSE
P004795,2025/2026,1,school,A010524,7,TRUE,FALSE,FALSE,FALSE,FALSE
P004801,2025/2026,1,school,A005595,16,TRUE,FALSE,FALSE,FALSE,FALSE
P004802,2025/2026,1,school,A000904,13,TRUE,FALSE,FALSE,FALSE,FALSE
P004808,2025/2026,1,school,A008234,6,TRUE,FALSE,FALSE,FALSE,FALSE
P004818,2025/2026,1,school,A013284,8,TRUE,FALSE,FALSE,FALSE,FALSE
P004832,2025/2026,1,university,A000493,21,TRUE,FALSE,FALSE,FALSE,FALSE
P004834,2025/2026,1,school,NA,13,TRUE,FALSE,FALSE,FALSE,FALSE
P004849,2025/2026,1,vocational_school,A003909,14,TRUE,FALSE,FALSE,FALSE,FALSE
P004861,2025/2026,1,school,A003272,10,TRUE,FALSE,FALSE,FALSE,FALSE
P004862,2025/2026,1,university,A001520,20,TRUE,FALSE,FALSE,FALSE,FALSE
P004871,2025/2026,1,school,A003953,17,TRUE,FALSE,FALSE,FALSE,FALSE
P004888,2025/2026,1,school,A005750,15,TRUE,FALSE,FALSE,FALSE,FALSE
P004893,2025/2026,1,school,A013451,17,TRUE,FALSE,FALSE,FALSE,FALSE
P004898,2025/2026,1,NA,A011289,62,TRUE,FALSE,TRUE,FALSE,TRUE
P004900,2025/2026,1,school,A011563,15,TRUE,FALSE,FALSE,FALSE,FALSE
P004926,2025/2026,1,school,A014821,7,TRUE,FALSE,FALSE,FALSE,FALSE
P004927,2025/2026,1,vocational_school,A014821,20,TRUE,FALSE,FALSE,FALSE,FALSE
P004929,2025/2026,1,school,A014821,14,TRUE,FALSE,FALSE,FALSE,FALSE
P004938,2025/2026,1,school,A003644,7,TRUE,FALSE,FALSE,FALSE,FALSE
P004942,2025/2026,1,school,A003426,12,TRUE,FALSE,FALSE,FALSE,FALSE
P004949,2025/2026,1,university,A017765,24,TRUE,FALSE,FALSE,FALSE,FALSE
P004953,2025/2026,1,vocational_school,A008175,29,TRUE,FALSE,FALSE,FALSE,FALSE
P004959,2025/2026,1,school,A015263,8,TRUE,FALSE,FALSE,FALSE,FALSE
P004960,2025/2026,1,vocational_school,A015263,23,TRUE,FALSE,FALSE,FALSE,FALSE
P004962,2025/2026,1,NA,A001236,79,TRUE,FALSE,TRUE,FALSE,TRUE
P004963,2025/2026,1,school,A012311,17,TRUE,FALSE,FALSE,FALSE,FALSE
P004968,2025/2026,1,university,A012327,21,TRUE,FALSE,FALSE,FALSE,FALSE
P004969,2025/2026,1,school,A008306,9,TRUE,FALSE,FALSE,FALSE,FALSE
P004985,2025/2026,1,vocational_school,A008037,22,TRUE,FALSE,FALSE,FALSE,FALSE
P004991,2025/2026,1,school,A016870,8,TRUE,FALSE,FALSE,FALSE,FALSE
P004995,2025/2026,1,school,A011270,NA,FALSE,TRUE,FALSE,FALSE,FALSE
P005000,2025/2026,1,vocational_school,A012312,19,TRUE,FALSE,FALSE,FALSE,FALSE
P005006,2025/2026,1,school,A017952,14,TRUE,FALSE,FALSE,FALSE,FALSE
P005016,2025/2026,1,school,A015130,13,TRUE,FALSE,FALSE,FALSE,FALSE
P005019,2025/2026,1,school,A007659,8,TRUE,FALSE,FALSE,FALSE,FALSE
P005024,2025/2026,1,vocational_school,A006099,8,TRUE,FALSE,FALSE,FALSE,FALSE
P005026,2025/2026,1,school,NA,11,TRUE,FALSE,FALSE,FALSE,FALSE
P005030,2025/2026,1,school,A003135,16,TRUE,FALSE,FALSE,FALSE,FALSE
P005039,2025/2026,1,school,A011878,9,TRUE,FALSE,FALSE,FALSE,FALSE
P005047,2025/2026,1,NA,A008416,76,TRUE,FALSE,TRUE,FALSE,TRUE
P005054,2025/2026,1,school,A010861,17,TRUE,FALSE,FALSE,FALSE,FALSE
P005055,2025/2026,1,school,A010861,16,TRUE,FALSE,FALSE,FALSE,FALSE
P005065,2025/2026,1,NA,A009521,58,TRUE,FALSE,TRUE,FALSE,TRUE
P005066,2025/2026,1,university,A000897,21,TRUE,FALSE,FALSE,FALSE,FALSE
P005078,2025/2026,1,school,A009000,10,TRUE,FALSE,FALSE,FALSE,FALSE
P005079,2025/2026,1,university,A013162,21,TRUE,FALSE,FALSE,FALSE,FALSE
P005086,2025/2026,1,school,A005187,7,TRUE,FALSE,FALSE,FALSE,FALSE
P005092,2025/2026,1,university,A004161,20,TRUE,FALSE,FALSE,FALSE,FALSE
P005099,2025/2026,1,vocational_school,A004179,11,TRUE,FALSE,FALSE,FALSE,FALSE
P005105,2025/2026,1,vocational_school,A001117,17,TRUE,FALSE,FALSE,FALSE,FALSE
P005113,2025/2026,1,university,A010717,18,TRUE,FALSE,FALSE,FALSE,FALSE
P005117,2025/2026,1,school,A000279,7,TRUE,FALSE,FALSE,FALSE,FALSE
P005119,2025/2026,1,vocational_school,A001152,11,TRUE,FALSE,FALSE,FALSE,FALSE
P005123,2025/2026,1,school,A016611,6,TRUE,FALSE,FALSE,FALSE,FALSE
P005128,2025/2026,1,school,A017141,11,TRUE,FALSE,FALSE,FALSE,FALSE
P005145,2025/2026,1,school,A014799,8,TRUE,FALSE,FALSE,FALSE,FALSE
P005147,2025/2026,1,school,A014799,10,TRUE,FALSE,FALSE,FALSE,FALSE
P005148,2025/2026,1,school,A014799,15,TRUE,FALSE,FALSE,FALSE,FALSE
P005150,2025/2026,1,school,A016885,16,TRUE,FALSE,FALSE,FALSE,FALSE
P005161,2025/2026,1,school,A004586,16,TRUE,FALSE,FALSE,FALSE,FALSE
P005165,2025/2026,1,school,A001349,6,TRUE,FALSE,FALSE,FALSE,FALSE
P005167,2025/2026,1,school,A007284,8,TRUE,FALSE,FALSE,FALSE,FALSE
P005168,2025/2026,1,university,A007284,30,TRUE,FALSE,FALSE,FALSE,FALSE
P005176,2025/2026,1,school,A004616,11,TRUE,FALSE,FALSE,FALSE,FALSE
P005177,2025/2026,1,school,A016507,6,TRUE,FALSE,FALSE,FALSE,FALSE
P005184,2025/2026,1,school,A014523,17,TRUE,FALSE,FALSE,FALSE,FALSE
P005191,2025/2026,1,school,A005023,8,TRUE,FALSE,FALSE,FALSE,FALSE
P005202,2025/2026,1,university,A014792,29,TRUE,FALSE,FALSE,FALSE,FALSE
P005208,2025/2026,1,vocational_school,A002513,24,TRUE,FALSE,FALSE,FALSE,FALSE
P005209,2025/2026,1,vocational_school,A002513,24,TRUE,FALSE,FALSE,FALSE,FALSE
P005213,2025/2026,1,school,A015442,14,TRUE,FALSE,FALSE,FALSE,FALSE
P005215,2025/2026,1,school,A003070,7,TRUE,FALSE,FALSE,FALSE,FALSE
P005226,2025/2026,1,school,A013716,16,TRUE,FALSE,FALSE,FALSE,FALSE
P005228,2025/2026,1,school,A001130,10,TRUE,FALSE,FALSE,FALSE,FALSE
P005231,2025/2026,1,school,A001130,17,TRUE,FALSE,FALSE,FALSE,FALSE
P005232,2025/2026,1,vocational_school,A001130,20,TRUE,FALSE,FALSE,FALSE,FALSE
P005233,2025/2026,1,school,A003381,8,TRUE,FALSE,FALSE,FALSE,FALSE
P005240,2025/2026,1,school,A005773,14,TRUE,FALSE,FALSE,FALSE,FALSE
P005243,2025/2026,1,university,A003043,20,TRUE,FALSE,FALSE,FALSE,FALSE
P005246,2025/2026,1,vocational_school,A000317,14,TRUE,FALSE,FALSE,FALSE,FALSE
P005247,2025/2026,1,university,A001646,19,TRUE,FALSE,FALSE,FALSE,FALSE
P005270,2025/2026,1,vocational_school,A003179,24,TRUE,FALSE,FALSE,FALSE,FALSE
P005276,2025/2026,1,university,A000473,18,TRUE,FALSE,FALSE,FALSE,FALSE
P005285,2025/2026,1,university,A007822,19,TRUE,FALSE,FALSE,FALSE,FALSE
P005288,2025/2026,1,vocational_school,A006783,21,TRUE,FALSE,FALSE,FALSE,FALSE
P005290,2025/2026,1,school,A006783,15,TRUE,FALSE,FALSE,FALSE,FALSE
P005293,2025/2026,1,university,A017726,27,TRUE,FALSE,FALSE,FALSE,FALSE
P005298,2025/2026,1,school,A006802,9,TRUE,FALSE,FALSE,FALSE,FALSE
P005302,2025/2026,1,school,A016601,12,TRUE,FALSE,FALSE,FALSE,FALSE
P005307,2025/2026,1,school,A005708,16,TRUE,FALSE,FALSE,FALSE,FALSE
P005308,2025/2026,1,school,A012847,10,TRUE,FALSE,FALSE,FALSE,FALSE
P005311,2025/2026,1,vocational_school,A000050,21,TRUE,FALSE,FALSE,FALSE,FALSE
P005313,2025/2026,1,vocational_school,A016646,18,TRUE,FALSE,FALSE,FALSE,FALSE
P005318,2025/2026,1,school,A004975,14,TRUE,FALSE,FALSE,FALSE,FALSE
P005326,2025/2026,1,school,A000435,9,TRUE,FALSE,FALSE,FALSE,FALSE
P005335,2025/2026,1,school,A011109,12,TRUE,FALSE,FALSE,FALSE,FALSE
P005336,2025/2026,1,university,A014968,24,TRUE,FALSE,FALSE,FALSE,FALSE
P005342,2025/2026,1,school,A013881,10,TRUE,FALSE,FALSE,FALSE,FALSE
P005355,2025/2026,1,school,A008343,16,TRUE,FALSE,FALSE,FALSE,FALSE
P005360,2025/2026,1,school,A006012,15,TRUE,FALSE,FALSE,FALSE,FALSE
P005363,2025/2026,1,school,A015408,14,TRUE,FALSE,FALSE,FALSE,FALSE
P005371,2025/2026,1,school,A003244,15,TRUE,FALSE,FALSE,FALSE,FALSE
P005375,2025/2026,1,school,A013765,13,TRUE,FALSE,FALSE,FALSE,FALSE
P005380,2025/2026,1,school,A009783,6,TRUE,FALSE,FALSE,FALSE,FALSE
P005384,2025/2026,1,university,A014213,18,TRUE,FALSE,FALSE,FALSE,FALSE
P005386,2025/2026,1,school,A000986,6,TRUE,FALSE,FALSE,FALSE,FALSE
P005387,2025/2026,1,vocational_school,A000986,7,TRUE,FALSE,FALSE,FALSE,FALSE
P005395,2025/2026,1,vocational_school,A000016,24,TRUE,FALSE,FALSE,FALSE,FALSE
P005401,2025/2026,1,university,A003907,18,TRUE,FALSE,FALSE,FALSE,FALSE
P005406,2025/2026,1,university,A012672,28,TRUE,FALSE,FALSE,FALSE,FALSE
P005415,2025/2026,1,school,A002999,16,TRUE,FALSE,FALSE,FALSE,FALSE
P005429,2025/2026,1,school,A003505,16,TRUE,FALSE,FALSE,FALSE,FALSE
P005436,2025/2026,1,school,A016806,9,TRUE,FALSE,FALSE,FALSE,FALSE
P005437,2025/2026,1,school,A001552,9,TRUE,FALSE,FALSE,FALSE,FALSE
P005446,2025/2026,1,university,A006913,25,TRUE,FALSE,FALSE,FALSE,FALSE
P005449,2025/2026,1,university,A013519,20,TRUE,FALSE,FALSE,FALSE,FALSE
P005453,2025/2026,1,vocational_school,A005125,15,TRUE,FALSE,FALSE,FALSE,FALSE
P005454,2025/2026,1,school,A012717,10,TRUE,FALSE,FALSE,FALSE,FALSE
P005455,2025/2026,1,school,A012717,15,TRUE,FALSE,FALSE,FALSE,FALSE
P005465,2025/2026,1,vocational_school,A015031,11,TRUE,FALSE,FALSE,FALSE,FALSE
P005471,2025/2026,1,school,A012250,15,TRUE,FALSE,FALSE,FALSE,FALSE
P005477,2025/2026,1,school,A015825,11,TRUE,FALSE,FALSE,FALSE,FALSE
P005479,2025/2026,1,vocational_school,A015825,17,TRUE,FALSE,FALSE,FALSE,FALSE
P005484,2025/2026,1,vocational_school,A000161,22,TRUE,FALSE,FALSE,FALSE,FALSE
P005486,2025/2026,1,vocational_school,A000161,24,TRUE,FALSE,FALSE,FALSE,FALSE
P005495,2025/2026,1,university,A000059,18,TRUE,FALSE,FALSE,FALSE,FALSE
P005499,2025/2026,1,vocational_school,A003274,7,TRUE,FALSE,FALSE,FALSE,FALSE
P005500,2025/2026,1,vocational_school,A014609,17,TRUE,FALSE,FALSE,FALSE,FALSE
P005508,2025/2026,1,school,A000991,9,TRUE,FALSE,FALSE,FALSE,FALSE
P005511,2025/2026,1,school,A004412,17,TRUE,FALSE,FALSE,FALSE,FALSE
P005516,2025/2026,1,school,A011231,16,TRUE,FALSE,FALSE,FALSE,FALSE
P005520,2025/2026,1,university,A000263,23,TRUE,FALSE,FALSE,FALSE,FALSE
P005531,2025/2026,1,school,A001386,15,TRUE,FALSE,FALSE,FALSE,FALSE
P005535,2025/2026,1,school,A000633,8,TRUE,FALSE,FALSE,FALSE,FALSE
P005537,2025/2026,1,school,A000560,12,TRUE,FALSE,FALSE,FALSE,FALSE
P005541,2025/2026,1,NA,A010279,1,TRUE,FALSE,TRUE,FALSE,FALSE
P005542,2025/2026,1,school,A008375,15,TRUE,FALSE,FALSE,FALSE,FALSE
P005543,2025/2026,1,university,NA,24,TRUE,FALSE,FALSE,FALSE,FALSE
P005544,2025/2026,1,school,A014561,12,TRUE,FALSE,FALSE,FALSE,FALSE
P005546,2025/2026,1,school,A012677,15,TRUE,FALSE,FALSE,FALSE,FALSE
P005560,2025/2026,1,school,A014962,7,TRUE,FALSE,FALSE,FALSE,FALSE
P005576,2025/2026,1,school,A005472,13,TRUE,FALSE,FALSE,FALSE,FALSE
P005577,2025/2026,1,university,A005411,24,TRUE,FALSE,FALSE,FALSE,FALSE
P005578,2025/2026,1,vocational_school,A007639,7,TRUE,FALSE,FALSE,FALSE,FALSE
P005585,2025/2026,1,school,A006016,12,TRUE,FALSE,FALSE,FALSE,FALSE
P005607,2025/2026,1,university,A003661,18,TRUE,FALSE,FALSE,FALSE,FALSE
P005608,2025/2026,1,school,A013992,17,TRUE,FALSE,FALSE,FALSE,FALSE
P005609,2025/2026,1,school,A013992,17,TRUE,FALSE,FALSE,FALSE,FALSE
P005615,2025/2026,1,school,A017858,14,TRUE,FALSE,FALSE,FALSE,FALSE
P005618,2025/2026,1,vocational_school,A014299,23,TRUE,FALSE,FALSE,FALSE,FALSE
P005623,2025/2026,1,university,A004423,29,TRUE,FALSE,FALSE,FALSE,FALSE
P005630,2025/2026,1,university,A006928,22,TRUE,FALSE,FALSE,FALSE,FALSE
P005634,2025/2026,1,school,A009056,6,TRUE,FALSE,FALSE,FALSE,FALSE
P005635,2025/2026,1,vocational_school,A002531,7,TRUE,FALSE,FALSE,FALSE,FALSE
P005639,2025/2026,1,school,A002531,11,TRUE,FALSE,FALSE,FALSE,FALSE
P005655,2025/2026,1,school,A012660,13,TRUE,FALSE,FALSE,FALSE,FALSE
P005665,2025/2026,1,school,A008721,12,TRUE,FALSE,FALSE,FALSE,FALSE
P005669,2025/2026,1,university,A000360,18,TRUE,FALSE,FALSE,FALSE,FALSE
P005676,2025/2026,1,school,A009496,8,TRUE,FALSE,FALSE,FALSE,FALSE
P005685,2025/2026,1,school,A003159,15,TRUE,FALSE,FALSE,FALSE,FALSE
P005695,2025/2026,1,NA,A014907,31,TRUE,FALSE,TRUE,FALSE,FALSE
P005697,2025/2026,1,school,A015362,8,TRUE,FALSE,FALSE,FALSE,FALSE
P005703,2025/2026,1,school,A005651,12,TRUE,FALSE,FALSE,FALSE,FALSE
P005719,2025/2026,1,university,A007104,19,TRUE,FALSE,FALSE,FALSE,FALSE
P005734,2025/2026,1,university,A014744,21,TRUE,FALSE,FALSE,FALSE,FALSE
P005736,2025/2026,1,school,A016260,8,TRUE,FALSE,FALSE,FALSE,FALSE
P005741,2025/2026,1,university,A000278,19,TRUE,FALSE,FALSE,FALSE,FALSE
P005752,2025/2026,1,school,A001784,8,TRUE,FALSE,FALSE,FALSE,FALSE
P005757,2025/2026,1,school,A001295,12,TRUE,FALSE,FALSE,FALSE,FALSE
P005758,2025/2026,1,school,A006084,10,TRUE,FALSE,FALSE,FALSE,FALSE
P005764,2025/2026,1,vocational_school,A010997,19,TRUE,FALSE,FALSE,FALSE,FALSE
P005766,2025/2026,1,school,A010997,6,TRUE,FALSE,FALSE,FALSE,FALSE
P005767,2025/2026,1,university,A010886,23,TRUE,FALSE,FALSE,FALSE,FALSE
P005769,2025/2026,1,school,A000403,12,TRUE,FALSE,FALSE,FALSE,FALSE
P005773,2025/2026,1,school,A000126,6,TRUE,FALSE,FALSE,FALSE,FALSE
P005782,2025/2026,1,school,A001898,6,TRUE,FALSE,FALSE,FALSE,FALSE
P005784,2025/2026,1,vocational_school,A011899,14,TRUE,FALSE,FALSE,FALSE,FALSE
P005789,2025/2026,1,school,NA,13,TRUE,FALSE,FALSE,FALSE,FALSE
P005790,2025/2026,1,school,A007918,8,TRUE,FALSE,FALSE,FALSE,FALSE
P005793,2025/2026,1,school,A004334,9,TRUE,FALSE,FALSE,FALSE,FALSE
P005795,2025/2026,1,school,A003561,11,TRUE,FALSE,FALSE,FALSE,FALSE
P005803,2025/2026,1,school,A013445,7,TRUE,FALSE,FALSE,FALSE,FALSE
P005818,2025/2026,1,school,A001568,10,TRUE,FALSE,FALSE,FALSE,FALSE
P005821,2025/2026,1,school,A014840,11,TRUE,FALSE,FALSE,FALSE,FALSE
P005833,2025/2026,1,vocational_school,A002542,16,TRUE,FALSE,FALSE,FALSE,FALSE
P005841,2025/2026,1,school,A015672,7,TRUE,FALSE,FALSE,FALSE,FALSE
P005851,2025/2026,1,school,A010270,7,TRUE,FALSE,FALSE,FALSE,FALSE
P005864,2025/2026,1,NA,A012055,3,TRUE,FALSE,TRUE,FALSE,FALSE
P005867,2025/2026,1,school,A009651,13,TRUE,FALSE,FALSE,FALSE,FALSE
P005879,2025/2026,1,school,A002975,12,TRUE,FALSE,FALSE,FALSE,FALSE
P005881,2025/2026,1,university,A003019,21,TRUE,FALSE,FALSE,FALSE,FALSE
P005887,2025/2026,1,vocational_school,A010228,24,TRUE,FALSE,FALSE,FALSE,FALSE
P005896,2025/2026,1,school,A004400,9,TRUE,FALSE,FALSE,FALSE,FALSE
P005901,2025/2026,1,school,A015504,8,TRUE,FALSE,FALSE,FALSE,FALSE
P005902,2025/2026,1,vocational_school,A015504,24,TRUE,FALSE,FALSE,FALSE,FALSE
P005905,2025/2026,1,school,A016500,15,TRUE,FALSE,FALSE,FALSE,FALSE
P005907,2025/2026,1,school,A002353,13,TRUE,FALSE,FALSE,FALSE,FALSE
P005915,2025/2026,1,school,A014891,8,TRUE,FALSE,FALSE,FALSE,FALSE
P005920,2025/2026,1,university,A006551,20,TRUE,FALSE,FALSE,FALSE,FALSE
P005922,2025/2026,1,vocational_school,A006551,18,TRUE,FALSE,FALSE,FALSE,FALSE
P005940,2025/2026,1,school,A009196,14,TRUE,FALSE,FALSE,FALSE,FALSE
P005946,2025/2026,1,school,A001214,13,TRUE,FALSE,FALSE,FALSE,FALSE
P005951,2025/2026,1,university,A000945,21,TRUE,FALSE,FALSE,FALSE,FALSE
P005956,2025/2026,1,school,A016867,14,TRUE,FALSE,FALSE,FALSE,FALSE
P005958,2025/2026,1,vocational_school,A013478,20,TRUE,FALSE,FALSE,FALSE,FALSE
P005977,2025/2026,1,school,A017998,8,TRUE,FALSE,FALSE,FALSE,FALSE
P005979,2025/2026,1,vocational_school,A017422,15,TRUE,FALSE,FALSE,FALSE,FALSE
P005980,2025/2026,1,school,A002267,12,TRUE,FALSE,FALSE,FALSE,FALSE
P005995,2025/2026,1,vocational_school,A015990,21,TRUE,FALSE,FALSE,FALSE,FALSE
P005996,2025/2026,1,school,A005065,11,TRUE,FALSE,FALSE,FALSE,FALSE
P006002,2025/2026,1,vocational_school,A002260,18,TRUE,FALSE,FALSE,FALSE,FALSE
P006012,2025/2026,1,school,A012070,14,TRUE,FALSE,FALSE,FALSE,FALSE
P006015,2025/2026,1,NA,A003854,31,TRUE,FALSE,TRUE,FALSE,FALSE
P006032,2025/2026,1,school,A009832,10,TRUE,FALSE,FALSE,FALSE,FALSE
P006034,2025/2026,1,school,A011330,10,TRUE,FALSE,FALSE,FALSE,FALSE
P006037,2025/2026,1,school,A000008,9,TRUE,FALSE,FALSE,FALSE,FALSE
P006040,2025/2026,1,school,A003739,12,TRUE,FALSE,FALSE,FALSE,FALSE
P006041,2025/2026,1,school,A014393,12,TRUE,FALSE,FALSE,FALSE,FALSE
P006042,2025/2026,1,vocational_school,A014393,30,TRUE,FALSE,FALSE,FALSE,FALSE
P006044,2025/2026,1,university,A006272,20,TRUE,FALSE,FALSE,FALSE,FALSE
P006057,2025/2026,1,school,A012352,9,TRUE,FALSE,FALSE,FALSE,FALSE
P006060,2025/2026,1,university,A017184,23,TRUE,FALSE,FALSE,FALSE,FALSE
P006061,2025/2026,1,vocational_school,A015641,22,TRUE,FALSE,FALSE,FALSE,FALSE
P006063,2025/2026,1,vocational_school,A005193,20,TRUE,FALSE,FALSE,FALSE,FALSE
P006068,2025/2026,1,school,A008447,13,TRUE,FALSE,FALSE,FALSE,FALSE
P006074,2025/2026,1,school,A014899,12,TRUE,FALSE,FALSE,FALSE,FALSE
P006085,2025/2026,1,vocational_school,A013132,7,TRUE,FALSE,FALSE,FALSE,FALSE
P006088,2025/2026,1,school,A003979,16,TRUE,FALSE,FALSE,FALSE,FALSE
P006090,2025/2026,1,school,A008622,17,TRUE,FALSE,FALSE,FALSE,FALSE
P006091,2025/2026,1,school,A008622,11,TRUE,FALSE,FALSE,FALSE,FALSE
P006099,2025/2026,1,vocational_school,A005451,6,TRUE,FALSE,FALSE,FALSE,FALSE
P006100,2025/2026,1,school,A005451,11,TRUE,FALSE,FALSE,FALSE,FALSE
P006103,2025/2026,1,school,A004388,12,TRUE,FALSE,FALSE,FALSE,FALSE
P006105,2025/2026,1,university,A004388,26,TRUE,FALSE,FALSE,FALSE,FALSE
P006119,2025/2026,1,school,A004257,10,TRUE,FALSE,FALSE,FALSE,FALSE
P006123,2025/2026,1,vocational_school,A001977,15,TRUE,FALSE,FALSE,FALSE,FALSE
P006127,2025/2026,1,vocational_school,A004758,NA,FALSE,TRUE,FALSE,FALSE,FALSE
P006141,2025/2026,1,school,A002332,17,TRUE,FALSE,FALSE,FALSE,FALSE
P006146,2025/2026,1,school,A013418,11,TRUE,FALSE,FALSE,FALSE,FALSE
P006161,2025/2026,1,NA,A006079,NA,FALSE,TRUE,TRUE,FALSE,FALSE
P006167,2025/2026,1,school,A012927,16,TRUE,FALSE,FALSE,FALSE,FALSE
P006169,2025/2026,1,NA,A008243,41,TRUE,FALSE,TRUE,FALSE,TRUE
P006172,2025/2026,1,school,A008274,14,TRUE,FALSE,FALSE,FALSE,FALSE
P006175,2025/2026,1,school,A014619,8,TRUE,FALSE,FALSE,FALSE,FALSE
P006183,2025/2026,1,school,A015919,8,TRUE,FALSE,FALSE,FALSE,FALSE
P006185,2025/2026,1,school,A015919,7,TRUE,FALSE,FALSE,FALSE,FALSE
P006187,2025/2026,1,school,A000827,10,TRUE,FALSE,FALSE,FALSE,FALSE
P006192,2025/2026,1,school,A006351,6,TRUE,FALSE,FALSE,FALSE,FALSE
P006196,2025/2026,1,school,A013686,8,TRUE,FALSE,FALSE,FALSE,FALSE
P006197,2025/2026,1,school,A014631,16,TRUE,FALSE,FALSE,FALSE,FALSE
P006200,2025/2026,1,university,A003315,19,TRUE,FALSE,FALSE,FALSE,FALSE
P006204,2025/2026,1,school,A001184,12,TRUE,FALSE,FALSE,FALSE,FALSE
P006208,2025/2026,1,university,A007253,23,TRUE,FALSE,FALSE,FALSE,FALSE
P006210,2025/2026,1,school,A017633,11,TRUE,FALSE,FALSE,FALSE,FALSE
P006212,2025/2026,1,university,A012368,20,TRUE,FALSE,FALSE,FALSE,FALSE
P006218,2025/2026,1,vocational_school,A008512,20,TRUE,FALSE,FALSE,FALSE,FALSE
P006248,2025/2026,1,school,A005722,6,TRUE,FALSE,FALSE,FALSE,FALSE
P006249,2025/2026,1,university,A012105,24,TRUE,FALSE,FALSE,FALSE,FALSE
P006251,2025/2026,1,school,A012563,13,TRUE,FALSE,FALSE,FALSE,FALSE
P006259,2025/2026,1,school,A004622,15,TRUE,FALSE,FALSE,FALSE,FALSE
P006262,2025/2026,1,school,A011040,16,TRUE,FALSE,FALSE,FALSE,FALSE
P006271,2025/2026,1,school,A014547,6,TRUE,FALSE,FALSE,FALSE,FALSE
P006272,2025/2026,1,school,A014547,12,TRUE,FALSE,FALSE,FALSE,FALSE
P006273,2025/2026,1,university,NA,20,TRUE,FALSE,FALSE,FALSE,FALSE
P006280,2025/2026,1,school,A011216,14,TRUE,FALSE,FALSE,FALSE,FALSE
P006283,2025/2026,1,university,A011216,23,TRUE,FALSE,FALSE,FALSE,FALSE
P006284,2025/2026,1,school,A011216,13,TRUE,FALSE,FALSE,FALSE,FALSE
P006285,2025/2026,1,school,NA,8,TRUE,FALSE,FALSE,FALSE,FALSE
P006289,2025/2026,1,school,A017729,16,TRUE,FALSE,FALSE,FALSE,FALSE
P006293,2025/2026,1,school,A014785,17,TRUE,FALSE,FALSE,FALSE,FALSE
P006298,2025/2026,1,school,A008497,7,TRUE,FALSE,FALSE,FALSE,FALSE
P006322,2025/2026,1,school,A007628,8,TRUE,FALSE,FALSE,FALSE,FALSE
P006328,2025/2026,1,school,A005564,6,TRUE,FALSE,FALSE,FALSE,FALSE
P006332,2025/2026,1,school,A002546,NA,FALSE,TRUE,FALSE,FALSE,FALSE
P006346,2025/2026,1,university,NA,28,TRUE,FALSE,FALSE,FALSE,FALSE
P006351,2025/2026,1,school,A004159,17,TRUE,FALSE,FALSE,FALSE,FALSE
P006352,2025/2026,1,school,A004159,12,TRUE,FALSE,FALSE,FALSE,FALSE
P006353,2025/2026,1,school,NA,7,TRUE,FALSE,FALSE,FALSE,FALSE
P006355,2025/2026,1,school,A015520,9,TRUE,FALSE,FALSE,FALSE,FALSE
P006357,2025/2026,1,vocational_school,A010676,27,TRUE,FALSE,FALSE,FALSE,FALSE
P006361,2025/2026,1,school,A013631,11,TRUE,FALSE,FALSE,FALSE,FALSE
P006376,2025/2026,1,school,A011734,9,TRUE,FALSE,FALSE,FALSE,FALSE
P006386,2025/2026,1,school,A016482,9,TRUE,FALSE,FALSE,FALSE,FALSE
P006387,2025/2026,1,school,A008256,15,TRUE,FALSE,FALSE,FALSE,FALSE
P006390,2025/2026,1,school,A011160,13,TRUE,FALSE,FALSE,FALSE,FALSE
P006392,2025/2026,1,school,A014732,14,TRUE,FALSE,FALSE,FALSE,FALSE
P006397,2025/2026,1,school,A003093,NA,FALSE,TRUE,FALSE,FALSE,FALSE
P006404,2025/2026,1,school,A000550,12,TRUE,FALSE,FALSE,FALSE,FALSE
P006408,2025/2026,1,school,A002410,15,TRUE,FALSE,FALSE,FALSE,FALSE
P006423,2025/2026,1,university,A000529,23,TRUE,FALSE,FALSE,FALSE,FALSE
P006433,2025/2026,1,school,A001614,13,TRUE,FALSE,FALSE,FALSE,FALSE
P006434,2025/2026,1,school,A000562,12,TRUE,FALSE,FALSE,FALSE,FALSE
P006444,2025/2026,1,school,A001439,15,TRUE,FALSE,FALSE,FALSE,FALSE
P006449,2025/2026,1,school,A007063,14,TRUE,FALSE,FALSE,FALSE,FALSE
P006452,2025/2026,1,vocational_school,A012372,12,TRUE,FALSE,FALSE,FALSE,FALSE
P006459,2025/2026,1,school,A004046,11,TRUE,FALSE,FALSE,FALSE,FALSE
P006465,2025/2026,1,school,A010669,17,TRUE,FALSE,FALSE,FALSE,FALSE
