person_id,ref_date,employment_status,days_employed_last_12m,annual_employment_income,contact_address_id,flag_invalid_employment_status,flag_negative_income,flag_invalid_days_employed,population_age,in_population_register,flag_age_check_unavailable,flag_employed_under_15
P015828,2025-12-31,self_employed,340,46486.76,A005029,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE
P015829,2025-12-31,employed,NA,38426.75,A005029,FALSE,FALSE,FALSE,42,TRUE,FALSE,FALSE
P015832,2025-12-31,marginal,119,7283.6,A012462,FALSE,FALSE,FALSE,34,TRUE,FALSE,FALSE
P015833,2025-12-31,employed,262,38667.38,A012462,FALSE,FALSE,FALSE,57,TRUE,FALSE,FALSE
P015834,2025-12-31,marginal,189,2650.19,A009863,FALSE,FALSE,FALSE,51,TRUE,FALSE,FALSE
P015841,2025-12-31,employed,251,36614.31,A011633,FALSE,FALSE,FALSE,22,TRUE,FALSE,FALSE
P015842,2025-12-31,employed,350,14601.22,A011633,FALSE,FALSE,FALSE,34,TRUE,FALSE,FALSE
P015844,2025-12-31,no_record,0,0,A004722,FALSE,FALSE,FALSE,85,TRUE,FALSE,FALSE
P015848,2025-12-31,employed,293,30186.69,A002497,FALSE,FALSE,FALSE,29,TRUE,FALSE,FALSE
P015850,2025-12-31,no_record,0,0,A003840,FALSE,FALSE,FALSE,72,TRUE,FALSE,FALSE
P015855,2025-12-31,employed,365,30604.78,A014117,FALSE,FALSE,FALSE,20,TRUE,FALSE,FALSE
P015857,2025-12-31,employed,307,16964.96,A016526,FALSE,FALSE,FALSE,39,TRUE,FALSE,FALSE
P015858,2025-12-31,employed,235,26025.23,A016526,FALSE,FALSE,FALSE,30,TRUE,FALSE,FALSE
P015860,2025-12-31,marginal,166,3098.43,A016526,FALSE,FALSE,FALSE,41,TRUE,FALSE,FALSE
P015862,2025-12-31,employed,318,32472.58,A013187,FALSE,FALSE,FALSE,49,TRUE,FALSE,FALSE
P015864,2025-12-31,employed,290,31161.47,A013187,FALSE,FALSE,FALSE,26,TRUE,FALSE,FALSE
P015868,2025-12-31,employed,273,18786.32,A002965,FALSE,FALSE,FALSE,58,TRUE,FALSE,FALSE
P015870,2025-12-31,marginal,89,5646.24,NA,FALSE,FALSE,FALSE,52,TRUE,FALSE,FALSE
P015872,2025-12-31,employed,252,22959.13,A004465,FALSE,FALSE,FALSE,47,TRUE,FALSE,FALSE
P015873,2025-12-31,employed,285,20614.68,A007087,FALSE,FALSE,FALSE,48,TRUE,FALSE,FALSE
P015875,2025-12-31,employed,365,22302.22,A007087,FALSE,FALSE,FALSE,45,TRUE,FALSE,FALSE
P015878,2025-12-31,employed,351,32177.64,A015896,FALSE,FALSE,FALSE,26,TRUE,FALSE,FALSE
P015879,2025-12-31,employed,117,27167.77,A015896,FALSE,FALSE,FALSE,49,TRUE,FALSE,FALSE
P015881,2025-12-31,employed,235,17315.63,A001221,FALSE,FALSE,FALSE,38,TRUE,FALSE,FALSE
P015882,2025-12-31,employed,364,22475.39,A013215,FALSE,FALSE,FALSE,52,TRUE,FALSE,FALSE
P015883,2025-12-31,employed,337,13551.54,A008385,FALSE,FALSE,FALSE,47,TRUE,FALSE,FALSE
P015885,2025-12-31,employed,290,47896.17,A002900,FALSE,FALSE,FALSE,28,TRUE,FALSE,FALSE
P015886,2025-12-31,employed,249,25166.39,A002900,FALSE,FALSE,FALSE,36,TRUE,FALSE,FALSE
P015896,2025-12-31,employed,344,28229.3,A008838,FALSE,FALSE,FALSE,56,TRUE,FALSE,FALSE
P015897,2025-12-31,marginal,112,4179.62,A008838,FALSE,FALSE,FALSE,41,TRUE,FALSE,FALSE
P015898,2025-12-31,no_record,0,0,A008838,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE
P015900,2025-12-31,marginal,48,3733.16,A009778,FALSE,FALSE,FALSE,40,TRUE,FALSE,FALSE
P015901,2025-12-31,employed,312,27927.2,A009778,FALSE,FALSE,FALSE,38,TRUE,FALSE,FALSE
P015902,2025-12-31,self_employed,328,24270.24,A006696,FALSE,FALSE,FALSE,32,TRUE,FALSE,FALSE
P015908,2025-12-31,employed,335,47832.65,A016822,FALSE,FALSE,FALSE,24,TRUE,FALSE,FALSE
P015909,2025-12-31,employed,285,40817.29,A016822,FALSE,FALSE,FALSE,28,TRUE,FALSE,FALSE
P015910,2025-12-31,employed,338,18076.95,A002795,FALSE,FALSE,FALSE,28,TRUE,FALSE,FALSE
P015911,2025-12-31,marginal,82,2357.94,A002795,FALSE,FALSE,FALSE,30,TRUE,FALSE,FALSE
P015913,2025-12-31,marginal,172,4656.99,A002795,FALSE,FALSE,FALSE,38,TRUE,FALSE,FALSE
P015914,2025-12-31,employed,271,39425.11,A002795,FALSE,FALSE,FALSE,61,TRUE,FALSE,FALSE
P015915,2025-12-31,employed,285,44897.27,A002795,FALSE,FALSE,FALSE,51,TRUE,FALSE,FALSE
P015916,2025-12-31,employed,272,28797.22,A015259,FALSE,FALSE,FALSE,23,TRUE,FALSE,FALSE
P015917,2025-12-31,self_employed,265,34265.32,A015259,FALSE,FALSE,FALSE,63,TRUE,FALSE,FALSE
P015920,2025-12-31,employed,365,21216.22,A013421,FALSE,FALSE,FALSE,24,TRUE,FALSE,FALSE
P015924,2025-12-31,employed,261,21664.65,A013757,FALSE,FALSE,FALSE,32,TRUE,FALSE,FALSE
P015925,2025-12-31,self_employed,194,30342.89,A005548,FALSE,FALSE,FALSE,35,TRUE,FALSE,FALSE
P015926,2025-12-31,self_employed,255,13302.42,A005548,FALSE,FALSE,FALSE,35,TRUE,FALSE,FALSE
P015934,2025-12-31,marginal,104,5292.96,A011207,FALSE,FALSE,FALSE,33,TRUE,FALSE,FALSE
P015937,2025-12-31,employed,236,27081.83,A005569,FALSE,FALSE,FALSE,28,TRUE,FALSE,FALSE
P015938,2025-12-31,employed,248,38754.49,A005569,FALSE,FALSE,FALSE,25,TRUE,FALSE,FALSE
P015941,2025-12-31,employed,321,15667.97,A009328,FALSE,FALSE,FALSE,60,TRUE,FALSE,FALSE
P015942,2025-12-31,employed,265,22194.43,NA,FALSE,FALSE,FALSE,21,TRUE,FALSE,FALSE
P015943,2025-12-31,employed,269,57374.01,A000134,FALSE,FALSE,FALSE,61,TRUE,FALSE,FALSE
P015946,2025-12-31,employed,292,25377.36,A017801,FALSE,FALSE,FALSE,27,TRUE,FALSE,FALSE
P015947,2025-12-31,employed,243,20203.15,A017801,FALSE,FALSE,FALSE,52,TRUE,FALSE,FALSE
P015948,2025-12-31,employed,319,17812.21,A001613,FALSE,FALSE,FALSE,46,TRUE,FALSE,FALSE
P015951,2025-12-31,employed,353,34170.21,A012607,FALSE,FALSE,FALSE,32,TRUE,FALSE,FALSE
P015952,2025-12-31,employed,365,23241.76,A001210,FALSE,FALSE,FALSE,61,TRUE,FALSE,FALSE
P015954,2025-12-31,employed,354,40734.12,A001210,FALSE,FALSE,FALSE,50,TRUE,FALSE,FALSE
P015955,2025-12-31,employed,229,29328.04,A001210,FALSE,FALSE,FALSE,25,TRUE,FALSE,FALSE
P015956,2025-12-31,self_employed,202,69739.61,A001210,FALSE,FALSE,FALSE,22,TRUE,FALSE,FALSE
P015959,2025-12-31,employed,318,67413.47,A014269,FALSE,FALSE,FALSE,21,TRUE,FALSE,FALSE
P015960,2025-12-31,employed,326,21249.41,A014269,FALSE,FALSE,FALSE,38,TRUE,FALSE,FALSE
P015963,2025-12-31,no_record,0,0,A005264,FALSE,FALSE,FALSE,47,TRUE,FALSE,FALSE
P015964,2025-12-31,employed,273,33081.84,A010557,FALSE,FALSE,FALSE,61,TRUE,FALSE,FALSE
P015969,2025-12-31,employed,238,23769.7,A007929,FALSE,FALSE,FALSE,49,TRUE,FALSE,FALSE
P015971,2025-12-31,employed,264,13848.25,A012884,FALSE,FALSE,FALSE,28,TRUE,FALSE,FALSE
P015973,2025-12-31,employed,242,40753.31,A017691,FALSE,FALSE,FALSE,23,TRUE,FALSE,FALSE
P015974,2025-12-31,employed,243,30440.01,A017691,FALSE,FALSE,FALSE,64,TRUE,FALSE,FALSE
P015975,2025-12-31,self_employed,174,9314.58,A009575,FALSE,FALSE,FALSE,61,TRUE,FALSE,FALSE
P015976,2025-12-31,employed,365,43534.29,NA,FALSE,FALSE,FALSE,41,TRUE,FALSE,FALSE
P015978,2025-12-31,employed,340,18249.92,A013746,FALSE,FALSE,FALSE,34,TRUE,FALSE,FALSE
P015983,2025-12-31,employed,252,16089.87,A006952,FALSE,FALSE,FALSE,28,TRUE,FALSE,FALSE
P015988,2025-12-31,employed,253,17369.47,A014955,FALSE,FALSE,FALSE,47,TRUE,FALSE,FALSE
P015990,2025-12-31,employed,365,31787.06,A013848,FALSE,FALSE,FALSE,39,TRUE,FALSE,FALSE
P015991,2025-12-31,employed,233,37034.65,A013848,FALSE,FALSE,FALSE,59,TRUE,FALSE,FALSE
P015992,2025-12-31,employed,345,53561.77,A013848,FALSE,FALSE,FALSE,25,TRUE,FALSE,FALSE
P015995,2025-12-31,employed,365,34456.51,A014302,FALSE,FALSE,FALSE,34,TRUE,FALSE,FALSE
P015996,2025-12-31,employed,270,18347.43,A009634,FALSE,FALSE,FALSE,60,TRUE,FALSE,FALSE
P015998,2025-12-31,employed,346,14389.61,A009634,FALSE,FALSE,FALSE,20,TRUE,FALSE,FALSE
P016000,2025-12-31,employed,365,23247.35,A004388,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE
P016002,2025-12-31,self_employed,196,24667.52,A015332,FALSE,FALSE,FALSE,21,TRUE,FALSE,FALSE
P016003,2025-12-31,employed,233,22586.4,A000170,FALSE,FALSE,FALSE,44,TRUE,FALSE,FALSE
P016004,2025-12-31,employed,311,30774.78,A000170,FALSE,FALSE,FALSE,31,TRUE,FALSE,FALSE
P016011,2025-12-31,employed,206,25802.82,A013863,FALSE,FALSE,FALSE,39,TRUE,FALSE,FALSE
P016012,2025-12-31,employed,220,39952.25,A013863,FALSE,FALSE,FALSE,40,TRUE,FALSE,FALSE
P016016,2025-12-31,employed,259,33894.43,A002434,FALSE,FALSE,FALSE,53,TRUE,FALSE,FALSE
P016020,2025-12-31,employed,202,44681.3,A014292,FALSE,FALSE,FALSE,31,TRUE,FALSE,FALSE
P016022,2025-12-31,employed,NA,56163.06,A010635,FALSE,FALSE,FALSE,24,TRUE,FALSE,FALSE
P016023,2025-12-31,employed,312,15045.4,A009035,FALSE,FALSE,FALSE,38,TRUE,FALSE,FALSE
P016025,2025-12-31,employed,155,32161.13,A007450,FALSE,FALSE,FALSE,34,TRUE,FALSE,FALSE
P016026,2025-12-31,self_employed,137,23349.03,A016054,FALSE,FALSE,FALSE,63,TRUE,FALSE,FALSE
P016027,2025-12-31,employed,319,25561.56,A016054,FALSE,FALSE,FALSE,23,TRUE,FALSE,FALSE
P016029,2025-12-31,employed,236,26840.11,A016054,FALSE,FALSE,FALSE,58,TRUE,FALSE,FALSE
P016030,2025-12-31,employed,323,63339.48,A016054,FALSE,FALSE,FALSE,28,TRUE,FALSE,FALSE
P016033,2025-12-31,employed,330,20692.32,A011911,FALSE,FALSE,FALSE,45,TRUE,FALSE,FALSE
P016034,2025-12-31,employed,273,21830.39,A011911,FALSE,FALSE,FALSE,41,TRUE,FALSE,FALSE
P016036,2025-12-31,employed,301,21551.82,A006562,FALSE,FALSE,FALSE,48,TRUE,FALSE,FALSE
P016037,2025-12-31,employed,259,31299.62,A006562,FALSE,FALSE,FALSE,37,TRUE,FALSE,FALSE
P016039,2025-12-31,employed,323,29212.77,A000715,FALSE,FALSE,FALSE,26,TRUE,FALSE,FALSE
P016040,2025-12-31,employed,306,20502.94,A013723,FALSE,FALSE,FALSE,66,TRUE,FALSE,FALSE
P016041,2025-12-31,employed,295,24131.89,A013723,FALSE,FALSE,FALSE,64,TRUE,FALSE,FALSE
P016042,2025-12-31,self_employed,NA,23157,A005649,FALSE,FALSE,FALSE,56,TRUE,FALSE,FALSE
P016044,2025-12-31,employed,304,21042.38,A010160,FALSE,FALSE,FALSE,39,TRUE,FALSE,FALSE
P016046,2025-12-31,employed,300,52047.14,A008931,FALSE,FALSE,FALSE,38,TRUE,FALSE,FALSE
P016051,2025-12-31,employed,261,20411.93,A016339,FALSE,FALSE,FALSE,55,TRUE,FALSE,FALSE
P016054,2025-12-31,marginal,119,5287.39,NA,FALSE,FALSE,FALSE,36,TRUE,FALSE,FALSE
P016056,2025-12-31,no_record,0,0,A002483,FALSE,FALSE,FALSE,42,TRUE,FALSE,FALSE
P016057,2025-12-31,employed,350,46675.77,A015219,FALSE,FALSE,FALSE,34,TRUE,FALSE,FALSE
P016058,2025-12-31,employed,355,26572.37,A015219,FALSE,FALSE,FALSE,20,TRUE,FALSE,FALSE
P016059,2025-12-31,self_employed,111,22822.63,A004138,FALSE,FALSE,FALSE,64,TRUE,FALSE,FALSE
P016060,2025-12-31,marginal,121,3122.77,A004138,FALSE,FALSE,FALSE,27,TRUE,FALSE,FALSE
P016061,2025-12-31,employed,221,87480.4,A004265,FALSE,FALSE,FALSE,38,TRUE,FALSE,FALSE
P016066,2025-12-31,employed,365,21478.49,A013862,FALSE,FALSE,FALSE,39,TRUE,FALSE,FALSE
P016072,2025-12-31,employed,278,24847.01,A005941,FALSE,FALSE,FALSE,26,TRUE,FALSE,FALSE
P016073,2025-12-31,employed,200,25946.4,A009441,FALSE,FALSE,FALSE,48,TRUE,FALSE,FALSE
P016075,2025-12-31,employed,346,38193.48,A008729,FALSE,FALSE,FALSE,33,TRUE,FALSE,FALSE
P016076,2025-12-31,employed,147,18225.66,A010437,FALSE,FALSE,FALSE,28,TRUE,FALSE,FALSE
P016085,2025-12-31,self_employed,307,49541.66,A013072,FALSE,FALSE,FALSE,29,TRUE,FALSE,FALSE
P016088,2025-12-31,no_record,0,0,A015007,FALSE,FALSE,FALSE,81,TRUE,FALSE,FALSE
P016089,2025-12-31,self_employed,354,25467.91,A015007,FALSE,FALSE,FALSE,61,TRUE,FALSE,FALSE
P016090,2025-12-31,employed,NA,36044.33,A015004,FALSE,FALSE,FALSE,31,TRUE,FALSE,FALSE
P016094,2025-12-31,employed,249,15391.55,A002884,FALSE,FALSE,FALSE,29,TRUE,FALSE,FALSE
P016100,2025-12-31,marginal,210,4894.79,A016378,FALSE,FALSE,FALSE,30,TRUE,FALSE,FALSE
P016103,2025-12-31,employed,246,39742.72,A003541,FALSE,FALSE,FALSE,52,TRUE,FALSE,FALSE
P016105,2025-12-31,self_employed,269,14926.74,A017015,FALSE,FALSE,FALSE,24,TRUE,FALSE,FALSE
P016107,2025-12-31,employed,263,30434.6,A002019,FALSE,FALSE,FALSE,63,TRUE,FALSE,FALSE
P016110,2025-12-31,employed,365,25738.84,A015794,FALSE,FALSE,FALSE,45,TRUE,FALSE,FALSE
P016111,2025-12-31,employed,300,36738.01,A015794,FALSE,FALSE,FALSE,27,TRUE,FALSE,FALSE
P016113,2025-12-31,employed,363,45115.79,A005796,FALSE,FALSE,FALSE,36,TRUE,FALSE,FALSE
P016119,2025-12-31,marginal,84,6035.85,A000269,FALSE,FALSE,FALSE,36,TRUE,FALSE,FALSE
P016125,2025-12-31,marginal,181,5237.19,A009855,FALSE,FALSE,FALSE,63,TRUE,FALSE,FALSE
P016126,2025-12-31,employed,321,19645.16,A006045,FALSE,FALSE,FALSE,37,TRUE,FALSE,FALSE
P016127,2025-12-31,employed,247,23320.91,A006045,FALSE,FALSE,FALSE,22,TRUE,FALSE,FALSE
P016128,2025-12-31,employed,255,31955.91,A016425,FALSE,FALSE,FALSE,58,TRUE,FALSE,FALSE
P016137,2025-12-31,employed,365,16674.1,A008208,FALSE,FALSE,FALSE,33,TRUE,FALSE,FALSE
P016139,2025-12-31,employed,262,26463.44,A008208,FALSE,FALSE,FALSE,48,TRUE,FALSE,FALSE
P016140,2025-12-31,employed,318,64077.5,A011121,FALSE,FALSE,FALSE,32,TRUE,FALSE,FALSE
P016141,2025-12-31,employed,236,14699.36,A011121,FALSE,FALSE,FALSE,50,TRUE,FALSE,FALSE
P016142,2025-12-31,employed,248,15981.96,A009554,FALSE,FALSE,FALSE,52,TRUE,FALSE,FALSE
P016143,2025-12-31,employed,365,21267,NA,FALSE,FALSE,FALSE,54,TRUE,FALSE,FALSE
P016146,2025-12-31,self_employed,249,17458.16,A009294,FALSE,FALSE,FALSE,32,TRUE,FALSE,FALSE
P016147,2025-12-31,employed,355,25274.99,A003543,FALSE,FALSE,FALSE,32,TRUE,FALSE,FALSE
P016154,2025-12-31,employed,342,23580.73,A000767,FALSE,FALSE,FALSE,48,TRUE,FALSE,FALSE
P016155,2025-12-31,employed,191,31606.82,A007523,FALSE,FALSE,FALSE,61,TRUE,FALSE,FALSE
P016159,2025-12-31,employed,345,51601.64,A010461,FALSE,FALSE,FALSE,55,TRUE,FALSE,FALSE
P016161,2025-12-31,marginal,71,5032.19,A010461,FALSE,FALSE,FALSE,39,TRUE,FALSE,FALSE
P016162,2025-12-31,employed,314,24176.99,NA,FALSE,FALSE,FALSE,28,TRUE,FALSE,FALSE
P016164,2025-12-31,employed,290,44504.8,A004440,FALSE,FALSE,FALSE,49,TRUE,FALSE,FALSE
P016170,2025-12-31,employed,210,36021.55,A014459,FALSE,FALSE,FALSE,60,TRUE,FALSE,FALSE
P016176,2025-12-31,marginal,119,8159.86,A016273,FALSE,FALSE,FALSE,22,TRUE,FALSE,FALSE
P016178,2025-12-31,employed,284,34126.6,A004283,FALSE,FALSE,FALSE,45,TRUE,FALSE,FALSE
P016179,2025-12-31,employed,224,25708.68,A003891,FALSE,FALSE,FALSE,44,TRUE,FALSE,FALSE
P016180,2025-12-31,self_employed,190,17692.18,A003891,FALSE,FALSE,FALSE,44,TRUE,FALSE,FALSE
P016181,2025-12-31,employed,218,32228.53,A003891,FALSE,FALSE,FALSE,27,TRUE,FALSE,FALSE
P016184,2025-12-31,employed,168,22319.07,A003891,FALSE,FALSE,FALSE,48,TRUE,FALSE,FALSE
P016192,2025-12-31,self_employed,177,33837.58,A010256,FALSE,FALSE,FALSE,57,TRUE,FALSE,FALSE
P016193,2025-12-31,employed,267,67365.99,A010256,FALSE,FALSE,FALSE,56,TRUE,FALSE,FALSE
P016194,2025-12-31,employed,342,30311.96,A005075,FALSE,FALSE,FALSE,59,TRUE,FALSE,FALSE
P016196,2025-12-31,employed,242,27218.75,A011217,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE
P016197,2025-12-31,employed,365,29565.94,A003198,FALSE,FALSE,FALSE,38,TRUE,FALSE,FALSE
P016198,2025-12-31,marginal,132,4554.05,A003198,FALSE,FALSE,FALSE,49,TRUE,FALSE,FALSE
P016200,2025-12-31,employed,293,23053.78,A016204,FALSE,FALSE,FALSE,59,TRUE,FALSE,FALSE
P016201,2025-12-31,employed,271,31867.63,A016204,FALSE,FALSE,FALSE,61,TRUE,FALSE,FALSE
P016204,2025-12-31,employed,235,32356.62,A017019,FALSE,FALSE,FALSE,32,TRUE,FALSE,FALSE
P016206,2025-12-31,employed,306,24782.26,A016868,FALSE,FALSE,FALSE,25,TRUE,FALSE,FALSE
P016210,2025-12-31,marginal,76,8586.21,A012030,FALSE,FALSE,FALSE,35,TRUE,FALSE,FALSE
P016214,2025-12-31,employed,319,28836.3,A004803,FALSE,FALSE,FALSE,35,TRUE,FALSE,FALSE
P016220,2025-12-31,marginal,165,9100.78,A016215,FALSE,FALSE,FALSE,48,TRUE,FALSE,FALSE
P016222,2025-12-31,employed,251,18917.08,A013536,FALSE,FALSE,FALSE,62,TRUE,FALSE,FALSE
P016229,2025-12-31,employed,267,27116.83,A017786,FALSE,FALSE,FALSE,35,TRUE,FALSE,FALSE
P016234,2025-12-31,employed,309,30047.1,A000623,FALSE,FALSE,FALSE,25,TRUE,FALSE,FALSE
P016237,2025-12-31,employed,167,56082.81,A016981,FALSE,FALSE,FALSE,32,TRUE,FALSE,FALSE
P016238,2025-12-31,self_employed,207,13558.83,A013509,FALSE,FALSE,FALSE,26,TRUE,FALSE,FALSE
P016242,2025-12-31,employed,292,25523.1,A013509,FALSE,FALSE,FALSE,63,TRUE,FALSE,FALSE
P016243,2025-12-31,employed,365,24632.59,A013509,FALSE,FALSE,FALSE,21,TRUE,FALSE,FALSE
P016244,2025-12-31,employed,240,32509.51,A003490,FALSE,FALSE,FALSE,52,TRUE,FALSE,FALSE
P016249,2025-12-31,employed,361,67354.38,A010693,FALSE,FALSE,FALSE,32,TRUE,FALSE,FALSE
P016251,2025-12-31,employed,270,18974.79,A001721,FALSE,FALSE,FALSE,27,TRUE,FALSE,FALSE
P016254,2025-12-31,employed,365,23197.59,A005260,FALSE,FALSE,FALSE,34,TRUE,FALSE,FALSE
P016256,2025-12-31,employed,228,116303.42,A006481,FALSE,FALSE,FALSE,55,TRUE,FALSE,FALSE
P016258,2025-12-31,marginal,143,5471.64,A006481,FALSE,FALSE,FALSE,57,TRUE,FALSE,FALSE
P016260,2025-12-31,employed,295,33989.19,A004137,FALSE,FALSE,FALSE,55,TRUE,FALSE,FALSE
P016261,2025-12-31,employed,365,15933.01,A007909,FALSE,FALSE,FALSE,52,TRUE,FALSE,FALSE
P016262,2025-12-31,employed,266,24421.44,A009667,FALSE,FALSE,FALSE,62,TRUE,FALSE,FALSE
P016263,2025-12-31,employed,217,67047.17,A009667,FALSE,FALSE,FALSE,29,TRUE,FALSE,FALSE
P016264,2025-12-31,employed,365,19020.63,A009667,FALSE,FALSE,FALSE,40,TRUE,FALSE,FALSE
P016266,2025-12-31,employed,253,16601.55,A010334,FALSE,FALSE,FALSE,53,TRUE,FALSE,FALSE
P016269,2025-12-31,employed,214,56391.29,A000908,FALSE,FALSE,FALSE,28,TRUE,FALSE,FALSE
P016270,2025-12-31,marginal,89,3590.15,A016081,FALSE,FALSE,FALSE,28,TRUE,FALSE,FALSE
P016271,2025-12-31,employed,365,23285.14,A001411,FALSE,FALSE,FALSE,26,TRUE,FALSE,FALSE
P016273,2025-12-31,employed,265,53986.1,A001580,FALSE,FALSE,FALSE,39,TRUE,FALSE,FALSE
P016274,2025-12-31,employed,347,55651.24,A012163,FALSE,FALSE,FALSE,41,TRUE,FALSE,FALSE
P016278,2025-12-31,employed,192,21346.52,A011188,FALSE,FALSE,FALSE,39,TRUE,FALSE,FALSE
P016280,2025-12-31,employed,276,49603.41,A015813,FALSE,FALSE,FALSE,35,TRUE,FALSE,FALSE
P016281,2025-12-31,employed,236,38755.5,A015813,FALSE,FALSE,FALSE,50,TRUE,FALSE,FALSE
P016282,2025-12-31,employed,277,14481.94,A015813,FALSE,FALSE,FALSE,27,TRUE,FALSE,FALSE
P016284,2025-12-31,employed,288,13981.46,A013107,FALSE,FALSE,FALSE,35,TRUE,FALSE,FALSE
P016285,2025-12-31,employed,124,22945.34,A013179,FALSE,FALSE,FALSE,61,TRUE,FALSE,FALSE
P016291,2025-12-31,employed,272,28115.8,A011610,FALSE,FALSE,FALSE,58,TRUE,FALSE,FALSE
P016293,2025-12-31,employed,194,30997.25,A002143,FALSE,FALSE,FALSE,61,TRUE,FALSE,FALSE
P016294,2025-12-31,employed,170,26545.68,A007419,FALSE,FALSE,FALSE,25,TRUE,FALSE,FALSE
P016295,2025-12-31,employed,238,34239.39,NA,FALSE,FALSE,FALSE,31,TRUE,FALSE,FALSE
P016296,2025-12-31,employed,219,46832.26,A007419,FALSE,FALSE,FALSE,45,TRUE,FALSE,FALSE
P016298,2025-12-31,employed,317,18250.2,A012080,FALSE,FALSE,FALSE,29,TRUE,FALSE,FALSE
P016303,2025-12-31,employed,349,45624.81,A014922,FALSE,FALSE,FALSE,36,TRUE,FALSE,FALSE
P016304,2025-12-31,employed,298,21379.03,A014922,FALSE,FALSE,FALSE,47,TRUE,FALSE,FALSE
P016305,2025-12-31,marginal,143,3115.62,A014922,FALSE,FALSE,FALSE,47,TRUE,FALSE,FALSE
P016306,2025-12-31,self_employed,107,27555.69,A007413,FALSE,FALSE,FALSE,37,TRUE,FALSE,FALSE
P016308,2025-12-31,employed,330,24436.16,A005029,FALSE,FALSE,FALSE,18,TRUE,FALSE,FALSE
P016312,2025-12-31,employed,328,29367.04,A017873,FALSE,FALSE,FALSE,18,TRUE,FALSE,FALSE
P016313,2025-12-31,employed,234,25313.75,A016705,FALSE,FALSE,FALSE,21,TRUE,FALSE,FALSE
P016323,2025-12-31,employed,304,51582.11,A006512,FALSE,FALSE,FALSE,42,TRUE,FALSE,FALSE
P016324,2025-12-31,employed,327,28887.64,A006512,FALSE,FALSE,FALSE,60,TRUE,FALSE,FALSE
P016333,2025-12-31,employed,277,54694.68,A002217,FALSE,FALSE,FALSE,44,TRUE,FALSE,FALSE
P016335,2025-12-31,marginal,123,6949.74,A002217,FALSE,FALSE,FALSE,49,TRUE,FALSE,FALSE
P016336,2025-12-31,employed,244,18765.11,A002217,FALSE,FALSE,FALSE,47,TRUE,FALSE,FALSE
P016346,2025-12-31,employed,295,23633.19,A004051,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE
P016357,2025-12-31,employed,319,19512.16,A009495,FALSE,FALSE,FALSE,29,TRUE,FALSE,FALSE
P016358,2025-12-31,employed,168,48640.39,A017610,FALSE,FALSE,FALSE,41,TRUE,FALSE,FALSE
P016359,2025-12-31,employed,211,27761.54,A012723,FALSE,FALSE,FALSE,61,TRUE,FALSE,FALSE
P016361,2025-12-31,employed,212,87725.8,A012723,FALSE,FALSE,FALSE,20,TRUE,FALSE,FALSE
P016363,2025-12-31,employed,365,17243.32,A012723,FALSE,FALSE,FALSE,41,TRUE,FALSE,FALSE
P016365,2025-12-31,self_employed,277,13826.42,A001967,FALSE,FALSE,FALSE,29,TRUE,FALSE,FALSE
P016366,2025-12-31,employed,285,23585.87,A001967,FALSE,FALSE,FALSE,55,TRUE,FALSE,FALSE
P016371,2025-12-31,employed,365,39405.33,A005334,FALSE,FALSE,FALSE,47,TRUE,FALSE,FALSE
P016372,2025-12-31,marginal,116,2491.07,A005334,FALSE,FALSE,FALSE,30,TRUE,FALSE,FALSE
P016373,2025-12-31,employed,241,21410.98,A013469,FALSE,FALSE,FALSE,36,TRUE,FALSE,FALSE
P016375,2025-12-31,employed,353,35716.12,A013469,FALSE,FALSE,FALSE,37,TRUE,FALSE,FALSE
P016376,2025-12-31,employed,311,11367.08,A014695,FALSE,FALSE,FALSE,42,TRUE,FALSE,FALSE
P016378,2025-12-31,employed,NA,25477.11,A012009,FALSE,FALSE,FALSE,57,TRUE,FALSE,FALSE
P016383,2025-12-31,employed,254,41009.77,A004957,FALSE,FALSE,FALSE,54,TRUE,FALSE,FALSE
P016384,2025-12-31,employed,358,35989.6,A011044,FALSE,FALSE,FALSE,29,TRUE,FALSE,FALSE
P016387,2025-12-31,employed,224,26096.4,A010069,FALSE,FALSE,FALSE,36,TRUE,FALSE,FALSE
P016396,2025-12-31,employed,363,13051.91,A011932,FALSE,FALSE,FALSE,53,TRUE,FALSE,FALSE
P016397,2025-12-31,self_employed,194,6049.62,A011932,FALSE,FALSE,FALSE,36,TRUE,FALSE,FALSE
P016405,2025-12-31,employed,200,28168.21,A005978,FALSE,FALSE,FALSE,60,TRUE,FALSE,FALSE
P016407,2025-12-31,marginal,91,3300.01,A005978,FALSE,FALSE,FALSE,41,TRUE,FALSE,FALSE
P016409,2025-12-31,employed,298,22057.7,A003309,FALSE,FALSE,FALSE,62,TRUE,FALSE,FALSE
P016411,2025-12-31,employed,256,23125.44,A013960,FALSE,FALSE,FALSE,57,TRUE,FALSE,FALSE
P016412,2025-12-31,employed,283,24723.45,A017621,FALSE,FALSE,FALSE,36,TRUE,FALSE,FALSE
P016414,2025-12-31,employed,337,42898.49,A017621,FALSE,FALSE,FALSE,54,TRUE,FALSE,FALSE
