person_id,household_id,address_id,region_code,municipality_code,sex,age,age_group,citizenship_group,registration_status,registration_date,last_move_date,flag_duplicate_person_id,flag_address_not_found,flag_invalid_region,flag_region_address_mismatch,flag_municipality_address_mismatch,flag_invalid_age,flag_missing_registration_status,flag_invalid_citizenship_group,flag_date_inconsistency
P011421,H005465,A009561,R10,R10-M02,M,3,0-5,DE,main_residence,2015-03-11,2015-03-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011422,H005465,A009561,R10,R10-M02,F,91,80+,DE,main_residence,2012-11-30,2022-07-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011423,H005466,A014441,R09,R09-M04,F,14,6-17,EU,main_residence,2020-11-22,2020-11-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011424,H005466,A014441,R09,R09-M04,F,35,25-39,DE,main_residence,2024-04-12,2024-04-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011425,H005466,A014441,R09,R09-M04,M,49,40-64,Non-EU,main_residence,2005-12-21,2019-08-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011426,H005466,A014441,R09,R09-M04,F,75,65-79,DE,main_residence,2010-02-23,2013-10-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011427,H005467,A002672,R06,R06-M03,F,2,0-5,DE,main_residence,2024-08-06,2024-08-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011428,H005467,A002672,R06,R06-M03,F,19,18-24,DE,main_residence,2020-04-10,2020-04-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011429,H005468,A007139,R06,R06-M01,M,7,6-17,DE,main_residence,2023-02-12,2023-02-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011430,H005469,A004138,R01,R01-M03,F,37,25-39,DE,main_residence,2020-12-05,2020-12-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011431,H005470,A001539,R02,R02-M04,M,34,25-39,DE,main_residence,2015-08-21,2023-06-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011432,H005470,A001539,R02,R02-M04,F,23,18-24,DE,main_residence,2020-11-06,2020-11-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011433,H005471,A003772,R01,R01-M02,F,22,18-24,DE,main_residence,2023-11-25,2023-11-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011434,H005471,A003772,R01,R01-M02,F,47,40-64,DE,main_residence,2006-09-01,2010-02-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011435,H005471,A003772,R01,R01-M02,M,36,25-39,DE,main_residence,2019-03-26,2020-11-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011436,H005471,A003772,R01,R01-M02,F,51,40-64,EU,main_residence,2008-08-03,2021-11-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011437,H005472,A012774,R01,R01-M01,F,32,25-39,EU,main_residence,2017-03-11,2017-03-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011438,H005472,A012774,R01,R01-M01,F,1,0-5,EU,main_residence,2013-10-01,2022-09-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011439,H005472,A012774,R01,R01-M01,M,65,65-79,DE,NA,2014-02-18,2024-05-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
P011440,H005473,A017648,R09,R09-M01,M,39,25-39,DE,main_residence,2025-09-06,2025-09-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011441,H005474,A003259,R04,R04-M02,M,86,80+,EU,main_residence,2021-11-20,2021-11-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011444,H005474,A003259,R04,R04-M02,M,11,6-17,DE,main_residence,2015-08-01,2015-08-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011445,H005475,A011530,R01,R01-M03,F,80,80+,DE,main_residence,2016-12-11,2016-12-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011446,H005475,A011530,R01,R01-M03,M,28,25-39,DE,main_residence,2006-11-04,2016-04-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011447,H005475,A011530,R01,R01-M03,M,11,6-17,DE,main_residence,2024-11-01,2024-11-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011448,H005476,A004109,R02,R02-M04,M,14,6-17,DE,main_residence,2016-11-07,2020-06-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011449,H005476,A004109,R02,R02-M04,M,29,25-39,DE,main_residence,2020-06-15,2020-06-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011450,H005477,A007155,R03,R03-M02,F,16,6-17,DE,main_residence,2025-11-11,2025-11-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011451,H005477,A007155,R03,R03-M02,M,5,0-5,DE,main_residence,2011-05-11,2011-11-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011452,H005477,A007155,R03,R03-M02,M,60,40-64,EU,main_residence,2016-05-25,2018-05-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011453,H005477,A007155,R03,R03-M02,M,12,6-17,Non-EU,secondary_residence,2024-07-20,2024-07-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011454,H005478,A006707,R08,R08-M03,F,20,18-24,DE,main_residence,2018-12-28,2022-03-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011455,H005478,A006707,R08,R08-M03,M,32,25-39,DE,main_residence,2025-05-14,2025-05-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011456,H005478,A006707,R08,R08-M03,F,59,40-64,Non-EU,main_residence,2011-07-09,2017-01-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011457,H005478,A006707,R08,R08-M03,M,26,25-39,EU,main_residence,2024-06-29,2024-06-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011458,H005479,A005122,R07,R07-M02,F,9,6-17,DE,main_residence,2025-02-06,2025-02-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011459,H005479,A005122,R07,R07-M02,F,49,40-64,EU,main_residence,2022-02-24,2025-12-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011460,H005480,A008794,R02,R02-M04,M,56,40-64,DE,main_residence,2013-01-12,2016-01-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011461,H005480,A008794,R02,R02-M04,M,38,25-39,EU,main_residence,2016-06-30,2016-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011462,H005480,A008794,R02,R02-M04,F,44,40-64,EU,main_residence,2005-11-14,2017-11-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011463,H005480,A008794,R02,R02-M04,F,5,0-5,DE,main_residence,2010-10-05,2014-02-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011464,H005480,A008794,R02,R02-M04,F,90,80+,DE,main_residence,2013-08-29,2015-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011465,H005480,A008794,R02,R02-M04,F,16,6-17,DE,main_residence,2016-07-21,2016-07-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011466,H005481,A013051,R02,R02-M04,F,72,65-79,DE,main_residence,2019-01-03,2019-01-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011467,H005481,A013051,R02,R02-M04,F,57,40-64,DE,main_residence,2015-03-27,2015-03-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011468,H005481,A013051,R02,R02-M04,F,37,25-39,DE,main_residence,2020-04-08,2022-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011469,H005481,A013051,R02,R02-M04,M,42,40-64,EU,main_residence,2024-07-04,2024-07-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011470,H005482,A013333,R04,R04-M04,M,24,18-24,DE,main_residence,2016-03-12,2024-09-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011471,H005483,A005352,R10,R10-M04,F,10,6-17,DE,main_residence,2017-12-10,2023-10-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011472,H005484,A015430,R08,R08-M04,F,51,40-64,DE,main_residence,2012-10-20,2024-08-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011473,H005484,A015430,R08,R08-M04,F,9,6-17,EU,secondary_residence,2009-09-12,2020-05-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011474,H005484,A015430,R08,R08-M04,F,39,25-39,DE,secondary_residence,2022-07-02,2022-07-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011475,H005485,A015613,R06,R06-M02,M,70,65-79,EU,secondary_residence,2008-03-25,2011-10-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011476,H005485,A015613,R06,R06-M02,F,48,40-64,DE,main_residence,2019-03-13,2023-07-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011477,H005485,A015613,R06,R06-M02,F,74,65-79,EU,main_residence,2024-11-24,2024-11-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011478,H005485,A015613,R06,R06-M02,M,33,25-39,DE,main_residence,2010-02-23,2023-05-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011479,H005486,A002667,R02,R02-M03,M,64,40-64,EU,main_residence,2018-11-16,2018-11-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011480,H005487,A009588,R10,R10-M02,F,44,40-64,DE,main_residence,2025-08-19,2025-08-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011481,H005488,A004074,R12,R12-M03,M,88,80+,DE,main_residence,2008-07-31,2016-10-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011482,H005489,A008681,R05,R05-M01,M,28,25-39,EU,main_residence,2005-02-02,2024-06-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011483,H005489,A008681,R05,R05-M01,F,24,18-24,DE,main_residence,2019-04-05,2019-04-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011484,H005489,A008681,R05,R05-M01,F,12,6-17,DE,main_residence,2019-09-05,2019-09-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011485,H005489,A008681,R05,R05-M01,M,49,40-64,DE,main_residence,2007-05-02,2022-07-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011486,H005489,A008681,R05,R05-M01,M,32,25-39,DE,main_residence,2017-07-02,2025-03-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011487,H005489,A008681,R05,R05-M01,F,75,65-79,EU,main_residence,2018-12-16,2018-12-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011488,H005490,A013483,R05,R05-M04,F,68,65-79,DE,main_residence,2018-06-09,2018-06-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011489,H005491,A011962,R09,R09-M03,M,54,40-64,DE,main_residence,2018-07-27,2018-07-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011490,H005491,A011962,R09,R09-M03,M,26,25-39,Non-EU,main_residence,2021-03-05,2021-03-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011491,H005491,A011962,R09,R09-M03,F,19,18-24,DE,main_residence,2012-04-16,2018-09-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011492,H005492,A000879,R10,R10-M02,F,25,25-39,Non-EU,main_residence,2019-07-14,2019-07-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011493,H005492,A000879,R10,R10-M02,M,70,65-79,DE,main_residence,2012-11-23,2019-01-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011494,H005492,A000879,R10,R10-M02,M,60,40-64,DE,secondary_residence,2006-03-22,2021-12-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011495,H005492,A000879,R10,R10-M02,M,8,6-17,Non-EU,main_residence,2014-03-18,2018-05-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011496,H005493,A006589,R01,R01-M01,F,92,80+,DE,main_residence,2023-01-31,2023-01-31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011497,H005493,A006589,R01,R01-M01,M,67,65-79,DE,main_residence,2017-01-08,2018-07-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011498,H005494,A009842,R06,R06-M04,M,16,6-17,EU,main_residence,2023-06-05,2023-06-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011499,H005495,A017747,R08,R08-M03,F,39,25-39,DE,main_residence,2005-08-23,2022-03-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011500,H005495,A017747,R08,R08-M03,M,34,25-39,Non-EU,main_residence,2007-07-30,2012-02-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011501,H005496,A010251,R03,R03-M03,F,58,40-64,DE,main_residence,2020-10-27,2020-10-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011502,H005497,A002745,R09,R09-M03,M,78,65-79,DE,main_residence,2017-05-06,2018-08-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011503,H005497,A002745,R09,R09-M03,M,61,40-64,DE,main_residence,2010-05-09,2025-10-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011504,H005498,A015738,R03,R03-M03,M,34,25-39,Non-EU,main_residence,2016-10-11,2017-01-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011505,H005499,A010181,R11,R11-M02,M,53,40-64,DE,main_residence,2025-01-20,2025-01-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011506,H005500,A011830,R01,R01-M01,M,84,80+,DE,main_residence,2021-02-21,2025-05-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011507,H005501,A017668,R01,R01-M02,F,25,25-39,DE,main_residence,2012-04-21,2019-06-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011508,H005502,A011389,R08,R08-M02,F,65,65-79,Non-EU,main_residence,2017-06-14,2017-06-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011510,H005503,A012170,R02,R02-M04,F,0,0-5,DE,main_residence,2013-06-18,2022-08-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011511,H005504,A017146,R11,R11-M02,M,66,65-79,DE,main_residence,2005-04-28,2017-03-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011512,H005504,A017146,R11,R11-M02,M,81,80+,Non-EU,main_residence,2016-09-08,2023-04-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011513,H005504,A017146,R11,R11-M02,F,28,25-39,EU,main_residence,2008-03-17,2024-02-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011514,H005504,A017146,R11,R11-M02,M,69,65-79,DE,main_residence,2024-01-18,2024-01-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011515,H005505,A004435,R05,R05-M02,F,20,18-24,DE,main_residence,2021-02-19,2021-02-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011517,H005506,A009549,R11,R11-M03,F,89,80+,EU,main_residence,2010-06-18,2010-06-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011518,H005506,A009549,R11,R11-M03,F,6,6-17,DE,main_residence,2019-12-03,2019-12-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011519,H005507,A000337,R01,R01-M03,M,17,6-17,DE,main_residence,2012-09-21,2025-02-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011520,H005507,A000337,R01,R01-M03,M,5,0-5,DE,main_residence,2023-04-16,2023-04-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011521,H005507,A000337,R01,R01-M03,M,3,0-5,DE,main_residence,2022-01-26,2022-01-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011523,H005508,A016323,R03,R03-M03,F,16,6-17,EU,main_residence,2014-05-19,2019-03-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011524,H005509,A016906,R10,R10-M02,F,31,25-39,DE,main_residence,2012-02-14,2016-03-31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011525,H005509,A016906,R10,R10-M02,F,44,40-64,DE,main_residence,2012-11-16,2016-08-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011526,H005509,A016906,R10,R10-M02,F,45,40-64,Non-EU,main_residence,2006-04-08,2017-07-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011527,H005509,A016906,R10,R10-M02,F,79,65-79,DE,main_residence,2022-05-04,2022-05-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011528,H005510,A012193,R05,R05-M01,M,39,25-39,DE,secondary_residence,2022-01-04,2022-01-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011529,H005511,A017238,R02,R02-M03,F,20,18-24,DE,main_residence,2019-11-25,2020-03-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011530,H005511,A017238,R02,R02-M03,F,30,25-39,EU,main_residence,2013-11-28,2024-09-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011531,H005512,A002280,R09,R09-M01,F,42,40-64,DE,main_residence,2023-05-08,2023-05-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011532,H005512,A002280,R09,R09-M01,M,7,6-17,DE,main_residence,2025-05-20,2025-05-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011533,H005512,A002280,R09,R09-M01,F,56,40-64,EU,secondary_residence,2010-11-09,2010-11-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011534,H005513,A009433,R04,R04-M03,F,20,18-24,DE,main_residence,2010-06-18,2011-09-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011535,H005514,A005002,R10,R10-M04,F,73,65-79,DE,main_residence,2011-02-09,2020-08-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011537,H005515,A006674,R01,R01-M04,M,22,18-24,DE,main_residence,2012-03-25,2023-10-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011538,H005515,A006674,R01,R01-M04,M,5,0-5,DE,main_residence,2024-02-03,2024-02-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011539,H005516,A017198,R02,R02-M02,M,25,25-39,EU,main_residence,2008-01-04,2015-05-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011540,H005516,A017198,R02,R02-M02,F,3,0-5,DE,main_residence,2024-12-29,2024-12-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011541,H005517,A009893,R04,R04-M03,F,0,0-5,EU,main_residence,2011-06-06,2022-01-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011542,H005517,A009893,R04,R04-M03,M,40,40-64,DE,main_residence,2017-04-30,2023-06-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011543,H005518,A002966,R07,R07-M04,M,26,25-39,DE,main_residence,2008-08-19,2019-03-31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011544,H005518,A002966,R07,R07-M04,F,16,6-17,DE,main_residence,2025-06-20,2025-06-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011545,H005518,A002966,R07,R07-M04,M,30,25-39,DE,main_residence,2024-08-09,2025-04-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011546,H005518,A002966,R07,R07-M04,F,56,40-64,DE,main_residence,2005-09-23,2019-02-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011547,H005518,A002966,R07,R07-M04,F,17,6-17,DE,main_residence,2025-01-14,2025-01-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011548,H005518,A002966,R07,R07-M04,F,76,65-79,Non-EU,main_residence,2012-05-31,2017-06-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011549,H005519,A015367,R02,R02-M01,M,25,25-39,DE,NA,2007-05-01,2014-06-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
P011550,H005519,A015367,R02,R02-M01,M,29,25-39,DE,main_residence,2005-12-28,2017-08-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011551,H005520,A011997,R02,R02-M02,F,42,40-64,DE,main_residence,2008-11-08,2015-11-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011552,H005521,A009918,R06,R06-M03,F,32,25-39,EU,secondary_residence,2006-01-28,2023-11-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011554,H005522,A000547,R06,R06-M03,F,2,0-5,Non-EU,main_residence,2008-04-26,2019-03-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011555,H005523,A002966,R07,R07-M04,F,39,25-39,DE,main_residence,2017-03-27,2020-01-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011556,H005524,A011865,R02,R02-M01,M,6,6-17,DE,secondary_residence,2020-08-02,2020-08-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011557,H005525,A017620,R02,R02-M01,F,11,6-17,DE,main_residence,2014-05-30,2021-03-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011558,H005525,A017620,R02,R02-M01,F,27,25-39,DE,main_residence,2025-03-17,2025-03-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011559,H005525,A017620,R02,R02-M01,M,65,65-79,DE,main_residence,2011-10-20,2023-08-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011560,H005525,A017620,R02,R02-M01,M,8,6-17,DE,main_residence,2006-09-18,2017-03-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011561,H005526,A008528,R05,R05-M04,M,77,65-79,DE,main_residence,2019-11-25,2025-05-31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011562,H005527,A017751,R01,R01-M02,F,85,80+,EU,main_residence,2005-10-20,2012-11-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011563,H005528,A007512,R07,R07-M02,F,4,0-5,DE,main_residence,2023-11-26,2023-11-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011564,H005529,A011465,R01,R01-M03,M,41,40-64,Non-EU,main_residence,2006-06-20,2022-08-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011565,H005529,A011465,R01,R01-M03,M,10,6-17,DE,main_residence,2011-07-09,2024-08-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011566,H005529,A011465,R01,R01-M03,F,75,65-79,DE,main_residence,2018-01-03,2018-01-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011567,H005529,A011465,R01,R01-M03,F,64,40-64,DE,main_residence,2009-10-02,2024-02-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011569,H005530,A007390,R12,R12-M03,F,39,25-39,DE,main_residence,2013-05-17,2023-10-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011570,H005531,A011527,R01,R01-M02,F,6,6-17,EU,main_residence,2010-10-30,2017-01-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P011571,H005531,A011527,R01,R01-M02,F,16,6-17,EU,main_residence,2021-03-23,2021-03-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
