person_id,household_id,address_id,region_code,municipality_code,sex,age,age_group,citizenship_group,registration_status,in_population_register,in_employment_register,employment_signal,flag_employed_under_15,employment_contact_address_id,in_tax_register,tax_signal,flag_tax_under_14,tax_contact_address_id,in_education_register,education_signal,flag_implausible_enrolment_age,education_contact_address_id,n_auxiliary_sources,n_activity_signals,observed_source_status,flag_no_activity_signal,flag_registered_without_activity,flag_auxiliary_only,flag_auxiliary_only_with_activity,flag_any_cross_register_plausibility_issue,n_contact_addresses_available,n_distinct_contact_addresses,flag_auxiliary_address_conflict,consistent_auxiliary_address_id,n_contact_addresses_matching_population,flag_population_auxiliary_address_disagreement,consistent_auxiliary_region_code,consistent_auxiliary_municipality_code
P009600,H004555,A005260,R05,R05-M03,M,33,25-39,DE,secondary_residence,1,0,0,FALSE,NA,1,1,FALSE,A005260,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A005260,1,FALSE,R05,R05-M03
P009601,H004556,A003864,R04,R04-M04,F,68,65-79,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P009602,H004557,A016427,R01,R01-M02,M,94,80+,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P009603,H004557,A016427,R01,R01-M02,M,61,40-64,Non-EU,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A016427,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A016427,1,FALSE,R01,R01-M02
P009604,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A016427,1,1,auxiliary_only_with_activity,FALSE,FALSE,TRUE,TRUE,FALSE,1,1,FALSE,A016427,NA,FALSE,R01,R01-M02
P009605,H004558,A015767,R03,R03-M02,F,18,18-24,DE,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A015767,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A015767,1,FALSE,R03,R03-M02
P009606,H004559,A007417,R12,R12-M03,M,15,6-17,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A007417,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A007417,1,FALSE,R12,R12-M03
P009607,H004560,A009291,R12,R12-M04,M,72,65-79,Non-EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P009608,H004560,A009291,R12,R12-M04,M,65,65-79,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P009609,H004561,A008776,R06,R06-M02,M,20,18-24,DE,main_residence,1,1,1,FALSE,A008776,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A008776,1,FALSE,R06,R06-M02
P009610,H004561,A008776,R06,R06-M02,F,46,40-64,DE,main_residence,1,1,1,FALSE,A008776,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A008776,1,FALSE,R06,R06-M02
P009611,H004561,A008776,R06,R06-M02,F,95,80+,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P009612,H004561,A008776,R06,R06-M02,F,27,25-39,DE,main_residence,1,1,1,FALSE,A008776,1,1,FALSE,A008776,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A008776,2,FALSE,R06,R06-M02
P009613,H004561,A008776,R06,R06-M02,F,20,18-24,DE,main_residence,1,1,1,FALSE,A008776,0,0,FALSE,NA,1,1,FALSE,A008776,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A008776,2,FALSE,R06,R06-M02
P009614,H004562,A015780,R03,R03-M01,M,45,40-64,EU,main_residence,1,1,1,FALSE,A015780,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A015780,1,FALSE,R03,R03-M01
P009615,H004562,A015780,R03,R03-M01,F,17,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A015780,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A015780,1,FALSE,R03,R03-M01
P009616,H004562,A015780,R03,R03-M01,F,65,65-79,DE,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A015780,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A015780,1,FALSE,R03,R03-M01
P009617,H004562,A015780,R03,R03-M01,F,92,80+,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P009618,H004562,A015780,R03,R03-M01,F,29,25-39,DE,main_residence,1,1,1,FALSE,A015780,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A015780,1,FALSE,R03,R03-M01
P009619,H004563,A012320,R03,R03-M02,M,4,0-5,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P009620,H004564,A007809,R11,R11-M02,F,76,65-79,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P009621,H004565,A002837,R10,R10-M01,F,37,25-39,DE,main_residence,1,1,1,FALSE,A002837,1,1,FALSE,A002837,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A002837,2,FALSE,R10,R10-M01
P009622,H004566,A008530,R10,R10-M04,M,36,25-39,DE,main_residence,1,1,1,FALSE,A008530,1,1,FALSE,A008530,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A008530,2,FALSE,R10,R10-M04
P009623,H004566,A008530,R10,R10-M04,M,42,40-64,DE,main_residence,1,1,1,FALSE,A008530,1,1,FALSE,NA,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A008530,1,FALSE,R10,R10-M04
P009624,H004567,A012199,R12,R12-M03,M,16,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A012199,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A012199,1,FALSE,R12,R12-M03
P009625,H004567,A012199,R12,R12-M03,F,61,40-64,DE,main_residence,1,1,1,FALSE,A012199,1,1,FALSE,A012199,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A012199,2,FALSE,R12,R12-M03
P009626,H004567,A012199,R12,R12-M03,M,6,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A012199,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A012199,1,FALSE,R12,R12-M03
P009627,H004568,A012214,R05,R05-M01,M,33,25-39,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P009628,H004568,A012214,R05,R05-M01,M,12,6-17,Non-EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A012214,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A012214,1,FALSE,R05,R05-M01
P009629,H004568,A012214,R05,R05-M01,F,15,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A012214,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A012214,1,FALSE,R05,R05-M01
P009630,H004569,A012995,R01,R01-M03,M,26,25-39,DE,main_residence,1,1,1,FALSE,A012995,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A012995,1,FALSE,R01,R01-M03
P009631,H004569,A012995,R01,R01-M03,F,37,25-39,DE,main_residence,1,1,1,FALSE,A012995,1,1,FALSE,A012995,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A012995,2,FALSE,R01,R01-M03
P009632,H004570,A002017,R05,R05-M02,F,52,40-64,DE,main_residence,1,1,1,FALSE,A002017,1,1,FALSE,A002017,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A002017,2,FALSE,R05,R05-M02
P009633,H004571,A005751,R02,R02-M04,M,8,6-17,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A005751,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A005751,1,FALSE,R02,R02-M04
P009634,H004572,A000110,R03,R03-M04,M,62,40-64,DE,main_residence,1,1,1,FALSE,A000110,1,1,FALSE,A000110,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A000110,2,FALSE,R03,R03-M04
P009635,H004572,A000110,R03,R03-M04,F,7,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A000110,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A000110,1,FALSE,R03,R03-M04
P009636,H004573,A004077,R12,R12-M04,F,24,18-24,DE,main_residence,1,1,1,FALSE,A004077,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A004077,1,FALSE,R12,R12-M04
P009637,H004574,A011956,R08,R08-M01,F,51,40-64,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P009638,H004575,A008817,R03,R03-M04,M,59,40-64,DE,main_residence,1,1,1,FALSE,A008817,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A008817,1,FALSE,R03,R03-M04
P009639,H004575,A008817,R03,R03-M04,F,22,18-24,DE,main_residence,1,1,1,FALSE,A008817,0,0,FALSE,NA,1,1,FALSE,A008817,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A008817,2,FALSE,R03,R03-M04
P009640,H004575,A008817,R03,R03-M04,M,21,18-24,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P009641,H004575,A008817,R03,R03-M04,F,30,25-39,DE,main_residence,1,1,1,FALSE,A008817,1,1,FALSE,A008817,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A008817,2,FALSE,R03,R03-M04
P009642,H004576,A016641,R12,R12-M03,M,26,25-39,DE,main_residence,1,1,1,FALSE,A016641,1,1,FALSE,A016641,1,1,FALSE,A016641,3,3,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,FALSE,A016641,3,FALSE,R12,R12-M03
P009643,H004577,A008220,R01,R01-M02,M,53,40-64,DE,secondary_residence,1,1,1,FALSE,A008220,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A008220,1,FALSE,R01,R01-M02
P009644,H004577,A008220,R01,R01-M02,F,62,40-64,DE,main_residence,1,1,1,FALSE,A008220,1,1,FALSE,A008220,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A008220,2,FALSE,R01,R01-M02
P009645,H004578,A014036,R09,R09-M02,F,71,65-79,DE,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A014036,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A014036,1,FALSE,R09,R09-M02
P009646,H004578,A014036,R09,R09-M02,F,19,18-24,DE,secondary_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A014036,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A014036,1,FALSE,R09,R09-M02
P009648,H004579,A005016,R05,R05-M03,F,47,40-64,DE,main_residence,1,1,1,FALSE,A005016,1,1,FALSE,A005016,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A005016,2,FALSE,R05,R05-M03
P009649,H004580,A017410,R11,R11-M02,M,70,65-79,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P009650,H004580,A017410,R11,R11-M02,F,65,65-79,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P009651,H004580,A017410,R11,R11-M02,M,81,80+,DE,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A017410,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A017410,1,FALSE,R11,R11-M02
P009652,H004581,A011092,R12,R12-M04,M,6,6-17,DE,main_residence,1,1,0,FALSE,A011092,0,0,FALSE,NA,1,1,FALSE,A011092,2,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A011092,2,FALSE,R12,R12-M04
P009653,H004581,A011092,R12,R12-M04,M,25,25-39,DE,main_residence,1,1,1,FALSE,A011092,1,1,FALSE,A011092,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A011092,2,FALSE,R12,R12-M04
P009654,H004582,A001447,R10,R10-M03,M,29,25-39,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P009655,H004582,A001447,R10,R10-M03,M,59,40-64,DE,main_residence,1,1,1,FALSE,A001447,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A001447,1,FALSE,R10,R10-M03
P009656,H004582,A001447,R10,R10-M03,M,29,25-39,DE,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A001447,1,1,FALSE,A001447,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A001447,2,FALSE,R10,R10-M03
P009657,H004583,A009488,R05,R05-M01,F,23,18-24,DE,main_residence,1,1,1,FALSE,A009488,0,0,FALSE,NA,1,1,FALSE,A009488,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A009488,2,FALSE,R05,R05-M01
P009658,H004583,A009488,R05,R05-M01,F,44,40-64,DE,main_residence,1,1,1,FALSE,NA,1,1,FALSE,A009488,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A009488,1,FALSE,R05,R05-M01
P009659,H004584,A014542,R02,R02-M02,M,6,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A014542,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A014542,1,FALSE,R02,R02-M02
P009660,H004584,A014542,R02,R02-M02,M,36,25-39,DE,main_residence,1,1,1,FALSE,A014542,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A014542,1,FALSE,R02,R02-M02
P009661,H004584,A014542,R02,R02-M02,F,37,25-39,EU,main_residence,1,1,1,FALSE,A014542,1,1,FALSE,A014542,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A014542,2,FALSE,R02,R02-M02
P009662,H004584,A014542,R02,R02-M02,M,32,25-39,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P009663,H004584,A014542,R02,R02-M02,F,37,25-39,DE,main_residence,1,1,1,FALSE,A014542,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A014542,1,FALSE,R02,R02-M02
P009664,H004585,A015874,R05,R05-M04,F,53,40-64,Non-EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P009665,H004585,A015874,R05,R05-M04,M,31,25-39,DE,main_residence,1,1,1,FALSE,A015874,1,1,FALSE,A015874,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A015874,2,FALSE,R05,R05-M04
P009666,H004585,A015874,R05,R05-M04,F,9,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A011156,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A011156,0,TRUE,R05,R05-M02
P009667,H004586,A005307,R09,R09-M02,M,28,25-39,DE,main_residence,1,1,1,FALSE,A005307,1,1,FALSE,A005307,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A005307,2,FALSE,R09,R09-M02
P009668,H004587,A011225,R05,R05-M03,M,24,18-24,DE,main_residence,1,1,1,FALSE,A011225,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A011225,1,FALSE,R05,R05-M03
P009669,H004587,A011225,R05,R05-M03,F,71,65-79,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P009670,H004588,A005472,R11,R11-M02,M,91,80+,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P009671,H004588,A005472,R11,R11-M02,M,62,40-64,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P009672,H004588,A005472,R11,R11-M02,M,80,80+,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P009673,H004588,A005472,R11,R11-M02,F,36,25-39,DE,main_residence,1,1,1,FALSE,A005472,1,1,FALSE,A005472,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A005472,2,FALSE,R11,R11-M02
P009674,H004588,A005472,R11,R11-M02,F,3,0-5,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P009675,H004588,A005472,R11,R11-M02,F,52,40-64,DE,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A005472,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A005472,1,FALSE,R11,R11-M02
P009676,H004589,A007706,R05,R05-M02,F,79,65-79,DE,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A007706,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A007706,1,FALSE,R05,R05-M02
P009677,H004589,A007706,R05,R05-M02,F,23,18-24,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A007706,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A007706,1,FALSE,R05,R05-M02
P009678,H004589,A007706,R05,R05-M02,F,56,40-64,DE,main_residence,1,1,1,FALSE,A007706,0,0,FALSE,NA,1,1,TRUE,A007706,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,FALSE,A007706,2,FALSE,R05,R05-M02
P009679,H004590,A000206,R10,R10-M02,M,67,65-79,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P009680,H004590,A000206,R10,R10-M02,M,51,40-64,DE,main_residence,1,1,1,FALSE,A000206,1,1,FALSE,A000206,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A000206,2,FALSE,R10,R10-M02
P009681,H004590,A000206,R10,R10-M02,M,6,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A000206,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A000206,1,FALSE,R10,R10-M02
P009682,H004590,A000206,R10,R10-M02,F,48,40-64,EU,main_residence,1,1,1,FALSE,A000206,1,1,FALSE,A000206,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A000206,2,FALSE,R10,R10-M02
P009683,H004591,A007552,R09,R09-M01,F,14,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A007552,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A007552,1,FALSE,R09,R09-M01
P009684,H004592,A008379,R12,R12-M01,F,21,18-24,EU,secondary_residence,1,1,1,FALSE,A008379,0,0,FALSE,NA,1,1,FALSE,A008379,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A008379,2,FALSE,R12,R12-M01
P009685,H004592,A008379,R12,R12-M01,M,81,80+,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,TRUE,A008379,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,FALSE,A008379,1,FALSE,R12,R12-M01
P009686,H004593,A007659,R12,R12-M04,F,16,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A007659,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A007659,1,FALSE,R12,R12-M04
P009687,H004593,A007659,R12,R12-M04,F,28,25-39,EU,main_residence,1,1,1,FALSE,A007659,1,1,FALSE,A007659,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A007659,2,FALSE,R12,R12-M04
P009688,H004594,A000368,R11,R11-M03,F,67,65-79,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P009689,H004595,A002456,R02,R02-M02,M,29,25-39,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P009690,H004595,A002456,R02,R02-M02,F,56,40-64,DE,main_residence,1,1,1,FALSE,A002456,1,1,FALSE,A002456,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A002456,2,FALSE,R02,R02-M02
P009691,H004596,A008252,R04,R04-M04,M,24,18-24,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A008252,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A008252,1,FALSE,R04,R04-M04
P009692,H004597,A004378,R04,R04-M04,F,19,18-24,DE,main_residence,1,1,1,FALSE,A004378,1,1,FALSE,A004378,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A004378,2,FALSE,R04,R04-M04
P009693,H004597,A004378,R04,R04-M04,F,34,25-39,DE,main_residence,1,1,1,FALSE,A004378,1,1,FALSE,A004378,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A004378,2,FALSE,R04,R04-M04
P009694,H004598,A008521,R12,R12-M03,F,44,40-64,Non-EU,main_residence,1,1,1,FALSE,A008521,1,1,FALSE,A008521,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A008521,2,FALSE,R12,R12-M03
