person_id,tax_year,tax_filing_flag,taxable_income,contact_address_id,flag_invalid_tax_year,flag_negative_taxable_income,population_age,in_population_register,flag_age_check_unavailable,flag_tax_under_14
P012757,2025,1,38101.21,A008918,FALSE,FALSE,56,TRUE,FALSE,FALSE
P012762,2025,1,21373.22,A011662,FALSE,FALSE,72,TRUE,FALSE,FALSE
P012764,2025,1,55860.47,A000629,FALSE,FALSE,NA,FALSE,TRUE,FALSE
P012766,2025,1,12434.41,A000629,FALSE,FALSE,50,TRUE,FALSE,FALSE
P012767,2025,1,37948.07,A012268,FALSE,FALSE,33,TRUE,FALSE,FALSE
P012770,2025,0,-0,A002926,FALSE,FALSE,12,TRUE,FALSE,FALSE
P012771,2025,1,60688.11,A012770,FALSE,FALSE,34,TRUE,FALSE,FALSE
P012772,2025,1,23021.9,A012770,FALSE,FALSE,59,TRUE,FALSE,FALSE
P012774,2025,1,17455.25,A017566,FALSE,FALSE,44,TRUE,FALSE,FALSE
P012778,2025,1,17368.87,A017566,FALSE,FALSE,25,TRUE,FALSE,FALSE
P012780,2025,1,27879.45,A014600,FALSE,FALSE,45,TRUE,FALSE,FALSE
P012782,2025,1,NA,A009247,FALSE,FALSE,52,TRUE,FALSE,FALSE
P012789,2025,1,72162.66,A016222,FALSE,FALSE,42,TRUE,FALSE,FALSE
P012790,2025,1,39387.34,A002043,FALSE,FALSE,70,TRUE,FALSE,FALSE
P012792,2025,1,68112.64,A015161,FALSE,FALSE,27,TRUE,FALSE,FALSE
P012794,2025,1,16451.89,A004600,FALSE,FALSE,34,TRUE,FALSE,FALSE
P012797,2025,1,10447.34,A004600,FALSE,FALSE,27,TRUE,FALSE,FALSE
P012798,2025,1,30745.59,A005456,FALSE,FALSE,33,TRUE,FALSE,FALSE
P012799,2025,1,47203.28,A005456,FALSE,FALSE,43,TRUE,FALSE,FALSE
P012804,2025,1,31022.4,A015766,FALSE,FALSE,33,TRUE,FALSE,FALSE
P012807,2025,1,26328.22,A012041,FALSE,FALSE,56,TRUE,FALSE,FALSE
P012808,2025,1,34219.47,A012041,FALSE,FALSE,44,TRUE,FALSE,FALSE
P012811,2025,1,29070.38,A007692,FALSE,FALSE,60,TRUE,FALSE,FALSE
P012812,2025,1,15265.5,A004067,FALSE,FALSE,26,TRUE,FALSE,FALSE
P012815,2025,1,23285.86,A002478,FALSE,FALSE,28,TRUE,FALSE,FALSE
P012816,2025,1,30527.1,A002478,FALSE,FALSE,51,TRUE,FALSE,FALSE
P012817,2025,1,20010.72,A000526,FALSE,FALSE,56,TRUE,FALSE,FALSE
P012821,2025,1,111511.39,A011877,FALSE,FALSE,27,TRUE,FALSE,FALSE
P012822,2025,1,42224.7,A013925,FALSE,FALSE,43,TRUE,FALSE,FALSE
P012823,2025,1,57503.34,A013925,FALSE,FALSE,30,TRUE,FALSE,FALSE
P012824,2025,1,45183.2,A001050,FALSE,FALSE,43,TRUE,FALSE,FALSE
P012825,2025,1,12042.37,A010015,FALSE,FALSE,62,TRUE,FALSE,FALSE
P012829,2025,1,33793.34,A010207,FALSE,FALSE,41,TRUE,FALSE,FALSE
P012830,2025,1,18403.31,A010207,FALSE,FALSE,46,TRUE,FALSE,FALSE
P012833,2025,1,60957.2,A000498,FALSE,FALSE,51,TRUE,FALSE,FALSE
P012835,2025,1,35665.86,A002970,FALSE,FALSE,43,TRUE,FALSE,FALSE
P012836,2025,1,12968.7,A007506,FALSE,FALSE,43,TRUE,FALSE,FALSE
P012841,2025,1,22785.06,A004088,FALSE,FALSE,39,TRUE,FALSE,FALSE
P012843,2025,1,45758.07,A004392,FALSE,FALSE,37,TRUE,FALSE,FALSE
P012844,2025,1,25524.47,A016315,FALSE,FALSE,59,TRUE,FALSE,FALSE
P012846,2025,1,50008.71,A014434,FALSE,FALSE,59,TRUE,FALSE,FALSE
P012847,2025,1,18190.71,A001203,FALSE,FALSE,55,TRUE,FALSE,FALSE
P012848,2025,1,56696.19,A001203,FALSE,FALSE,29,TRUE,FALSE,FALSE
P012851,2025,1,35169.04,A005679,FALSE,FALSE,39,TRUE,FALSE,FALSE
P012852,2025,1,30320.49,A007933,FALSE,FALSE,49,TRUE,FALSE,FALSE
P012855,2025,1,60868.3,A011153,FALSE,FALSE,53,TRUE,FALSE,FALSE
P012859,2025,1,14481.31,A013201,FALSE,FALSE,18,TRUE,FALSE,FALSE
P012860,2025,1,22448.05,A006597,FALSE,FALSE,45,TRUE,FALSE,FALSE
P012863,2025,1,25212.05,A008760,FALSE,FALSE,49,TRUE,FALSE,FALSE
P012866,2025,1,52307.82,A016118,FALSE,FALSE,42,TRUE,FALSE,FALSE
P012867,2025,1,26561.93,A005577,FALSE,FALSE,41,TRUE,FALSE,FALSE
P012869,2025,1,18928.62,A013687,FALSE,FALSE,34,TRUE,FALSE,FALSE
P012870,2025,1,12904.42,A013687,FALSE,FALSE,59,TRUE,FALSE,FALSE
P012872,2025,1,23927.33,A013687,FALSE,FALSE,52,TRUE,FALSE,FALSE
P012873,2025,1,33046.67,A014906,FALSE,FALSE,55,TRUE,FALSE,FALSE
P012875,2025,1,53140.13,A001759,FALSE,FALSE,47,TRUE,FALSE,FALSE
P012877,2025,1,46528.9,A012511,FALSE,FALSE,42,TRUE,FALSE,FALSE
P012880,2025,1,23545.99,A002978,FALSE,FALSE,51,TRUE,FALSE,FALSE
P012881,2025,1,16366.72,A002978,FALSE,FALSE,35,TRUE,FALSE,FALSE
P012883,2025,1,21433.63,A014669,FALSE,FALSE,58,TRUE,FALSE,FALSE
P012884,2025,1,0,A011174,FALSE,FALSE,15,TRUE,FALSE,FALSE
P012885,2025,1,55518.08,A011174,FALSE,FALSE,NA,FALSE,TRUE,FALSE
P012887,2025,1,22742.8,A010422,FALSE,FALSE,42,TRUE,FALSE,FALSE
P012888,2025,1,52400.49,A010422,FALSE,FALSE,30,TRUE,FALSE,FALSE
P012890,2025,1,NA,A010355,FALSE,TRUE,65,TRUE,FALSE,FALSE
P012892,2025,1,22278.67,A008430,FALSE,FALSE,46,TRUE,FALSE,FALSE
P012896,2025,1,67060.78,A017779,FALSE,FALSE,60,TRUE,FALSE,FALSE
P012897,2025,1,15646.11,A017779,FALSE,FALSE,26,TRUE,FALSE,FALSE
P012901,2025,1,22584.94,A010826,FALSE,FALSE,53,TRUE,FALSE,FALSE
P012903,2025,1,20404,A011754,FALSE,FALSE,NA,FALSE,TRUE,FALSE
P012906,2025,1,58199.37,A012853,FALSE,FALSE,53,TRUE,FALSE,FALSE
P012908,2025,1,13439.97,A004654,FALSE,FALSE,42,TRUE,FALSE,FALSE
P012910,2025,1,55138.04,A004654,FALSE,FALSE,29,TRUE,FALSE,FALSE
P012912,2025,1,35830.42,A017091,FALSE,FALSE,32,TRUE,FALSE,FALSE
P012914,2025,0,0,A017021,FALSE,FALSE,59,TRUE,FALSE,FALSE
P012915,2025,1,16483.03,A007003,FALSE,FALSE,47,TRUE,FALSE,FALSE
P012918,2025,1,44778.78,A009221,FALSE,FALSE,51,TRUE,FALSE,FALSE
P012922,2025,1,106694.32,A002337,FALSE,FALSE,51,TRUE,FALSE,FALSE
P012926,2025,1,38461.65,A013178,FALSE,FALSE,49,TRUE,FALSE,FALSE
P012927,2025,1,27315.23,A013178,FALSE,FALSE,57,TRUE,FALSE,FALSE
P012930,2025,1,41380.8,A006664,FALSE,FALSE,40,TRUE,FALSE,FALSE
P012932,2025,1,29715.7,A011554,FALSE,FALSE,31,TRUE,FALSE,FALSE
P012934,2025,1,30889.89,A011554,FALSE,FALSE,55,TRUE,FALSE,FALSE
P012936,2025,1,13222.99,A000526,FALSE,FALSE,50,TRUE,FALSE,FALSE
P012940,2025,1,77277.91,A007102,FALSE,FALSE,44,TRUE,FALSE,FALSE
P012941,2025,1,23914.75,A015671,FALSE,FALSE,39,TRUE,FALSE,FALSE
P012942,2025,1,7129.21,A015671,FALSE,FALSE,51,TRUE,FALSE,FALSE
P012943,2025,1,31435.44,A015671,FALSE,FALSE,50,TRUE,FALSE,FALSE
P012944,2025,1,63167.28,A015671,FALSE,FALSE,35,TRUE,FALSE,FALSE
P012945,2025,1,24220.63,A012161,FALSE,FALSE,57,TRUE,FALSE,FALSE
P012948,2025,1,21894.82,A008198,FALSE,FALSE,20,TRUE,FALSE,FALSE
P012949,2025,1,23762.08,A016119,FALSE,FALSE,48,TRUE,FALSE,FALSE
P012951,2025,1,19402.78,NA,FALSE,FALSE,70,TRUE,FALSE,FALSE
P012952,2025,1,42368.73,A002659,FALSE,FALSE,36,TRUE,FALSE,FALSE
P012954,2025,1,34397.35,A010528,FALSE,FALSE,35,TRUE,FALSE,FALSE
P012956,2025,1,23071.89,A017840,FALSE,FALSE,54,TRUE,FALSE,FALSE
P012957,2025,1,34729.84,A009025,FALSE,FALSE,49,TRUE,FALSE,FALSE
P012963,2025,1,16770.31,A005088,FALSE,FALSE,28,TRUE,FALSE,FALSE
P012964,2025,1,31086.91,A005088,FALSE,FALSE,44,TRUE,FALSE,FALSE
P012968,2025,1,6860.58,A016131,FALSE,FALSE,18,TRUE,FALSE,FALSE
P012970,2025,1,38380.83,A016131,FALSE,FALSE,63,TRUE,FALSE,FALSE
P012972,2025,1,22414.76,A011681,FALSE,FALSE,56,TRUE,FALSE,FALSE
P012973,2025,1,44195.51,A001794,FALSE,FALSE,28,TRUE,FALSE,FALSE
P012974,2025,1,97806.32,A001794,FALSE,FALSE,36,TRUE,FALSE,FALSE
P012976,2025,1,57156.62,A001794,FALSE,FALSE,53,TRUE,FALSE,FALSE
P012978,2025,1,22306.16,A009620,FALSE,FALSE,77,TRUE,FALSE,FALSE
P012979,2025,1,21235.47,A005204,FALSE,FALSE,62,TRUE,FALSE,FALSE
P012980,2025,1,14197.53,A005204,FALSE,FALSE,60,TRUE,FALSE,FALSE
P012981,2025,1,12131.7,A006133,FALSE,FALSE,71,TRUE,FALSE,FALSE
P012983,2025,1,57981.86,A017624,FALSE,FALSE,42,TRUE,FALSE,FALSE
P012986,2025,1,53487.29,A014648,FALSE,FALSE,25,TRUE,FALSE,FALSE
P012987,2025,1,30872.37,A014648,FALSE,FALSE,55,TRUE,FALSE,FALSE
P012988,2025,1,9034.27,A010066,FALSE,FALSE,45,TRUE,FALSE,FALSE
P012989,2025,1,54314.26,A012555,FALSE,FALSE,49,TRUE,FALSE,FALSE
P012991,2025,1,50700.65,A015050,FALSE,FALSE,53,TRUE,FALSE,FALSE
P012993,2025,1,21839.66,A015304,FALSE,FALSE,33,TRUE,FALSE,FALSE
P012996,2025,1,8288.86,A010625,FALSE,FALSE,73,TRUE,FALSE,FALSE
P012999,2025,1,29457.63,A009542,FALSE,FALSE,32,TRUE,FALSE,FALSE
P013004,2025,0,0,A006645,FALSE,FALSE,8,TRUE,FALSE,FALSE
P013006,2025,1,38562.93,A006645,FALSE,FALSE,49,TRUE,FALSE,FALSE
P013010,2025,1,25776.48,A011183,FALSE,FALSE,31,TRUE,FALSE,FALSE
P013012,2025,1,27968.07,A016245,FALSE,FALSE,44,TRUE,FALSE,FALSE
P013013,2025,1,30268.12,A016245,FALSE,FALSE,64,TRUE,FALSE,FALSE
P013021,2025,1,37333.56,A015113,FALSE,FALSE,27,TRUE,FALSE,FALSE
P013023,2025,1,49656.06,A013675,FALSE,FALSE,25,TRUE,FALSE,FALSE
P013026,2025,1,77664.68,A002577,FALSE,FALSE,36,TRUE,FALSE,FALSE
P013027,2025,1,31044.3,A005851,FALSE,FALSE,32,TRUE,FALSE,FALSE
P013030,2025,1,56407.71,A005810,FALSE,FALSE,26,TRUE,FALSE,FALSE
P013032,2025,1,15313.87,A005810,FALSE,FALSE,57,TRUE,FALSE,FALSE
P013033,2025,1,94990.8,A007907,FALSE,FALSE,50,TRUE,FALSE,FALSE
P013034,2025,1,19450.81,A007907,FALSE,FALSE,92,TRUE,FALSE,FALSE
P013036,2025,1,31252.91,A000488,FALSE,FALSE,64,TRUE,FALSE,FALSE
P013037,2025,1,NA,A001803,FALSE,FALSE,46,TRUE,FALSE,FALSE
P013041,2025,1,32524.71,A009782,FALSE,FALSE,43,TRUE,FALSE,FALSE
P013042,2025,1,27383.06,A009782,FALSE,FALSE,31,TRUE,FALSE,FALSE
P013043,2025,0,0,A006343,FALSE,FALSE,40,TRUE,FALSE,FALSE
P013045,2025,1,64069.91,A017369,FALSE,FALSE,33,TRUE,FALSE,FALSE
P013047,2025,1,13650.06,A010173,FALSE,FALSE,76,TRUE,FALSE,FALSE
P013048,2025,1,53449.36,A016519,FALSE,FALSE,37,TRUE,FALSE,FALSE
P013049,2025,1,20744.62,A016519,FALSE,FALSE,33,TRUE,FALSE,FALSE
P013051,2025,1,32700.19,A016519,FALSE,FALSE,49,TRUE,FALSE,FALSE
P013053,2025,1,34453.29,A016519,FALSE,FALSE,45,TRUE,FALSE,FALSE
P013054,2025,1,13830.63,A007752,FALSE,FALSE,73,TRUE,FALSE,FALSE
P013055,2025,1,31460.94,A002778,FALSE,FALSE,44,TRUE,FALSE,FALSE
P013056,2025,1,27786.66,A002778,FALSE,FALSE,37,TRUE,FALSE,FALSE
P013061,2025,1,15084.04,A000267,FALSE,FALSE,60,TRUE,FALSE,FALSE
P013062,2025,1,33832.85,A014434,FALSE,FALSE,59,TRUE,FALSE,FALSE
P013064,2025,1,51517.07,A000234,FALSE,FALSE,54,TRUE,FALSE,FALSE
P013067,2025,1,20280.63,A011518,FALSE,FALSE,41,TRUE,FALSE,FALSE
P013068,2025,1,22030.16,A009364,FALSE,FALSE,40,TRUE,FALSE,FALSE
P013069,2025,1,92518.79,A017773,FALSE,FALSE,34,TRUE,FALSE,FALSE
P013070,2025,1,44144.7,A007506,FALSE,FALSE,35,TRUE,FALSE,FALSE
P013071,2025,0,0,A007506,FALSE,FALSE,27,TRUE,FALSE,FALSE
P013072,2025,1,38101.12,A007506,FALSE,FALSE,30,TRUE,FALSE,FALSE
P013075,2025,1,25740.24,A009554,FALSE,FALSE,39,TRUE,FALSE,FALSE
P013076,2025,1,77219.13,A000576,FALSE,FALSE,37,TRUE,FALSE,FALSE
P013079,2025,1,44433.03,A009792,FALSE,FALSE,34,TRUE,FALSE,FALSE
P013085,2025,1,7463.83,A005157,FALSE,FALSE,19,TRUE,FALSE,FALSE
P013087,2025,1,22842.15,A005157,FALSE,FALSE,34,TRUE,FALSE,FALSE
P013090,2025,1,44092.53,A002682,FALSE,FALSE,38,TRUE,FALSE,FALSE
P013091,2025,1,15210.46,A012241,FALSE,FALSE,56,TRUE,FALSE,FALSE
P013092,2025,1,36794.4,A012241,FALSE,FALSE,50,TRUE,FALSE,FALSE
P013093,2025,1,53642.21,A010360,FALSE,FALSE,42,TRUE,FALSE,FALSE
P013095,2025,1,41162.29,A008878,FALSE,FALSE,33,TRUE,FALSE,FALSE
P013096,2025,1,44090.44,A008878,FALSE,FALSE,30,TRUE,FALSE,FALSE
P013097,2025,1,18508.75,A009507,FALSE,FALSE,47,TRUE,FALSE,FALSE
P013098,2025,1,11547.95,A009507,FALSE,FALSE,18,TRUE,FALSE,FALSE
P013102,2025,1,100718.06,A007831,FALSE,FALSE,48,TRUE,FALSE,FALSE
P013104,2025,1,85586.23,A002822,FALSE,FALSE,41,TRUE,FALSE,FALSE
P013105,2025,1,116529.68,A002822,FALSE,FALSE,54,TRUE,FALSE,FALSE
P013106,2025,1,44585.29,A002822,FALSE,FALSE,53,TRUE,FALSE,FALSE
P013108,2025,1,43537.58,A004285,FALSE,FALSE,63,TRUE,FALSE,FALSE
P013109,2025,1,47693.56,A016689,FALSE,FALSE,25,TRUE,FALSE,FALSE
P013112,2025,1,27790.98,A013483,FALSE,FALSE,52,TRUE,FALSE,FALSE
P013113,2025,1,49348.7,A017439,FALSE,FALSE,61,TRUE,FALSE,FALSE
P013116,2025,1,39732.87,A016885,FALSE,FALSE,28,TRUE,FALSE,FALSE
P013118,2025,1,69175.73,A005944,FALSE,FALSE,37,TRUE,FALSE,FALSE
P013120,2025,1,56874.62,A011754,FALSE,FALSE,37,TRUE,FALSE,FALSE
P013121,2025,1,24009.39,A006908,FALSE,FALSE,64,TRUE,FALSE,FALSE
P013122,2025,1,36187.97,A001293,FALSE,FALSE,53,TRUE,FALSE,FALSE
P013123,2025,1,36424.3,A001293,FALSE,FALSE,33,TRUE,FALSE,FALSE
P013125,2025,1,44810.83,A000947,FALSE,FALSE,34,TRUE,FALSE,FALSE
P013126,2025,1,27889.69,A000281,FALSE,FALSE,29,TRUE,FALSE,FALSE
P013127,2025,1,15221.78,A000281,FALSE,FALSE,63,TRUE,FALSE,FALSE
P013131,2025,1,31911.31,A000281,FALSE,FALSE,30,TRUE,FALSE,FALSE
P013132,2025,1,48007.8,A005396,FALSE,FALSE,59,TRUE,FALSE,FALSE
P013133,2025,1,10558.95,A005396,FALSE,FALSE,79,TRUE,FALSE,FALSE
P013138,2025,1,26019.93,NA,FALSE,FALSE,26,TRUE,FALSE,FALSE
P013139,2025,1,17957.89,A010999,FALSE,FALSE,52,TRUE,FALSE,FALSE
P013141,2025,1,2666.65,A006675,FALSE,FALSE,22,TRUE,FALSE,FALSE
P013142,2025,1,32433.24,A009437,FALSE,FALSE,50,TRUE,FALSE,FALSE
P013143,2025,1,43973.44,A000854,FALSE,FALSE,37,TRUE,FALSE,FALSE
P013144,2025,1,56141.16,A000854,FALSE,FALSE,56,TRUE,FALSE,FALSE
P013149,2025,1,10703.19,A008616,FALSE,FALSE,46,TRUE,FALSE,FALSE
P013152,2025,1,87581.04,A014502,FALSE,FALSE,41,TRUE,FALSE,FALSE
P013153,2025,1,34366.96,A014502,FALSE,FALSE,61,TRUE,FALSE,FALSE
P013154,2025,1,51104.62,A011964,FALSE,FALSE,60,TRUE,FALSE,FALSE
P013155,2025,1,104049.03,A011964,FALSE,FALSE,35,TRUE,FALSE,FALSE
P013157,2025,1,NA,A010856,FALSE,TRUE,38,TRUE,FALSE,FALSE
P013161,2025,1,42226.7,A009376,FALSE,FALSE,50,TRUE,FALSE,FALSE
P013164,2025,1,26136.96,A009376,FALSE,FALSE,36,TRUE,FALSE,FALSE
P013165,2025,1,25718.29,A009376,FALSE,FALSE,35,TRUE,FALSE,FALSE
P013167,2025,1,98990.27,A006056,FALSE,FALSE,32,TRUE,FALSE,FALSE
P013168,2025,1,42494.52,A006056,FALSE,FALSE,30,TRUE,FALSE,FALSE
P013169,2025,1,69812.9,A010045,FALSE,FALSE,48,TRUE,FALSE,FALSE
P013170,2025,1,119612.37,A006811,FALSE,FALSE,34,TRUE,FALSE,FALSE
P013174,2025,1,16627.46,A012350,FALSE,FALSE,34,TRUE,FALSE,FALSE
P013177,2025,1,20420.53,A009386,FALSE,FALSE,28,TRUE,FALSE,FALSE
P013178,2025,1,43716.71,A009386,FALSE,FALSE,58,TRUE,FALSE,FALSE
P013179,2025,1,39724.77,A011332,FALSE,FALSE,50,TRUE,FALSE,FALSE
P013180,2025,1,9299.82,A011332,FALSE,FALSE,78,TRUE,FALSE,FALSE
P013182,2025,1,39736.01,A012083,FALSE,FALSE,44,TRUE,FALSE,FALSE
P013186,2025,1,NA,A009402,FALSE,TRUE,34,TRUE,FALSE,FALSE
P013188,2025,1,127275.05,A002072,FALSE,FALSE,29,TRUE,FALSE,FALSE
P013189,2025,1,22186.74,A000885,FALSE,FALSE,54,TRUE,FALSE,FALSE
P013192,2025,1,66012.7,A001638,FALSE,FALSE,48,TRUE,FALSE,FALSE
P013197,2025,1,20332.3,A005521,FALSE,FALSE,43,TRUE,FALSE,FALSE
P013200,2025,1,39979.64,A005014,FALSE,FALSE,45,TRUE,FALSE,FALSE
P013202,2025,1,16605.74,A010766,FALSE,FALSE,73,TRUE,FALSE,FALSE
P013205,2025,1,34826.14,A011139,FALSE,FALSE,47,TRUE,FALSE,FALSE
P013206,2025,1,63233.87,A001625,FALSE,FALSE,41,TRUE,FALSE,FALSE
P013207,2025,1,14426.29,A016612,FALSE,FALSE,36,TRUE,FALSE,FALSE
P013212,2025,1,22219.27,A003452,FALSE,FALSE,43,TRUE,FALSE,FALSE
P013216,2025,1,45353.35,A001168,FALSE,FALSE,31,TRUE,FALSE,FALSE
P013219,2025,1,7680.27,A001603,FALSE,FALSE,23,TRUE,FALSE,FALSE
P013221,2025,1,76672.76,A013448,FALSE,FALSE,55,TRUE,FALSE,FALSE
P013222,2025,1,17321.95,A013448,FALSE,FALSE,31,TRUE,FALSE,FALSE
P013223,2025,1,19029.55,A017809,FALSE,FALSE,64,TRUE,FALSE,FALSE
P013224,2025,1,20096.1,A006363,FALSE,FALSE,58,TRUE,FALSE,FALSE
P013225,2025,1,79817.7,A006363,FALSE,FALSE,56,TRUE,FALSE,FALSE
P013227,2025,1,24193.86,A004712,FALSE,FALSE,76,TRUE,FALSE,FALSE
P013232,2025,1,31151,A009383,FALSE,FALSE,54,TRUE,FALSE,FALSE
P013234,2025,1,13026.01,A013662,FALSE,FALSE,64,TRUE,FALSE,FALSE
P013239,2025,1,15256.76,A009423,FALSE,FALSE,68,TRUE,FALSE,FALSE
P013240,2025,1,34135.92,A009453,FALSE,FALSE,30,TRUE,FALSE,FALSE
P013241,2025,1,10006.93,A009453,FALSE,FALSE,66,TRUE,FALSE,FALSE
P013243,2025,1,30193.59,A009453,FALSE,FALSE,49,TRUE,FALSE,FALSE
P013246,2025,1,30627.91,A012524,FALSE,FALSE,53,TRUE,FALSE,FALSE
P013251,2025,1,26012.24,A002014,FALSE,FALSE,56,TRUE,FALSE,FALSE
P013252,2025,1,14815.24,A000321,FALSE,FALSE,26,TRUE,FALSE,FALSE
P013253,2025,1,8846.09,A000321,FALSE,FALSE,28,TRUE,FALSE,FALSE
P013256,2025,1,21942.73,A010894,FALSE,FALSE,29,TRUE,FALSE,FALSE
P013259,2025,1,30206.48,A004345,FALSE,FALSE,62,TRUE,FALSE,FALSE
P013261,2025,1,33459.73,A008005,FALSE,FALSE,31,TRUE,FALSE,FALSE
P013263,2025,1,54674.63,A002688,FALSE,FALSE,29,TRUE,FALSE,FALSE
P013266,2025,1,30214.33,A009326,FALSE,FALSE,44,TRUE,FALSE,FALSE
P013268,2025,1,43278.98,A015026,FALSE,FALSE,55,TRUE,FALSE,FALSE
P013273,2025,1,20664.48,A009763,FALSE,FALSE,50,TRUE,FALSE,FALSE
P013277,2025,1,20204.2,A011812,FALSE,FALSE,22,TRUE,FALSE,FALSE
P013281,2025,1,50569.12,A012972,FALSE,FALSE,56,TRUE,FALSE,FALSE
P013288,2025,1,18423.68,A006875,FALSE,FALSE,49,TRUE,FALSE,FALSE
P013290,2025,1,86645.21,A001295,FALSE,FALSE,58,TRUE,FALSE,FALSE
P013293,2025,1,39834.8,A010637,FALSE,FALSE,32,TRUE,FALSE,FALSE
P013294,2025,1,29938.71,A000204,FALSE,FALSE,44,TRUE,FALSE,FALSE
P013295,2025,1,48242.1,A000204,FALSE,FALSE,32,TRUE,FALSE,FALSE
P013299,2025,1,66498.07,A012610,FALSE,FALSE,38,TRUE,FALSE,FALSE
P013301,2025,1,0,A015972,FALSE,FALSE,16,TRUE,FALSE,FALSE
P013303,2025,1,39070.81,A015972,FALSE,FALSE,63,TRUE,FALSE,FALSE
P013305,2025,1,18851.17,A011976,FALSE,FALSE,43,TRUE,FALSE,FALSE
P013308,2025,1,36857.96,A006480,FALSE,FALSE,36,TRUE,FALSE,FALSE
P013309,2025,1,13556.24,A006480,FALSE,FALSE,69,TRUE,FALSE,FALSE
P013314,2025,1,18009.26,A001512,FALSE,FALSE,30,TRUE,FALSE,FALSE
P013316,2025,1,25056.24,A014164,FALSE,FALSE,50,TRUE,FALSE,FALSE
P013318,2025,1,46719.43,A004042,FALSE,FALSE,57,TRUE,FALSE,FALSE
P013321,2025,1,111943.06,A004042,FALSE,FALSE,57,TRUE,FALSE,FALSE
P013327,2025,1,73093.68,A005085,FALSE,FALSE,32,TRUE,FALSE,FALSE
P013330,2025,1,13080.64,A007613,FALSE,FALSE,49,TRUE,FALSE,FALSE
P013332,2025,1,46213.39,A004786,FALSE,FALSE,56,TRUE,FALSE,FALSE
P013333,2025,1,46575.27,A004786,FALSE,FALSE,58,TRUE,FALSE,FALSE
P013334,2025,0,0,A002759,FALSE,FALSE,4,TRUE,FALSE,FALSE
P013336,2025,1,17216.2,A012699,FALSE,FALSE,71,TRUE,FALSE,FALSE
P013337,2025,1,80891.56,A012699,FALSE,FALSE,60,TRUE,FALSE,FALSE
P013343,2025,1,37886.94,A004824,FALSE,FALSE,40,TRUE,FALSE,FALSE
P013347,2025,1,48077.65,A017493,FALSE,FALSE,45,TRUE,FALSE,FALSE
P013352,2025,1,40607.4,A010082,FALSE,FALSE,25,TRUE,FALSE,FALSE
P013353,2025,1,20124.12,A015737,FALSE,FALSE,25,TRUE,FALSE,FALSE
P013357,2025,1,19449.5,A017781,FALSE,FALSE,57,TRUE,FALSE,FALSE
P013358,2025,1,32423.39,A005107,FALSE,FALSE,57,TRUE,FALSE,FALSE
P013359,2025,1,30089.78,A005107,FALSE,FALSE,26,TRUE,FALSE,FALSE
P013360,2025,1,41961.86,A000793,FALSE,FALSE,43,TRUE,FALSE,FALSE
P013363,2025,1,107066.73,A016001,FALSE,FALSE,NA,FALSE,TRUE,FALSE
P013367,2025,1,14564.13,A016210,FALSE,FALSE,56,TRUE,FALSE,FALSE
P013372,2025,1,28201.77,A010320,FALSE,FALSE,26,TRUE,FALSE,FALSE
P013373,2025,1,44973.56,A008485,FALSE,FALSE,50,TRUE,FALSE,FALSE
P013374,2025,1,9085.6,A015048,FALSE,FALSE,56,TRUE,FALSE,FALSE
P013377,2025,1,30628,A006794,FALSE,FALSE,51,TRUE,FALSE,FALSE
P013379,2025,1,65912.94,A002345,FALSE,FALSE,43,TRUE,FALSE,FALSE
P013383,2025,1,6070.68,A002385,FALSE,FALSE,69,TRUE,FALSE,FALSE
P013384,2025,1,50667.4,A009366,FALSE,FALSE,50,TRUE,FALSE,FALSE
P013390,2025,1,55694.38,A000783,FALSE,FALSE,42,TRUE,FALSE,FALSE
P013391,2025,1,55163.58,A001843,FALSE,FALSE,55,TRUE,FALSE,FALSE
P013393,2025,1,22900.1,A008574,FALSE,FALSE,38,TRUE,FALSE,FALSE
P013395,2025,1,48692.19,A008574,FALSE,FALSE,25,TRUE,FALSE,FALSE
P013398,2025,1,20942.15,A017349,FALSE,FALSE,44,TRUE,FALSE,FALSE
P013403,2025,1,45017.9,A000186,FALSE,FALSE,31,TRUE,FALSE,FALSE
P013406,2025,1,25009.59,A006875,FALSE,FALSE,40,TRUE,FALSE,FALSE
P013409,2025,1,46247.29,A002165,FALSE,FALSE,27,TRUE,FALSE,FALSE
P013412,2025,1,50820.03,A002165,FALSE,FALSE,NA,FALSE,TRUE,FALSE
P013413,2025,1,72823.23,A008679,FALSE,FALSE,63,TRUE,FALSE,FALSE
P013415,2025,1,17762.51,A007143,FALSE,FALSE,58,TRUE,FALSE,FALSE
P013416,2025,1,21128.69,A007143,FALSE,FALSE,30,TRUE,FALSE,FALSE
P013418,2025,1,30342.04,A015593,FALSE,FALSE,44,TRUE,FALSE,FALSE
P013419,2025,1,45327.35,A015593,FALSE,FALSE,43,TRUE,FALSE,FALSE
P013423,2025,1,27635.17,A011106,FALSE,FALSE,32,TRUE,FALSE,FALSE
P013425,2025,1,23818.98,A008269,FALSE,FALSE,25,TRUE,FALSE,FALSE
P013427,2025,1,17092.35,A008269,FALSE,FALSE,44,TRUE,FALSE,FALSE
P013428,2025,1,23883.16,A007359,FALSE,FALSE,56,TRUE,FALSE,FALSE
P013432,2025,1,40321.67,A001743,FALSE,FALSE,29,TRUE,FALSE,FALSE
P013439,2025,1,47560.09,A017771,FALSE,FALSE,NA,FALSE,TRUE,FALSE
